commentId,comment,classification,comment_processed,word_phrase_list,complain,ask,ask send,send,send picture,picture,similarity_score,regression_weight
89782,I was sent me back to work where I had a relapse.,1,send work relapse,"['send', 'send work', 'send work relapse', 'work', 'work relapse', 'relapse']",0,0,0,1,0,0,0.1,0.0
179202,"The professionalism, service, organization and work done was exceptional and could not of asked for more.",0,professionalism service organization work exceptional not ask,"['professionalism', 'professionalism service', 'professionalism service organization', 'professionalism service organization work', 'professionalism service organization work exceptional', 'professionalism service organization work exceptional not', 'professionalism service organization work exceptional not ask', 'service', 'service organization', 'service organization work', 'service organization work exceptional', 'service organization work exceptional not', 'service organization work exceptional not ask', 'organization', 'organization work', 'organization work exceptional', 'organization work exceptional not', 'organization work exceptional not ask', 'work', 'work exceptional', 'work exceptional not', 'work exceptional not ask', 'exceptional', 'exceptional not', 'exceptional not ask', 'not', 'not ask', 'ask']",0,1,0,0,0,0,0.1,0.0
145261,My husband had to stop him and ask him questions upon leaving.,1,husband stop ask question leave,"['husband', 'husband stop', 'husband stop ask', 'husband stop ask question', 'husband stop ask question leave', 'stop', 'stop ask', 'stop ask question', 'stop ask question leave', 'ask', 'ask question', 'ask question leave', 'question', 'question leave', 'leave']",0,1,0,0,0,0,0.1,0.0
143023,Very rude dr. Does not like it when you ask him any questions or if you challenge him on something he says.,1,rude dr not like ask question challenge say,"['rude', 'rude dr', 'rude dr not', 'rude dr not like', 'rude dr not like ask', 'rude dr not like ask question', 'rude dr not like ask question challenge', 'rude dr not like ask question challenge say', 'dr', 'dr not', 'dr not like', 'dr not like ask', 'dr not like ask question', 'dr not like ask question challenge', 'dr not like ask question challenge say', 'not', 'not like', 'not like ask', 'not like ask question', 'not like ask question challenge', 'not like ask question challenge say', 'like', 'like ask', 'like ask question', 'like ask question challenge', 'like ask question challenge say', 'ask', 'ask question', 'ask question challenge', 'ask question challenge say', 'question', 'question challenge', 'question challenge say', 'challenge', 'challenge say', 'say']",0,1,0,0,0,0,0.1,0.0
175985,What more could you ask for. Dr.Bazell and all of the nurses are absolutely incredible.,0,ask drbazell nurse absolutely incredible,"['ask', 'ask drbazell', 'ask drbazell nurse', 'ask drbazell nurse absolutely', 'ask drbazell nurse absolutely incredible', 'drbazell', 'drbazell nurse', 'drbazell nurse absolutely', 'drbazell nurse absolutely incredible', 'nurse', 'nurse absolutely', 'nurse absolutely incredible', 'absolutely', 'absolutely incredible', 'incredible']",0,1,0,0,0,0,0.1,0.0
181080,so sentir bien gracias no me iso sentir desnuda gracias ??,0,send bien gracious no iso send desnuda gracious,"['send', 'send bien', 'send bien gracious', 'send bien gracious no', 'send bien gracious no iso', 'send bien gracious no iso send', 'send bien gracious no iso send desnuda', 'send bien gracious no iso send desnuda gracious', 'bien', 'bien gracious', 'bien gracious no', 'bien gracious no iso', 'bien gracious no iso send', 'bien gracious no iso send desnuda', 'bien gracious no iso send desnuda gracious', 'gracious', 'gracious no', 'gracious no iso', 'gracious no iso send', 'gracious no iso send desnuda', 'gracious no iso send desnuda gracious', 'no', 'no iso', 'no iso send', 'no iso send desnuda', 'no iso send desnuda gracious', 'iso', 'iso send', 'iso send desnuda', 'iso send desnuda gracious', 'send', 'send desnuda', 'send desnuda gracious', 'desnuda', 'desnuda gracious', 'gracious']",0,0,0,1,0,0,0.1,0.0
128883,"for ONE HOUR here in the room, nobody asked if I'm ok or if need something, worst service and patients care",1,room ask ok need bad service patient care,"['room', 'room ask', 'room ask ok', 'room ask ok need', 'room ask ok need bad', 'room ask ok need bad service', 'room ask ok need bad service patient', 'room ask ok need bad service patient care', 'ask', 'ask ok', 'ask ok need', 'ask ok need bad', 'ask ok need bad service', 'ask ok need bad service patient', 'ask ok need bad service patient care', 'ok', 'ok need', 'ok need bad', 'ok need bad service', 'ok need bad service patient', 'ok need bad service patient care', 'need', 'need bad', 'need bad service', 'need bad service patient', 'need bad service patient care', 'bad', 'bad service', 'bad service patient', 'bad service patient care', 'service', 'service patient', 'service patient care', 'patient', 'patient care', 'care']",0,1,0,0,0,0,0.1,0.0
112744,A friend of mine asked me why I did not sue him after he botched me.,1,friend ask not sue mottle,"['friend', 'friend ask', 'friend ask not', 'friend ask not sue', 'friend ask not sue mottle', 'ask', 'ask not', 'ask not sue', 'ask not sue mottle', 'not', 'not sue', 'not sue mottle', 'sue', 'sue mottle', 'mottle']",0,1,0,0,0,0,0.1,0.0
145330,They refunded my reservation fee promptly without me asking for it.,0,refuse reservation fee promptly ask,"['refuse', 'refuse reservation', 'refuse reservation fee', 'refuse reservation fee promptly', 'refuse reservation fee promptly ask', 'reservation', 'reservation fee', 'reservation fee promptly', 'reservation fee promptly ask', 'fee', 'fee promptly', 'fee promptly ask', 'promptly', 'promptly ask', 'ask']",0,1,0,0,0,0,0.1,0.0
144449,They kept sending us bills for things that should have been included in the self pay package.,1,keep send bill thing include self pay package,"['keep', 'keep send', 'keep send bill', 'keep send bill thing', 'keep send bill thing include', 'keep send bill thing include self', 'keep send bill thing include self pay', 'keep send bill thing include self pay package', 'send', 'send bill', 'send bill thing', 'send bill thing include', 'send bill thing include self', 'send bill thing include self pay', 'send bill thing include self pay package', 'bill', 'bill thing', 'bill thing include', 'bill thing include self', 'bill thing include self pay', 'bill thing include self pay package', 'thing', 'thing include', 'thing include self', 'thing include self pay', 'thing include self pay package', 'include', 'include self', 'include self pay', 'include self pay package', 'self', 'self pay', 'self pay package', 'pay', 'pay package', 'package']",0,0,0,1,0,0,0.1,0.0
139218,"I smile now, am confident when I speak and actually allowed myself to be in pictures that I would have avoided in the past.",0,smile confident speak actually allow picture avoid past,"['smile', 'smile confident', 'smile confident speak', 'smile confident speak actually', 'smile confident speak actually allow', 'smile confident speak actually allow picture', 'smile confident speak actually allow picture avoid', 'smile confident speak actually allow picture avoid past', 'confident', 'confident speak', 'confident speak actually', 'confident speak actually allow', 'confident speak actually allow picture', 'confident speak actually allow picture avoid', 'confident speak actually allow picture avoid past', 'speak', 'speak actually', 'speak actually allow', 'speak actually allow picture', 'speak actually allow picture avoid', 'speak actually allow picture avoid past', 'actually', 'actually allow', 'actually allow picture', 'actually allow picture avoid', 'actually allow picture avoid past', 'allow', 'allow picture', 'allow picture avoid', 'allow picture avoid past', 'picture', 'picture avoid', 'picture avoid past', 'avoid', 'avoid past', 'past']",0,0,0,0,0,1,0.1,0.0
155986,"But you're a medical doctor and surgeon, I ask him incredulously.",1,medical doctor surgeon ask incredulously,"['medical', 'medical doctor', 'medical doctor surgeon', 'medical doctor surgeon ask', 'medical doctor surgeon ask incredulously', 'doctor', 'doctor surgeon', 'doctor surgeon ask', 'doctor surgeon ask incredulously', 'surgeon', 'surgeon ask', 'surgeon ask incredulously', 'ask', 'ask incredulously', 'incredulously']",0,1,0,0,0,0,0.1,0.0
116358,"I was asked lots of questions, never mind the fact that they have all of my history.",1,ask lot question mind fact history,"['ask', 'ask lot', 'ask lot question', 'ask lot question mind', 'ask lot question mind fact', 'ask lot question mind fact history', 'lot', 'lot question', 'lot question mind', 'lot question mind fact', 'lot question mind fact history', 'question', 'question mind', 'question mind fact', 'question mind fact history', 'mind', 'mind fact', 'mind fact history', 'fact', 'fact history', 'history']",0,1,0,0,0,0,0.1,0.0
155781,I had to ask my question in a hushed voice in front of them which I felt was very unprofessional.,1,ask question hush voice feel professional,"['ask', 'ask question', 'ask question hush', 'ask question hush voice', 'ask question hush voice feel', 'ask question hush voice feel professional', 'question', 'question hush', 'question hush voice', 'question hush voice feel', 'question hush voice feel professional', 'hush', 'hush voice', 'hush voice feel', 'hush voice feel professional', 'voice', 'voice feel', 'voice feel professional', 'feel', 'feel professional', 'professional']",0,1,0,0,0,0,0.1,0.0
158420,I was reasonable asking to meet 1/2 way.,1,reasonable ask meet way,"['reasonable', 'reasonable ask', 'reasonable ask meet', 'reasonable ask meet way', 'ask', 'ask meet', 'ask meet way', 'meet', 'meet way', 'way']",0,1,0,0,0,0,0.1,0.0
176090,A kiosk is impersonal and sends the message that I am just a number to them.,1,risk impersonal send message number,"['risk', 'risk impersonal', 'risk impersonal send', 'risk impersonal send message', 'risk impersonal send message number', 'impersonal', 'impersonal send', 'impersonal send message', 'impersonal send message number', 'send', 'send message', 'send message number', 'message', 'message number', 'number']",0,0,0,1,0,0,0.1,0.0
140526,She asked that I DELETE my post because it looks bad for business.,1,ask delete post look bad business,"['ask', 'ask delete', 'ask delete post', 'ask delete post look', 'ask delete post look bad', 'ask delete post look bad business', 'delete', 'delete post', 'delete post look', 'delete post look bad', 'delete post look bad business', 'post', 'post look', 'post look bad', 'post look bad business', 'look', 'look bad', 'look bad business', 'bad', 'bad business', 'business']",0,1,0,0,0,0,0.1,0.0
166507,Is an artist and have sent many friends there.,0,artist send friend,"['artist', 'artist send', 'artist send friend', 'send', 'send friend', 'friend']",0,0,0,1,0,0,0.1,0.0
143300,and asked to call for a follow up I highly recommend using Dr. Abrams I visited the Eatontown office,0,ask follow highly recommend visit eatontown office,"['ask', 'ask follow', 'ask follow highly', 'ask follow highly recommend', 'ask follow highly recommend visit', 'ask follow highly recommend visit eatontown', 'ask follow highly recommend visit eatontown office', 'follow', 'follow highly', 'follow highly recommend', 'follow highly recommend visit', 'follow highly recommend visit eatontown', 'follow highly recommend visit eatontown office', 'highly', 'highly recommend', 'highly recommend visit', 'highly recommend visit eatontown', 'highly recommend visit eatontown office', 'recommend', 'recommend visit', 'recommend visit eatontown', 'recommend visit eatontown office', 'visit', 'visit eatontown', 'visit eatontown office', 'eatontown', 'eatontown office', 'office']",0,1,0,0,0,0,0.1,0.0
165319,"for the appointment seeing as they took my blood pressure, weight, and sent me on my way.",1,appointment see take blood pressure weight send way,"['appointment', 'appointment see', 'appointment see take', 'appointment see take blood', 'appointment see take blood pressure', 'appointment see take blood pressure weight', 'appointment see take blood pressure weight send', 'appointment see take blood pressure weight send way', 'see', 'see take', 'see take blood', 'see take blood pressure', 'see take blood pressure weight', 'see take blood pressure weight send', 'see take blood pressure weight send way', 'take', 'take blood', 'take blood pressure', 'take blood pressure weight', 'take blood pressure weight send', 'take blood pressure weight send way', 'blood', 'blood pressure', 'blood pressure weight', 'blood pressure weight send', 'blood pressure weight send way', 'pressure', 'pressure weight', 'pressure weight send', 'pressure weight send way', 'weight', 'weight send', 'weight send way', 'send', 'send way', 'way']",0,0,0,1,0,0,0.1,0.0
186341,"and she asked what she should do, I said obviously a full refund would be appropriate.",1,ask say obviously refund appropriate,"['ask', 'ask say', 'ask say obviously', 'ask say obviously refund', 'ask say obviously refund appropriate', 'say', 'say obviously', 'say obviously refund', 'say obviously refund appropriate', 'obviously', 'obviously refund', 'obviously refund appropriate', 'refund', 'refund appropriate', 'appropriate']",0,1,0,0,0,0,0.1,0.0
159315,When we arrived back to the office they then asked for his ID and they won?t be able to see him without it.,1,arrive office ask wo able,"['arrive', 'arrive office', 'arrive office ask', 'arrive office ask wo', 'arrive office ask wo able', 'office', 'office ask', 'office ask wo', 'office ask wo able', 'ask', 'ask wo', 'ask wo able', 'wo', 'wo able', 'able']",0,1,0,0,0,0,0.1,0.0
160136,"I asked her if I had gone in there sick would you still see me, she summed it up with you still had to pay.",1,ask go sick sum pay,"['ask', 'ask go', 'ask go sick', 'ask go sick sum', 'ask go sick sum pay', 'go', 'go sick', 'go sick sum', 'go sick sum pay', 'sick', 'sick sum', 'sick sum pay', 'sum', 'sum pay', 'pay']",0,1,0,0,0,0,0.1,0.0
151988,Pain management sent me right back.,1,pain management send right,"['pain', 'pain management', 'pain management send', 'pain management send right', 'management', 'management send', 'management send right', 'send', 'send right', 'right']",0,0,0,1,0,0,0.1,0.0
176852,"The rest of the follow ups are handled by non medical staff and they always ""have to ask DrT"" about your concerns or questions.",1,rest follow handle not medical staff ask concern question,"['rest', 'rest follow', 'rest follow handle', 'rest follow handle not', 'rest follow handle not medical', 'rest follow handle not medical staff', 'rest follow handle not medical staff ask', 'rest follow handle not medical staff ask concern', 'rest follow handle not medical staff ask concern question', 'follow', 'follow handle', 'follow handle not', 'follow handle not medical', 'follow handle not medical staff', 'follow handle not medical staff ask', 'follow handle not medical staff ask concern', 'follow handle not medical staff ask concern question', 'handle', 'handle not', 'handle not medical', 'handle not medical staff', 'handle not medical staff ask', 'handle not medical staff ask concern', 'handle not medical staff ask concern question', 'not', 'not medical', 'not medical staff', 'not medical staff ask', 'not medical staff ask concern', 'not medical staff ask concern question', 'medical', 'medical staff', 'medical staff ask', 'medical staff ask concern', 'medical staff ask concern question', 'staff', 'staff ask', 'staff ask concern', 'staff ask concern question', 'ask', 'ask concern', 'ask concern question', 'concern', 'concern question', 'question']",0,1,0,0,0,0,0.1,0.0
175645,But only 2 stars because the first thing they do is take a bunch of pictures of you,1,star thing bunch picture,"['star', 'star thing', 'star thing bunch', 'star thing bunch picture', 'thing', 'thing bunch', 'thing bunch picture', 'bunch', 'bunch picture', 'picture']",0,0,0,0,0,1,0.1,0.0
122080,and when I mentioned that the bright light hurt she said I could go ask for sun glasses from the front.,1,mention bright light hurt say ask sun glass,"['mention', 'mention bright', 'mention bright light', 'mention bright light hurt', 'mention bright light hurt say', 'mention bright light hurt say ask', 'mention bright light hurt say ask sun', 'mention bright light hurt say ask sun glass', 'bright', 'bright light', 'bright light hurt', 'bright light hurt say', 'bright light hurt say ask', 'bright light hurt say ask sun', 'bright light hurt say ask sun glass', 'light', 'light hurt', 'light hurt say', 'light hurt say ask', 'light hurt say ask sun', 'light hurt say ask sun glass', 'hurt', 'hurt say', 'hurt say ask', 'hurt say ask sun', 'hurt say ask sun glass', 'say', 'say ask', 'say ask sun', 'say ask sun glass', 'ask', 'ask sun', 'ask sun glass', 'sun', 'sun glass', 'glass']",0,1,0,0,0,0,0.1,0.0
82976,but he made it the most pleasant experience I could ask for.,0,pleasant experience ask,"['pleasant', 'pleasant experience', 'pleasant experience ask', 'experience', 'experience ask', 'ask']",0,1,0,0,0,0,0.1,0.0
141220,They asked if I was comfortable while waiting for my cataract surgery.,0,ask comfortable wait attract surgery,"['ask', 'ask comfortable', 'ask comfortable wait', 'ask comfortable wait attract', 'ask comfortable wait attract surgery', 'comfortable', 'comfortable wait', 'comfortable wait attract', 'comfortable wait attract surgery', 'wait', 'wait attract', 'wait attract surgery', 'attract', 'attract surgery', 'surgery']",0,1,0,0,0,0,0.1,0.0
164578,"on me, he send some strange person who just check my ears then left.",1,send strange person check ear leave,"['send', 'send strange', 'send strange person', 'send strange person check', 'send strange person check ear', 'send strange person check ear leave', 'strange', 'strange person', 'strange person check', 'strange person check ear', 'strange person check ear leave', 'person', 'person check', 'person check ear', 'person check ear leave', 'check', 'check ear', 'check ear leave', 'ear', 'ear leave', 'leave']",0,0,0,1,0,0,0.1,0.0
147250,Tell them vivian sent ya!,0,tell vision send,"['tell', 'tell vision', 'tell vision send', 'vision', 'vision send', 'send']",0,0,0,1,0,0,0.1,0.0
130484,I asked so many questions and she took her time explaining everything that was going to happen,0,ask question take time explain go happen,"['ask', 'ask question', 'ask question take', 'ask question take time', 'ask question take time explain', 'ask question take time explain go', 'ask question take time explain go happen', 'question', 'question take', 'question take time', 'question take time explain', 'question take time explain go', 'question take time explain go happen', 'take', 'take time', 'take time explain', 'take time explain go', 'take time explain go happen', 'time', 'time explain', 'time explain go', 'time explain go happen', 'explain', 'explain go', 'explain go happen', 'go', 'go happen', 'happen']",0,1,0,0,0,0,0.1,0.0
162331,"When the trainer was asked for citations after making some strong claims about epigenetic inheritance in humans, he was unable to produce any,",1,trainer ask situation make strong claim epigenetic inheritance human unable produce,"['trainer', 'trainer ask', 'trainer ask situation', 'trainer ask situation make', 'trainer ask situation make strong', 'trainer ask situation make strong claim', 'trainer ask situation make strong claim epigenetic', 'trainer ask situation make strong claim epigenetic inheritance', 'trainer ask situation make strong claim epigenetic inheritance human', 'trainer ask situation make strong claim epigenetic inheritance human unable', 'trainer ask situation make strong claim epigenetic inheritance human unable produce', 'ask', 'ask situation', 'ask situation make', 'ask situation make strong', 'ask situation make strong claim', 'ask situation make strong claim epigenetic', 'ask situation make strong claim epigenetic inheritance', 'ask situation make strong claim epigenetic inheritance human', 'ask situation make strong claim epigenetic inheritance human unable', 'ask situation make strong claim epigenetic inheritance human unable produce', 'situation', 'situation make', 'situation make strong', 'situation make strong claim', 'situation make strong claim epigenetic', 'situation make strong claim epigenetic inheritance', 'situation make strong claim epigenetic inheritance human', 'situation make strong claim epigenetic inheritance human unable', 'situation make strong claim epigenetic inheritance human unable produce', 'make', 'make strong', 'make strong claim', 'make strong claim epigenetic', 'make strong claim epigenetic inheritance', 'make strong claim epigenetic inheritance human', 'make strong claim epigenetic inheritance human unable', 'make strong claim epigenetic inheritance human unable produce', 'strong', 'strong claim', 'strong claim epigenetic', 'strong claim epigenetic inheritance', 'strong claim epigenetic inheritance human', 'strong claim epigenetic inheritance human unable', 'strong claim epigenetic inheritance human unable produce', 'claim', 'claim epigenetic', 'claim epigenetic inheritance', 'claim epigenetic inheritance human', 'claim epigenetic inheritance human unable', 'claim epigenetic inheritance human unable produce', 'epigenetic', 'epigenetic inheritance', 'epigenetic inheritance human', 'epigenetic inheritance human unable', 'epigenetic inheritance human unable produce', 'inheritance', 'inheritance human', 'inheritance human unable', 'inheritance human unable produce', 'human', 'human unable', 'human unable produce', 'unable', 'unable produce', 'produce']",0,1,0,0,0,0,0.1,0.0
186669,I never used to use filters for pictures but have been using facetune because my skin has aged 5 plus years since the treatments.,1,use filter picture facetune skin aged plus year treatment,"['use', 'use filter', 'use filter picture', 'use filter picture facetune', 'use filter picture facetune skin', 'use filter picture facetune skin aged', 'use filter picture facetune skin aged plus', 'use filter picture facetune skin aged plus year', 'use filter picture facetune skin aged plus year treatment', 'filter', 'filter picture', 'filter picture facetune', 'filter picture facetune skin', 'filter picture facetune skin aged', 'filter picture facetune skin aged plus', 'filter picture facetune skin aged plus year', 'filter picture facetune skin aged plus year treatment', 'picture', 'picture facetune', 'picture facetune skin', 'picture facetune skin aged', 'picture facetune skin aged plus', 'picture facetune skin aged plus year', 'picture facetune skin aged plus year treatment', 'facetune', 'facetune skin', 'facetune skin aged', 'facetune skin aged plus', 'facetune skin aged plus year', 'facetune skin aged plus year treatment', 'skin', 'skin aged', 'skin aged plus', 'skin aged plus year', 'skin aged plus year treatment', 'aged', 'aged plus', 'aged plus year', 'aged plus year treatment', 'plus', 'plus year', 'plus year treatment', 'year', 'year treatment', 'treatment']",0,0,0,0,0,1,0.1,0.0
183831,and ask me or be honest if he would do research or simply didn't want to work with me because of it.,1,ask honest research simply want work,"['ask', 'ask honest', 'ask honest research', 'ask honest research simply', 'ask honest research simply want', 'ask honest research simply want work', 'honest', 'honest research', 'honest research simply', 'honest research simply want', 'honest research simply want work', 'research', 'research simply', 'research simply want', 'research simply want work', 'simply', 'simply want', 'simply want work', 'want', 'want work', 'work']",0,1,0,0,0,0,0.1,0.0
157019,They gave you all information you needed to know without even having to ask!,0,give information need know have ask,"['give', 'give information', 'give information need', 'give information need know', 'give information need know have', 'give information need know have ask', 'information', 'information need', 'information need know', 'information need know have', 'information need know have ask', 'need', 'need know', 'need know have', 'need know have ask', 'know', 'know have', 'know have ask', 'have', 'have ask', 'ask']",0,1,0,0,0,0,0.1,0.0
128302,I can't complain not one bad complaint dr. Daniel made me feel like exactly what I pictured in my head.,0,complain not bad complaint dr daniel feel like precisely picture head,"['complain', 'complain not', 'complain not bad', 'complain not bad complaint', 'complain not bad complaint dr', 'complain not bad complaint dr daniel', 'complain not bad complaint dr daniel feel', 'complain not bad complaint dr daniel feel like', 'complain not bad complaint dr daniel feel like precisely', 'complain not bad complaint dr daniel feel like precisely picture', 'complain not bad complaint dr daniel feel like precisely picture head', 'not', 'not bad', 'not bad complaint', 'not bad complaint dr', 'not bad complaint dr daniel', 'not bad complaint dr daniel feel', 'not bad complaint dr daniel feel like', 'not bad complaint dr daniel feel like precisely', 'not bad complaint dr daniel feel like precisely picture', 'not bad complaint dr daniel feel like precisely picture head', 'bad', 'bad complaint', 'bad complaint dr', 'bad complaint dr daniel', 'bad complaint dr daniel feel', 'bad complaint dr daniel feel like', 'bad complaint dr daniel feel like precisely', 'bad complaint dr daniel feel like precisely picture', 'bad complaint dr daniel feel like precisely picture head', 'complaint', 'complaint dr', 'complaint dr daniel', 'complaint dr daniel feel', 'complaint dr daniel feel like', 'complaint dr daniel feel like precisely', 'complaint dr daniel feel like precisely picture', 'complaint dr daniel feel like precisely picture head', 'dr', 'dr daniel', 'dr daniel feel', 'dr daniel feel like', 'dr daniel feel like precisely', 'dr daniel feel like precisely picture', 'dr daniel feel like precisely picture head', 'daniel', 'daniel feel', 'daniel feel like', 'daniel feel like precisely', 'daniel feel like precisely picture', 'daniel feel like precisely picture head', 'feel', 'feel like', 'feel like precisely', 'feel like precisely picture', 'feel like precisely picture head', 'like', 'like precisely', 'like precisely picture', 'like precisely picture head', 'precisely', 'precisely picture', 'precisely picture head', 'picture', 'picture head', 'head']",1,0,0,0,0,1,0.2,0.0
176148,I will send other people to your table .,0,send people table,"['send', 'send people', 'send people table', 'people', 'people table', 'table']",0,0,0,1,0,0,0.1,0.0
144992,I am living with this everyday and have attempted NUMEROUS times to try and reason with him and he asks me for more money .,1,living everyday attempt numerous time try reason ask money,"['living', 'living everyday', 'living everyday attempt', 'living everyday attempt numerous', 'living everyday attempt numerous time', 'living everyday attempt numerous time try', 'living everyday attempt numerous time try reason', 'living everyday attempt numerous time try reason ask', 'living everyday attempt numerous time try reason ask money', 'everyday', 'everyday attempt', 'everyday attempt numerous', 'everyday attempt numerous time', 'everyday attempt numerous time try', 'everyday attempt numerous time try reason', 'everyday attempt numerous time try reason ask', 'everyday attempt numerous time try reason ask money', 'attempt', 'attempt numerous', 'attempt numerous time', 'attempt numerous time try', 'attempt numerous time try reason', 'attempt numerous time try reason ask', 'attempt numerous time try reason ask money', 'numerous', 'numerous time', 'numerous time try', 'numerous time try reason', 'numerous time try reason ask', 'numerous time try reason ask money', 'time', 'time try', 'time try reason', 'time try reason ask', 'time try reason ask money', 'try', 'try reason', 'try reason ask', 'try reason ask money', 'reason', 'reason ask', 'reason ask money', 'ask', 'ask money', 'money']",0,1,0,0,0,0,0.1,0.0
114353,"and that only lasted 3 min, then I was sent home with no results or updates on a healing process for my injury.",1,last min send home no result update heal process injury,"['last', 'last min', 'last min send', 'last min send home', 'last min send home no', 'last min send home no result', 'last min send home no result update', 'last min send home no result update heal', 'last min send home no result update heal process', 'last min send home no result update heal process injury', 'min', 'min send', 'min send home', 'min send home no', 'min send home no result', 'min send home no result update', 'min send home no result update heal', 'min send home no result update heal process', 'min send home no result update heal process injury', 'send', 'send home', 'send home no', 'send home no result', 'send home no result update', 'send home no result update heal', 'send home no result update heal process', 'send home no result update heal process injury', 'home', 'home no', 'home no result', 'home no result update', 'home no result update heal', 'home no result update heal process', 'home no result update heal process injury', 'no', 'no result', 'no result update', 'no result update heal', 'no result update heal process', 'no result update heal process injury', 'result', 'result update', 'result update heal', 'result update heal process', 'result update heal process injury', 'update', 'update heal', 'update heal process', 'update heal process injury', 'heal', 'heal process', 'heal process injury', 'process', 'process injury', 'injury']",0,0,0,1,0,0,0.1,0.0
61479,"Discussed more, I would have liked for him to discuss more in detail with me the condition, and ask more questions, and have more time to respond to some more of my questions.",1,discuss like discus detail condition ask question time respond question,"['discuss', 'discuss like', 'discuss like discus', 'discuss like discus detail', 'discuss like discus detail condition', 'discuss like discus detail condition ask', 'discuss like discus detail condition ask question', 'discuss like discus detail condition ask question time', 'discuss like discus detail condition ask question time respond', 'discuss like discus detail condition ask question time respond question', 'like', 'like discus', 'like discus detail', 'like discus detail condition', 'like discus detail condition ask', 'like discus detail condition ask question', 'like discus detail condition ask question time', 'like discus detail condition ask question time respond', 'like discus detail condition ask question time respond question', 'discus', 'discus detail', 'discus detail condition', 'discus detail condition ask', 'discus detail condition ask question', 'discus detail condition ask question time', 'discus detail condition ask question time respond', 'discus detail condition ask question time respond question', 'detail', 'detail condition', 'detail condition ask', 'detail condition ask question', 'detail condition ask question time', 'detail condition ask question time respond', 'detail condition ask question time respond question', 'condition', 'condition ask', 'condition ask question', 'condition ask question time', 'condition ask question time respond', 'condition ask question time respond question', 'ask', 'ask question', 'ask question time', 'ask question time respond', 'ask question time respond question', 'question', 'question time', 'question time respond', 'question time respond question', 'time', 'time respond', 'time respond question', 'respond', 'respond question', 'question']",0,1,0,0,0,0,0.1,0.0
170292,"I couldn't have asked for more, I always felt like a priority and everyone always went above and beyond.",0,ask feel like precedence go,"['ask', 'ask feel', 'ask feel like', 'ask feel like precedence', 'ask feel like precedence go', 'feel', 'feel like', 'feel like precedence', 'feel like precedence go', 'like', 'like precedence', 'like precedence go', 'precedence', 'precedence go', 'go']",0,1,0,0,0,0,0.1,0.0
189647,It is a truly absurd practice to ask healthy folks to wear a mask.,1,truly absurd practice ask healthy folk wear mask,"['truly', 'truly absurd', 'truly absurd practice', 'truly absurd practice ask', 'truly absurd practice ask healthy', 'truly absurd practice ask healthy folk', 'truly absurd practice ask healthy folk wear', 'truly absurd practice ask healthy folk wear mask', 'absurd', 'absurd practice', 'absurd practice ask', 'absurd practice ask healthy', 'absurd practice ask healthy folk', 'absurd practice ask healthy folk wear', 'absurd practice ask healthy folk wear mask', 'practice', 'practice ask', 'practice ask healthy', 'practice ask healthy folk', 'practice ask healthy folk wear', 'practice ask healthy folk wear mask', 'ask', 'ask healthy', 'ask healthy folk', 'ask healthy folk wear', 'ask healthy folk wear mask', 'healthy', 'healthy folk', 'healthy folk wear', 'healthy folk wear mask', 'folk', 'folk wear', 'folk wear mask', 'wear', 'wear mask', 'mask']",0,1,0,0,0,0,0.1,0.0
151653,and received referrals for Instead of just doing some liposuction he proceeded to give me an unwanted and unasked for BBL.,1,receive referral instead liposuction proceed unwanted ask bal,"['receive', 'receive referral', 'receive referral instead', 'receive referral instead liposuction', 'receive referral instead liposuction proceed', 'receive referral instead liposuction proceed unwanted', 'receive referral instead liposuction proceed unwanted ask', 'receive referral instead liposuction proceed unwanted ask bal', 'referral', 'referral instead', 'referral instead liposuction', 'referral instead liposuction proceed', 'referral instead liposuction proceed unwanted', 'referral instead liposuction proceed unwanted ask', 'referral instead liposuction proceed unwanted ask bal', 'instead', 'instead liposuction', 'instead liposuction proceed', 'instead liposuction proceed unwanted', 'instead liposuction proceed unwanted ask', 'instead liposuction proceed unwanted ask bal', 'liposuction', 'liposuction proceed', 'liposuction proceed unwanted', 'liposuction proceed unwanted ask', 'liposuction proceed unwanted ask bal', 'proceed', 'proceed unwanted', 'proceed unwanted ask', 'proceed unwanted ask bal', 'unwanted', 'unwanted ask', 'unwanted ask bal', 'ask', 'ask bal', 'bal']",0,1,0,0,0,0,0.1,0.0
63055,She asked me about my emotional state and I think that's important besides the physical state,0,ask emotional state think important physical state,"['ask', 'ask emotional', 'ask emotional state', 'ask emotional state think', 'ask emotional state think important', 'ask emotional state think important physical', 'ask emotional state think important physical state', 'emotional', 'emotional state', 'emotional state think', 'emotional state think important', 'emotional state think important physical', 'emotional state think important physical state', 'state', 'state think', 'state think important', 'state think important physical', 'state think important physical state', 'think', 'think important', 'think important physical', 'think important physical state', 'important', 'important physical', 'important physical state', 'physical', 'physical state', 'state']",0,1,0,0,0,0,0.1,0.0
