commentId,comment,classification,comment_processed,word_phrase_list,ignore,word,word try,try,try sell,sell,similarity_score
106150,I constantly felt like she was trying to sell me vitamins.,1,constantly feel like try sell vitamin,"['constantly', 'constantly feel', 'constantly feel like', 'constantly feel like try', 'constantly feel like try sell', 'constantly feel like try sell vitamin', 'feel', 'feel like', 'feel like try', 'feel like try sell', 'feel like try sell vitamin', 'like', 'like try', 'like try sell', 'like try sell vitamin', 'try', 'try sell', 'try sell vitamin', 'sell', 'sell vitamin', 'vitamin']",0,0,0,1,1,1,0.3
105336,"I've spent over two weeks trying to get them to send me basic information that my doctor wants me to have,",1,spend try send basic information doctor want,"['spend', 'spend try', 'spend try send', 'spend try send basic', 'spend try send basic information', 'spend try send basic information doctor', 'spend try send basic information doctor want', 'try', 'try send', 'try send basic', 'try send basic information', 'try send basic information doctor', 'try send basic information doctor want', 'send', 'send basic', 'send basic information', 'send basic information doctor', 'send basic information doctor want', 'basic', 'basic information', 'basic information doctor', 'basic information doctor want', 'information', 'information doctor', 'information doctor want', 'doctor', 'doctor want', 'want']",0,0,0,1,0,0,0.1
116990,Then finally at about 4:30 the doctor came in I was ready to leave they still tried getting an iv started.,1,finally doctor come ready leave try get four start,"['finally', 'finally doctor', 'finally doctor come', 'finally doctor come ready', 'finally doctor come ready leave', 'finally doctor come ready leave try', 'finally doctor come ready leave try get', 'finally doctor come ready leave try get four', 'finally doctor come ready leave try get four start', 'doctor', 'doctor come', 'doctor come ready', 'doctor come ready leave', 'doctor come ready leave try', 'doctor come ready leave try get', 'doctor come ready leave try get four', 'doctor come ready leave try get four start', 'come', 'come ready', 'come ready leave', 'come ready leave try', 'come ready leave try get', 'come ready leave try get four', 'come ready leave try get four start', 'ready', 'ready leave', 'ready leave try', 'ready leave try get', 'ready leave try get four', 'ready leave try get four start', 'leave', 'leave try', 'leave try get', 'leave try get four', 'leave try get four start', 'try', 'try get', 'try get four', 'try get four start', 'get', 'get four', 'get four start', 'four', 'four start', 'start']",0,0,0,1,0,0,0.1
173569,"After trying several online shampoos and oils, Dr.Smith was the first to link my hair loss to my PCOS.",0,try on-line shampoo oil smith link hair loss co,"['try', 'try on-line', 'try on-line shampoo', 'try on-line shampoo oil', 'try on-line shampoo oil smith', 'try on-line shampoo oil smith link', 'try on-line shampoo oil smith link hair', 'try on-line shampoo oil smith link hair loss', 'try on-line shampoo oil smith link hair loss co', 'on-line', 'on-line shampoo', 'on-line shampoo oil', 'on-line shampoo oil smith', 'on-line shampoo oil smith link', 'on-line shampoo oil smith link hair', 'on-line shampoo oil smith link hair loss', 'on-line shampoo oil smith link hair loss co', 'shampoo', 'shampoo oil', 'shampoo oil smith', 'shampoo oil smith link', 'shampoo oil smith link hair', 'shampoo oil smith link hair loss', 'shampoo oil smith link hair loss co', 'oil', 'oil smith', 'oil smith link', 'oil smith link hair', 'oil smith link hair loss', 'oil smith link hair loss co', 'smith', 'smith link', 'smith link hair', 'smith link hair loss', 'smith link hair loss co', 'link', 'link hair', 'link hair loss', 'link hair loss co', 'hair', 'hair loss', 'hair loss co', 'loss', 'loss co', 'co']",0,0,0,1,0,0,0.1
124642,This is not the person to try and force a product purchase on you - you feel very relaxed the entire visit,0,not person try force product purchase feel relax entire visit,"['not', 'not person', 'not person try', 'not person try force', 'not person try force product', 'not person try force product purchase', 'not person try force product purchase feel', 'not person try force product purchase feel relax', 'not person try force product purchase feel relax entire', 'not person try force product purchase feel relax entire visit', 'person', 'person try', 'person try force', 'person try force product', 'person try force product purchase', 'person try force product purchase feel', 'person try force product purchase feel relax', 'person try force product purchase feel relax entire', 'person try force product purchase feel relax entire visit', 'try', 'try force', 'try force product', 'try force product purchase', 'try force product purchase feel', 'try force product purchase feel relax', 'try force product purchase feel relax entire', 'try force product purchase feel relax entire visit', 'force', 'force product', 'force product purchase', 'force product purchase feel', 'force product purchase feel relax', 'force product purchase feel relax entire', 'force product purchase feel relax entire visit', 'product', 'product purchase', 'product purchase feel', 'product purchase feel relax', 'product purchase feel relax entire', 'product purchase feel relax entire visit', 'purchase', 'purchase feel', 'purchase feel relax', 'purchase feel relax entire', 'purchase feel relax entire visit', 'feel', 'feel relax', 'feel relax entire', 'feel relax entire visit', 'relax', 'relax entire', 'relax entire visit', 'entire', 'entire visit', 'visit']",0,0,0,1,0,0,0.1
184995,He had his employees look and try to treat her burns instead of him.,1,employee look try treat burn instead,"['employee', 'employee look', 'employee look try', 'employee look try treat', 'employee look try treat burn', 'employee look try treat burn instead', 'look', 'look try', 'look try treat', 'look try treat burn', 'look try treat burn instead', 'try', 'try treat', 'try treat burn', 'try treat burn instead', 'treat', 'treat burn', 'treat burn instead', 'burn', 'burn instead', 'instead']",0,0,0,1,0,0,0.1
87332,Does not try to force any treatments on you,0,not try force treatment,"['not', 'not try', 'not try force', 'not try force treatment', 'try', 'try force', 'try force treatment', 'force', 'force treatment', 'treatment']",0,0,0,1,0,0,0.1
125373,Constantly have to check google because doctor pays a company to try and hide negative reviews on google.,1,constantly check goose doctor pay company try hide negative review goose,"['constantly', 'constantly check', 'constantly check goose', 'constantly check goose doctor', 'constantly check goose doctor pay', 'constantly check goose doctor pay company', 'constantly check goose doctor pay company try', 'constantly check goose doctor pay company try hide', 'constantly check goose doctor pay company try hide negative', 'constantly check goose doctor pay company try hide negative review', 'constantly check goose doctor pay company try hide negative review goose', 'check', 'check goose', 'check goose doctor', 'check goose doctor pay', 'check goose doctor pay company', 'check goose doctor pay company try', 'check goose doctor pay company try hide', 'check goose doctor pay company try hide negative', 'check goose doctor pay company try hide negative review', 'check goose doctor pay company try hide negative review goose', 'goose', 'goose doctor', 'goose doctor pay', 'goose doctor pay company', 'goose doctor pay company try', 'goose doctor pay company try hide', 'goose doctor pay company try hide negative', 'goose doctor pay company try hide negative review', 'goose doctor pay company try hide negative review goose', 'doctor', 'doctor pay', 'doctor pay company', 'doctor pay company try', 'doctor pay company try hide', 'doctor pay company try hide negative', 'doctor pay company try hide negative review', 'doctor pay company try hide negative review goose', 'pay', 'pay company', 'pay company try', 'pay company try hide', 'pay company try hide negative', 'pay company try hide negative review', 'pay company try hide negative review goose', 'company', 'company try', 'company try hide', 'company try hide negative', 'company try hide negative review', 'company try hide negative review goose', 'try', 'try hide', 'try hide negative', 'try hide negative review', 'try hide negative review goose', 'hide', 'hide negative', 'hide negative review', 'hide negative review goose', 'negative', 'negative review', 'negative review goose', 'review', 'review goose', 'goose']",0,0,0,1,0,0,0.1
125992,Schwartz grabbed her fingers and forcibly tried to control them.,1,schwartz grab finger forcibly try control,"['schwartz', 'schwartz grab', 'schwartz grab finger', 'schwartz grab finger forcibly', 'schwartz grab finger forcibly try', 'schwartz grab finger forcibly try control', 'grab', 'grab finger', 'grab finger forcibly', 'grab finger forcibly try', 'grab finger forcibly try control', 'finger', 'finger forcibly', 'finger forcibly try', 'finger forcibly try control', 'forcibly', 'forcibly try', 'forcibly try control', 'try', 'try control', 'control']",0,0,0,1,0,0,0.1
164713,As far as I am concerned he performed brilliantly what no other surgeon was willing to try.,0,far concerned perform brilliantly no surgeon willing try,"['far', 'far concerned', 'far concerned perform', 'far concerned perform brilliantly', 'far concerned perform brilliantly no', 'far concerned perform brilliantly no surgeon', 'far concerned perform brilliantly no surgeon willing', 'far concerned perform brilliantly no surgeon willing try', 'concerned', 'concerned perform', 'concerned perform brilliantly', 'concerned perform brilliantly no', 'concerned perform brilliantly no surgeon', 'concerned perform brilliantly no surgeon willing', 'concerned perform brilliantly no surgeon willing try', 'perform', 'perform brilliantly', 'perform brilliantly no', 'perform brilliantly no surgeon', 'perform brilliantly no surgeon willing', 'perform brilliantly no surgeon willing try', 'brilliantly', 'brilliantly no', 'brilliantly no surgeon', 'brilliantly no surgeon willing', 'brilliantly no surgeon willing try', 'no', 'no surgeon', 'no surgeon willing', 'no surgeon willing try', 'surgeon', 'surgeon willing', 'surgeon willing try', 'willing', 'willing try', 'try']",0,0,0,1,0,0,0.1
129871,for free -- If it didn't work the first time why would I try this thing again-They then said they,1,free work time try thing againthey say,"['free', 'free work', 'free work time', 'free work time try', 'free work time try thing', 'free work time try thing againthey', 'free work time try thing againthey say', 'work', 'work time', 'work time try', 'work time try thing', 'work time try thing againthey', 'work time try thing againthey say', 'time', 'time try', 'time try thing', 'time try thing againthey', 'time try thing againthey say', 'try', 'try thing', 'try thing againthey', 'try thing againthey say', 'thing', 'thing againthey', 'thing againthey say', 'againthey', 'againthey say', 'say']",0,0,0,1,0,0,0.1
121824,"After 10  years of trying and feeling like I was completely broken, Dr Jacobs reminded me that I was not broken",0,try feel like completely break dr jacob remind not break,"['try', 'try feel', 'try feel like', 'try feel like completely', 'try feel like completely break', 'try feel like completely break dr', 'try feel like completely break dr jacob', 'try feel like completely break dr jacob remind', 'try feel like completely break dr jacob remind not', 'try feel like completely break dr jacob remind not break', 'feel', 'feel like', 'feel like completely', 'feel like completely break', 'feel like completely break dr', 'feel like completely break dr jacob', 'feel like completely break dr jacob remind', 'feel like completely break dr jacob remind not', 'feel like completely break dr jacob remind not break', 'like', 'like completely', 'like completely break', 'like completely break dr', 'like completely break dr jacob', 'like completely break dr jacob remind', 'like completely break dr jacob remind not', 'like completely break dr jacob remind not break', 'completely', 'completely break', 'completely break dr', 'completely break dr jacob', 'completely break dr jacob remind', 'completely break dr jacob remind not', 'completely break dr jacob remind not break', 'break', 'break dr', 'break dr jacob', 'break dr jacob remind', 'break dr jacob remind not', 'break dr jacob remind not break', 'dr', 'dr jacob', 'dr jacob remind', 'dr jacob remind not', 'dr jacob remind not break', 'jacob', 'jacob remind', 'jacob remind not', 'jacob remind not break', 'remind', 'remind not', 'remind not break', 'not', 'not break', 'break']",0,0,0,1,0,0,0.1
125459,"However, I noticed a change in the practice after they sold to KE Eye Centers.",1,notice change practice sell ke eye center,"['notice', 'notice change', 'notice change practice', 'notice change practice sell', 'notice change practice sell ke', 'notice change practice sell ke eye', 'notice change practice sell ke eye center', 'change', 'change practice', 'change practice sell', 'change practice sell ke', 'change practice sell ke eye', 'change practice sell ke eye center', 'practice', 'practice sell', 'practice sell ke', 'practice sell ke eye', 'practice sell ke eye center', 'sell', 'sell ke', 'sell ke eye', 'sell ke eye center', 'ke', 'ke eye', 'ke eye center', 'eye', 'eye center', 'center']",0,0,0,0,0,1,0.1
184424,Absolutely horrible after a year plus him trying to repair my that they damaged they told me to go see another doctor.,1,absolutely atrocious plus try repair damage tell doctor,"['absolutely', 'absolutely atrocious', 'absolutely atrocious plus', 'absolutely atrocious plus try', 'absolutely atrocious plus try repair', 'absolutely atrocious plus try repair damage', 'absolutely atrocious plus try repair damage tell', 'absolutely atrocious plus try repair damage tell doctor', 'atrocious', 'atrocious plus', 'atrocious plus try', 'atrocious plus try repair', 'atrocious plus try repair damage', 'atrocious plus try repair damage tell', 'atrocious plus try repair damage tell doctor', 'plus', 'plus try', 'plus try repair', 'plus try repair damage', 'plus try repair damage tell', 'plus try repair damage tell doctor', 'try', 'try repair', 'try repair damage', 'try repair damage tell', 'try repair damage tell doctor', 'repair', 'repair damage', 'repair damage tell', 'repair damage tell doctor', 'damage', 'damage tell', 'damage tell doctor', 'tell', 'tell doctor', 'doctor']",0,0,0,1,0,0,0.1
61361,"He spends a lot of time explaining, if you have any issues he tries to get information at the time of your visit and tries to guide you in the right direction.",0,spend lot time explain issue try information time visit try guide right direction,"['spend', 'spend lot', 'spend lot time', 'spend lot time explain', 'spend lot time explain issue', 'spend lot time explain issue try', 'spend lot time explain issue try information', 'spend lot time explain issue try information time', 'spend lot time explain issue try information time visit', 'spend lot time explain issue try information time visit try', 'spend lot time explain issue try information time visit try guide', 'spend lot time explain issue try information time visit try guide right', 'spend lot time explain issue try information time visit try guide right direction', 'lot', 'lot time', 'lot time explain', 'lot time explain issue', 'lot time explain issue try', 'lot time explain issue try information', 'lot time explain issue try information time', 'lot time explain issue try information time visit', 'lot time explain issue try information time visit try', 'lot time explain issue try information time visit try guide', 'lot time explain issue try information time visit try guide right', 'lot time explain issue try information time visit try guide right direction', 'time', 'time explain', 'time explain issue', 'time explain issue try', 'time explain issue try information', 'time explain issue try information time', 'time explain issue try information time visit', 'time explain issue try information time visit try', 'time explain issue try information time visit try guide', 'time explain issue try information time visit try guide right', 'time explain issue try information time visit try guide right direction', 'explain', 'explain issue', 'explain issue try', 'explain issue try information', 'explain issue try information time', 'explain issue try information time visit', 'explain issue try information time visit try', 'explain issue try information time visit try guide', 'explain issue try information time visit try guide right', 'explain issue try information time visit try guide right direction', 'issue', 'issue try', 'issue try information', 'issue try information time', 'issue try information time visit', 'issue try information time visit try', 'issue try information time visit try guide', 'issue try information time visit try guide right', 'issue try information time visit try guide right direction', 'try', 'try information', 'try information time', 'try information time visit', 'try information time visit try', 'try information time visit try guide', 'try information time visit try guide right', 'try information time visit try guide right direction', 'information', 'information time', 'information time visit', 'information time visit try', 'information time visit try guide', 'information time visit try guide right', 'information time visit try guide right direction', 'time', 'time visit', 'time visit try', 'time visit try guide', 'time visit try guide right', 'time visit try guide right direction', 'visit', 'visit try', 'visit try guide', 'visit try guide right', 'visit try guide right direction', 'try', 'try guide', 'try guide right', 'try guide right direction', 'guide', 'guide right', 'guide right direction', 'right', 'right direction', 'direction']",0,0,0,1,0,0,0.1
147343,The owners of this facility are money hungry and will do everything in there power to make your life hell if you try leaving.,1,owner facility money hungry power life hell try leave,"['owner', 'owner facility', 'owner facility money', 'owner facility money hungry', 'owner facility money hungry power', 'owner facility money hungry power life', 'owner facility money hungry power life hell', 'owner facility money hungry power life hell try', 'owner facility money hungry power life hell try leave', 'facility', 'facility money', 'facility money hungry', 'facility money hungry power', 'facility money hungry power life', 'facility money hungry power life hell', 'facility money hungry power life hell try', 'facility money hungry power life hell try leave', 'money', 'money hungry', 'money hungry power', 'money hungry power life', 'money hungry power life hell', 'money hungry power life hell try', 'money hungry power life hell try leave', 'hungry', 'hungry power', 'hungry power life', 'hungry power life hell', 'hungry power life hell try', 'hungry power life hell try leave', 'power', 'power life', 'power life hell', 'power life hell try', 'power life hell try leave', 'life', 'life hell', 'life hell try', 'life hell try leave', 'hell', 'hell try', 'hell try leave', 'try', 'try leave', 'leave']",0,0,0,1,0,0,0.1
179829,I had mixed results from a revision rhinoplasty and after 4 - 5 follow ups during which I tried to convey my dissatisfaction,1,mix result revision nose job follow try convey dissatisfaction,"['mix', 'mix result', 'mix result revision', 'mix result revision nose', 'mix result revision nose job', 'mix result revision nose job follow', 'mix result revision nose job follow try', 'mix result revision nose job follow try convey', 'mix result revision nose job follow try convey dissatisfaction', 'result', 'result revision', 'result revision nose', 'result revision nose job', 'result revision nose job follow', 'result revision nose job follow try', 'result revision nose job follow try convey', 'result revision nose job follow try convey dissatisfaction', 'revision', 'revision nose', 'revision nose job', 'revision nose job follow', 'revision nose job follow try', 'revision nose job follow try convey', 'revision nose job follow try convey dissatisfaction', 'nose', 'nose job', 'nose job follow', 'nose job follow try', 'nose job follow try convey', 'nose job follow try convey dissatisfaction', 'job', 'job follow', 'job follow try', 'job follow try convey', 'job follow try convey dissatisfaction', 'follow', 'follow try', 'follow try convey', 'follow try convey dissatisfaction', 'try', 'try convey', 'try convey dissatisfaction', 'convey', 'convey dissatisfaction', 'dissatisfaction']",0,0,0,1,0,0,0.1
126760,"After trying many different treatments to correct the enlarged area of fat, which left me looking much worse than before coolsculpting, I started my search",1,try different treatment correct enlarge area fat leave look bad coolsculpting start search,"['try', 'try different', 'try different treatment', 'try different treatment correct', 'try different treatment correct enlarge', 'try different treatment correct enlarge area', 'try different treatment correct enlarge area fat', 'try different treatment correct enlarge area fat leave', 'try different treatment correct enlarge area fat leave look', 'try different treatment correct enlarge area fat leave look bad', 'try different treatment correct enlarge area fat leave look bad coolsculpting', 'try different treatment correct enlarge area fat leave look bad coolsculpting start', 'try different treatment correct enlarge area fat leave look bad coolsculpting start search', 'different', 'different treatment', 'different treatment correct', 'different treatment correct enlarge', 'different treatment correct enlarge area', 'different treatment correct enlarge area fat', 'different treatment correct enlarge area fat leave', 'different treatment correct enlarge area fat leave look', 'different treatment correct enlarge area fat leave look bad', 'different treatment correct enlarge area fat leave look bad coolsculpting', 'different treatment correct enlarge area fat leave look bad coolsculpting start', 'different treatment correct enlarge area fat leave look bad coolsculpting start search', 'treatment', 'treatment correct', 'treatment correct enlarge', 'treatment correct enlarge area', 'treatment correct enlarge area fat', 'treatment correct enlarge area fat leave', 'treatment correct enlarge area fat leave look', 'treatment correct enlarge area fat leave look bad', 'treatment correct enlarge area fat leave look bad coolsculpting', 'treatment correct enlarge area fat leave look bad coolsculpting start', 'treatment correct enlarge area fat leave look bad coolsculpting start search', 'correct', 'correct enlarge', 'correct enlarge area', 'correct enlarge area fat', 'correct enlarge area fat leave', 'correct enlarge area fat leave look', 'correct enlarge area fat leave look bad', 'correct enlarge area fat leave look bad coolsculpting', 'correct enlarge area fat leave look bad coolsculpting start', 'correct enlarge area fat leave look bad coolsculpting start search', 'enlarge', 'enlarge area', 'enlarge area fat', 'enlarge area fat leave', 'enlarge area fat leave look', 'enlarge area fat leave look bad', 'enlarge area fat leave look bad coolsculpting', 'enlarge area fat leave look bad coolsculpting start', 'enlarge area fat leave look bad coolsculpting start search', 'area', 'area fat', 'area fat leave', 'area fat leave look', 'area fat leave look bad', 'area fat leave look bad coolsculpting', 'area fat leave look bad coolsculpting start', 'area fat leave look bad coolsculpting start search', 'fat', 'fat leave', 'fat leave look', 'fat leave look bad', 'fat leave look bad coolsculpting', 'fat leave look bad coolsculpting start', 'fat leave look bad coolsculpting start search', 'leave', 'leave look', 'leave look bad', 'leave look bad coolsculpting', 'leave look bad coolsculpting start', 'leave look bad coolsculpting start search', 'look', 'look bad', 'look bad coolsculpting', 'look bad coolsculpting start', 'look bad coolsculpting start search', 'bad', 'bad coolsculpting', 'bad coolsculpting start', 'bad coolsculpting start search', 'coolsculpting', 'coolsculpting start', 'coolsculpting start search', 'start', 'start search', 'search']",0,0,0,1,0,0,0.1
162692,so relieved that the doctors here will never lie to me and never try to just take my money!,0,relieve doctor lie try money,"['relieve', 'relieve doctor', 'relieve doctor lie', 'relieve doctor lie try', 'relieve doctor lie try money', 'doctor', 'doctor lie', 'doctor lie try', 'doctor lie try money', 'lie', 'lie try', 'lie try money', 'try', 'try money', 'money']",0,0,0,1,0,0,0.1
117970,Words cannot express the anger and disappointment i feel towards this facility.,1,word not express anger disappointment feel facility,"['word', 'word not', 'word not express', 'word not express anger', 'word not express anger disappointment', 'word not express anger disappointment feel', 'word not express anger disappointment feel facility', 'not', 'not express', 'not express anger', 'not express anger disappointment', 'not express anger disappointment feel', 'not express anger disappointment feel facility', 'express', 'express anger', 'express anger disappointment', 'express anger disappointment feel', 'express anger disappointment feel facility', 'anger', 'anger disappointment', 'anger disappointment feel', 'anger disappointment feel facility', 'disappointment', 'disappointment feel', 'disappointment feel facility', 'feel', 'feel facility', 'facility']",0,1,0,0,0,0,0.1
169665,They try very hard to help your kids have as good an experience as possible.,0,try hard help kiss good experience possible,"['try', 'try hard', 'try hard help', 'try hard help kiss', 'try hard help kiss good', 'try hard help kiss good experience', 'try hard help kiss good experience possible', 'hard', 'hard help', 'hard help kiss', 'hard help kiss good', 'hard help kiss good experience', 'hard help kiss good experience possible', 'help', 'help kiss', 'help kiss good', 'help kiss good experience', 'help kiss good experience possible', 'kiss', 'kiss good', 'kiss good experience', 'kiss good experience possible', 'good', 'good experience', 'good experience possible', 'experience', 'experience possible', 'possible']",0,0,0,1,0,0,0.1
108889,"By the way, they'll try to sell you some lip product in the front desk for 75",1,way try sell lip product desk,"['way', 'way try', 'way try sell', 'way try sell lip', 'way try sell lip product', 'way try sell lip product desk', 'try', 'try sell', 'try sell lip', 'try sell lip product', 'try sell lip product desk', 'sell', 'sell lip', 'sell lip product', 'sell lip product desk', 'lip', 'lip product', 'lip product desk', 'product', 'product desk', 'desk']",0,0,0,1,1,1,0.3
94235,"Everyone complains about trying to get an appoint,",1,complain try appoint,"['complain', 'complain try', 'complain try appoint', 'try', 'try appoint', 'appoint']",0,0,0,1,0,0,0.1
186573,and they're incredibly responsive with their emails and messaging.,0,incredibly responsive e-mail try,"['incredibly', 'incredibly responsive', 'incredibly responsive e-mail', 'incredibly responsive e-mail try', 'responsive', 'responsive e-mail', 'responsive e-mail try', 'e-mail', 'e-mail try', 'try']",0,0,0,1,0,0,0.1
113699,This is the 2nd time I've shown up for an appointment and they try to reschedule me!!!,1,neodymium time show appointment try schedule,"['neodymium', 'neodymium time', 'neodymium time show', 'neodymium time show appointment', 'neodymium time show appointment try', 'neodymium time show appointment try schedule', 'time', 'time show', 'time show appointment', 'time show appointment try', 'time show appointment try schedule', 'show', 'show appointment', 'show appointment try', 'show appointment try schedule', 'appointment', 'appointment try', 'appointment try schedule', 'try', 'try schedule', 'schedule']",0,0,0,1,0,0,0.1
126376,I have been in an incredible amount of pain which seems to have been disregarded by the Doctor.,1,incredible pain ignore doctor,"['incredible', 'incredible pain', 'incredible pain ignore', 'incredible pain ignore doctor', 'pain', 'pain ignore', 'pain ignore doctor', 'ignore', 'ignore doctor', 'doctor']",1,0,0,0,0,0,0.1
76869,"I did not get a chance to try the Keurig coffee machine,",0,not chance try keurig coffee machine,"['not', 'not chance', 'not chance try', 'not chance try keurig', 'not chance try keurig coffee', 'not chance try keurig coffee machine', 'chance', 'chance try', 'chance try keurig', 'chance try keurig coffee', 'chance try keurig coffee machine', 'try', 'try keurig', 'try keurig coffee', 'try keurig coffee machine', 'keurig', 'keurig coffee', 'keurig coffee machine', 'coffee', 'coffee machine', 'machine']",0,0,0,1,0,0,0.1
166460,TO TOP IT OFF A PROFESSIONAL REPRESENTATIVE FROM ANOTHER DENTIST LOCATION TOLD ME THEY KEPT TRYING TO WATCH,1,professional representative dentist location tell keep try watch,"['professional', 'professional representative', 'professional representative dentist', 'professional representative dentist location', 'professional representative dentist location tell', 'professional representative dentist location tell keep', 'professional representative dentist location tell keep try', 'professional representative dentist location tell keep try watch', 'representative', 'representative dentist', 'representative dentist location', 'representative dentist location tell', 'representative dentist location tell keep', 'representative dentist location tell keep try', 'representative dentist location tell keep try watch', 'dentist', 'dentist location', 'dentist location tell', 'dentist location tell keep', 'dentist location tell keep try', 'dentist location tell keep try watch', 'location', 'location tell', 'location tell keep', 'location tell keep try', 'location tell keep try watch', 'tell', 'tell keep', 'tell keep try', 'tell keep try watch', 'keep', 'keep try', 'keep try watch', 'try', 'try watch', 'watch']",0,0,0,1,0,0,0.1
118479,Is trying to help find a cure for my skin rash.,0,try help find cure skin rash,"['try', 'try help', 'try help find', 'try help find cure', 'try help find cure skin', 'try help find cure skin rash', 'help', 'help find', 'help find cure', 'help find cure skin', 'help find cure skin rash', 'find', 'find cure', 'find cure skin', 'find cure skin rash', 'cure', 'cure skin', 'cure skin rash', 'skin', 'skin rash', 'rash']",0,0,0,1,0,0,0.1
129488,for 4 months just to keep myself informed and to try to rectify this situation.,1,inform try rectify situation,"['inform', 'inform try', 'inform try rectify', 'inform try rectify situation', 'try', 'try rectify', 'try rectify situation', 'rectify', 'rectify situation', 'situation']",0,0,0,1,0,0,0.1
104601,"Infamous is a more appropriate word in my mind,",1,ill-famed appropriate word mind,"['ill-famed', 'ill-famed appropriate', 'ill-famed appropriate word', 'ill-famed appropriate word mind', 'appropriate', 'appropriate word', 'appropriate word mind', 'word', 'word mind', 'mind']",0,1,0,0,0,0,0.1
140652,PLEASE DON'T TRY TO MINIMIZE WHAT ACTUALLY TRANSPIRED!,1,try minimize actually transpire,"['try', 'try minimize', 'try minimize actually', 'try minimize actually transpire', 'minimize', 'minimize actually', 'minimize actually transpire', 'actually', 'actually transpire', 'transpire']",0,0,0,1,0,0,0.1
150405,then why did Adrienne try to coerce me into taking my mask off to get a picture of my face?,1,adrienne try coerce take mask picture face,"['adrienne', 'adrienne try', 'adrienne try coerce', 'adrienne try coerce take', 'adrienne try coerce take mask', 'adrienne try coerce take mask picture', 'adrienne try coerce take mask picture face', 'try', 'try coerce', 'try coerce take', 'try coerce take mask', 'try coerce take mask picture', 'try coerce take mask picture face', 'coerce', 'coerce take', 'coerce take mask', 'coerce take mask picture', 'coerce take mask picture face', 'take', 'take mask', 'take mask picture', 'take mask picture face', 'mask', 'mask picture', 'mask picture face', 'picture', 'picture face', 'face']",0,0,0,1,0,0,0.1
173272,She said no one should be selling Botox at that price and threatened to report that business for running that price.,1,say no sell price threaten report business run price,"['say', 'say no', 'say no sell', 'say no sell price', 'say no sell price threaten', 'say no sell price threaten report', 'say no sell price threaten report business', 'say no sell price threaten report business run', 'say no sell price threaten report business run price', 'no', 'no sell', 'no sell price', 'no sell price threaten', 'no sell price threaten report', 'no sell price threaten report business', 'no sell price threaten report business run', 'no sell price threaten report business run price', 'sell', 'sell price', 'sell price threaten', 'sell price threaten report', 'sell price threaten report business', 'sell price threaten report business run', 'sell price threaten report business run price', 'price', 'price threaten', 'price threaten report', 'price threaten report business', 'price threaten report business run', 'price threaten report business run price', 'threaten', 'threaten report', 'threaten report business', 'threaten report business run', 'threaten report business run price', 'report', 'report business', 'report business run', 'report business run price', 'business', 'business run', 'business run price', 'run', 'run price', 'price']",0,0,0,0,0,1,0.1
71334,"He did not try to sell me on anything,",0,not try sell,"['not', 'not try', 'not try sell', 'try', 'try sell', 'sell']",0,0,0,1,1,1,0.3
71837,"My name was surprisingly pronounced right, as it usually is not on the first try.",0,surprisingly pronounce right normally not try,"['surprisingly', 'surprisingly pronounce', 'surprisingly pronounce right', 'surprisingly pronounce right normally', 'surprisingly pronounce right normally not', 'surprisingly pronounce right normally not try', 'pronounce', 'pronounce right', 'pronounce right normally', 'pronounce right normally not', 'pronounce right normally not try', 'right', 'right normally', 'right normally not', 'right normally not try', 'normally', 'normally not', 'normally not try', 'not', 'not try', 'try']",0,0,0,1,0,0,0.1
158442,I tried the infrared led therapy and it was so tranquil.,0,try inflame lead therapy tranquil,"['try', 'try inflame', 'try inflame lead', 'try inflame lead therapy', 'try inflame lead therapy tranquil', 'inflame', 'inflame lead', 'inflame lead therapy', 'inflame lead therapy tranquil', 'lead', 'lead therapy', 'lead therapy tranquil', 'therapy', 'therapy tranquil', 'tranquil']",0,0,0,1,0,0,0.1
167290,"At this point, I feel Verdas basically sold me 28 HCG shots, 4 B-12 shots,",1,point feel vera basically sell hug shoot b shoot,"['point', 'point feel', 'point feel vera', 'point feel vera basically', 'point feel vera basically sell', 'point feel vera basically sell hug', 'point feel vera basically sell hug shoot', 'point feel vera basically sell hug shoot b', 'point feel vera basically sell hug shoot b shoot', 'feel', 'feel vera', 'feel vera basically', 'feel vera basically sell', 'feel vera basically sell hug', 'feel vera basically sell hug shoot', 'feel vera basically sell hug shoot b', 'feel vera basically sell hug shoot b shoot', 'vera', 'vera basically', 'vera basically sell', 'vera basically sell hug', 'vera basically sell hug shoot', 'vera basically sell hug shoot b', 'vera basically sell hug shoot b shoot', 'basically', 'basically sell', 'basically sell hug', 'basically sell hug shoot', 'basically sell hug shoot b', 'basically sell hug shoot b shoot', 'sell', 'sell hug', 'sell hug shoot', 'sell hug shoot b', 'sell hug shoot b shoot', 'hug', 'hug shoot', 'hug shoot b', 'hug shoot b shoot', 'shoot', 'shoot b', 'shoot b shoot', 'b', 'b shoot', 'shoot']",0,0,0,0,0,1,0.1
166444,He listens to me and always tries to see the complete picture of my health.,0,listen try complete picture health,"['listen', 'listen try', 'listen try complete', 'listen try complete picture', 'listen try complete picture health', 'try', 'try complete', 'try complete picture', 'try complete picture health', 'complete', 'complete picture', 'complete picture health', 'picture', 'picture health', 'health']",0,0,0,1,0,0,0.1
