commentId,comment,classification,comment_processed,word_phrase_list,harm,harm know,know,similarity_score,regression_weight
92733,for the bill that I was forced to pay no one knows what they are doing!,1,bill force pay no know,"['bill', 'bill force', 'bill force pay', 'bill force pay no', 'bill force pay no know', 'force', 'force pay', 'force pay no', 'force pay no know', 'pay', 'pay no', 'pay no know', 'no', 'no know', 'know']",0,0,1,0.1111111111111111,0.0
190869,"and still getting to know him and the staff, I have no complaints and see he has many patients.",0,get know staff no complaint patient,"['get', 'get know', 'get know staff', 'get know staff no', 'get know staff no complaint', 'get know staff no complaint patient', 'know', 'know staff', 'know staff no', 'know staff no complaint', 'know staff no complaint patient', 'staff', 'staff no', 'staff no complaint', 'staff no complaint patient', 'no', 'no complaint', 'no complaint patient', 'complaint', 'complaint patient', 'patient']",0,0,1,0.0833333333333333,0.0
66095,He knew what to do.,0,know,['know'],0,0,1,0.5,0.5
122736,After surgery he came to see me in the hospital and made sure I knew that if I needed him,0,surgery come hospital sure know need,"['surgery', 'surgery come', 'surgery come hospital', 'surgery come hospital sure', 'surgery come hospital sure know', 'surgery come hospital sure know need', 'come', 'come hospital', 'come hospital sure', 'come hospital sure know', 'come hospital sure know need', 'hospital', 'hospital sure', 'hospital sure know', 'hospital sure know need', 'sure', 'sure know', 'sure know need', 'know', 'know need', 'need']",0,0,1,0.0833333333333333,0.0
188353,We'll be talking about my weekend next thing you know she's saying have a good day.,0,talk weekend thing know say good day,"['talk', 'talk weekend', 'talk weekend thing', 'talk weekend thing know', 'talk weekend thing know say', 'talk weekend thing know say good', 'talk weekend thing know say good day', 'weekend', 'weekend thing', 'weekend thing know', 'weekend thing know say', 'weekend thing know say good', 'weekend thing know say good day', 'thing', 'thing know', 'thing know say', 'thing know say good', 'thing know say good day', 'know', 'know say', 'know say good', 'know say good day', 'say', 'say good', 'say good day', 'good', 'good day', 'day']",0,0,1,0.064516129032258,0.0
88396,for my life this man knows what he is doing.,0,life man know,"['life', 'life man', 'life man know', 'man', 'man know', 'know']",0,0,1,0.2222222222222222,0.0
130126,I hope if you or someone you know finds themselves in a similar situation you will consider Dr. Chernoff.,0,hope know find similar situation consider dr chernoff,"['hope', 'hope know', 'hope know find', 'hope know find similar', 'hope know find similar situation', 'hope know find similar situation consider', 'hope know find similar situation consider dr', 'hope know find similar situation consider dr chernoff', 'know', 'know find', 'know find similar', 'know find similar situation', 'know find similar situation consider', 'know find similar situation consider dr', 'know find similar situation consider dr chernoff', 'find', 'find similar', 'find similar situation', 'find similar situation consider', 'find similar situation consider dr', 'find similar situation consider dr chernoff', 'similar', 'similar situation', 'similar situation consider', 'similar situation consider dr', 'similar situation consider dr chernoff', 'situation', 'situation consider', 'situation consider dr', 'situation consider dr chernoff', 'consider', 'consider dr', 'consider dr chernoff', 'dr', 'dr chernoff', 'chernoff']",0,0,1,0.0512820512820512,0.0
150877,"know they were floored, and now my oldest sister wants to get work done.",0,know flood old sister want work,"['know', 'know flood', 'know flood old', 'know flood old sister', 'know flood old sister want', 'know flood old sister want work', 'flood', 'flood old', 'flood old sister', 'flood old sister want', 'flood old sister want work', 'old', 'old sister', 'old sister want', 'old sister want work', 'sister', 'sister want', 'sister want work', 'want', 'want work', 'work']",0,0,1,0.0833333333333333,0.0
155722,Little did I know that Shayne would be my adversary throughout this journey.,1,little know hayne adversary journey,"['little', 'little know', 'little know hayne', 'little know hayne adversary', 'little know hayne adversary journey', 'know', 'know hayne', 'know hayne adversary', 'know hayne adversary journey', 'hayne', 'hayne adversary', 'hayne adversary journey', 'adversary', 'adversary journey', 'journey']",0,0,1,0.1111111111111111,0.0
126412,This office totally knows what they are doing.,0,office wholly know,"['office', 'office wholly', 'office wholly know', 'wholly', 'wholly know', 'know']",0,0,1,0.2222222222222222,0.0
133022,"so I said when you gave me the range you already knew what she wanted and she felt trapped i feel,",1,say give range know want feel wrap feel,"['say', 'say give', 'say give range', 'say give range know', 'say give range know want', 'say give range know want feel', 'say give range know want feel wrap', 'say give range know want feel wrap feel', 'give', 'give range', 'give range know', 'give range know want', 'give range know want feel', 'give range know want feel wrap', 'give range know want feel wrap feel', 'range', 'range know', 'range know want', 'range know want feel', 'range know want feel wrap', 'range know want feel wrap feel', 'know', 'know want', 'know want feel', 'know want feel wrap', 'know want feel wrap feel', 'want', 'want feel', 'want feel wrap', 'want feel wrap feel', 'feel', 'feel wrap', 'feel wrap feel', 'wrap', 'wrap feel', 'feel']",0,0,1,0.0512820512820512,0.0
151055,The women that work there do not greet people properly I don?t know where they got them from.,1,woman work not greet people properly know get,"['woman', 'woman work', 'woman work not', 'woman work not greet', 'woman work not greet people', 'woman work not greet people properly', 'woman work not greet people properly know', 'woman work not greet people properly know get', 'work', 'work not', 'work not greet', 'work not greet people', 'work not greet people properly', 'work not greet people properly know', 'work not greet people properly know get', 'not', 'not greet', 'not greet people', 'not greet people properly', 'not greet people properly know', 'not greet people properly know get', 'greet', 'greet people', 'greet people properly', 'greet people properly know', 'greet people properly know get', 'people', 'people properly', 'people properly know', 'people properly know get', 'properly', 'properly know', 'properly know get', 'know', 'know get', 'get']",0,0,1,0.0512820512820512,0.0
60323,"He was always cheerful, optimistic, and knew his stuff.",0,cheerful optimistic know stuff,"['cheerful', 'cheerful optimistic', 'cheerful optimistic know', 'cheerful optimistic know stuff', 'optimistic', 'optimistic know', 'optimistic know stuff', 'know', 'know stuff', 'stuff']",0,0,1,0.1538461538461538,0.0
90952,"I know I will get an honest answer that is tailored to my face, age etc., not just a sales pitch.",0,know honest answer tailor face age etc not sale pitch,"['know', 'know honest', 'know honest answer', 'know honest answer tailor', 'know honest answer tailor face', 'know honest answer tailor face age', 'know honest answer tailor face age etc', 'know honest answer tailor face age etc not', 'know honest answer tailor face age etc not sale', 'know honest answer tailor face age etc not sale pitch', 'honest', 'honest answer', 'honest answer tailor', 'honest answer tailor face', 'honest answer tailor face age', 'honest answer tailor face age etc', 'honest answer tailor face age etc not', 'honest answer tailor face age etc not sale', 'honest answer tailor face age etc not sale pitch', 'answer', 'answer tailor', 'answer tailor face', 'answer tailor face age', 'answer tailor face age etc', 'answer tailor face age etc not', 'answer tailor face age etc not sale', 'answer tailor face age etc not sale pitch', 'tailor', 'tailor face', 'tailor face age', 'tailor face age etc', 'tailor face age etc not', 'tailor face age etc not sale', 'tailor face age etc not sale pitch', 'face', 'face age', 'face age etc', 'face age etc not', 'face age etc not sale', 'face age etc not sale pitch', 'age', 'age etc', 'age etc not', 'age etc not sale', 'age etc not sale pitch', 'etc', 'etc not', 'etc not sale', 'etc not sale pitch', 'not', 'not sale', 'not sale pitch', 'sale', 'sale pitch', 'pitch']",0,0,1,0.0344827586206896,0.0
90225,I like that everyone took the time to get to know me as a patient instead of just processing me through,0,like take time know patient instead process,"['like', 'like take', 'like take time', 'like take time know', 'like take time know patient', 'like take time know patient instead', 'like take time know patient instead process', 'take', 'take time', 'take time know', 'take time know patient', 'take time know patient instead', 'take time know patient instead process', 'time', 'time know', 'time know patient', 'time know patient instead', 'time know patient instead process', 'know', 'know patient', 'know patient instead', 'know patient instead process', 'patient', 'patient instead', 'patient instead process', 'instead', 'instead process', 'process']",0,0,1,0.064516129032258,0.0
114933,"When I got there, no one knew anything about my surgery.",1,get no know surgery,"['get', 'get no', 'get no know', 'get no know surgery', 'no', 'no know', 'no know surgery', 'know', 'know surgery', 'surgery']",0,0,1,0.1538461538461538,0.0
166804,I was greeted by a gentleman letting me know he would let Sarah know I was here.,0,greet gentleman let know let,"['greet', 'greet gentleman', 'greet gentleman let', 'greet gentleman let know', 'greet gentleman let know let', 'gentleman', 'gentleman let', 'gentleman let know', 'gentleman let know let', 'let', 'let know', 'let know let', 'know', 'know let', 'let']",0,0,1,0.1111111111111111,0.0
151591,I knew he would shoot it to me straight and I wasn't wrong.,0,know shoot straight wrong,"['know', 'know shoot', 'know shoot straight', 'know shoot straight wrong', 'shoot', 'shoot straight', 'shoot straight wrong', 'straight', 'straight wrong', 'wrong']",0,0,1,0.1538461538461538,0.0
127363,I don't even know if I need a medication or stimulant for ADHD I was BEYOND uncomfortable.,1,know need meditation stimulant add uncomfortable,"['know', 'know need', 'know need meditation', 'know need meditation stimulant', 'know need meditation stimulant add', 'know need meditation stimulant add uncomfortable', 'need', 'need meditation', 'need meditation stimulant', 'need meditation stimulant add', 'need meditation stimulant add uncomfortable', 'meditation', 'meditation stimulant', 'meditation stimulant add', 'meditation stimulant add uncomfortable', 'stimulant', 'stimulant add', 'stimulant add uncomfortable', 'add', 'add uncomfortable', 'uncomfortable']",0,0,1,0.0833333333333333,0.0
90488,"but cant tell you how relieved I am to know that should I ever need a serious reconstructive service, Dr. Mofid is practicing.",0,tell relieve know need reconstructive service practice,"['tell', 'tell relieve', 'tell relieve know', 'tell relieve know need', 'tell relieve know need reconstructive', 'tell relieve know need reconstructive service', 'tell relieve know need reconstructive service practice', 'relieve', 'relieve know', 'relieve know need', 'relieve know need reconstructive', 'relieve know need reconstructive service', 'relieve know need reconstructive service practice', 'know', 'know need', 'know need reconstructive', 'know need reconstructive service', 'know need reconstructive service practice', 'need', 'need reconstructive', 'need reconstructive service', 'need reconstructive service practice', 'reconstructive', 'reconstructive service', 'reconstructive service practice', 'service', 'service practice', 'practice']",0,0,1,0.064516129032258,0.0
109272,I would not see anyone else and recommend anyone I know to come see him.,0,not recommend know come,"['not', 'not recommend', 'not recommend know', 'not recommend know come', 'recommend', 'recommend know', 'recommend know come', 'know', 'know come', 'come']",0,0,1,0.1538461538461538,0.0
90110,I chose to keep seeing him because he knows his stuff!,0,choose see know stuff,"['choose', 'choose see', 'choose see know', 'choose see know stuff', 'see', 'see know', 'see know stuff', 'know', 'know stuff', 'stuff']",0,0,1,0.1538461538461538,0.0
182243,Still getting to know the the surgeon but is been great having a consultation over the phone and is great at explaining!,0,get know surgeon great have consultation phone great explain,"['get', 'get know', 'get know surgeon', 'get know surgeon great', 'get know surgeon great have', 'get know surgeon great have consultation', 'get know surgeon great have consultation phone', 'get know surgeon great have consultation phone great', 'get know surgeon great have consultation phone great explain', 'know', 'know surgeon', 'know surgeon great', 'know surgeon great have', 'know surgeon great have consultation', 'know surgeon great have consultation phone', 'know surgeon great have consultation phone great', 'know surgeon great have consultation phone great explain', 'surgeon', 'surgeon great', 'surgeon great have', 'surgeon great have consultation', 'surgeon great have consultation phone', 'surgeon great have consultation phone great', 'surgeon great have consultation phone great explain', 'great', 'great have', 'great have consultation', 'great have consultation phone', 'great have consultation phone great', 'great have consultation phone great explain', 'have', 'have consultation', 'have consultation phone', 'have consultation phone great', 'have consultation phone great explain', 'consultation', 'consultation phone', 'consultation phone great', 'consultation phone great explain', 'phone', 'phone great', 'phone great explain', 'great', 'great explain', 'explain']",0,0,1,0.0416666666666666,0.0
113037,When I left I knew something would be done to help rid me of knee pain.,0,leave know help rid knee pain,"['leave', 'leave know', 'leave know help', 'leave know help rid', 'leave know help rid knee', 'leave know help rid knee pain', 'know', 'know help', 'know help rid', 'know help rid knee', 'know help rid knee pain', 'help', 'help rid', 'help rid knee', 'help rid knee pain', 'rid', 'rid knee', 'rid knee pain', 'knee', 'knee pain', 'pain']",0,0,1,0.0833333333333333,0.0
60225,"He is very intelligent, very knowledgeable, knew exactly what he was doing, and great sense of humor;  nice man.",0,intelligent knowledgeable know precisely great sense humor nice man,"['intelligent', 'intelligent knowledgeable', 'intelligent knowledgeable know', 'intelligent knowledgeable know precisely', 'intelligent knowledgeable know precisely great', 'intelligent knowledgeable know precisely great sense', 'intelligent knowledgeable know precisely great sense humor', 'intelligent knowledgeable know precisely great sense humor nice', 'intelligent knowledgeable know precisely great sense humor nice man', 'knowledgeable', 'knowledgeable know', 'knowledgeable know precisely', 'knowledgeable know precisely great', 'knowledgeable know precisely great sense', 'knowledgeable know precisely great sense humor', 'knowledgeable know precisely great sense humor nice', 'knowledgeable know precisely great sense humor nice man', 'know', 'know precisely', 'know precisely great', 'know precisely great sense', 'know precisely great sense humor', 'know precisely great sense humor nice', 'know precisely great sense humor nice man', 'precisely', 'precisely great', 'precisely great sense', 'precisely great sense humor', 'precisely great sense humor nice', 'precisely great sense humor nice man', 'great', 'great sense', 'great sense humor', 'great sense humor nice', 'great sense humor nice man', 'sense', 'sense humor', 'sense humor nice', 'sense humor nice man', 'humor', 'humor nice', 'humor nice man', 'nice', 'nice man', 'man']",0,0,1,0.0416666666666666,0.0
98985,The doctor always take time to check my skin and has found two skin cancers in the past that I never knew I had.,0,doctor time check skin find skin cancer past know,"['doctor', 'doctor time', 'doctor time check', 'doctor time check skin', 'doctor time check skin find', 'doctor time check skin find skin', 'doctor time check skin find skin cancer', 'doctor time check skin find skin cancer past', 'doctor time check skin find skin cancer past know', 'time', 'time check', 'time check skin', 'time check skin find', 'time check skin find skin', 'time check skin find skin cancer', 'time check skin find skin cancer past', 'time check skin find skin cancer past know', 'check', 'check skin', 'check skin find', 'check skin find skin', 'check skin find skin cancer', 'check skin find skin cancer past', 'check skin find skin cancer past know', 'skin', 'skin find', 'skin find skin', 'skin find skin cancer', 'skin find skin cancer past', 'skin find skin cancer past know', 'find', 'find skin', 'find skin cancer', 'find skin cancer past', 'find skin cancer past know', 'skin', 'skin cancer', 'skin cancer past', 'skin cancer past know', 'cancer', 'cancer past', 'cancer past know', 'past', 'past know', 'know']",0,0,1,0.0416666666666666,0.0
126276,"I told them to let the doctor know I was leaving, filled out the form to receive my medical records and left.",1,tell let doctor know leave fill form receive medical record leave,"['tell', 'tell let', 'tell let doctor', 'tell let doctor know', 'tell let doctor know leave', 'tell let doctor know leave fill', 'tell let doctor know leave fill form', 'tell let doctor know leave fill form receive', 'tell let doctor know leave fill form receive medical', 'tell let doctor know leave fill form receive medical record', 'tell let doctor know leave fill form receive medical record leave', 'let', 'let doctor', 'let doctor know', 'let doctor know leave', 'let doctor know leave fill', 'let doctor know leave fill form', 'let doctor know leave fill form receive', 'let doctor know leave fill form receive medical', 'let doctor know leave fill form receive medical record', 'let doctor know leave fill form receive medical record leave', 'doctor', 'doctor know', 'doctor know leave', 'doctor know leave fill', 'doctor know leave fill form', 'doctor know leave fill form receive', 'doctor know leave fill form receive medical', 'doctor know leave fill form receive medical record', 'doctor know leave fill form receive medical record leave', 'know', 'know leave', 'know leave fill', 'know leave fill form', 'know leave fill form receive', 'know leave fill form receive medical', 'know leave fill form receive medical record', 'know leave fill form receive medical record leave', 'leave', 'leave fill', 'leave fill form', 'leave fill form receive', 'leave fill form receive medical', 'leave fill form receive medical record', 'leave fill form receive medical record leave', 'fill', 'fill form', 'fill form receive', 'fill form receive medical', 'fill form receive medical record', 'fill form receive medical record leave', 'form', 'form receive', 'form receive medical', 'form receive medical record', 'form receive medical record leave', 'receive', 'receive medical', 'receive medical record', 'receive medical record leave', 'medical', 'medical record', 'medical record leave', 'record', 'record leave', 'leave']",0,0,1,0.0289855072463768,0.0
175798,so unfamiliar with this surgery and cosmetic procedures that I did not even know what to ask.,1,unfamiliar surgery cosmetic procedure not know ask,"['unfamiliar', 'unfamiliar surgery', 'unfamiliar surgery cosmetic', 'unfamiliar surgery cosmetic procedure', 'unfamiliar surgery cosmetic procedure not', 'unfamiliar surgery cosmetic procedure not know', 'unfamiliar surgery cosmetic procedure not know ask', 'surgery', 'surgery cosmetic', 'surgery cosmetic procedure', 'surgery cosmetic procedure not', 'surgery cosmetic procedure not know', 'surgery cosmetic procedure not know ask', 'cosmetic', 'cosmetic procedure', 'cosmetic procedure not', 'cosmetic procedure not know', 'cosmetic procedure not know ask', 'procedure', 'procedure not', 'procedure not know', 'procedure not know ask', 'not', 'not know', 'not know ask', 'know', 'know ask', 'ask']",0,0,1,0.064516129032258,0.0
157178,I personally have been diagnosed and suffer from Dentophobia and Dr. Wiebe knows how to make me calm.,0,personally diagnose suffer dentophobia dr know calm,"['personally', 'personally diagnose', 'personally diagnose suffer', 'personally diagnose suffer dentophobia', 'personally diagnose suffer dentophobia dr', 'personally diagnose suffer dentophobia dr know', 'personally diagnose suffer dentophobia dr know calm', 'diagnose', 'diagnose suffer', 'diagnose suffer dentophobia', 'diagnose suffer dentophobia dr', 'diagnose suffer dentophobia dr know', 'diagnose suffer dentophobia dr know calm', 'suffer', 'suffer dentophobia', 'suffer dentophobia dr', 'suffer dentophobia dr know', 'suffer dentophobia dr know calm', 'dentophobia', 'dentophobia dr', 'dentophobia dr know', 'dentophobia dr know calm', 'dr', 'dr know', 'dr know calm', 'know', 'know calm', 'calm']",0,0,1,0.064516129032258,0.0
122077,"Fast forward to meeting dr. Mcleod, she walks in the room and without hesitation knows what is going on with me.",0,fast forward meet walk room hesitation know go,"['fast', 'fast forward', 'fast forward meet', 'fast forward meet walk', 'fast forward meet walk room', 'fast forward meet walk room hesitation', 'fast forward meet walk room hesitation know', 'fast forward meet walk room hesitation know go', 'forward', 'forward meet', 'forward meet walk', 'forward meet walk room', 'forward meet walk room hesitation', 'forward meet walk room hesitation know', 'forward meet walk room hesitation know go', 'meet', 'meet walk', 'meet walk room', 'meet walk room hesitation', 'meet walk room hesitation know', 'meet walk room hesitation know go', 'walk', 'walk room', 'walk room hesitation', 'walk room hesitation know', 'walk room hesitation know go', 'room', 'room hesitation', 'room hesitation know', 'room hesitation know go', 'hesitation', 'hesitation know', 'hesitation know go', 'know', 'know go', 'go']",0,0,1,0.0512820512820512,0.0
107381,"And when they don't find a reliable finding they prefer not to harm a patient, the way Dr. Gianoli harmed me.3.",1,find reliable find prefer not harm patient way dr gianoli harm,"['find', 'find reliable', 'find reliable find', 'find reliable find prefer', 'find reliable find prefer not', 'find reliable find prefer not harm', 'find reliable find prefer not harm patient', 'find reliable find prefer not harm patient way', 'find reliable find prefer not harm patient way dr', 'find reliable find prefer not harm patient way dr gianoli', 'find reliable find prefer not harm patient way dr gianoli harm', 'reliable', 'reliable find', 'reliable find prefer', 'reliable find prefer not', 'reliable find prefer not harm', 'reliable find prefer not harm patient', 'reliable find prefer not harm patient way', 'reliable find prefer not harm patient way dr', 'reliable find prefer not harm patient way dr gianoli', 'reliable find prefer not harm patient way dr gianoli harm', 'find', 'find prefer', 'find prefer not', 'find prefer not harm', 'find prefer not harm patient', 'find prefer not harm patient way', 'find prefer not harm patient way dr', 'find prefer not harm patient way dr gianoli', 'find prefer not harm patient way dr gianoli harm', 'prefer', 'prefer not', 'prefer not harm', 'prefer not harm patient', 'prefer not harm patient way', 'prefer not harm patient way dr', 'prefer not harm patient way dr gianoli', 'prefer not harm patient way dr gianoli harm', 'not', 'not harm', 'not harm patient', 'not harm patient way', 'not harm patient way dr', 'not harm patient way dr gianoli', 'not harm patient way dr gianoli harm', 'harm', 'harm patient', 'harm patient way', 'harm patient way dr', 'harm patient way dr gianoli', 'harm patient way dr gianoli harm', 'patient', 'patient way', 'patient way dr', 'patient way dr gianoli', 'patient way dr gianoli harm', 'way', 'way dr', 'way dr gianoli', 'way dr gianoli harm', 'dr', 'dr gianoli', 'dr gianoli harm', 'gianoli', 'gianoli harm', 'harm']",1,0,0,0.0289855072463768,0.0
140094,The front desk knows our family and are always clear in communicating if there is a delay.,0,desk know family clear communicate delay,"['desk', 'desk know', 'desk know family', 'desk know family clear', 'desk know family clear communicate', 'desk know family clear communicate delay', 'know', 'know family', 'know family clear', 'know family clear communicate', 'know family clear communicate delay', 'family', 'family clear', 'family clear communicate', 'family clear communicate delay', 'clear', 'clear communicate', 'clear communicate delay', 'communicate', 'communicate delay', 'delay']",0,0,1,0.0833333333333333,0.0
151718,"and tried to settle the remaining payment, KNOWING THAT THE INSURANCE APPROVED BUT THEY CHOSE TO RUIN MY CREDIT AND CONTINUE TO ADD CHARGES.",1,try settle remain payment know insurance approve choose ruin credit continue add charge,"['try', 'try settle', 'try settle remain', 'try settle remain payment', 'try settle remain payment know', 'try settle remain payment know insurance', 'try settle remain payment know insurance approve', 'try settle remain payment know insurance approve choose', 'try settle remain payment know insurance approve choose ruin', 'try settle remain payment know insurance approve choose ruin credit', 'try settle remain payment know insurance approve choose ruin credit continue', 'try settle remain payment know insurance approve choose ruin credit continue add', 'try settle remain payment know insurance approve choose ruin credit continue add charge', 'settle', 'settle remain', 'settle remain payment', 'settle remain payment know', 'settle remain payment know insurance', 'settle remain payment know insurance approve', 'settle remain payment know insurance approve choose', 'settle remain payment know insurance approve choose ruin', 'settle remain payment know insurance approve choose ruin credit', 'settle remain payment know insurance approve choose ruin credit continue', 'settle remain payment know insurance approve choose ruin credit continue add', 'settle remain payment know insurance approve choose ruin credit continue add charge', 'remain', 'remain payment', 'remain payment know', 'remain payment know insurance', 'remain payment know insurance approve', 'remain payment know insurance approve choose', 'remain payment know insurance approve choose ruin', 'remain payment know insurance approve choose ruin credit', 'remain payment know insurance approve choose ruin credit continue', 'remain payment know insurance approve choose ruin credit continue add', 'remain payment know insurance approve choose ruin credit continue add charge', 'payment', 'payment know', 'payment know insurance', 'payment know insurance approve', 'payment know insurance approve choose', 'payment know insurance approve choose ruin', 'payment know insurance approve choose ruin credit', 'payment know insurance approve choose ruin credit continue', 'payment know insurance approve choose ruin credit continue add', 'payment know insurance approve choose ruin credit continue add charge', 'know', 'know insurance', 'know insurance approve', 'know insurance approve choose', 'know insurance approve choose ruin', 'know insurance approve choose ruin credit', 'know insurance approve choose ruin credit continue', 'know insurance approve choose ruin credit continue add', 'know insurance approve choose ruin credit continue add charge', 'insurance', 'insurance approve', 'insurance approve choose', 'insurance approve choose ruin', 'insurance approve choose ruin credit', 'insurance approve choose ruin credit continue', 'insurance approve choose ruin credit continue add', 'insurance approve choose ruin credit continue add charge', 'approve', 'approve choose', 'approve choose ruin', 'approve choose ruin credit', 'approve choose ruin credit continue', 'approve choose ruin credit continue add', 'approve choose ruin credit continue add charge', 'choose', 'choose ruin', 'choose ruin credit', 'choose ruin credit continue', 'choose ruin credit continue add', 'choose ruin credit continue add charge', 'ruin', 'ruin credit', 'ruin credit continue', 'ruin credit continue add', 'ruin credit continue add charge', 'credit', 'credit continue', 'credit continue add', 'credit continue add charge', 'continue', 'continue add', 'continue add charge', 'add', 'add charge', 'charge']",0,0,1,0.0212765957446808,0.0
98025,"After the first consult, I knew this was the perfect Dr",0,consult know perfect dr,"['consult', 'consult know', 'consult know perfect', 'consult know perfect dr', 'know', 'know perfect', 'know perfect dr', 'perfect', 'perfect dr', 'dr']",0,0,1,0.1538461538461538,0.0
144265,I would like that Woman Center would have contacted me letting me know my Dr options after Dr Hardy left.,1,like woman center contract let know dr option leave,"['like', 'like woman', 'like woman center', 'like woman center contract', 'like woman center contract let', 'like woman center contract let know', 'like woman center contract let know dr', 'like woman center contract let know dr option', 'like woman center contract let know dr option leave', 'woman', 'woman center', 'woman center contract', 'woman center contract let', 'woman center contract let know', 'woman center contract let know dr', 'woman center contract let know dr option', 'woman center contract let know dr option leave', 'center', 'center contract', 'center contract let', 'center contract let know', 'center contract let know dr', 'center contract let know dr option', 'center contract let know dr option leave', 'contract', 'contract let', 'contract let know', 'contract let know dr', 'contract let know dr option', 'contract let know dr option leave', 'let', 'let know', 'let know dr', 'let know dr option', 'let know dr option leave', 'know', 'know dr', 'know dr option', 'know dr option leave', 'dr', 'dr option', 'dr option leave', 'option', 'option leave', 'leave']",0,0,1,0.0416666666666666,0.0
188021,I tell everyone I know that they should visit Prestige because they won't be dissatisfied.,0,tell know visit prestige wo dissatisfy,"['tell', 'tell know', 'tell know visit', 'tell know visit prestige', 'tell know visit prestige wo', 'tell know visit prestige wo dissatisfy', 'know', 'know visit', 'know visit prestige', 'know visit prestige wo', 'know visit prestige wo dissatisfy', 'visit', 'visit prestige', 'visit prestige wo', 'visit prestige wo dissatisfy', 'prestige', 'prestige wo', 'prestige wo dissatisfy', 'wo', 'wo dissatisfy', 'dissatisfy']",0,0,1,0.0833333333333333,0.0
179355,Don't know about anyone else but I certainly do not want that treatment!,1,know surely not want treatment,"['know', 'know surely', 'know surely not', 'know surely not want', 'know surely not want treatment', 'surely', 'surely not', 'surely not want', 'surely not want treatment', 'not', 'not want', 'not want treatment', 'want', 'want treatment', 'treatment']",0,0,1,0.1111111111111111,0.0
105959,for my first consultation he wanted to get to know me before we even spoke about my procedure.,0,consultation want know speak procedure,"['consultation', 'consultation want', 'consultation want know', 'consultation want know speak', 'consultation want know speak procedure', 'want', 'want know', 'want know speak', 'want know speak procedure', 'know', 'know speak', 'know speak procedure', 'speak', 'speak procedure', 'procedure']",0,0,1,0.1111111111111111,0.0
160815,I never in life experience anything thing like this dr finkel is the most horrible dr I knew she treated,1,life experience thing like dr fine atrocious dr know treat,"['life', 'life experience', 'life experience thing', 'life experience thing like', 'life experience thing like dr', 'life experience thing like dr fine', 'life experience thing like dr fine atrocious', 'life experience thing like dr fine atrocious dr', 'life experience thing like dr fine atrocious dr know', 'life experience thing like dr fine atrocious dr know treat', 'experience', 'experience thing', 'experience thing like', 'experience thing like dr', 'experience thing like dr fine', 'experience thing like dr fine atrocious', 'experience thing like dr fine atrocious dr', 'experience thing like dr fine atrocious dr know', 'experience thing like dr fine atrocious dr know treat', 'thing', 'thing like', 'thing like dr', 'thing like dr fine', 'thing like dr fine atrocious', 'thing like dr fine atrocious dr', 'thing like dr fine atrocious dr know', 'thing like dr fine atrocious dr know treat', 'like', 'like dr', 'like dr fine', 'like dr fine atrocious', 'like dr fine atrocious dr', 'like dr fine atrocious dr know', 'like dr fine atrocious dr know treat', 'dr', 'dr fine', 'dr fine atrocious', 'dr fine atrocious dr', 'dr fine atrocious dr know', 'dr fine atrocious dr know treat', 'fine', 'fine atrocious', 'fine atrocious dr', 'fine atrocious dr know', 'fine atrocious dr know treat', 'atrocious', 'atrocious dr', 'atrocious dr know', 'atrocious dr know treat', 'dr', 'dr know', 'dr know treat', 'know', 'know treat', 'treat']",0,0,1,0.0344827586206896,0.0
154461,"Regardless please call me back so I can know my deng results, jerks ??",1,regardless know den result jerk,"['regardless', 'regardless know', 'regardless know den', 'regardless know den result', 'regardless know den result jerk', 'know', 'know den', 'know den result', 'know den result jerk', 'den', 'den result', 'den result jerk', 'result', 'result jerk', 'jerk']",0,0,1,0.1111111111111111,0.0
123610,it would have been nice to know in advance as we would have not had to travel with so much cash.,1,nice know advance not travel cash,"['nice', 'nice know', 'nice know advance', 'nice know advance not', 'nice know advance not travel', 'nice know advance not travel cash', 'know', 'know advance', 'know advance not', 'know advance not travel', 'know advance not travel cash', 'advance', 'advance not', 'advance not travel', 'advance not travel cash', 'not', 'not travel', 'not travel cash', 'travel', 'travel cash', 'cash']",0,0,1,0.0833333333333333,0.0
117597,"He became defensive, angry, and petty, wanting to know WHY I asked him the question!!",1,defensive angry petty want know ask question,"['defensive', 'defensive angry', 'defensive angry petty', 'defensive angry petty want', 'defensive angry petty want know', 'defensive angry petty want know ask', 'defensive angry petty want know ask question', 'angry', 'angry petty', 'angry petty want', 'angry petty want know', 'angry petty want know ask', 'angry petty want know ask question', 'petty', 'petty want', 'petty want know', 'petty want know ask', 'petty want know ask question', 'want', 'want know', 'want know ask', 'want know ask question', 'know', 'know ask', 'know ask question', 'ask', 'ask question', 'question']",0,0,1,0.064516129032258,0.0
