commentId,comment,classification,comment_processed,word_phrase_list,facility,far,hygienic,similarity_score
141930,I highly recommend Dr. Matter and this facility!,0,highly recommend dr matter facility,"['highly', 'highly recommend', 'highly recommend dr', 'highly recommend dr matter', 'highly recommend dr matter facility', 'recommend', 'recommend dr', 'recommend dr matter', 'recommend dr matter facility', 'dr', 'dr matter', 'dr matter facility', 'matter', 'matter facility', 'facility']",1,0,0,0.2857142857142857
152029,and I've been told Dr. COLE is far too 'busy with patients to call me'.,1,ve tell far busy patient,"['ve', 've tell', 've tell far', 've tell far busy', 've tell far busy patient', 'tell', 'tell far', 'tell far busy', 'tell far busy patient', 'far', 'far busy', 'far busy patient', 'busy', 'busy patient', 'patient']",0,1,0,0.2857142857142857
101045,"prices are reasonable, has an in-house operating facility in Paramus that meets all standards.",0,price reasonable house operate facility parade meet standard,"['price', 'price reasonable', 'price reasonable house', 'price reasonable house operate', 'price reasonable house operate facility', 'price reasonable house operate facility parade', 'price reasonable house operate facility parade meet', 'price reasonable house operate facility parade meet standard', 'reasonable', 'reasonable house', 'reasonable house operate', 'reasonable house operate facility', 'reasonable house operate facility parade', 'reasonable house operate facility parade meet', 'reasonable house operate facility parade meet standard', 'house', 'house operate', 'house operate facility', 'house operate facility parade', 'house operate facility parade meet', 'house operate facility parade meet standard', 'operate', 'operate facility', 'operate facility parade', 'operate facility parade meet', 'operate facility parade meet standard', 'facility', 'facility parade', 'facility parade meet', 'facility parade meet standard', 'parade', 'parade meet', 'parade meet standard', 'meet', 'meet standard', 'standard']",1,0,0,0.2857142857142857
82973,"so sweet, and made me feel perfectly comfortable. (: It's a beautiful facility, very welcoming.",0,sweet feel perfectly comfortable beautiful facility welcome,"['sweet', 'sweet feel', 'sweet feel perfectly', 'sweet feel perfectly comfortable', 'sweet feel perfectly comfortable beautiful', 'sweet feel perfectly comfortable beautiful facility', 'sweet feel perfectly comfortable beautiful facility welcome', 'feel', 'feel perfectly', 'feel perfectly comfortable', 'feel perfectly comfortable beautiful', 'feel perfectly comfortable beautiful facility', 'feel perfectly comfortable beautiful facility welcome', 'perfectly', 'perfectly comfortable', 'perfectly comfortable beautiful', 'perfectly comfortable beautiful facility', 'perfectly comfortable beautiful facility welcome', 'comfortable', 'comfortable beautiful', 'comfortable beautiful facility', 'comfortable beautiful facility welcome', 'beautiful', 'beautiful facility', 'beautiful facility welcome', 'facility', 'facility welcome', 'welcome']",1,0,0,0.2857142857142857
131335,this is by far the WORST experience i ever had with a doctor.,1,far bad experience doctor,"['far', 'far bad', 'far bad experience', 'far bad experience doctor', 'bad', 'bad experience', 'bad experience doctor', 'experience', 'experience doctor', 'doctor']",0,1,0,0.2857142857142857
85444,By far he is hands down the best in town!,0,far hand good town,"['far', 'far hand', 'far hand good', 'far hand good town', 'hand', 'hand good', 'hand good town', 'good', 'good town', 'town']",0,1,0,0.2857142857142857
65450,I was happy with my experience at the facility,0,happy experience facility,"['happy', 'happy experience', 'happy experience facility', 'experience', 'experience facility', 'facility']",1,0,0,0.2857142857142857
164131,The view from the laser room is unreal and be sure to stop in the restroom - it's so fab!,0,view laser room unreal sure stop public toilet far,"['view', 'view laser', 'view laser room', 'view laser room unreal', 'view laser room unreal sure', 'view laser room unreal sure stop', 'view laser room unreal sure stop public', 'view laser room unreal sure stop public toilet', 'view laser room unreal sure stop public toilet far', 'laser', 'laser room', 'laser room unreal', 'laser room unreal sure', 'laser room unreal sure stop', 'laser room unreal sure stop public', 'laser room unreal sure stop public toilet', 'laser room unreal sure stop public toilet far', 'room', 'room unreal', 'room unreal sure', 'room unreal sure stop', 'room unreal sure stop public', 'room unreal sure stop public toilet', 'room unreal sure stop public toilet far', 'unreal', 'unreal sure', 'unreal sure stop', 'unreal sure stop public', 'unreal sure stop public toilet', 'unreal sure stop public toilet far', 'sure', 'sure stop', 'sure stop public', 'sure stop public toilet', 'sure stop public toilet far', 'stop', 'stop public', 'stop public toilet', 'stop public toilet far', 'public', 'public toilet', 'public toilet far', 'toilet', 'toilet far', 'far']",0,1,0,0.2857142857142857
184754,They take me from drab to fab in a matter of minutes.,0,drab far matter minute,"['drab', 'drab far', 'drab far matter', 'drab far matter minute', 'far', 'far matter', 'far matter minute', 'matter', 'matter minute', 'minute']",0,1,0,0.2857142857142857
114637,"And to think, all this so far and she hasn't even sat in the chair yet.",1,think far sit chair,"['think', 'think far', 'think far sit', 'think far sit chair', 'far', 'far sit', 'far sit chair', 'sit', 'sit chair', 'chair']",0,1,0,0.2857142857142857
110265,I had botox/fillers done a few times and he is the best I have used so far and I have tried almost everyone.,0,botoxfillers time good far try,"['botoxfillers', 'botoxfillers time', 'botoxfillers time good', 'botoxfillers time good far', 'botoxfillers time good far try', 'time', 'time good', 'time good far', 'time good far try', 'good', 'good far', 'good far try', 'far', 'far try', 'try']",0,1,0,0.2857142857142857
107839,the results thus far are already great.,0,result far great,"['result', 'result far', 'result far great', 'far', 'far great', 'great']",0,1,0,0.2857142857142857
68183,I had the surgery done two months ago and so far everything has gone well and my nose looks very natural and my breathing is much better.,0,surgery far go nose look natural breathe good,"['surgery', 'surgery far', 'surgery far go', 'surgery far go nose', 'surgery far go nose look', 'surgery far go nose look natural', 'surgery far go nose look natural breathe', 'surgery far go nose look natural breathe good', 'far', 'far go', 'far go nose', 'far go nose look', 'far go nose look natural', 'far go nose look natural breathe', 'far go nose look natural breathe good', 'go', 'go nose', 'go nose look', 'go nose look natural', 'go nose look natural breathe', 'go nose look natural breathe good', 'nose', 'nose look', 'nose look natural', 'nose look natural breathe', 'nose look natural breathe good', 'look', 'look natural', 'look natural breathe', 'look natural breathe good', 'natural', 'natural breathe', 'natural breathe good', 'breathe', 'breathe good', 'good']",0,1,0,0.2857142857142857
188739,The Best GI facility to go to.,0,good facility,"['good', 'good facility', 'facility']",1,0,0,0.2857142857142857
165316,My surgery was by far the easiest one I've ever had.,0,surgery far easy ve,"['surgery', 'surgery far', 'surgery far easy', 'surgery far easy ve', 'far', 'far easy', 'far easy ve', 'easy', 'easy ve', 've']",0,1,0,0.2857142857142857
129641,Only reason I?d stay is because I love seeing my hygienist Miriam and SHE gives REAL TIME and CARE to her patients.,0,reason d stay love see hygienic miriam give real time care patient,"['reason', 'reason d', 'reason d stay', 'reason d stay love', 'reason d stay love see', 'reason d stay love see hygienic', 'reason d stay love see hygienic miriam', 'reason d stay love see hygienic miriam give', 'reason d stay love see hygienic miriam give real', 'reason d stay love see hygienic miriam give real time', 'reason d stay love see hygienic miriam give real time care', 'reason d stay love see hygienic miriam give real time care patient', 'd', 'd stay', 'd stay love', 'd stay love see', 'd stay love see hygienic', 'd stay love see hygienic miriam', 'd stay love see hygienic miriam give', 'd stay love see hygienic miriam give real', 'd stay love see hygienic miriam give real time', 'd stay love see hygienic miriam give real time care', 'd stay love see hygienic miriam give real time care patient', 'stay', 'stay love', 'stay love see', 'stay love see hygienic', 'stay love see hygienic miriam', 'stay love see hygienic miriam give', 'stay love see hygienic miriam give real', 'stay love see hygienic miriam give real time', 'stay love see hygienic miriam give real time care', 'stay love see hygienic miriam give real time care patient', 'love', 'love see', 'love see hygienic', 'love see hygienic miriam', 'love see hygienic miriam give', 'love see hygienic miriam give real', 'love see hygienic miriam give real time', 'love see hygienic miriam give real time care', 'love see hygienic miriam give real time care patient', 'see', 'see hygienic', 'see hygienic miriam', 'see hygienic miriam give', 'see hygienic miriam give real', 'see hygienic miriam give real time', 'see hygienic miriam give real time care', 'see hygienic miriam give real time care patient', 'hygienic', 'hygienic miriam', 'hygienic miriam give', 'hygienic miriam give real', 'hygienic miriam give real time', 'hygienic miriam give real time care', 'hygienic miriam give real time care patient', 'miriam', 'miriam give', 'miriam give real', 'miriam give real time', 'miriam give real time care', 'miriam give real time care patient', 'give', 'give real', 'give real time', 'give real time care', 'give real time care patient', 'real', 'real time', 'real time care', 'real time care patient', 'time', 'time care', 'time care patient', 'care', 'care patient', 'patient']",0,0,1,0.2857142857142857
164892,This has been the most amazing experience I've had at any medical facility.,0,amaze experience ve medical facility,"['amaze', 'amaze experience', 'amaze experience ve', 'amaze experience ve medical', 'amaze experience ve medical facility', 'experience', 'experience ve', 'experience ve medical', 'experience ve medical facility', 've', 've medical', 've medical facility', 'medical', 'medical facility', 'facility']",1,0,0,0.2857142857142857
179847,So far so good with regards to my TED experience.,0,far good regard ted experience,"['far', 'far good', 'far good regard', 'far good regard ted', 'far good regard ted experience', 'good', 'good regard', 'good regard ted', 'good regard ted experience', 'regard', 'regard ted', 'regard ted experience', 'ted', 'ted experience', 'experience']",0,1,0,0.2857142857142857
118706,"Because of the extent of the procedure, I stayed overnight in their facility and had my own nurse the entire evening.",0,extent procedure stay facility nurse entire even,"['extent', 'extent procedure', 'extent procedure stay', 'extent procedure stay facility', 'extent procedure stay facility nurse', 'extent procedure stay facility nurse entire', 'extent procedure stay facility nurse entire even', 'procedure', 'procedure stay', 'procedure stay facility', 'procedure stay facility nurse', 'procedure stay facility nurse entire', 'procedure stay facility nurse entire even', 'stay', 'stay facility', 'stay facility nurse', 'stay facility nurse entire', 'stay facility nurse entire even', 'facility', 'facility nurse', 'facility nurse entire', 'facility nurse entire even', 'nurse', 'nurse entire', 'nurse entire even', 'entire', 'entire even', 'even']",1,0,0,0.2857142857142857
112569,"He was, and as far as I?m concerned, is the only doctor that can achieve a good result.",0,far m concerned doctor achieve good result,"['far', 'far m', 'far m concerned', 'far m concerned doctor', 'far m concerned doctor achieve', 'far m concerned doctor achieve good', 'far m concerned doctor achieve good result', 'm', 'm concerned', 'm concerned doctor', 'm concerned doctor achieve', 'm concerned doctor achieve good', 'm concerned doctor achieve good result', 'concerned', 'concerned doctor', 'concerned doctor achieve', 'concerned doctor achieve good', 'concerned doctor achieve good result', 'doctor', 'doctor achieve', 'doctor achieve good', 'doctor achieve good result', 'achieve', 'achieve good', 'achieve good result', 'good', 'good result', 'result']",0,1,0,0.2857142857142857
95743,Dr omar Ilahi is by far one of the worst drs I've seen.,1,far bad dry ve see,"['far', 'far bad', 'far bad dry', 'far bad dry ve', 'far bad dry ve see', 'bad', 'bad dry', 'bad dry ve', 'bad dry ve see', 'dry', 'dry ve', 'dry ve see', 've', 've see', 'see']",0,1,0,0.2857142857142857
125366,I am about a month and a half post-surgery and I already could not be happier with the result so far.,0,postsurgery happy result far,"['postsurgery', 'postsurgery happy', 'postsurgery happy result', 'postsurgery happy result far', 'happy', 'happy result', 'happy result far', 'result', 'result far', 'far']",0,1,0,0.2857142857142857
187202,This practice was extremely professional not to mention I am very impressed with my results so far!,0,practice extremely professional mention impress result far,"['practice', 'practice extremely', 'practice extremely professional', 'practice extremely professional mention', 'practice extremely professional mention impress', 'practice extremely professional mention impress result', 'practice extremely professional mention impress result far', 'extremely', 'extremely professional', 'extremely professional mention', 'extremely professional mention impress', 'extremely professional mention impress result', 'extremely professional mention impress result far', 'professional', 'professional mention', 'professional mention impress', 'professional mention impress result', 'professional mention impress result far', 'mention', 'mention impress', 'mention impress result', 'mention impress result far', 'impress', 'impress result', 'impress result far', 'result', 'result far', 'far']",0,1,0,0.2857142857142857
130633,This was by far the most relaxing and luxurious experience I?ve ever had at a medspa.,0,far relax luxurious experience ve medium,"['far', 'far relax', 'far relax luxurious', 'far relax luxurious experience', 'far relax luxurious experience ve', 'far relax luxurious experience ve medium', 'relax', 'relax luxurious', 'relax luxurious experience', 'relax luxurious experience ve', 'relax luxurious experience ve medium', 'luxurious', 'luxurious experience', 'luxurious experience ve', 'luxurious experience ve medium', 'experience', 'experience ve', 'experience ve medium', 've', 've medium', 'medium']",0,1,0,0.2857142857142857
164882,So far the gel injections in my knees are helping relieve the pain.,0,far injection knee help relieve pain,"['far', 'far injection', 'far injection knee', 'far injection knee help', 'far injection knee help relieve', 'far injection knee help relieve pain', 'injection', 'injection knee', 'injection knee help', 'injection knee help relieve', 'injection knee help relieve pain', 'knee', 'knee help', 'knee help relieve', 'knee help relieve pain', 'help', 'help relieve', 'help relieve pain', 'relieve', 'relieve pain', 'pain']",0,1,0,0.2857142857142857
129137,It's been less than 24 hours after my injection and swelling is much less than I expected so far so good.,0,injection swell expect far good,"['injection', 'injection swell', 'injection swell expect', 'injection swell expect far', 'injection swell expect far good', 'swell', 'swell expect', 'swell expect far', 'swell expect far good', 'expect', 'expect far', 'expect far good', 'far', 'far good', 'good']",0,1,0,0.2857142857142857
116828,"Everything has been good so far, I definitely cannot complain!",0,good far decidedly complain,"['good', 'good far', 'good far decidedly', 'good far decidedly complain', 'far', 'far decidedly', 'far decidedly complain', 'decidedly', 'decidedly complain', 'complain']",0,1,0,0.2857142857142857
113336,I had an idea of what I might look like after my skin removal and Dr. Snyder delivered far beyond my wildest dreams!,0,idea look like skin removal deliver far wild dream,"['idea', 'idea look', 'idea look like', 'idea look like skin', 'idea look like skin removal', 'idea look like skin removal deliver', 'idea look like skin removal deliver far', 'idea look like skin removal deliver far wild', 'idea look like skin removal deliver far wild dream', 'look', 'look like', 'look like skin', 'look like skin removal', 'look like skin removal deliver', 'look like skin removal deliver far', 'look like skin removal deliver far wild', 'look like skin removal deliver far wild dream', 'like', 'like skin', 'like skin removal', 'like skin removal deliver', 'like skin removal deliver far', 'like skin removal deliver far wild', 'like skin removal deliver far wild dream', 'skin', 'skin removal', 'skin removal deliver', 'skin removal deliver far', 'skin removal deliver far wild', 'skin removal deliver far wild dream', 'removal', 'removal deliver', 'removal deliver far', 'removal deliver far wild', 'removal deliver far wild dream', 'deliver', 'deliver far', 'deliver far wild', 'deliver far wild dream', 'far', 'far wild', 'far wild dream', 'wild', 'wild dream', 'dream']",0,1,0,0.2857142857142857
187429,I couldnt image that another facility could provide care of this magnitude!,0,image facility provide care magnitude,"['image', 'image facility', 'image facility provide', 'image facility provide care', 'image facility provide care magnitude', 'facility', 'facility provide', 'facility provide care', 'facility provide care magnitude', 'provide', 'provide care', 'provide care magnitude', 'care', 'care magnitude', 'magnitude']",1,0,0,0.2857142857142857
129941,"1-Week Up-Date Today I had my one week appointment with Dr. Whitikar, and so far so good!",0,week update appointment far good,"['week', 'week update', 'week update appointment', 'week update appointment far', 'week update appointment far good', 'update', 'update appointment', 'update appointment far', 'update appointment far good', 'appointment', 'appointment far', 'appointment far good', 'far', 'far good', 'good']",0,1,0,0.2857142857142857
96466,I fly in from far away - same day round trip- just because I love,0,fly far away day round trip love,"['fly', 'fly far', 'fly far away', 'fly far away day', 'fly far away day round', 'fly far away day round trip', 'fly far away day round trip love', 'far', 'far away', 'far away day', 'far away day round', 'far away day round trip', 'far away day round trip love', 'away', 'away day', 'away day round', 'away day round trip', 'away day round trip love', 'day', 'day round', 'day round trip', 'day round trip love', 'round', 'round trip', 'round trip love', 'trip', 'trip love', 'love']",0,1,0,0.2857142857142857
141487,This place is amazing from front desk / to billing / to out patient facility hands down Best of the Best!,0,place amaze desk fill patient facility hand good good,"['place', 'place amaze', 'place amaze desk', 'place amaze desk fill', 'place amaze desk fill patient', 'place amaze desk fill patient facility', 'place amaze desk fill patient facility hand', 'place amaze desk fill patient facility hand good', 'place amaze desk fill patient facility hand good good', 'amaze', 'amaze desk', 'amaze desk fill', 'amaze desk fill patient', 'amaze desk fill patient facility', 'amaze desk fill patient facility hand', 'amaze desk fill patient facility hand good', 'amaze desk fill patient facility hand good good', 'desk', 'desk fill', 'desk fill patient', 'desk fill patient facility', 'desk fill patient facility hand', 'desk fill patient facility hand good', 'desk fill patient facility hand good good', 'fill', 'fill patient', 'fill patient facility', 'fill patient facility hand', 'fill patient facility hand good', 'fill patient facility hand good good', 'patient', 'patient facility', 'patient facility hand', 'patient facility hand good', 'patient facility hand good good', 'facility', 'facility hand', 'facility hand good', 'facility hand good good', 'hand', 'hand good', 'hand good good', 'good', 'good good', 'good']",1,0,0,0.2857142857142857
124608,I then was told it was best if I found another facility as they do not deal with fraudulent insurance claims.,1,tell good find facility deal deceitful insurance claim,"['tell', 'tell good', 'tell good find', 'tell good find facility', 'tell good find facility deal', 'tell good find facility deal deceitful', 'tell good find facility deal deceitful insurance', 'tell good find facility deal deceitful insurance claim', 'good', 'good find', 'good find facility', 'good find facility deal', 'good find facility deal deceitful', 'good find facility deal deceitful insurance', 'good find facility deal deceitful insurance claim', 'find', 'find facility', 'find facility deal', 'find facility deal deceitful', 'find facility deal deceitful insurance', 'find facility deal deceitful insurance claim', 'facility', 'facility deal', 'facility deal deceitful', 'facility deal deceitful insurance', 'facility deal deceitful insurance claim', 'deal', 'deal deceitful', 'deal deceitful insurance', 'deal deceitful insurance claim', 'deceitful', 'deceitful insurance', 'deceitful insurance claim', 'insurance', 'insurance claim', 'claim']",1,0,0,0.2857142857142857
186069,"and where your appointment times are honored ( also important as I drive far to get here), this is the place!",0,appointment time honor important drive far place,"['appointment', 'appointment time', 'appointment time honor', 'appointment time honor important', 'appointment time honor important drive', 'appointment time honor important drive far', 'appointment time honor important drive far place', 'time', 'time honor', 'time honor important', 'time honor important drive', 'time honor important drive far', 'time honor important drive far place', 'honor', 'honor important', 'honor important drive', 'honor important drive far', 'honor important drive far place', 'important', 'important drive', 'important drive far', 'important drive far place', 'drive', 'drive far', 'drive far place', 'far', 'far place', 'place']",0,1,0,0.2857142857142857
151916,I'm 1 week post-op for multiple areas of liposuction plus fat injection and very pleased with the surgery and recovery thus far.,0,m week rostov multiple area liposuction plus fat injection please surgery recovery far,"['m', 'm week', 'm week rostov', 'm week rostov multiple', 'm week rostov multiple area', 'm week rostov multiple area liposuction', 'm week rostov multiple area liposuction plus', 'm week rostov multiple area liposuction plus fat', 'm week rostov multiple area liposuction plus fat injection', 'm week rostov multiple area liposuction plus fat injection please', 'm week rostov multiple area liposuction plus fat injection please surgery', 'm week rostov multiple area liposuction plus fat injection please surgery recovery', 'm week rostov multiple area liposuction plus fat injection please surgery recovery far', 'week', 'week rostov', 'week rostov multiple', 'week rostov multiple area', 'week rostov multiple area liposuction', 'week rostov multiple area liposuction plus', 'week rostov multiple area liposuction plus fat', 'week rostov multiple area liposuction plus fat injection', 'week rostov multiple area liposuction plus fat injection please', 'week rostov multiple area liposuction plus fat injection please surgery', 'week rostov multiple area liposuction plus fat injection please surgery recovery', 'week rostov multiple area liposuction plus fat injection please surgery recovery far', 'rostov', 'rostov multiple', 'rostov multiple area', 'rostov multiple area liposuction', 'rostov multiple area liposuction plus', 'rostov multiple area liposuction plus fat', 'rostov multiple area liposuction plus fat injection', 'rostov multiple area liposuction plus fat injection please', 'rostov multiple area liposuction plus fat injection please surgery', 'rostov multiple area liposuction plus fat injection please surgery recovery', 'rostov multiple area liposuction plus fat injection please surgery recovery far', 'multiple', 'multiple area', 'multiple area liposuction', 'multiple area liposuction plus', 'multiple area liposuction plus fat', 'multiple area liposuction plus fat injection', 'multiple area liposuction plus fat injection please', 'multiple area liposuction plus fat injection please surgery', 'multiple area liposuction plus fat injection please surgery recovery', 'multiple area liposuction plus fat injection please surgery recovery far', 'area', 'area liposuction', 'area liposuction plus', 'area liposuction plus fat', 'area liposuction plus fat injection', 'area liposuction plus fat injection please', 'area liposuction plus fat injection please surgery', 'area liposuction plus fat injection please surgery recovery', 'area liposuction plus fat injection please surgery recovery far', 'liposuction', 'liposuction plus', 'liposuction plus fat', 'liposuction plus fat injection', 'liposuction plus fat injection please', 'liposuction plus fat injection please surgery', 'liposuction plus fat injection please surgery recovery', 'liposuction plus fat injection please surgery recovery far', 'plus', 'plus fat', 'plus fat injection', 'plus fat injection please', 'plus fat injection please surgery', 'plus fat injection please surgery recovery', 'plus fat injection please surgery recovery far', 'fat', 'fat injection', 'fat injection please', 'fat injection please surgery', 'fat injection please surgery recovery', 'fat injection please surgery recovery far', 'injection', 'injection please', 'injection please surgery', 'injection please surgery recovery', 'injection please surgery recovery far', 'please', 'please surgery', 'please surgery recovery', 'please surgery recovery far', 'surgery', 'surgery recovery', 'surgery recovery far', 'recovery', 'recovery far', 'far']",0,1,0,0.2857142857142857
90352,so far everything is working out.,0,far work,"['far', 'far work', 'work']",0,1,0,0.2857142857142857
91857,This office is by far the best office I have been to.,0,office far good office,"['office', 'office far', 'office far good', 'office far good office', 'far', 'far good', 'far good office', 'good', 'good office', 'office']",0,1,0,0.2857142857142857
98627,the price was far less then the hospital wanted and the experience was amazing.,0,price far hospital want experience amaze,"['price', 'price far', 'price far hospital', 'price far hospital want', 'price far hospital want experience', 'price far hospital want experience amaze', 'far', 'far hospital', 'far hospital want', 'far hospital want experience', 'far hospital want experience amaze', 'hospital', 'hospital want', 'hospital want experience', 'hospital want experience amaze', 'want', 'want experience', 'want experience amaze', 'experience', 'experience amaze', 'amaze']",0,1,0,0.2857142857142857
139387,"I especially enjoy my hygenist, Mary Kay, and she has become my preferred hygienist.",0,especially enjoy hygenist prefer hygienic,"['especially', 'especially enjoy', 'especially enjoy hygenist', 'especially enjoy hygenist prefer', 'especially enjoy hygenist prefer hygienic', 'enjoy', 'enjoy hygenist', 'enjoy hygenist prefer', 'enjoy hygenist prefer hygienic', 'hygenist', 'hygenist prefer', 'hygenist prefer hygienic', 'prefer', 'prefer hygienic', 'hygienic']",0,0,1,0.2857142857142857
130962,the BEST part by far were his explanations and his willingness to use technical terms and quote research.,0,good far explanation willingness use technical term quote research,"['good', 'good far', 'good far explanation', 'good far explanation willingness', 'good far explanation willingness use', 'good far explanation willingness use technical', 'good far explanation willingness use technical term', 'good far explanation willingness use technical term quote', 'good far explanation willingness use technical term quote research', 'far', 'far explanation', 'far explanation willingness', 'far explanation willingness use', 'far explanation willingness use technical', 'far explanation willingness use technical term', 'far explanation willingness use technical term quote', 'far explanation willingness use technical term quote research', 'explanation', 'explanation willingness', 'explanation willingness use', 'explanation willingness use technical', 'explanation willingness use technical term', 'explanation willingness use technical term quote', 'explanation willingness use technical term quote research', 'willingness', 'willingness use', 'willingness use technical', 'willingness use technical term', 'willingness use technical term quote', 'willingness use technical term quote research', 'use', 'use technical', 'use technical term', 'use technical term quote', 'use technical term quote research', 'technical', 'technical term', 'technical term quote', 'technical term quote research', 'term', 'term quote', 'term quote research', 'quote', 'quote research', 'research']",0,1,0,0.2857142857142857
161243,so far I am not sure I will be able to take my Wife to New York City for our Anniversary.,1,far sure able wife anniversary,"['far', 'far sure', 'far sure able', 'far sure able wife', 'far sure able wife anniversary', 'sure', 'sure able', 'sure able wife', 'sure able wife anniversary', 'able', 'able wife', 'able wife anniversary', 'wife', 'wife anniversary', 'anniversary']",0,1,0,0.2857142857142857
94929,He is by far the best Dentist I have used our the years.,0,far good dentist year,"['far', 'far good', 'far good dentist', 'far good dentist year', 'good', 'good dentist', 'good dentist year', 'dentist', 'dentist year', 'year']",0,1,0,0.2857142857142857
143271,"and have had 10  procedures, most of which at a Mule Rd facility that he has a financial interest in.",1,procedure mule rd facility fiscal interest,"['procedure', 'procedure mule', 'procedure mule rd', 'procedure mule rd facility', 'procedure mule rd facility fiscal', 'procedure mule rd facility fiscal interest', 'mule', 'mule rd', 'mule rd facility', 'mule rd facility fiscal', 'mule rd facility fiscal interest', 'rd', 'rd facility', 'rd facility fiscal', 'rd facility fiscal interest', 'facility', 'facility fiscal', 'facility fiscal interest', 'fiscal', 'fiscal interest', 'interest']",1,0,0,0.2857142857142857
146491,So far I got what I wanted .,0,far get want,"['far', 'far get', 'far get want', 'get', 'get want', 'want']",0,1,0,0.2857142857142857
157042,"but as far as more complex procedures such as under eye filler, i don't believe they have the skills to do this well.",1,far complex procedure eye filler believe skill,"['far', 'far complex', 'far complex procedure', 'far complex procedure eye', 'far complex procedure eye filler', 'far complex procedure eye filler believe', 'far complex procedure eye filler believe skill', 'complex', 'complex procedure', 'complex procedure eye', 'complex procedure eye filler', 'complex procedure eye filler believe', 'complex procedure eye filler believe skill', 'procedure', 'procedure eye', 'procedure eye filler', 'procedure eye filler believe', 'procedure eye filler believe skill', 'eye', 'eye filler', 'eye filler believe', 'eye filler believe skill', 'filler', 'filler believe', 'filler believe skill', 'believe', 'believe skill', 'skill']",0,1,0,0.2857142857142857
147604,This facility is horrendous and known for over prescribing narcotics along with diluting urine samples to cover their butt.,1,facility awful know order narcotic dilute urine sample cover butt,"['facility', 'facility awful', 'facility awful know', 'facility awful know order', 'facility awful know order narcotic', 'facility awful know order narcotic dilute', 'facility awful know order narcotic dilute urine', 'facility awful know order narcotic dilute urine sample', 'facility awful know order narcotic dilute urine sample cover', 'facility awful know order narcotic dilute urine sample cover butt', 'awful', 'awful know', 'awful know order', 'awful know order narcotic', 'awful know order narcotic dilute', 'awful know order narcotic dilute urine', 'awful know order narcotic dilute urine sample', 'awful know order narcotic dilute urine sample cover', 'awful know order narcotic dilute urine sample cover butt', 'know', 'know order', 'know order narcotic', 'know order narcotic dilute', 'know order narcotic dilute urine', 'know order narcotic dilute urine sample', 'know order narcotic dilute urine sample cover', 'know order narcotic dilute urine sample cover butt', 'order', 'order narcotic', 'order narcotic dilute', 'order narcotic dilute urine', 'order narcotic dilute urine sample', 'order narcotic dilute urine sample cover', 'order narcotic dilute urine sample cover butt', 'narcotic', 'narcotic dilute', 'narcotic dilute urine', 'narcotic dilute urine sample', 'narcotic dilute urine sample cover', 'narcotic dilute urine sample cover butt', 'dilute', 'dilute urine', 'dilute urine sample', 'dilute urine sample cover', 'dilute urine sample cover butt', 'urine', 'urine sample', 'urine sample cover', 'urine sample cover butt', 'sample', 'sample cover', 'sample cover butt', 'cover', 'cover butt', 'butt']",1,0,0,0.2857142857142857
121385,He did far more damage than good.,1,far damage good,"['far', 'far damage', 'far damage good', 'damage', 'damage good', 'good']",0,1,0,0.2857142857142857
113481,As far as I experienced is been a great places and caring of your animals,0,far experience great place dare animal,"['far', 'far experience', 'far experience great', 'far experience great place', 'far experience great place dare', 'far experience great place dare animal', 'experience', 'experience great', 'experience great place', 'experience great place dare', 'experience great place dare animal', 'great', 'great place', 'great place dare', 'great place dare animal', 'place', 'place dare', 'place dare animal', 'dare', 'dare animal', 'animal']",0,1,0,0.2857142857142857
116872,Matthew Karen should spend far more time honing his craft rather than giving five star reviews to himself.,1,spend far time hop craft give star review,"['spend', 'spend far', 'spend far time', 'spend far time hop', 'spend far time hop craft', 'spend far time hop craft give', 'spend far time hop craft give star', 'spend far time hop craft give star review', 'far', 'far time', 'far time hop', 'far time hop craft', 'far time hop craft give', 'far time hop craft give star', 'far time hop craft give star review', 'time', 'time hop', 'time hop craft', 'time hop craft give', 'time hop craft give star', 'time hop craft give star review', 'hop', 'hop craft', 'hop craft give', 'hop craft give star', 'hop craft give star review', 'craft', 'craft give', 'craft give star', 'craft give star review', 'give', 'give star', 'give star review', 'star', 'star review', 'review']",0,1,0,0.2857142857142857
150728,"I've had hand injury for 2 years now! 2019 was a total delay from another prestigious facility, LLUMC Orthopedics.",1,ve hand injury total delay prestigious facility plump orthopedic,"['ve', 've hand', 've hand injury', 've hand injury total', 've hand injury total delay', 've hand injury total delay prestigious', 've hand injury total delay prestigious facility', 've hand injury total delay prestigious facility plump', 've hand injury total delay prestigious facility plump orthopedic', 'hand', 'hand injury', 'hand injury total', 'hand injury total delay', 'hand injury total delay prestigious', 'hand injury total delay prestigious facility', 'hand injury total delay prestigious facility plump', 'hand injury total delay prestigious facility plump orthopedic', 'injury', 'injury total', 'injury total delay', 'injury total delay prestigious', 'injury total delay prestigious facility', 'injury total delay prestigious facility plump', 'injury total delay prestigious facility plump orthopedic', 'total', 'total delay', 'total delay prestigious', 'total delay prestigious facility', 'total delay prestigious facility plump', 'total delay prestigious facility plump orthopedic', 'delay', 'delay prestigious', 'delay prestigious facility', 'delay prestigious facility plump', 'delay prestigious facility plump orthopedic', 'prestigious', 'prestigious facility', 'prestigious facility plump', 'prestigious facility plump orthopedic', 'facility', 'facility plump', 'facility plump orthopedic', 'plump', 'plump orthopedic', 'orthopedic']",1,0,0,0.2857142857142857
