commentId,comment,classification,comment_processed,word_phrase_list,completely,text,box,black,black white,white,similarity_score
144789,"Since the staff were completely inept, I spoke to the doctor about it,",1,staff completely inert speak doctor,"['staff', 'staff completely', 'staff completely inert', 'staff completely inert speak', 'staff completely inert speak doctor', 'completely', 'completely inert', 'completely inert speak', 'completely inert speak doctor', 'inert', 'inert speak', 'inert speak doctor', 'speak', 'speak doctor', 'doctor']",1,0,0,0,0,0,0.125
137204,Dr. Brown gave me his personal number and said TO TEXT WHEN I GET HOME.,0,give personal number say text home,"['give', 'give personal', 'give personal number', 'give personal number say', 'give personal number say text', 'give personal number say text home', 'personal', 'personal number', 'personal number say', 'personal number say text', 'personal number say text home', 'number', 'number say', 'number say text', 'number say text home', 'say', 'say text', 'say text home', 'text', 'text home', 'home']",0,1,0,0,0,0,0.125
145134,Please go find anyone else but Dr. Haque and his completely inept staff!!!,1,find completely inert staff,"['find', 'find completely', 'find completely inert', 'find completely inert staff', 'completely', 'completely inert', 'completely inert staff', 'inert', 'inert staff', 'staff']",1,0,0,0,0,0,0.125
85730,and look great because of Dr. White!,0,look great dr white,"['look', 'look great', 'look great dr', 'look great dr white', 'great', 'great dr', 'great dr white', 'dr', 'dr white', 'white']",0,0,0,0,0,1,0.125
136058,and the scars are now completely hidden.,0,scar completely hide,"['scar', 'scar completely', 'scar completely hide', 'completely', 'completely hide', 'hide']",1,0,0,0,0,0,0.125
163135,They also said that the doctor would call/ text the night before which didn't happen.,1,say doctor text happen,"['say', 'say doctor', 'say doctor text', 'say doctor text happen', 'doctor', 'doctor text', 'doctor text happen', 'text', 'text happen', 'happen']",0,1,0,0,0,0,0.125
131664,Plus I could text the nurse if I had a concern and they would see me at short notice.,0,plus text nurse concern short notice,"['plus', 'plus text', 'plus text nurse', 'plus text nurse concern', 'plus text nurse concern short', 'plus text nurse concern short notice', 'text', 'text nurse', 'text nurse concern', 'text nurse concern short', 'text nurse concern short notice', 'nurse', 'nurse concern', 'nurse concern short', 'nurse concern short notice', 'concern', 'concern short', 'concern short notice', 'short', 'short notice', 'notice']",0,1,0,0,0,0,0.125
107289,TALKED ME INTO DOING SURGERIES THAT WERE COMPLETELY UNNECESSARY.,1,talk forgery completely unnecessary,"['talk', 'talk forgery', 'talk forgery completely', 'talk forgery completely unnecessary', 'forgery', 'forgery completely', 'forgery completely unnecessary', 'completely', 'completely unnecessary', 'unnecessary']",1,0,0,0,0,0,0.125
77395,One of the best things is the way that he administers Novocaine - he has a technique that is completely painless.,0,good thing way administer procaine hydrochloride technique completely painless,"['good', 'good thing', 'good thing way', 'good thing way administer', 'good thing way administer procaine', 'good thing way administer procaine hydrochloride', 'good thing way administer procaine hydrochloride technique', 'good thing way administer procaine hydrochloride technique completely', 'good thing way administer procaine hydrochloride technique completely painless', 'thing', 'thing way', 'thing way administer', 'thing way administer procaine', 'thing way administer procaine hydrochloride', 'thing way administer procaine hydrochloride technique', 'thing way administer procaine hydrochloride technique completely', 'thing way administer procaine hydrochloride technique completely painless', 'way', 'way administer', 'way administer procaine', 'way administer procaine hydrochloride', 'way administer procaine hydrochloride technique', 'way administer procaine hydrochloride technique completely', 'way administer procaine hydrochloride technique completely painless', 'administer', 'administer procaine', 'administer procaine hydrochloride', 'administer procaine hydrochloride technique', 'administer procaine hydrochloride technique completely', 'administer procaine hydrochloride technique completely painless', 'procaine', 'procaine hydrochloride', 'procaine hydrochloride technique', 'procaine hydrochloride technique completely', 'procaine hydrochloride technique completely painless', 'hydrochloride', 'hydrochloride technique', 'hydrochloride technique completely', 'hydrochloride technique completely painless', 'technique', 'technique completely', 'technique completely painless', 'completely', 'completely painless', 'painless']",1,0,0,0,0,0,0.125
131096,I woke up four and a half hours later very confused I was freezing cold I was completely naked there,1,wake late confuse freeze cold completely naked,"['wake', 'wake late', 'wake late confuse', 'wake late confuse freeze', 'wake late confuse freeze cold', 'wake late confuse freeze cold completely', 'wake late confuse freeze cold completely naked', 'late', 'late confuse', 'late confuse freeze', 'late confuse freeze cold', 'late confuse freeze cold completely', 'late confuse freeze cold completely naked', 'confuse', 'confuse freeze', 'confuse freeze cold', 'confuse freeze cold completely', 'confuse freeze cold completely naked', 'freeze', 'freeze cold', 'freeze cold completely', 'freeze cold completely naked', 'cold', 'cold completely', 'cold completely naked', 'completely', 'completely naked', 'naked']",1,0,0,0,0,0,0.125
139288,I (and my face) am so grateful for Dr. White and his mad skills!,0,face grateful dr white mad skill,"['face', 'face grateful', 'face grateful dr', 'face grateful dr white', 'face grateful dr white mad', 'face grateful dr white mad skill', 'grateful', 'grateful dr', 'grateful dr white', 'grateful dr white mad', 'grateful dr white mad skill', 'dr', 'dr white', 'dr white mad', 'dr white mad skill', 'white', 'white mad', 'white mad skill', 'mad', 'mad skill', 'skill']",0,0,0,0,0,1,0.125
107506,"The breasts appear completely natural.  5?10?, 175 pounds, he used 475 cc implants that converted a size 40 C chest to 40DD",0,breast appear completely natural pound c plant convert size c chest,"['breast', 'breast appear', 'breast appear completely', 'breast appear completely natural', 'breast appear completely natural pound', 'breast appear completely natural pound c', 'breast appear completely natural pound c plant', 'breast appear completely natural pound c plant convert', 'breast appear completely natural pound c plant convert size', 'breast appear completely natural pound c plant convert size c', 'breast appear completely natural pound c plant convert size c chest', 'appear', 'appear completely', 'appear completely natural', 'appear completely natural pound', 'appear completely natural pound c', 'appear completely natural pound c plant', 'appear completely natural pound c plant convert', 'appear completely natural pound c plant convert size', 'appear completely natural pound c plant convert size c', 'appear completely natural pound c plant convert size c chest', 'completely', 'completely natural', 'completely natural pound', 'completely natural pound c', 'completely natural pound c plant', 'completely natural pound c plant convert', 'completely natural pound c plant convert size', 'completely natural pound c plant convert size c', 'completely natural pound c plant convert size c chest', 'natural', 'natural pound', 'natural pound c', 'natural pound c plant', 'natural pound c plant convert', 'natural pound c plant convert size', 'natural pound c plant convert size c', 'natural pound c plant convert size c chest', 'pound', 'pound c', 'pound c plant', 'pound c plant convert', 'pound c plant convert size', 'pound c plant convert size c', 'pound c plant convert size c chest', 'c', 'c plant', 'c plant convert', 'c plant convert size', 'c plant convert size c', 'c plant convert size c chest', 'plant', 'plant convert', 'plant convert size', 'plant convert size c', 'plant convert size c chest', 'convert', 'convert size', 'convert size c', 'convert size c chest', 'size', 'size c', 'size c chest', 'c', 'c chest', 'chest']",1,0,0,0,0,0,0.125
108265,"and he makes every effort to be completely transparent as he treats you.Perhaps, the ideal doctor.",0,make effort completely transparent treat youperhaps ideal doctor,"['make', 'make effort', 'make effort completely', 'make effort completely transparent', 'make effort completely transparent treat', 'make effort completely transparent treat youperhaps', 'make effort completely transparent treat youperhaps ideal', 'make effort completely transparent treat youperhaps ideal doctor', 'effort', 'effort completely', 'effort completely transparent', 'effort completely transparent treat', 'effort completely transparent treat youperhaps', 'effort completely transparent treat youperhaps ideal', 'effort completely transparent treat youperhaps ideal doctor', 'completely', 'completely transparent', 'completely transparent treat', 'completely transparent treat youperhaps', 'completely transparent treat youperhaps ideal', 'completely transparent treat youperhaps ideal doctor', 'transparent', 'transparent treat', 'transparent treat youperhaps', 'transparent treat youperhaps ideal', 'transparent treat youperhaps ideal doctor', 'treat', 'treat youperhaps', 'treat youperhaps ideal', 'treat youperhaps ideal doctor', 'youperhaps', 'youperhaps ideal', 'youperhaps ideal doctor', 'ideal', 'ideal doctor', 'doctor']",1,0,0,0,0,0,0.125
124249,Our whole family recommends Dr. White- we would give 10 stars if it were an option!,0,family recommend dr white star option,"['family', 'family recommend', 'family recommend dr', 'family recommend dr white', 'family recommend dr white star', 'family recommend dr white star option', 'recommend', 'recommend dr', 'recommend dr white', 'recommend dr white star', 'recommend dr white star option', 'dr', 'dr white', 'dr white star', 'dr white star option', 'white', 'white star', 'white star option', 'star', 'star option', 'option']",0,0,0,0,0,1,0.125
85504,With a quick 3-5 minute in-office procedure he completely corrected my problem without any bruising or swelling.,0,quick minute office procedure completely correct problem bruise swell,"['quick', 'quick minute', 'quick minute office', 'quick minute office procedure', 'quick minute office procedure completely', 'quick minute office procedure completely correct', 'quick minute office procedure completely correct problem', 'quick minute office procedure completely correct problem bruise', 'quick minute office procedure completely correct problem bruise swell', 'minute', 'minute office', 'minute office procedure', 'minute office procedure completely', 'minute office procedure completely correct', 'minute office procedure completely correct problem', 'minute office procedure completely correct problem bruise', 'minute office procedure completely correct problem bruise swell', 'office', 'office procedure', 'office procedure completely', 'office procedure completely correct', 'office procedure completely correct problem', 'office procedure completely correct problem bruise', 'office procedure completely correct problem bruise swell', 'procedure', 'procedure completely', 'procedure completely correct', 'procedure completely correct problem', 'procedure completely correct problem bruise', 'procedure completely correct problem bruise swell', 'completely', 'completely correct', 'completely correct problem', 'completely correct problem bruise', 'completely correct problem bruise swell', 'correct', 'correct problem', 'correct problem bruise', 'correct problem bruise swell', 'problem', 'problem bruise', 'problem bruise swell', 'bruise', 'bruise swell', 'swell']",1,0,0,0,0,0,0.125
155783,That was trying but completely worth it!,0,try completely worth,"['try', 'try completely', 'try completely worth', 'completely', 'completely worth', 'worth']",1,0,0,0,0,0,0.125
165373,Chisholm completely fixed it with 100% success.,0,chisholm completely fix success,"['chisholm', 'chisholm completely', 'chisholm completely fix', 'chisholm completely fix success', 'completely', 'completely fix', 'completely fix success', 'fix', 'fix success', 'success']",1,0,0,0,0,0,0.125
151274,What I learned that day eventually led me to schedule my abdominoplasty with Dr. White.,0,learn day finally lead schedule abdominoplasty dr white,"['learn', 'learn day', 'learn day finally', 'learn day finally lead', 'learn day finally lead schedule', 'learn day finally lead schedule abdominoplasty', 'learn day finally lead schedule abdominoplasty dr', 'learn day finally lead schedule abdominoplasty dr white', 'day', 'day finally', 'day finally lead', 'day finally lead schedule', 'day finally lead schedule abdominoplasty', 'day finally lead schedule abdominoplasty dr', 'day finally lead schedule abdominoplasty dr white', 'finally', 'finally lead', 'finally lead schedule', 'finally lead schedule abdominoplasty', 'finally lead schedule abdominoplasty dr', 'finally lead schedule abdominoplasty dr white', 'lead', 'lead schedule', 'lead schedule abdominoplasty', 'lead schedule abdominoplasty dr', 'lead schedule abdominoplasty dr white', 'schedule', 'schedule abdominoplasty', 'schedule abdominoplasty dr', 'schedule abdominoplasty dr white', 'abdominoplasty', 'abdominoplasty dr', 'abdominoplasty dr white', 'dr', 'dr white', 'white']",0,0,0,0,0,1,0.125
141026,so I was completely shocked that I didn't feel any pain this time and didn't have any scars.,0,completely shock feel pain time scar,"['completely', 'completely shock', 'completely shock feel', 'completely shock feel pain', 'completely shock feel pain time', 'completely shock feel pain time scar', 'shock', 'shock feel', 'shock feel pain', 'shock feel pain time', 'shock feel pain time scar', 'feel', 'feel pain', 'feel pain time', 'feel pain time scar', 'pain', 'pain time', 'pain time scar', 'time', 'time scar', 'scar']",1,0,0,0,0,0,0.125
89865,I am completely healed,0,completely heal,"['completely', 'completely heal', 'heal']",1,0,0,0,0,0,0.125
173582,and after two more visits to the office my ear was completely back to normal.,0,visit office ear completely normal,"['visit', 'visit office', 'visit office ear', 'visit office ear completely', 'visit office ear completely normal', 'office', 'office ear', 'office ear completely', 'office ear completely normal', 'ear', 'ear completely', 'ear completely normal', 'completely', 'completely normal', 'normal']",1,0,0,0,0,0,0.125
121007,The bruising on my left breast seemed excessive...and the skin was literally black.,1,bruise leave breast excessiveand skin literally black,"['bruise', 'bruise leave', 'bruise leave breast', 'bruise leave breast excessiveand', 'bruise leave breast excessiveand skin', 'bruise leave breast excessiveand skin literally', 'bruise leave breast excessiveand skin literally black', 'leave', 'leave breast', 'leave breast excessiveand', 'leave breast excessiveand skin', 'leave breast excessiveand skin literally', 'leave breast excessiveand skin literally black', 'breast', 'breast excessiveand', 'breast excessiveand skin', 'breast excessiveand skin literally', 'breast excessiveand skin literally black', 'excessiveand', 'excessiveand skin', 'excessiveand skin literally', 'excessiveand skin literally black', 'skin', 'skin literally', 'skin literally black', 'literally', 'literally black', 'black']",0,0,0,1,0,0,0.125
178536,"After my surgery I'm breathing through my nostril, that was completely closed off.",0,surgery m breathe nostril completely close,"['surgery', 'surgery m', 'surgery m breathe', 'surgery m breathe nostril', 'surgery m breathe nostril completely', 'surgery m breathe nostril completely close', 'm', 'm breathe', 'm breathe nostril', 'm breathe nostril completely', 'm breathe nostril completely close', 'breathe', 'breathe nostril', 'breathe nostril completely', 'breathe nostril completely close', 'nostril', 'nostril completely', 'nostril completely close', 'completely', 'completely close', 'close']",1,0,0,0,0,0,0.125
143549,After the surgery Dr White has seen me with no additional charge to ensure that I am healing correctly.,0,surgery dr white see extra charge ensure heal correctly,"['surgery', 'surgery dr', 'surgery dr white', 'surgery dr white see', 'surgery dr white see extra', 'surgery dr white see extra charge', 'surgery dr white see extra charge ensure', 'surgery dr white see extra charge ensure heal', 'surgery dr white see extra charge ensure heal correctly', 'dr', 'dr white', 'dr white see', 'dr white see extra', 'dr white see extra charge', 'dr white see extra charge ensure', 'dr white see extra charge ensure heal', 'dr white see extra charge ensure heal correctly', 'white', 'white see', 'white see extra', 'white see extra charge', 'white see extra charge ensure', 'white see extra charge ensure heal', 'white see extra charge ensure heal correctly', 'see', 'see extra', 'see extra charge', 'see extra charge ensure', 'see extra charge ensure heal', 'see extra charge ensure heal correctly', 'extra', 'extra charge', 'extra charge ensure', 'extra charge ensure heal', 'extra charge ensure heal correctly', 'charge', 'charge ensure', 'charge ensure heal', 'charge ensure heal correctly', 'ensure', 'ensure heal', 'ensure heal correctly', 'heal', 'heal correctly', 'correctly']",0,0,0,0,0,1,0.125
157894,I was disappointed they don't provide a way to check in via text or email before your appointment.,1,disappoint provide way check text e-mail appointment,"['disappoint', 'disappoint provide', 'disappoint provide way', 'disappoint provide way check', 'disappoint provide way check text', 'disappoint provide way check text e-mail', 'disappoint provide way check text e-mail appointment', 'provide', 'provide way', 'provide way check', 'provide way check text', 'provide way check text e-mail', 'provide way check text e-mail appointment', 'way', 'way check', 'way check text', 'way check text e-mail', 'way check text e-mail appointment', 'check', 'check text', 'check text e-mail', 'check text e-mail appointment', 'text', 'text e-mail', 'text e-mail appointment', 'e-mail', 'e-mail appointment', 'appointment']",0,1,0,0,0,0,0.125
67646,They completely relieved the pain in my head and all over my eyes and ears.,0,completely relieve pain head eye ear,"['completely', 'completely relieve', 'completely relieve pain', 'completely relieve pain head', 'completely relieve pain head eye', 'completely relieve pain head eye ear', 'relieve', 'relieve pain', 'relieve pain head', 'relieve pain head eye', 'relieve pain head eye ear', 'pain', 'pain head', 'pain head eye', 'pain head eye ear', 'head', 'head eye', 'head eye ear', 'eye', 'eye ear', 'ear']",1,0,0,0,0,0,0.125
126919,"I made my first appointment very easy, received two reminders by text about the appointment, no waiting time.",0,appointment easy receive reminder text appointment wait time,"['appointment', 'appointment easy', 'appointment easy receive', 'appointment easy receive reminder', 'appointment easy receive reminder text', 'appointment easy receive reminder text appointment', 'appointment easy receive reminder text appointment wait', 'appointment easy receive reminder text appointment wait time', 'easy', 'easy receive', 'easy receive reminder', 'easy receive reminder text', 'easy receive reminder text appointment', 'easy receive reminder text appointment wait', 'easy receive reminder text appointment wait time', 'receive', 'receive reminder', 'receive reminder text', 'receive reminder text appointment', 'receive reminder text appointment wait', 'receive reminder text appointment wait time', 'reminder', 'reminder text', 'reminder text appointment', 'reminder text appointment wait', 'reminder text appointment wait time', 'text', 'text appointment', 'text appointment wait', 'text appointment wait time', 'appointment', 'appointment wait', 'appointment wait time', 'wait', 'wait time', 'time']",0,1,0,0,0,0,0.125
115860,My husband loves Dr. White and my new look!,0,husband love dr white new look,"['husband', 'husband love', 'husband love dr', 'husband love dr white', 'husband love dr white new', 'husband love dr white new look', 'love', 'love dr', 'love dr white', 'love dr white new', 'love dr white new look', 'dr', 'dr white', 'dr white new', 'dr white new look', 'white', 'white new', 'white new look', 'new', 'new look', 'look']",0,0,0,0,0,1,0.125
61622,I have a virus living inside of me that she did not completely detect,1,virus living inside completely detect,"['virus', 'virus living', 'virus living inside', 'virus living inside completely', 'virus living inside completely detect', 'living', 'living inside', 'living inside completely', 'living inside completely detect', 'inside', 'inside completely', 'inside completely detect', 'completely', 'completely detect', 'detect']",1,0,0,0,0,0,0.125
88501,and completely aware of my needs.,0,completely aware need,"['completely', 'completely aware', 'completely aware need', 'aware', 'aware need', 'need']",1,0,0,0,0,0,0.125
146182,and completely disregarded what could have been going on with my right wrist.,1,completely ignore go right wrist,"['completely', 'completely ignore', 'completely ignore go', 'completely ignore go right', 'completely ignore go right wrist', 'ignore', 'ignore go', 'ignore go right', 'ignore go right wrist', 'go', 'go right', 'go right wrist', 'right', 'right wrist', 'wrist']",1,0,0,0,0,0,0.125
139219,I was given the white glove treatment on Day 1 and know our relationship will continue to be great!,0,give white glove treatment know relationship continue great,"['give', 'give white', 'give white glove', 'give white glove treatment', 'give white glove treatment know', 'give white glove treatment know relationship', 'give white glove treatment know relationship continue', 'give white glove treatment know relationship continue great', 'white', 'white glove', 'white glove treatment', 'white glove treatment know', 'white glove treatment know relationship', 'white glove treatment know relationship continue', 'white glove treatment know relationship continue great', 'glove', 'glove treatment', 'glove treatment know', 'glove treatment know relationship', 'glove treatment know relationship continue', 'glove treatment know relationship continue great', 'treatment', 'treatment know', 'treatment know relationship', 'treatment know relationship continue', 'treatment know relationship continue great', 'know', 'know relationship', 'know relationship continue', 'know relationship continue great', 'relationship', 'relationship continue', 'relationship continue great', 'continue', 'continue great', 'great']",0,0,0,0,0,1,0.125
173151,"He also tried to push a chin implant the night before my surgery, which made me feel completely out of sorts,",1,try push chin plant surgery feel completely sort,"['try', 'try push', 'try push chin', 'try push chin plant', 'try push chin plant surgery', 'try push chin plant surgery feel', 'try push chin plant surgery feel completely', 'try push chin plant surgery feel completely sort', 'push', 'push chin', 'push chin plant', 'push chin plant surgery', 'push chin plant surgery feel', 'push chin plant surgery feel completely', 'push chin plant surgery feel completely sort', 'chin', 'chin plant', 'chin plant surgery', 'chin plant surgery feel', 'chin plant surgery feel completely', 'chin plant surgery feel completely sort', 'plant', 'plant surgery', 'plant surgery feel', 'plant surgery feel completely', 'plant surgery feel completely sort', 'surgery', 'surgery feel', 'surgery feel completely', 'surgery feel completely sort', 'feel', 'feel completely', 'feel completely sort', 'completely', 'completely sort', 'sort']",1,0,0,0,0,0,0.125
166980,He is completely negligent on my recovery and owning up to what he did to me.,1,completely negligent recovery own,"['completely', 'completely negligent', 'completely negligent recovery', 'completely negligent recovery own', 'negligent', 'negligent recovery', 'negligent recovery own', 'recovery', 'recovery own', 'own']",1,0,0,0,0,0,0.125
87365,Dr Walden even responds to text,0,respond text,"['respond', 'respond text', 'text']",0,1,0,0,0,0,0.125
144550,He saw me in close follow up after and didn't rest till I was completely well.,0,see close follow rest till completely,"['see', 'see close', 'see close follow', 'see close follow rest', 'see close follow rest till', 'see close follow rest till completely', 'close', 'close follow', 'close follow rest', 'close follow rest till', 'close follow rest till completely', 'follow', 'follow rest', 'follow rest till', 'follow rest till completely', 'rest', 'rest till', 'rest till completely', 'till', 'till completely', 'completely']",1,0,0,0,0,0,0.125
70581,Completley bruised and purple.,1,completely bruise purple,"['completely', 'completely bruise', 'completely bruise purple', 'bruise', 'bruise purple', 'purple']",1,0,0,0,0,0,0.125
82637,I feel completely informed,0,feel completely inform,"['feel', 'feel completely', 'feel completely inform', 'completely', 'completely inform', 'inform']",1,0,0,0,0,0,0.125
182232,My creases are completely gone.,0,crease completely go,"['crease', 'crease completely', 'crease completely go', 'completely', 'completely go', 'go']",1,0,0,0,0,0,0.125
180911,I have emailed Dr Singh but he has decided to completely ghost me and ignore the matter.,1,remain dr sigh decide completely ghost ignore matter,"['remain', 'remain dr', 'remain dr sigh', 'remain dr sigh decide', 'remain dr sigh decide completely', 'remain dr sigh decide completely ghost', 'remain dr sigh decide completely ghost ignore', 'remain dr sigh decide completely ghost ignore matter', 'dr', 'dr sigh', 'dr sigh decide', 'dr sigh decide completely', 'dr sigh decide completely ghost', 'dr sigh decide completely ghost ignore', 'dr sigh decide completely ghost ignore matter', 'sigh', 'sigh decide', 'sigh decide completely', 'sigh decide completely ghost', 'sigh decide completely ghost ignore', 'sigh decide completely ghost ignore matter', 'decide', 'decide completely', 'decide completely ghost', 'decide completely ghost ignore', 'decide completely ghost ignore matter', 'completely', 'completely ghost', 'completely ghost ignore', 'completely ghost ignore matter', 'ghost', 'ghost ignore', 'ghost ignore matter', 'ignore', 'ignore matter', 'matter']",1,0,0,0,0,0,0.125
165343,"While doing research, all I could find were very unnatural results, where the ears looked like they were completely glued to the person's face.",1,research find unnatural result ear look like completely glue person face,"['research', 'research find', 'research find unnatural', 'research find unnatural result', 'research find unnatural result ear', 'research find unnatural result ear look', 'research find unnatural result ear look like', 'research find unnatural result ear look like completely', 'research find unnatural result ear look like completely glue', 'research find unnatural result ear look like completely glue person', 'research find unnatural result ear look like completely glue person face', 'find', 'find unnatural', 'find unnatural result', 'find unnatural result ear', 'find unnatural result ear look', 'find unnatural result ear look like', 'find unnatural result ear look like completely', 'find unnatural result ear look like completely glue', 'find unnatural result ear look like completely glue person', 'find unnatural result ear look like completely glue person face', 'unnatural', 'unnatural result', 'unnatural result ear', 'unnatural result ear look', 'unnatural result ear look like', 'unnatural result ear look like completely', 'unnatural result ear look like completely glue', 'unnatural result ear look like completely glue person', 'unnatural result ear look like completely glue person face', 'result', 'result ear', 'result ear look', 'result ear look like', 'result ear look like completely', 'result ear look like completely glue', 'result ear look like completely glue person', 'result ear look like completely glue person face', 'ear', 'ear look', 'ear look like', 'ear look like completely', 'ear look like completely glue', 'ear look like completely glue person', 'ear look like completely glue person face', 'look', 'look like', 'look like completely', 'look like completely glue', 'look like completely glue person', 'look like completely glue person face', 'like', 'like completely', 'like completely glue', 'like completely glue person', 'like completely glue person face', 'completely', 'completely glue', 'completely glue person', 'completely glue person face', 'glue', 'glue person', 'glue person face', 'person', 'person face', 'face']",1,0,0,0,0,0,0.125
86448,I was very confident because he made me feel completely secure!,0,confident feel completely secure,"['confident', 'confident feel', 'confident feel completely', 'confident feel completely secure', 'feel', 'feel completely', 'feel completely secure', 'completely', 'completely secure', 'secure']",1,0,0,0,0,0,0.125
156145,"I received an unsolicited text from an associate, Shannon, at Medical Skin Clinic in Nashua.",1,receive unasked text associate cannon medical skin clinic,"['receive', 'receive unasked', 'receive unasked text', 'receive unasked text associate', 'receive unasked text associate cannon', 'receive unasked text associate cannon medical', 'receive unasked text associate cannon medical skin', 'receive unasked text associate cannon medical skin clinic', 'unasked', 'unasked text', 'unasked text associate', 'unasked text associate cannon', 'unasked text associate cannon medical', 'unasked text associate cannon medical skin', 'unasked text associate cannon medical skin clinic', 'text', 'text associate', 'text associate cannon', 'text associate cannon medical', 'text associate cannon medical skin', 'text associate cannon medical skin clinic', 'associate', 'associate cannon', 'associate cannon medical', 'associate cannon medical skin', 'associate cannon medical skin clinic', 'cannon', 'cannon medical', 'cannon medical skin', 'cannon medical skin clinic', 'medical', 'medical skin', 'medical skin clinic', 'skin', 'skin clinic', 'clinic']",0,1,0,0,0,0,0.125
171598,They even text you after surgery to see how you are feeling,0,text surgery feel,"['text', 'text surgery', 'text surgery feel', 'surgery', 'surgery feel', 'feel']",0,1,0,0,0,0,0.125
179468,The procedure was only a few minutes long and my symptoms were completely eradicated.,0,procedure long symptom completely eradicate,"['procedure', 'procedure long', 'procedure long symptom', 'procedure long symptom completely', 'procedure long symptom completely eradicate', 'long', 'long symptom', 'long symptom completely', 'long symptom completely eradicate', 'symptom', 'symptom completely', 'symptom completely eradicate', 'completely', 'completely eradicate', 'eradicate']",1,0,0,0,0,0,0.125
110308,I'm completely confident recommending him to everyone!,0,m completely confident recommend,"['m', 'm completely', 'm completely confident', 'm completely confident recommend', 'completely', 'completely confident', 'completely confident recommend', 'confident', 'confident recommend', 'recommend']",1,0,0,0,0,0,0.125
173794,my left leg is completely ruined!!,1,leave leg completely ruin,"['leave', 'leave leg', 'leave leg completely', 'leave leg completely ruin', 'leg', 'leg completely', 'leg completely ruin', 'completely', 'completely ruin', 'ruin']",1,0,0,0,0,0,0.125
116568,After explaining to me the process I completely understand why this occurred.,0,explain process completely understand occur,"['explain', 'explain process', 'explain process completely', 'explain process completely understand', 'explain process completely understand occur', 'process', 'process completely', 'process completely understand', 'process completely understand occur', 'completely', 'completely understand', 'completely understand occur', 'understand', 'understand occur', 'occur']",1,0,0,0,0,0,0.125
138171,I am completely satisfied with the outcome of my experience with Doctor Moyer and stafff.,0,completely satisfy result experience doctor meyer staff,"['completely', 'completely satisfy', 'completely satisfy result', 'completely satisfy result experience', 'completely satisfy result experience doctor', 'completely satisfy result experience doctor meyer', 'completely satisfy result experience doctor meyer staff', 'satisfy', 'satisfy result', 'satisfy result experience', 'satisfy result experience doctor', 'satisfy result experience doctor meyer', 'satisfy result experience doctor meyer staff', 'result', 'result experience', 'result experience doctor', 'result experience doctor meyer', 'result experience doctor meyer staff', 'experience', 'experience doctor', 'experience doctor meyer', 'experience doctor meyer staff', 'doctor', 'doctor meyer', 'doctor meyer staff', 'meyer', 'meyer staff', 'staff']",1,0,0,0,0,0,0.125
76312,"Now 6 months later, I am completely in love with my nose, it turned out",0,completely love nose turn,"['completely', 'completely love', 'completely love nose', 'completely love nose turn', 'love', 'love nose', 'love nose turn', 'nose', 'nose turn', 'turn']",1,0,0,0,0,0,0.125
127485,I saw Tamika Wimberly and she was able to see me when there was a problem with scheduling via text.,0,see lamina somberly able problem schelling text,"['see', 'see lamina', 'see lamina somberly', 'see lamina somberly able', 'see lamina somberly able problem', 'see lamina somberly able problem schelling', 'see lamina somberly able problem schelling text', 'lamina', 'lamina somberly', 'lamina somberly able', 'lamina somberly able problem', 'lamina somberly able problem schelling', 'lamina somberly able problem schelling text', 'somberly', 'somberly able', 'somberly able problem', 'somberly able problem schelling', 'somberly able problem schelling text', 'able', 'able problem', 'able problem schelling', 'able problem schelling text', 'problem', 'problem schelling', 'problem schelling text', 'schelling', 'schelling text', 'text']",0,1,0,0,0,0,0.125
65104,He responds professionally and completely.,0,respond professionally completely,"['respond', 'respond professionally', 'respond professionally completely', 'professionally', 'professionally completely', 'completely']",1,0,0,0,0,0,0.125
146251,"After 6 months of being completely done with with the very painful treatment, ALL my hair has grown back.",1,completely painful treatment hair grow,"['completely', 'completely painful', 'completely painful treatment', 'completely painful treatment hair', 'completely painful treatment hair grow', 'painful', 'painful treatment', 'painful treatment hair', 'painful treatment hair grow', 'treatment', 'treatment hair', 'treatment hair grow', 'hair', 'hair grow', 'grow']",1,0,0,0,0,0,0.125
