commentId,comment,classification,comment_processed,word_phrase_list,calm,sweetness,visit,similarity_score
163808,This last visit I opted to do my hands also with beautiful results.,0,visit hand beautiful result,"['visit', 'visit hand', 'visit hand beautiful', 'visit hand beautiful result', 'hand', 'hand beautiful', 'hand beautiful result', 'beautiful', 'beautiful result', 'result']",0,0,1,0.14705882352941177
123827,"I have had one visit to the office, and that will be my only visit to the office.",1,visit office visit office,"['visit', 'visit office', 'visit office visit', 'visit office visit office', 'office', 'office visit', 'office visit office', 'visit', 'visit office', 'office']",0,0,1,0.14705882352941177
94523,"and welcoming staff, made me feel really comfortable during my first visit.",0,welcome staff feel comfortable visit,"['welcome', 'welcome staff', 'welcome staff feel', 'welcome staff feel comfortable', 'welcome staff feel comfortable visit', 'staff', 'staff feel', 'staff feel comfortable', 'staff feel comfortable visit', 'feel', 'feel comfortable', 'feel comfortable visit', 'comfortable', 'comfortable visit', 'visit']",0,0,1,0.12820512820512822
170368,"After only 5 visits following my consultation visit, my smile and confidence was restored.",0,visit follow consultation visit smile confidence restore,"['visit', 'visit follow', 'visit follow consultation', 'visit follow consultation visit', 'visit follow consultation visit smile', 'visit follow consultation visit smile confidence', 'visit follow consultation visit smile confidence restore', 'follow', 'follow consultation', 'follow consultation visit', 'follow consultation visit smile', 'follow consultation visit smile confidence', 'follow consultation visit smile confidence restore', 'consultation', 'consultation visit', 'consultation visit smile', 'consultation visit smile confidence', 'consultation visit smile confidence restore', 'visit', 'visit smile', 'visit smile confidence', 'visit smile confidence restore', 'smile', 'smile confidence', 'smile confidence restore', 'confidence', 'confidence restore', 'restore']",0,0,1,0.09615384615384617
120035,Laresha and Rochelle along with MP Morris made the visit very pleasant and personable.,0,alesha rochelle morris visit pleasant personal,"['alesha', 'alesha rochelle', 'alesha rochelle morris', 'alesha rochelle morris visit', 'alesha rochelle morris visit pleasant', 'alesha rochelle morris visit pleasant personal', 'rochelle', 'rochelle morris', 'rochelle morris visit', 'rochelle morris visit pleasant', 'rochelle morris visit pleasant personal', 'morris', 'morris visit', 'morris visit pleasant', 'morris visit pleasant personal', 'visit', 'visit pleasant', 'visit pleasant personal', 'pleasant', 'pleasant personal', 'personal']",0,0,1,0.1111111111111111
127594,Each step was thoroughly explained before it happened which helped me stay calm.,0,step thoroughly explain happen help stay calm,"['step', 'step thoroughly', 'step thoroughly explain', 'step thoroughly explain happen', 'step thoroughly explain happen help', 'step thoroughly explain happen help stay', 'step thoroughly explain happen help stay calm', 'thoroughly', 'thoroughly explain', 'thoroughly explain happen', 'thoroughly explain happen help', 'thoroughly explain happen help stay', 'thoroughly explain happen help stay calm', 'explain', 'explain happen', 'explain happen help', 'explain happen help stay', 'explain happen help stay calm', 'happen', 'happen help', 'happen help stay', 'happen help stay calm', 'help', 'help stay', 'help stay calm', 'stay', 'stay calm', 'calm']",1,0,0,0.09615384615384617
129437,She also never stated that she failed to examine me on this or my prior visit.,1,state fail examine prior visit,"['state', 'state fail', 'state fail examine', 'state fail examine prior', 'state fail examine prior visit', 'fail', 'fail examine', 'fail examine prior', 'fail examine prior visit', 'examine', 'examine prior', 'examine prior visit', 'prior', 'prior visit', 'visit']",0,0,1,0.12820512820512822
89758,I heard that this doctor was great from a friend that visits his office often.,0,hear doctor great friend visit office,"['hear', 'hear doctor', 'hear doctor great', 'hear doctor great friend', 'hear doctor great friend visit', 'hear doctor great friend visit office', 'doctor', 'doctor great', 'doctor great friend', 'doctor great friend visit', 'doctor great friend visit office', 'great', 'great friend', 'great friend visit', 'great friend visit office', 'friend', 'friend visit', 'friend visit office', 'visit', 'visit office', 'office']",0,0,1,0.1111111111111111
108381,These visits have enabled me to keep up an active lifestyle and for that I'm grateful.,0,visit enable active life style grateful,"['visit', 'visit enable', 'visit enable active', 'visit enable active life', 'visit enable active life style', 'visit enable active life style grateful', 'enable', 'enable active', 'enable active life', 'enable active life style', 'enable active life style grateful', 'active', 'active life', 'active life style', 'active life style grateful', 'life', 'life style', 'life style grateful', 'style', 'style grateful', 'grateful']",0,0,1,0.1111111111111111
104162,Can't wait to visit Tracey Grant at her new location!,0,wait visit trace grant new location,"['wait', 'wait visit', 'wait visit trace', 'wait visit trace grant', 'wait visit trace grant new', 'wait visit trace grant new location', 'visit', 'visit trace', 'visit trace grant', 'visit trace grant new', 'visit trace grant new location', 'trace', 'trace grant', 'trace grant new', 'trace grant new location', 'grant', 'grant new', 'grant new location', 'new', 'new location', 'location']",0,0,1,0.1111111111111111
139172,"In just a few visits with Ann, i am already wearing substantially less foundation and people are telling my skin looks smoother.",0,visit ann wear substantially foundation people tell skin look smooth,"['visit', 'visit ann', 'visit ann wear', 'visit ann wear substantially', 'visit ann wear substantially foundation', 'visit ann wear substantially foundation people', 'visit ann wear substantially foundation people tell', 'visit ann wear substantially foundation people tell skin', 'visit ann wear substantially foundation people tell skin look', 'visit ann wear substantially foundation people tell skin look smooth', 'ann', 'ann wear', 'ann wear substantially', 'ann wear substantially foundation', 'ann wear substantially foundation people', 'ann wear substantially foundation people tell', 'ann wear substantially foundation people tell skin', 'ann wear substantially foundation people tell skin look', 'ann wear substantially foundation people tell skin look smooth', 'wear', 'wear substantially', 'wear substantially foundation', 'wear substantially foundation people', 'wear substantially foundation people tell', 'wear substantially foundation people tell skin', 'wear substantially foundation people tell skin look', 'wear substantially foundation people tell skin look smooth', 'substantially', 'substantially foundation', 'substantially foundation people', 'substantially foundation people tell', 'substantially foundation people tell skin', 'substantially foundation people tell skin look', 'substantially foundation people tell skin look smooth', 'foundation', 'foundation people', 'foundation people tell', 'foundation people tell skin', 'foundation people tell skin look', 'foundation people tell skin look smooth', 'people', 'people tell', 'people tell skin', 'people tell skin look', 'people tell skin look smooth', 'tell', 'tell skin', 'tell skin look', 'tell skin look smooth', 'skin', 'skin look', 'skin look smooth', 'look', 'look smooth', 'smooth']",0,0,1,0.06329113924050635
123265,I had a pleasant visit and wait time.,0,pleasant visit wait time,"['pleasant', 'pleasant visit', 'pleasant visit wait', 'pleasant visit wait time', 'visit', 'visit wait', 'visit wait time', 'wait', 'wait time', 'time']",0,0,1,0.14705882352941177
60960,The doctor called me to see how I was doing after my visit,0,doctor call visit,"['doctor', 'doctor call', 'doctor call visit', 'call', 'call visit', 'visit']",0,0,1,0.16666666666666666
173582,and after two more visits to the office my ear was completely back to normal.,0,visit office ear completely normal,"['visit', 'visit office', 'visit office ear', 'visit office ear completely', 'visit office ear completely normal', 'office', 'office ear', 'office ear completely', 'office ear completely normal', 'ear', 'ear completely', 'ear completely normal', 'completely', 'completely normal', 'normal']",0,0,1,0.12820512820512822
59431,We are very thankful for the kindness and speed of care given during the recent visit.,0,grateful kindness speed care give recent visit,"['grateful', 'grateful kindness', 'grateful kindness speed', 'grateful kindness speed care', 'grateful kindness speed care give', 'grateful kindness speed care give recent', 'grateful kindness speed care give recent visit', 'kindness', 'kindness speed', 'kindness speed care', 'kindness speed care give', 'kindness speed care give recent', 'kindness speed care give recent visit', 'speed', 'speed care', 'speed care give', 'speed care give recent', 'speed care give recent visit', 'care', 'care give', 'care give recent', 'care give recent visit', 'give', 'give recent', 'give recent visit', 'recent', 'recent visit', 'visit']",0,0,1,0.09615384615384617
107872,He has been in touch for follow visits.,0,touch follow visit,"['touch', 'touch follow', 'touch follow visit', 'follow', 'follow visit', 'visit']",0,0,1,0.16666666666666666
163910,I would definitely recommend paying him a visit if you want to correct your vision.,0,decidedly recommend pay visit want correct vision,"['decidedly', 'decidedly recommend', 'decidedly recommend pay', 'decidedly recommend pay visit', 'decidedly recommend pay visit want', 'decidedly recommend pay visit want correct', 'decidedly recommend pay visit want correct vision', 'recommend', 'recommend pay', 'recommend pay visit', 'recommend pay visit want', 'recommend pay visit want correct', 'recommend pay visit want correct vision', 'pay', 'pay visit', 'pay visit want', 'pay visit want correct', 'pay visit want correct vision', 'visit', 'visit want', 'visit want correct', 'visit want correct vision', 'want', 'want correct', 'want correct vision', 'correct', 'correct vision', 'vision']",0,0,1,0.09615384615384617
187975,"On a visit a few months ago a man dressed in scrubs without any nametag did not introduce himself,",1,visit man dress scrub nametag not introduce,"['visit', 'visit man', 'visit man dress', 'visit man dress scrub', 'visit man dress scrub nametag', 'visit man dress scrub nametag not', 'visit man dress scrub nametag not introduce', 'man', 'man dress', 'man dress scrub', 'man dress scrub nametag', 'man dress scrub nametag not', 'man dress scrub nametag not introduce', 'dress', 'dress scrub', 'dress scrub nametag', 'dress scrub nametag not', 'dress scrub nametag not introduce', 'scrub', 'scrub nametag', 'scrub nametag not', 'scrub nametag not introduce', 'nametag', 'nametag not', 'nametag not introduce', 'not', 'not introduce', 'introduce']",0,0,1,0.09615384615384617
128730,I always like what he feels should be done each visit and I always walk Out feeling and looking good with his work.,0,like feel visit walk feel look good work,"['like', 'like feel', 'like feel visit', 'like feel visit walk', 'like feel visit walk feel', 'like feel visit walk feel look', 'like feel visit walk feel look good', 'like feel visit walk feel look good work', 'feel', 'feel visit', 'feel visit walk', 'feel visit walk feel', 'feel visit walk feel look', 'feel visit walk feel look good', 'feel visit walk feel look good work', 'visit', 'visit walk', 'visit walk feel', 'visit walk feel look', 'visit walk feel look good', 'visit walk feel look good work', 'walk', 'walk feel', 'walk feel look', 'walk feel look good', 'walk feel look good work', 'feel', 'feel look', 'feel look good', 'feel look good work', 'look', 'look good', 'look good work', 'good', 'good work', 'work']",0,0,1,0.08333333333333334
145408,He does not listen...writes what he wants to hear..leaves many things out...and gives a diagnosis in one short 1/2 visit.,1,not listenwrites want thing stand give diagnosis short visit,"['not', 'not listenwrites', 'not listenwrites want', 'not listenwrites want thing', 'not listenwrites want thing stand', 'not listenwrites want thing stand give', 'not listenwrites want thing stand give diagnosis', 'not listenwrites want thing stand give diagnosis short', 'not listenwrites want thing stand give diagnosis short visit', 'listenwrites', 'listenwrites want', 'listenwrites want thing', 'listenwrites want thing stand', 'listenwrites want thing stand give', 'listenwrites want thing stand give diagnosis', 'listenwrites want thing stand give diagnosis short', 'listenwrites want thing stand give diagnosis short visit', 'want', 'want thing', 'want thing stand', 'want thing stand give', 'want thing stand give diagnosis', 'want thing stand give diagnosis short', 'want thing stand give diagnosis short visit', 'thing', 'thing stand', 'thing stand give', 'thing stand give diagnosis', 'thing stand give diagnosis short', 'thing stand give diagnosis short visit', 'stand', 'stand give', 'stand give diagnosis', 'stand give diagnosis short', 'stand give diagnosis short visit', 'give', 'give diagnosis', 'give diagnosis short', 'give diagnosis short visit', 'diagnosis', 'diagnosis short', 'diagnosis short visit', 'short', 'short visit', 'visit']",0,0,1,0.07246376811594205
111771,"Now their starting to take out money from my current visits, which is the wrong way to handle business.",1,start money current visit wrong way handle business,"['start', 'start money', 'start money current', 'start money current visit', 'start money current visit wrong', 'start money current visit wrong way', 'start money current visit wrong way handle', 'start money current visit wrong way handle business', 'money', 'money current', 'money current visit', 'money current visit wrong', 'money current visit wrong way', 'money current visit wrong way handle', 'money current visit wrong way handle business', 'current', 'current visit', 'current visit wrong', 'current visit wrong way', 'current visit wrong way handle', 'current visit wrong way handle business', 'visit', 'visit wrong', 'visit wrong way', 'visit wrong way handle', 'visit wrong way handle business', 'wrong', 'wrong way', 'wrong way handle', 'wrong way handle business', 'way', 'way handle', 'way handle business', 'handle', 'handle business', 'business']",0,0,1,0.08333333333333334
77524,Great visit.,0,great visit,"['great', 'great visit', 'visit']",0,0,1,0.18518518518518517
59062,I enjoyed the visit.,0,enjoy visit,"['enjoy', 'enjoy visit', 'visit']",0,0,1,0.18518518518518517
164650,"Regardless of what insurance you have, you must pay for services received in full after each visit.",1,regardless insurance pay service receive visit,"['regardless', 'regardless insurance', 'regardless insurance pay', 'regardless insurance pay service', 'regardless insurance pay service receive', 'regardless insurance pay service receive visit', 'insurance', 'insurance pay', 'insurance pay service', 'insurance pay service receive', 'insurance pay service receive visit', 'pay', 'pay service', 'pay service receive', 'pay service receive visit', 'service', 'service receive', 'service receive visit', 'receive', 'receive visit', 'visit']",0,0,1,0.1111111111111111
168280,He was upset my my calm statementswas so upset,1,upset calm statementswas upset,"['upset', 'upset calm', 'upset calm statementswas', 'upset calm statementswas upset', 'calm', 'calm statementswas', 'calm statementswas upset', 'statementswas', 'statementswas upset', 'upset']",1,0,0,0.14705882352941177
65513,I really enjoyed the visit.,0,enjoy visit,"['enjoy', 'enjoy visit', 'visit']",0,0,1,0.18518518518518517
118754,Emergency room visits told me otherwise i kept getting superficial blood clots and the ultrasound techs all say it is not closed.,1,emergency room visit tell keep get superficial blood clot ultrasound tear not close,"['emergency', 'emergency room', 'emergency room visit', 'emergency room visit tell', 'emergency room visit tell keep', 'emergency room visit tell keep get', 'emergency room visit tell keep get superficial', 'emergency room visit tell keep get superficial blood', 'emergency room visit tell keep get superficial blood clot', 'emergency room visit tell keep get superficial blood clot ultrasound', 'emergency room visit tell keep get superficial blood clot ultrasound tear', 'emergency room visit tell keep get superficial blood clot ultrasound tear not', 'emergency room visit tell keep get superficial blood clot ultrasound tear not close', 'room', 'room visit', 'room visit tell', 'room visit tell keep', 'room visit tell keep get', 'room visit tell keep get superficial', 'room visit tell keep get superficial blood', 'room visit tell keep get superficial blood clot', 'room visit tell keep get superficial blood clot ultrasound', 'room visit tell keep get superficial blood clot ultrasound tear', 'room visit tell keep get superficial blood clot ultrasound tear not', 'room visit tell keep get superficial blood clot ultrasound tear not close', 'visit', 'visit tell', 'visit tell keep', 'visit tell keep get', 'visit tell keep get superficial', 'visit tell keep get superficial blood', 'visit tell keep get superficial blood clot', 'visit tell keep get superficial blood clot ultrasound', 'visit tell keep get superficial blood clot ultrasound tear', 'visit tell keep get superficial blood clot ultrasound tear not', 'visit tell keep get superficial blood clot ultrasound tear not close', 'tell', 'tell keep', 'tell keep get', 'tell keep get superficial', 'tell keep get superficial blood', 'tell keep get superficial blood clot', 'tell keep get superficial blood clot ultrasound', 'tell keep get superficial blood clot ultrasound tear', 'tell keep get superficial blood clot ultrasound tear not', 'tell keep get superficial blood clot ultrasound tear not close', 'keep', 'keep get', 'keep get superficial', 'keep get superficial blood', 'keep get superficial blood clot', 'keep get superficial blood clot ultrasound', 'keep get superficial blood clot ultrasound tear', 'keep get superficial blood clot ultrasound tear not', 'keep get superficial blood clot ultrasound tear not close', 'get', 'get superficial', 'get superficial blood', 'get superficial blood clot', 'get superficial blood clot ultrasound', 'get superficial blood clot ultrasound tear', 'get superficial blood clot ultrasound tear not', 'get superficial blood clot ultrasound tear not close', 'superficial', 'superficial blood', 'superficial blood clot', 'superficial blood clot ultrasound', 'superficial blood clot ultrasound tear', 'superficial blood clot ultrasound tear not', 'superficial blood clot ultrasound tear not close', 'blood', 'blood clot', 'blood clot ultrasound', 'blood clot ultrasound tear', 'blood clot ultrasound tear not', 'blood clot ultrasound tear not close', 'clot', 'clot ultrasound', 'clot ultrasound tear', 'clot ultrasound tear not', 'clot ultrasound tear not close', 'ultrasound', 'ultrasound tear', 'ultrasound tear not', 'ultrasound tear not close', 'tear', 'tear not', 'tear not close', 'not', 'not close', 'close']",0,0,1,0.04347826086956522
65982,He was calm.,0,calm,['calm'],1,0,0,0.2
69872,Best visit to a GYN ever!--Jasmine B.,0,good visit gun everjasmine b,"['good', 'good visit', 'good visit gun', 'good visit gun everjasmine', 'good visit gun everjasmine b', 'visit', 'visit gun', 'visit gun everjasmine', 'visit gun everjasmine b', 'gun', 'gun everjasmine', 'gun everjasmine b', 'everjasmine', 'everjasmine b', 'b']",0,0,1,0.12820512820512822
77484,I had a nice visit and I am pleased with everything that happened.,0,nice visit please happen,"['nice', 'nice visit', 'nice visit please', 'nice visit please happen', 'visit', 'visit please', 'visit please happen', 'please', 'please happen', 'happen']",0,0,1,0.14705882352941177
57945,Everything was done to benefit my visit.,0,benefit visit,"['benefit', 'benefit visit', 'visit']",0,0,1,0.18518518518518517
112618,"Another happy visit, I will see this office again in the future!!",0,happy visit office future,"['happy', 'happy visit', 'happy visit office', 'happy visit office future', 'visit', 'visit office', 'visit office future', 'office', 'office future', 'future']",0,0,1,0.14705882352941177
161673,"The entire Ortho Virginia visit, including Ortho OnCall was easily one of the best experiences I have ever had in the medical community.",0,entire north visit include north easily good experience medical community,"['entire', 'entire north', 'entire north visit', 'entire north visit include', 'entire north visit include north', 'entire north visit include north easily', 'entire north visit include north easily good', 'entire north visit include north easily good experience', 'entire north visit include north easily good experience medical', 'entire north visit include north easily good experience medical community', 'north', 'north visit', 'north visit include', 'north visit include north', 'north visit include north easily', 'north visit include north easily good', 'north visit include north easily good experience', 'north visit include north easily good experience medical', 'north visit include north easily good experience medical community', 'visit', 'visit include', 'visit include north', 'visit include north easily', 'visit include north easily good', 'visit include north easily good experience', 'visit include north easily good experience medical', 'visit include north easily good experience medical community', 'include', 'include north', 'include north easily', 'include north easily good', 'include north easily good experience', 'include north easily good experience medical', 'include north easily good experience medical community', 'north', 'north easily', 'north easily good', 'north easily good experience', 'north easily good experience medical', 'north easily good experience medical community', 'easily', 'easily good', 'easily good experience', 'easily good experience medical', 'easily good experience medical community', 'good', 'good experience', 'good experience medical', 'good experience medical community', 'experience', 'experience medical', 'experience medical community', 'medical', 'medical community', 'community']",0,0,1,0.06329113924050635
99636,"also Tonya was wonderful, she helped calm my nerves.",0,sonya fantastic help calm nerve,"['sonya', 'sonya fantastic', 'sonya fantastic help', 'sonya fantastic help calm', 'sonya fantastic help calm nerve', 'fantastic', 'fantastic help', 'fantastic help calm', 'fantastic help calm nerve', 'help', 'help calm', 'help calm nerve', 'calm', 'calm nerve', 'nerve']",1,0,0,0.12820512820512822
186043,by the way I hardly write reviews I  just don't have the energy but after my visit i have the energy to do a lot,0,way hardly write review energy visit energy lot,"['way', 'way hardly', 'way hardly write', 'way hardly write review', 'way hardly write review energy', 'way hardly write review energy visit', 'way hardly write review energy visit energy', 'way hardly write review energy visit energy lot', 'hardly', 'hardly write', 'hardly write review', 'hardly write review energy', 'hardly write review energy visit', 'hardly write review energy visit energy', 'hardly write review energy visit energy lot', 'write', 'write review', 'write review energy', 'write review energy visit', 'write review energy visit energy', 'write review energy visit energy lot', 'review', 'review energy', 'review energy visit', 'review energy visit energy', 'review energy visit energy lot', 'energy', 'energy visit', 'energy visit energy', 'energy visit energy lot', 'visit', 'visit energy', 'visit energy lot', 'energy', 'energy lot', 'lot']",0,0,1,0.08333333333333334
91975,"Check-in and scheduling was efficient and painless, my visit with the doctor was",0,check schelling efficient painless visit doctor,"['check', 'check schelling', 'check schelling efficient', 'check schelling efficient painless', 'check schelling efficient painless visit', 'check schelling efficient painless visit doctor', 'schelling', 'schelling efficient', 'schelling efficient painless', 'schelling efficient painless visit', 'schelling efficient painless visit doctor', 'efficient', 'efficient painless', 'efficient painless visit', 'efficient painless visit doctor', 'painless', 'painless visit', 'painless visit doctor', 'visit', 'visit doctor', 'doctor']",0,0,1,0.1111111111111111
164743,for the results - which is almost certainly a scam to get more overpriced visits in.,1,result surely scar overprice visit,"['result', 'result surely', 'result surely scar', 'result surely scar overprice', 'result surely scar overprice visit', 'surely', 'surely scar', 'surely scar overprice', 'surely scar overprice visit', 'scar', 'scar overprice', 'scar overprice visit', 'overprice', 'overprice visit', 'visit']",0,0,1,0.12820512820512822
147763,My first visit he prescribed some ridiculous expensive cream that was not on my carriers drug formulary.,1,visit prescribed ridiculous expensive cream not carrier drug formula,"['visit', 'visit prescribed', 'visit prescribed ridiculous', 'visit prescribed ridiculous expensive', 'visit prescribed ridiculous expensive cream', 'visit prescribed ridiculous expensive cream not', 'visit prescribed ridiculous expensive cream not carrier', 'visit prescribed ridiculous expensive cream not carrier drug', 'visit prescribed ridiculous expensive cream not carrier drug formula', 'prescribed', 'prescribed ridiculous', 'prescribed ridiculous expensive', 'prescribed ridiculous expensive cream', 'prescribed ridiculous expensive cream not', 'prescribed ridiculous expensive cream not carrier', 'prescribed ridiculous expensive cream not carrier drug', 'prescribed ridiculous expensive cream not carrier drug formula', 'ridiculous', 'ridiculous expensive', 'ridiculous expensive cream', 'ridiculous expensive cream not', 'ridiculous expensive cream not carrier', 'ridiculous expensive cream not carrier drug', 'ridiculous expensive cream not carrier drug formula', 'expensive', 'expensive cream', 'expensive cream not', 'expensive cream not carrier', 'expensive cream not carrier drug', 'expensive cream not carrier drug formula', 'cream', 'cream not', 'cream not carrier', 'cream not carrier drug', 'cream not carrier drug formula', 'not', 'not carrier', 'not carrier drug', 'not carrier drug formula', 'carrier', 'carrier drug', 'carrier drug formula', 'drug', 'drug formula', 'formula']",0,0,1,0.07246376811594205
95573,Second visit was not as good.,1,visit not good,"['visit', 'visit not', 'visit not good', 'not', 'not good', 'good']",0,0,1,0.16666666666666666
73177,Do yourself a favor and visit him and his surgeries are well worth the price!,0,favor visit forgery worth price,"['favor', 'favor visit', 'favor visit forgery', 'favor visit forgery worth', 'favor visit forgery worth price', 'visit', 'visit forgery', 'visit forgery worth', 'visit forgery worth price', 'forgery', 'forgery worth', 'forgery worth price', 'worth', 'worth price', 'price']",0,0,1,0.12820512820512822
86361,The whole team is very professional and kind always during my visits,0,team professional kind visit,"['team', 'team professional', 'team professional kind', 'team professional kind visit', 'professional', 'professional kind', 'professional kind visit', 'kind', 'kind visit', 'visit']",0,0,1,0.14705882352941177
128118,and a complete lack of support from other doctors I was fortunate to visit 911 Pain Management Clinic and meet Dr.Yixiang Liu.,0,complete lack support doctor fortunate visit pain management clinic meet,"['complete', 'complete lack', 'complete lack support', 'complete lack support doctor', 'complete lack support doctor fortunate', 'complete lack support doctor fortunate visit', 'complete lack support doctor fortunate visit pain', 'complete lack support doctor fortunate visit pain management', 'complete lack support doctor fortunate visit pain management clinic', 'complete lack support doctor fortunate visit pain management clinic meet', 'lack', 'lack support', 'lack support doctor', 'lack support doctor fortunate', 'lack support doctor fortunate visit', 'lack support doctor fortunate visit pain', 'lack support doctor fortunate visit pain management', 'lack support doctor fortunate visit pain management clinic', 'lack support doctor fortunate visit pain management clinic meet', 'support', 'support doctor', 'support doctor fortunate', 'support doctor fortunate visit', 'support doctor fortunate visit pain', 'support doctor fortunate visit pain management', 'support doctor fortunate visit pain management clinic', 'support doctor fortunate visit pain management clinic meet', 'doctor', 'doctor fortunate', 'doctor fortunate visit', 'doctor fortunate visit pain', 'doctor fortunate visit pain management', 'doctor fortunate visit pain management clinic', 'doctor fortunate visit pain management clinic meet', 'fortunate', 'fortunate visit', 'fortunate visit pain', 'fortunate visit pain management', 'fortunate visit pain management clinic', 'fortunate visit pain management clinic meet', 'visit', 'visit pain', 'visit pain management', 'visit pain management clinic', 'visit pain management clinic meet', 'pain', 'pain management', 'pain management clinic', 'pain management clinic meet', 'management', 'management clinic', 'management clinic meet', 'clinic', 'clinic meet', 'meet']",0,0,1,0.06329113924050635
185927,and I can't wait to see him and his staff for my next visit! :),0,wait staff visit,"['wait', 'wait staff', 'wait staff visit', 'staff', 'staff visit', 'visit']",0,0,1,0.16666666666666666
164487,His waiting room is filled with art and it makes it very calming to sit there before the appointment starts.,0,wait room fill art make calm sit appointment start,"['wait', 'wait room', 'wait room fill', 'wait room fill art', 'wait room fill art make', 'wait room fill art make calm', 'wait room fill art make calm sit', 'wait room fill art make calm sit appointment', 'wait room fill art make calm sit appointment start', 'room', 'room fill', 'room fill art', 'room fill art make', 'room fill art make calm', 'room fill art make calm sit', 'room fill art make calm sit appointment', 'room fill art make calm sit appointment start', 'fill', 'fill art', 'fill art make', 'fill art make calm', 'fill art make calm sit', 'fill art make calm sit appointment', 'fill art make calm sit appointment start', 'art', 'art make', 'art make calm', 'art make calm sit', 'art make calm sit appointment', 'art make calm sit appointment start', 'make', 'make calm', 'make calm sit', 'make calm sit appointment', 'make calm sit appointment start', 'calm', 'calm sit', 'calm sit appointment', 'calm sit appointment start', 'sit', 'sit appointment', 'sit appointment start', 'appointment', 'appointment start', 'start']",1,0,0,0.07246376811594205
94044,Total waste of time and money to visit Dr. Bregman!,1,total waste time money visit dr begin,"['total', 'total waste', 'total waste time', 'total waste time money', 'total waste time money visit', 'total waste time money visit dr', 'total waste time money visit dr begin', 'waste', 'waste time', 'waste time money', 'waste time money visit', 'waste time money visit dr', 'waste time money visit dr begin', 'time', 'time money', 'time money visit', 'time money visit dr', 'time money visit dr begin', 'money', 'money visit', 'money visit dr', 'money visit dr begin', 'visit', 'visit dr', 'visit dr begin', 'dr', 'dr begin', 'begin']",0,0,1,0.09615384615384617
135616,After a few visit with Dr. Feinblatt he gave me my hope back with nonsurgical options and one of them was a PRP injection.,0,visit give hope nonsurgical option pp injection,"['visit', 'visit give', 'visit give hope', 'visit give hope nonsurgical', 'visit give hope nonsurgical option', 'visit give hope nonsurgical option pp', 'visit give hope nonsurgical option pp injection', 'give', 'give hope', 'give hope nonsurgical', 'give hope nonsurgical option', 'give hope nonsurgical option pp', 'give hope nonsurgical option pp injection', 'hope', 'hope nonsurgical', 'hope nonsurgical option', 'hope nonsurgical option pp', 'hope nonsurgical option pp injection', 'nonsurgical', 'nonsurgical option', 'nonsurgical option pp', 'nonsurgical option pp injection', 'option', 'option pp', 'option pp injection', 'pp', 'pp injection', 'injection']",0,0,1,0.09615384615384617
112808,he rushed to finish his visit without any recommendations.,1,rush finish visit recommendation,"['rush', 'rush finish', 'rush finish visit', 'rush finish visit recommendation', 'finish', 'finish visit', 'finish visit recommendation', 'visit', 'visit recommendation', 'recommendation']",0,0,1,0.14705882352941177
116103,I liked him from first visit!!,0,like visit,"['like', 'like visit', 'visit']",0,0,1,0.18518518518518517
169375,Confident in big and small treatments. “Ask away” is how I feel when I visit Brewer Dental.,0,confident big small treatment ask away feel visit brewer dental,"['confident', 'confident big', 'confident big small', 'confident big small treatment', 'confident big small treatment ask', 'confident big small treatment ask away', 'confident big small treatment ask away feel', 'confident big small treatment ask away feel visit', 'confident big small treatment ask away feel visit brewer', 'confident big small treatment ask away feel visit brewer dental', 'big', 'big small', 'big small treatment', 'big small treatment ask', 'big small treatment ask away', 'big small treatment ask away feel', 'big small treatment ask away feel visit', 'big small treatment ask away feel visit brewer', 'big small treatment ask away feel visit brewer dental', 'small', 'small treatment', 'small treatment ask', 'small treatment ask away', 'small treatment ask away feel', 'small treatment ask away feel visit', 'small treatment ask away feel visit brewer', 'small treatment ask away feel visit brewer dental', 'treatment', 'treatment ask', 'treatment ask away', 'treatment ask away feel', 'treatment ask away feel visit', 'treatment ask away feel visit brewer', 'treatment ask away feel visit brewer dental', 'ask', 'ask away', 'ask away feel', 'ask away feel visit', 'ask away feel visit brewer', 'ask away feel visit brewer dental', 'away', 'away feel', 'away feel visit', 'away feel visit brewer', 'away feel visit brewer dental', 'feel', 'feel visit', 'feel visit brewer', 'feel visit brewer dental', 'visit', 'visit brewer', 'visit brewer dental', 'brewer', 'brewer dental', 'dental']",0,0,1,0.06329113924050635
