commentId,comment,classification,comment_processed,word_phrase_list,interest,interest personal,personal,personal life,life,similarity_score
159260,"They were cold, and not personable and I think any woman in my position?with my life experience would only view this as discrimination.",1,cold not personal think woman positionwith life experience view discrimination,"['cold', 'cold not', 'cold not personal', 'cold not personal think', 'cold not personal think woman', 'cold not personal think woman positionwith', 'cold not personal think woman positionwith life', 'cold not personal think woman positionwith life experience', 'cold not personal think woman positionwith life experience view', 'cold not personal think woman positionwith life experience view discrimination', 'not', 'not personal', 'not personal think', 'not personal think woman', 'not personal think woman positionwith', 'not personal think woman positionwith life', 'not personal think woman positionwith life experience', 'not personal think woman positionwith life experience view', 'not personal think woman positionwith life experience view discrimination', 'personal', 'personal think', 'personal think woman', 'personal think woman positionwith', 'personal think woman positionwith life', 'personal think woman positionwith life experience', 'personal think woman positionwith life experience view', 'personal think woman positionwith life experience view discrimination', 'think', 'think woman', 'think woman positionwith', 'think woman positionwith life', 'think woman positionwith life experience', 'think woman positionwith life experience view', 'think woman positionwith life experience view discrimination', 'woman', 'woman positionwith', 'woman positionwith life', 'woman positionwith life experience', 'woman positionwith life experience view', 'woman positionwith life experience view discrimination', 'positionwith', 'positionwith life', 'positionwith life experience', 'positionwith life experience view', 'positionwith life experience view discrimination', 'life', 'life experience', 'life experience view', 'life experience view discrimination', 'experience', 'experience view', 'experience view discrimination', 'view', 'view discrimination', 'discrimination']",0,0,1,0,1,0.06557377049180328
63918,"She always knows my personal situation, and she really cares.",0,know personal situation care,"['know', 'know personal', 'know personal situation', 'know personal situation care', 'personal', 'personal situation', 'personal situation care', 'situation', 'situation care', 'care']",0,0,1,0,0,0.125
187794,Thank you for restoring my healthy physique and active life!,0,thank restore healthy physique active life,"['thank', 'thank restore', 'thank restore healthy', 'thank restore healthy physique', 'thank restore healthy physique active', 'thank restore healthy physique active life', 'restore', 'restore healthy', 'restore healthy physique', 'restore healthy physique active', 'restore healthy physique active life', 'healthy', 'healthy physique', 'healthy physique active', 'healthy physique active life', 'physique', 'physique active', 'physique active life', 'active', 'active life', 'life']",0,0,0,0,1,0.07407407407407407
128153,I am now very aware of the things I shall need to do to continue mainting an active lifestyle.,0,aware thing shall need continue faint active life style,"['aware', 'aware thing', 'aware thing shall', 'aware thing shall need', 'aware thing shall need continue', 'aware thing shall need continue faint', 'aware thing shall need continue faint active', 'aware thing shall need continue faint active life', 'aware thing shall need continue faint active life style', 'thing', 'thing shall', 'thing shall need', 'thing shall need continue', 'thing shall need continue faint', 'thing shall need continue faint active', 'thing shall need continue faint active life', 'thing shall need continue faint active life style', 'shall', 'shall need', 'shall need continue', 'shall need continue faint', 'shall need continue faint active', 'shall need continue faint active life', 'shall need continue faint active life style', 'need', 'need continue', 'need continue faint', 'need continue faint active', 'need continue faint active life', 'need continue faint active life style', 'continue', 'continue faint', 'continue faint active', 'continue faint active life', 'continue faint active life style', 'faint', 'faint active', 'faint active life', 'faint active life style', 'active', 'active life', 'active life style', 'life', 'life style', 'style']",0,0,0,0,1,0.0392156862745098
139492,She always seemed interested in how I was doing and showed true compassion.,0,interest show true compassion,"['interest', 'interest show', 'interest show true', 'interest show true compassion', 'show', 'show true', 'show true compassion', 'true', 'true compassion', 'compassion']",1,0,0,0,0,0.125
102934,He took my life by doing several procedures to my face,1,take life procedure face,"['take', 'take life', 'take life procedure', 'take life procedure face', 'life', 'life procedure', 'life procedure face', 'procedure', 'procedure face', 'face']",0,0,0,0,1,0.125
86731,"Very pleasant, very personable, and definitely knows what he's talking about",0,pleasant personal decidedly know talk,"['pleasant', 'pleasant personal', 'pleasant personal decidedly', 'pleasant personal decidedly know', 'pleasant personal decidedly know talk', 'personal', 'personal decidedly', 'personal decidedly know', 'personal decidedly know talk', 'decidedly', 'decidedly know', 'decidedly know talk', 'know', 'know talk', 'talk']",0,0,1,0,0,0.09523809523809523
111078,"I have confidence that I never thought I would have in my life, and I owe it to him and his incredible staff!",0,confidence think life owe incredible staff,"['confidence', 'confidence think', 'confidence think life', 'confidence think life owe', 'confidence think life owe incredible', 'confidence think life owe incredible staff', 'think', 'think life', 'think life owe', 'think life owe incredible', 'think life owe incredible staff', 'life', 'life owe', 'life owe incredible', 'life owe incredible staff', 'owe', 'owe incredible', 'owe incredible staff', 'incredible', 'incredible staff', 'staff']",0,0,0,0,1,0.07407407407407407
73509,"I just want to say that Dr. Lim is the most personable, informative.",0,want personal information,"['want', 'want personal', 'want personal information', 'personal', 'personal information', 'information']",0,0,1,0,0,0.16666666666666666
167411,for an appointment) my appointment felt very rushed and not personable at all.,1,appointment appointment feel rush not personal,"['appointment', 'appointment appointment', 'appointment appointment feel', 'appointment appointment feel rush', 'appointment appointment feel rush not', 'appointment appointment feel rush not personal', 'appointment', 'appointment feel', 'appointment feel rush', 'appointment feel rush not', 'appointment feel rush not personal', 'feel', 'feel rush', 'feel rush not', 'feel rush not personal', 'rush', 'rush not', 'rush not personal', 'not', 'not personal', 'personal']",0,0,1,0,0,0.07407407407407407
65969,Highly professional and personal.,0,highly professional personal,"['highly', 'highly professional', 'highly professional personal', 'professional', 'professional personal', 'personal']",0,0,1,0,0,0.16666666666666666
115904,I underwent 3 years and many painful procedures by Dr Grazer in that period and the results were life changing.,0,undergo painful procedure period result life change,"['undergo', 'undergo painful', 'undergo painful procedure', 'undergo painful procedure period', 'undergo painful procedure period result', 'undergo painful procedure period result life', 'undergo painful procedure period result life change', 'painful', 'painful procedure', 'painful procedure period', 'painful procedure period result', 'painful procedure period result life', 'painful procedure period result life change', 'procedure', 'procedure period', 'procedure period result', 'procedure period result life', 'procedure period result life change', 'period', 'period result', 'period result life', 'period result life change', 'result', 'result life', 'result life change', 'life', 'life change', 'change']",0,0,0,0,1,0.058823529411764705
123539,"He seemed extremely rushed, with zero interest in getting to know me,",1,extremely rush interest get know,"['extremely', 'extremely rush', 'extremely rush interest', 'extremely rush interest get', 'extremely rush interest get know', 'rush', 'rush interest', 'rush interest get', 'rush interest get know', 'interest', 'interest get', 'interest get know', 'get', 'get know', 'know']",1,0,0,0,0,0.09523809523809523
58065,"Well, they really pretty good.  Every thing I had seen about you know.  As a matter of fact the cancer building.  My medicine doctors actually saved my life, so you know I am definitely 100% with them.",0,pretty good thing see know matter fact cancer build medicine doctor actually save life know decidedly,"['pretty', 'pretty good', 'pretty good thing', 'pretty good thing see', 'pretty good thing see know', 'pretty good thing see know matter', 'pretty good thing see know matter fact', 'pretty good thing see know matter fact cancer', 'pretty good thing see know matter fact cancer build', 'pretty good thing see know matter fact cancer build medicine', 'pretty good thing see know matter fact cancer build medicine doctor', 'pretty good thing see know matter fact cancer build medicine doctor actually', 'pretty good thing see know matter fact cancer build medicine doctor actually save', 'pretty good thing see know matter fact cancer build medicine doctor actually save life', 'pretty good thing see know matter fact cancer build medicine doctor actually save life know', 'pretty good thing see know matter fact cancer build medicine doctor actually save life know decidedly', 'good', 'good thing', 'good thing see', 'good thing see know', 'good thing see know matter', 'good thing see know matter fact', 'good thing see know matter fact cancer', 'good thing see know matter fact cancer build', 'good thing see know matter fact cancer build medicine', 'good thing see know matter fact cancer build medicine doctor', 'good thing see know matter fact cancer build medicine doctor actually', 'good thing see know matter fact cancer build medicine doctor actually save', 'good thing see know matter fact cancer build medicine doctor actually save life', 'good thing see know matter fact cancer build medicine doctor actually save life know', 'good thing see know matter fact cancer build medicine doctor actually save life know decidedly', 'thing', 'thing see', 'thing see know', 'thing see know matter', 'thing see know matter fact', 'thing see know matter fact cancer', 'thing see know matter fact cancer build', 'thing see know matter fact cancer build medicine', 'thing see know matter fact cancer build medicine doctor', 'thing see know matter fact cancer build medicine doctor actually', 'thing see know matter fact cancer build medicine doctor actually save', 'thing see know matter fact cancer build medicine doctor actually save life', 'thing see know matter fact cancer build medicine doctor actually save life know', 'thing see know matter fact cancer build medicine doctor actually save life know decidedly', 'see', 'see know', 'see know matter', 'see know matter fact', 'see know matter fact cancer', 'see know matter fact cancer build', 'see know matter fact cancer build medicine', 'see know matter fact cancer build medicine doctor', 'see know matter fact cancer build medicine doctor actually', 'see know matter fact cancer build medicine doctor actually save', 'see know matter fact cancer build medicine doctor actually save life', 'see know matter fact cancer build medicine doctor actually save life know', 'see know matter fact cancer build medicine doctor actually save life know decidedly', 'know', 'know matter', 'know matter fact', 'know matter fact cancer', 'know matter fact cancer build', 'know matter fact cancer build medicine', 'know matter fact cancer build medicine doctor', 'know matter fact cancer build medicine doctor actually', 'know matter fact cancer build medicine doctor actually save', 'know matter fact cancer build medicine doctor actually save life', 'know matter fact cancer build medicine doctor actually save life know', 'know matter fact cancer build medicine doctor actually save life know decidedly', 'matter', 'matter fact', 'matter fact cancer', 'matter fact cancer build', 'matter fact cancer build medicine', 'matter fact cancer build medicine doctor', 'matter fact cancer build medicine doctor actually', 'matter fact cancer build medicine doctor actually save', 'matter fact cancer build medicine doctor actually save life', 'matter fact cancer build medicine doctor actually save life know', 'matter fact cancer build medicine doctor actually save life know decidedly', 'fact', 'fact cancer', 'fact cancer build', 'fact cancer build medicine', 'fact cancer build medicine doctor', 'fact cancer build medicine doctor actually', 'fact cancer build medicine doctor actually save', 'fact cancer build medicine doctor actually save life', 'fact cancer build medicine doctor actually save life know', 'fact cancer build medicine doctor actually save life know decidedly', 'cancer', 'cancer build', 'cancer build medicine', 'cancer build medicine doctor', 'cancer build medicine doctor actually', 'cancer build medicine doctor actually save', 'cancer build medicine doctor actually save life', 'cancer build medicine doctor actually save life know', 'cancer build medicine doctor actually save life know decidedly', 'build', 'build medicine', 'build medicine doctor', 'build medicine doctor actually', 'build medicine doctor actually save', 'build medicine doctor actually save life', 'build medicine doctor actually save life know', 'build medicine doctor actually save life know decidedly', 'medicine', 'medicine doctor', 'medicine doctor actually', 'medicine doctor actually save', 'medicine doctor actually save life', 'medicine doctor actually save life know', 'medicine doctor actually save life know decidedly', 'doctor', 'doctor actually', 'doctor actually save', 'doctor actually save life', 'doctor actually save life know', 'doctor actually save life know decidedly', 'actually', 'actually save', 'actually save life', 'actually save life know', 'actually save life know decidedly', 'save', 'save life', 'save life know', 'save life know decidedly', 'life', 'life know', 'life know decidedly', 'know', 'know decidedly', 'decidedly']",0,0,0,0,1,0.014084507042253521
136123,"and feel that my outlook on life is much more positive, in addition to my improved physical condition.",0,feel outlook life positive addition improved physical condition,"['feel', 'feel outlook', 'feel outlook life', 'feel outlook life positive', 'feel outlook life positive addition', 'feel outlook life positive addition improved', 'feel outlook life positive addition improved physical', 'feel outlook life positive addition improved physical condition', 'outlook', 'outlook life', 'outlook life positive', 'outlook life positive addition', 'outlook life positive addition improved', 'outlook life positive addition improved physical', 'outlook life positive addition improved physical condition', 'life', 'life positive', 'life positive addition', 'life positive addition improved', 'life positive addition improved physical', 'life positive addition improved physical condition', 'positive', 'positive addition', 'positive addition improved', 'positive addition improved physical', 'positive addition improved physical condition', 'addition', 'addition improved', 'addition improved physical', 'addition improved physical condition', 'improved', 'improved physical', 'improved physical condition', 'physical', 'physical condition', 'condition']",0,0,0,0,1,0.047619047619047616
145726,Yes it seems like such a life changing decision and I really wish I would've done it at a different hospital.,1,yes like life change decision wish different hospital,"['yes', 'yes like', 'yes like life', 'yes like life change', 'yes like life change decision', 'yes like life change decision wish', 'yes like life change decision wish different', 'yes like life change decision wish different hospital', 'like', 'like life', 'like life change', 'like life change decision', 'like life change decision wish', 'like life change decision wish different', 'like life change decision wish different hospital', 'life', 'life change', 'life change decision', 'life change decision wish', 'life change decision wish different', 'life change decision wish different hospital', 'change', 'change decision', 'change decision wish', 'change decision wish different', 'change decision wish different hospital', 'decision', 'decision wish', 'decision wish different', 'decision wish different hospital', 'wish', 'wish different', 'wish different hospital', 'different', 'different hospital', 'hospital']",0,0,0,0,1,0.047619047619047616
72506,Dr.Stewart did a fantastic job!He was very personable from the very first appointment to the actual surgery.,0,fantastic john personal appointment actual surgery,"['fantastic', 'fantastic john', 'fantastic john personal', 'fantastic john personal appointment', 'fantastic john personal appointment actual', 'fantastic john personal appointment actual surgery', 'john', 'john personal', 'john personal appointment', 'john personal appointment actual', 'john personal appointment actual surgery', 'personal', 'personal appointment', 'personal appointment actual', 'personal appointment actual surgery', 'appointment', 'appointment actual', 'appointment actual surgery', 'actual', 'actual surgery', 'surgery']",0,0,1,0,0,0.07407407407407407
115422,Patients you know are struggling with everything in their daily lives?????,1,patient know struggle daily life,"['patient', 'patient know', 'patient know struggle', 'patient know struggle daily', 'patient know struggle daily life', 'know', 'know struggle', 'know struggle daily', 'know struggle daily life', 'struggle', 'struggle daily', 'struggle daily life', 'daily', 'daily life', 'life']",0,0,0,0,1,0.09523809523809523
66210,He was interested in it.,0,interest,['interest'],1,0,0,0,0,0.2857142857142857
65020,Personal attention and punctuality.,0,personal attention punctually,"['personal', 'personal attention', 'personal attention punctually', 'attention', 'attention punctually', 'punctually']",0,0,1,0,0,0.16666666666666666
72726,"After posting this review, I received a personal phone call from Dr. Castellano apologizing for the delay of the refund.",0,post review receive personal phone castellano apologize delay refund,"['post', 'post review', 'post review receive', 'post review receive personal', 'post review receive personal phone', 'post review receive personal phone castellano', 'post review receive personal phone castellano apologize', 'post review receive personal phone castellano apologize delay', 'post review receive personal phone castellano apologize delay refund', 'review', 'review receive', 'review receive personal', 'review receive personal phone', 'review receive personal phone castellano', 'review receive personal phone castellano apologize', 'review receive personal phone castellano apologize delay', 'review receive personal phone castellano apologize delay refund', 'receive', 'receive personal', 'receive personal phone', 'receive personal phone castellano', 'receive personal phone castellano apologize', 'receive personal phone castellano apologize delay', 'receive personal phone castellano apologize delay refund', 'personal', 'personal phone', 'personal phone castellano', 'personal phone castellano apologize', 'personal phone castellano apologize delay', 'personal phone castellano apologize delay refund', 'phone', 'phone castellano', 'phone castellano apologize', 'phone castellano apologize delay', 'phone castellano apologize delay refund', 'castellano', 'castellano apologize', 'castellano apologize delay', 'castellano apologize delay refund', 'apologize', 'apologize delay', 'apologize delay refund', 'delay', 'delay refund', 'refund']",0,0,1,0,0,0.0392156862745098
96721,"Dr. Peoples took me on my journey to recovery with patience, consideration of my wishes and concerns, and an invested interest in my well being",0,people take journey recovery patience consideration wish concern invest interest,"['people', 'people take', 'people take journey', 'people take journey recovery', 'people take journey recovery patience', 'people take journey recovery patience consideration', 'people take journey recovery patience consideration wish', 'people take journey recovery patience consideration wish concern', 'people take journey recovery patience consideration wish concern invest', 'people take journey recovery patience consideration wish concern invest interest', 'take', 'take journey', 'take journey recovery', 'take journey recovery patience', 'take journey recovery patience consideration', 'take journey recovery patience consideration wish', 'take journey recovery patience consideration wish concern', 'take journey recovery patience consideration wish concern invest', 'take journey recovery patience consideration wish concern invest interest', 'journey', 'journey recovery', 'journey recovery patience', 'journey recovery patience consideration', 'journey recovery patience consideration wish', 'journey recovery patience consideration wish concern', 'journey recovery patience consideration wish concern invest', 'journey recovery patience consideration wish concern invest interest', 'recovery', 'recovery patience', 'recovery patience consideration', 'recovery patience consideration wish', 'recovery patience consideration wish concern', 'recovery patience consideration wish concern invest', 'recovery patience consideration wish concern invest interest', 'patience', 'patience consideration', 'patience consideration wish', 'patience consideration wish concern', 'patience consideration wish concern invest', 'patience consideration wish concern invest interest', 'consideration', 'consideration wish', 'consideration wish concern', 'consideration wish concern invest', 'consideration wish concern invest interest', 'wish', 'wish concern', 'wish concern invest', 'wish concern invest interest', 'concern', 'concern invest', 'concern invest interest', 'invest', 'invest interest', 'interest']",1,0,0,0,0,0.03278688524590164
98118,"Dr. Mullen and staff, Sally and Delana all are top notch, very personable",0,staff demand notch personal,"['staff', 'staff demand', 'staff demand notch', 'staff demand notch personal', 'demand', 'demand notch', 'demand notch personal', 'notch', 'notch personal', 'personal']",0,0,1,0,0,0.125
61588,He seems to have a personal concern for me.,0,personal concern,"['personal', 'personal concern', 'concern']",0,0,1,0,0,0.2222222222222222
103402,They've found clients for life!,0,find client life,"['find', 'find client', 'find client life', 'client', 'client life', 'life']",0,0,0,0,1,0.16666666666666666
152362,I can't have a normal sex life.,1,normal sex life,"['normal', 'normal sex', 'normal sex life', 'sex', 'sex life', 'life']",0,0,0,0,1,0.16666666666666666
158741,His plan for me is to take medicine and injections from a pain relief doctor for the rest of my life.,1,plan medicine injection pain relief rest life,"['plan', 'plan medicine', 'plan medicine injection', 'plan medicine injection pain', 'plan medicine injection pain relief', 'plan medicine injection pain relief rest', 'plan medicine injection pain relief rest life', 'medicine', 'medicine injection', 'medicine injection pain', 'medicine injection pain relief', 'medicine injection pain relief rest', 'medicine injection pain relief rest life', 'injection', 'injection pain', 'injection pain relief', 'injection pain relief rest', 'injection pain relief rest life', 'pain', 'pain relief', 'pain relief rest', 'pain relief rest life', 'relief', 'relief rest', 'relief rest life', 'rest', 'rest life', 'life']",0,0,0,0,1,0.058823529411764705
88587,"Certainly close to a perfect visit, dr. Staller was personable, professional,",0,surely close perfect visit personal professional,"['surely', 'surely close', 'surely close perfect', 'surely close perfect visit', 'surely close perfect visit personal', 'surely close perfect visit personal professional', 'close', 'close perfect', 'close perfect visit', 'close perfect visit personal', 'close perfect visit personal professional', 'perfect', 'perfect visit', 'perfect visit personal', 'perfect visit personal professional', 'visit', 'visit personal', 'visit personal professional', 'personal', 'personal professional', 'professional']",0,0,1,0,0,0.07407407407407407
176344,I am living a healthy and normal life because of him.,0,living healthy normal life,"['living', 'living healthy', 'living healthy normal', 'living healthy normal life', 'healthy', 'healthy normal', 'healthy normal life', 'normal', 'normal life', 'life']",0,0,0,0,1,0.125
87081,DO NOT WASTE YOUR TIME OR RISK YOUR LIFE WITH THIS PLACE AND SEEK PROPER CARE ELSEWHERE.,1,not waste time risk life place seek proper care,"['not', 'not waste', 'not waste time', 'not waste time risk', 'not waste time risk life', 'not waste time risk life place', 'not waste time risk life place seek', 'not waste time risk life place seek proper', 'not waste time risk life place seek proper care', 'waste', 'waste time', 'waste time risk', 'waste time risk life', 'waste time risk life place', 'waste time risk life place seek', 'waste time risk life place seek proper', 'waste time risk life place seek proper care', 'time', 'time risk', 'time risk life', 'time risk life place', 'time risk life place seek', 'time risk life place seek proper', 'time risk life place seek proper care', 'risk', 'risk life', 'risk life place', 'risk life place seek', 'risk life place seek proper', 'risk life place seek proper care', 'life', 'life place', 'life place seek', 'life place seek proper', 'life place seek proper care', 'place', 'place seek', 'place seek proper', 'place seek proper care', 'seek', 'seek proper', 'seek proper care', 'proper', 'proper care', 'care']",0,0,0,0,1,0.0392156862745098
135660,He removed a huge growth on my lip that has put a burden on my life for years.,0,remove huge growth lip burden life,"['remove', 'remove huge', 'remove huge growth', 'remove huge growth lip', 'remove huge growth lip burden', 'remove huge growth lip burden life', 'huge', 'huge growth', 'huge growth lip', 'huge growth lip burden', 'huge growth lip burden life', 'growth', 'growth lip', 'growth lip burden', 'growth lip burden life', 'lip', 'lip burden', 'lip burden life', 'burden', 'burden life', 'life']",0,0,0,0,1,0.07407407407407407
159401,I was living life in a body I wasn't confident with at all and Dr. Mendieta gave me my confidence back.,0,living life body confident give confidence,"['living', 'living life', 'living life body', 'living life body confident', 'living life body confident give', 'living life body confident give confidence', 'life', 'life body', 'life body confident', 'life body confident give', 'life body confident give confidence', 'body', 'body confident', 'body confident give', 'body confident give confidence', 'confident', 'confident give', 'confident give confidence', 'give', 'give confidence', 'confidence']",0,0,0,0,1,0.07407407407407407
117867,"and expectations) in a very personable, professional, and friendly (no-nonsense, no-pretense) manner.",0,expectation personal professional friendly nonsense pretense manner,"['expectation', 'expectation personal', 'expectation personal professional', 'expectation personal professional friendly', 'expectation personal professional friendly nonsense', 'expectation personal professional friendly nonsense pretense', 'expectation personal professional friendly nonsense pretense manner', 'personal', 'personal professional', 'personal professional friendly', 'personal professional friendly nonsense', 'personal professional friendly nonsense pretense', 'personal professional friendly nonsense pretense manner', 'professional', 'professional friendly', 'professional friendly nonsense', 'professional friendly nonsense pretense', 'professional friendly nonsense pretense manner', 'friendly', 'friendly nonsense', 'friendly nonsense pretense', 'friendly nonsense pretense manner', 'nonsense', 'nonsense pretense', 'nonsense pretense manner', 'pretense', 'pretense manner', 'manner']",0,0,1,0,0,0.058823529411764705
63644,I found that she was very personable and I felt that she listened to me.,0,find personal feel listen,"['find', 'find personal', 'find personal feel', 'find personal feel listen', 'personal', 'personal feel', 'personal feel listen', 'feel', 'feel listen', 'listen']",0,0,1,0,0,0.125
62810,I think what impressed me and delighted me was his interest in my well being and his follow up telephone call post to surgery to see how I was doing and his interest in how I was doing in my follow up visits,0,think impress delight interest follow telephone post surgery interest follow visit,"['think', 'think impress', 'think impress delight', 'think impress delight interest', 'think impress delight interest follow', 'think impress delight interest follow telephone', 'think impress delight interest follow telephone post', 'think impress delight interest follow telephone post surgery', 'think impress delight interest follow telephone post surgery interest', 'think impress delight interest follow telephone post surgery interest follow', 'think impress delight interest follow telephone post surgery interest follow visit', 'impress', 'impress delight', 'impress delight interest', 'impress delight interest follow', 'impress delight interest follow telephone', 'impress delight interest follow telephone post', 'impress delight interest follow telephone post surgery', 'impress delight interest follow telephone post surgery interest', 'impress delight interest follow telephone post surgery interest follow', 'impress delight interest follow telephone post surgery interest follow visit', 'delight', 'delight interest', 'delight interest follow', 'delight interest follow telephone', 'delight interest follow telephone post', 'delight interest follow telephone post surgery', 'delight interest follow telephone post surgery interest', 'delight interest follow telephone post surgery interest follow', 'delight interest follow telephone post surgery interest follow visit', 'interest', 'interest follow', 'interest follow telephone', 'interest follow telephone post', 'interest follow telephone post surgery', 'interest follow telephone post surgery interest', 'interest follow telephone post surgery interest follow', 'interest follow telephone post surgery interest follow visit', 'follow', 'follow telephone', 'follow telephone post', 'follow telephone post surgery', 'follow telephone post surgery interest', 'follow telephone post surgery interest follow', 'follow telephone post surgery interest follow visit', 'telephone', 'telephone post', 'telephone post surgery', 'telephone post surgery interest', 'telephone post surgery interest follow', 'telephone post surgery interest follow visit', 'post', 'post surgery', 'post surgery interest', 'post surgery interest follow', 'post surgery interest follow visit', 'surgery', 'surgery interest', 'surgery interest follow', 'surgery interest follow visit', 'interest', 'interest follow', 'interest follow visit', 'follow', 'follow visit', 'visit']",1,0,0,0,0,0.027777777777777776
168788,"I know, that the next group of interns will be quite exceptional and often times gifted",0,know group interest exceptional time gift,"['know', 'know group', 'know group interest', 'know group interest exceptional', 'know group interest exceptional time', 'know group interest exceptional time gift', 'group', 'group interest', 'group interest exceptional', 'group interest exceptional time', 'group interest exceptional time gift', 'interest', 'interest exceptional', 'interest exceptional time', 'interest exceptional time gift', 'exceptional', 'exceptional time', 'exceptional time gift', 'time', 'time gift', 'gift']",1,0,0,0,0,0.07407407407407407
60174,Very personable and easy to communicate with,0,personal easy communicate,"['personal', 'personal easy', 'personal easy communicate', 'easy', 'easy communicate', 'communicate']",0,0,1,0,0,0.16666666666666666
164212,"Additionally, if you Google Dr. Mandieta, there's a whole bunch of interesting information on numerous deaths that have occurred.",1,extra goose bunch interest information numerous death occur,"['extra', 'extra goose', 'extra goose bunch', 'extra goose bunch interest', 'extra goose bunch interest information', 'extra goose bunch interest information numerous', 'extra goose bunch interest information numerous death', 'extra goose bunch interest information numerous death occur', 'goose', 'goose bunch', 'goose bunch interest', 'goose bunch interest information', 'goose bunch interest information numerous', 'goose bunch interest information numerous death', 'goose bunch interest information numerous death occur', 'bunch', 'bunch interest', 'bunch interest information', 'bunch interest information numerous', 'bunch interest information numerous death', 'bunch interest information numerous death occur', 'interest', 'interest information', 'interest information numerous', 'interest information numerous death', 'interest information numerous death occur', 'information', 'information numerous', 'information numerous death', 'information numerous death occur', 'numerous', 'numerous death', 'numerous death occur', 'death', 'death occur', 'occur']",1,0,0,0,0,0.047619047619047616
175224,Awesome customer service from the time I stepped into the office to getting my personal care treatment from April!,0,amazing customer service time step office get personal care treatment,"['amazing', 'amazing customer', 'amazing customer service', 'amazing customer service time', 'amazing customer service time step', 'amazing customer service time step office', 'amazing customer service time step office get', 'amazing customer service time step office get personal', 'amazing customer service time step office get personal care', 'amazing customer service time step office get personal care treatment', 'customer', 'customer service', 'customer service time', 'customer service time step', 'customer service time step office', 'customer service time step office get', 'customer service time step office get personal', 'customer service time step office get personal care', 'customer service time step office get personal care treatment', 'service', 'service time', 'service time step', 'service time step office', 'service time step office get', 'service time step office get personal', 'service time step office get personal care', 'service time step office get personal care treatment', 'time', 'time step', 'time step office', 'time step office get', 'time step office get personal', 'time step office get personal care', 'time step office get personal care treatment', 'step', 'step office', 'step office get', 'step office get personal', 'step office get personal care', 'step office get personal care treatment', 'office', 'office get', 'office get personal', 'office get personal care', 'office get personal care treatment', 'get', 'get personal', 'get personal care', 'get personal care treatment', 'personal', 'personal care', 'personal care treatment', 'care', 'care treatment', 'treatment']",0,0,1,0,0,0.03278688524590164
152819,for years because of an injectors personal beliefs was extremely unprofessional.,1,injection personal belief extremely professional,"['injection', 'injection personal', 'injection personal belief', 'injection personal belief extremely', 'injection personal belief extremely professional', 'personal', 'personal belief', 'personal belief extremely', 'personal belief extremely professional', 'belief', 'belief extremely', 'belief extremely professional', 'extremely', 'extremely professional', 'professional']",0,0,1,0,0,0.09523809523809523
111880,"She isn't just a doctor, she is a caring friend who you will feel you've known your whole life.",0,dare friend feel know life,"['dare', 'dare friend', 'dare friend feel', 'dare friend feel know', 'dare friend feel know life', 'friend', 'friend feel', 'friend feel know', 'friend feel know life', 'feel', 'feel know', 'feel know life', 'know', 'know life', 'life']",0,0,0,0,1,0.09523809523809523
96001,"He's is the most caring, knowledgeable, detail-oriented doctor that I've had the pleasure of entrusting my life to.",0,dare knowledgeable detailoriented pleasure entrust life,"['dare', 'dare knowledgeable', 'dare knowledgeable detailoriented', 'dare knowledgeable detailoriented pleasure', 'dare knowledgeable detailoriented pleasure entrust', 'dare knowledgeable detailoriented pleasure entrust life', 'knowledgeable', 'knowledgeable detailoriented', 'knowledgeable detailoriented pleasure', 'knowledgeable detailoriented pleasure entrust', 'knowledgeable detailoriented pleasure entrust life', 'detailoriented', 'detailoriented pleasure', 'detailoriented pleasure entrust', 'detailoriented pleasure entrust life', 'pleasure', 'pleasure entrust', 'pleasure entrust life', 'entrust', 'entrust life', 'life']",0,0,0,0,1,0.07407407407407407
