commentId,comment,classification,comment_processed,word_phrase_list,personal,personal professional,professional,similarity_score
170115,"He was personable, and mentored a student to share his expertise.",0,personal enter student share expertness,"['personal', 'personal enter', 'personal enter student', 'personal enter student share', 'personal enter student share expertness', 'enter', 'enter student', 'enter student share', 'enter student share expertness', 'student', 'student share', 'student share expertness', 'share', 'share expertness', 'expertness']",1,0,0,0.1111111111111111
70150,The staff is always personable both over the phone and when you enter their facility.,0,staff personal phone enter facility,"['staff', 'staff personal', 'staff personal phone', 'staff personal phone enter', 'staff personal phone enter facility', 'personal', 'personal phone', 'personal phone enter', 'personal phone enter facility', 'phone', 'phone enter', 'phone enter facility', 'enter', 'enter facility', 'facility']",1,0,0,0.1111111111111111
138893,Who in their right mind starts a professional relationship out this way?,1,right mind start professional relationship way,"['right', 'right mind', 'right mind start', 'right mind start professional', 'right mind start professional relationship', 'right mind start professional relationship way', 'mind', 'mind start', 'mind start professional', 'mind start professional relationship', 'mind start professional relationship way', 'start', 'start professional', 'start professional relationship', 'start professional relationship way', 'professional', 'professional relationship', 'professional relationship way', 'relationship', 'relationship way', 'way']",0,0,1,0.08333333333333333
190186,"I'm completely scarred up and look worst than I did before having surgery with Dr. Griffin, no bedside manor and completely unprofessional.",1,completely scarred look bad have surgery griffe no bedside manor completely professional,"['completely', 'completely scarred', 'completely scarred look', 'completely scarred look bad', 'completely scarred look bad have', 'completely scarred look bad have surgery', 'completely scarred look bad have surgery griffe', 'completely scarred look bad have surgery griffe no', 'completely scarred look bad have surgery griffe no bedside', 'completely scarred look bad have surgery griffe no bedside manor', 'completely scarred look bad have surgery griffe no bedside manor completely', 'completely scarred look bad have surgery griffe no bedside manor completely professional', 'scarred', 'scarred look', 'scarred look bad', 'scarred look bad have', 'scarred look bad have surgery', 'scarred look bad have surgery griffe', 'scarred look bad have surgery griffe no', 'scarred look bad have surgery griffe no bedside', 'scarred look bad have surgery griffe no bedside manor', 'scarred look bad have surgery griffe no bedside manor completely', 'scarred look bad have surgery griffe no bedside manor completely professional', 'look', 'look bad', 'look bad have', 'look bad have surgery', 'look bad have surgery griffe', 'look bad have surgery griffe no', 'look bad have surgery griffe no bedside', 'look bad have surgery griffe no bedside manor', 'look bad have surgery griffe no bedside manor completely', 'look bad have surgery griffe no bedside manor completely professional', 'bad', 'bad have', 'bad have surgery', 'bad have surgery griffe', 'bad have surgery griffe no', 'bad have surgery griffe no bedside', 'bad have surgery griffe no bedside manor', 'bad have surgery griffe no bedside manor completely', 'bad have surgery griffe no bedside manor completely professional', 'have', 'have surgery', 'have surgery griffe', 'have surgery griffe no', 'have surgery griffe no bedside', 'have surgery griffe no bedside manor', 'have surgery griffe no bedside manor completely', 'have surgery griffe no bedside manor completely professional', 'surgery', 'surgery griffe', 'surgery griffe no', 'surgery griffe no bedside', 'surgery griffe no bedside manor', 'surgery griffe no bedside manor completely', 'surgery griffe no bedside manor completely professional', 'griffe', 'griffe no', 'griffe no bedside', 'griffe no bedside manor', 'griffe no bedside manor completely', 'griffe no bedside manor completely professional', 'no', 'no bedside', 'no bedside manor', 'no bedside manor completely', 'no bedside manor completely professional', 'bedside', 'bedside manor', 'bedside manor completely', 'bedside manor completely professional', 'manor', 'manor completely', 'manor completely professional', 'completely', 'completely professional', 'professional']",0,0,1,0.024691358024691357
84935,"The surgery center was really nice and like a well oiled machine - I did not wait at all, everyone was incredibly professional,",0,surgery center nice like oil machine not wait incredibly professional,"['surgery', 'surgery center', 'surgery center nice', 'surgery center nice like', 'surgery center nice like oil', 'surgery center nice like oil machine', 'surgery center nice like oil machine not', 'surgery center nice like oil machine not wait', 'surgery center nice like oil machine not wait incredibly', 'surgery center nice like oil machine not wait incredibly professional', 'center', 'center nice', 'center nice like', 'center nice like oil', 'center nice like oil machine', 'center nice like oil machine not', 'center nice like oil machine not wait', 'center nice like oil machine not wait incredibly', 'center nice like oil machine not wait incredibly professional', 'nice', 'nice like', 'nice like oil', 'nice like oil machine', 'nice like oil machine not', 'nice like oil machine not wait', 'nice like oil machine not wait incredibly', 'nice like oil machine not wait incredibly professional', 'like', 'like oil', 'like oil machine', 'like oil machine not', 'like oil machine not wait', 'like oil machine not wait incredibly', 'like oil machine not wait incredibly professional', 'oil', 'oil machine', 'oil machine not', 'oil machine not wait', 'oil machine not wait incredibly', 'oil machine not wait incredibly professional', 'machine', 'machine not', 'machine not wait', 'machine not wait incredibly', 'machine not wait incredibly professional', 'not', 'not wait', 'not wait incredibly', 'not wait incredibly professional', 'wait', 'wait incredibly', 'wait incredibly professional', 'incredibly', 'incredibly professional', 'professional']",0,0,1,0.034482758620689655
135628,Dr Gains and his staff were the most helpful and informative professionals I have had the pleasure of dealing with they took the time,0,gain staff helpful information professional pleasure deal take time,"['gain', 'gain staff', 'gain staff helpful', 'gain staff helpful information', 'gain staff helpful information professional', 'gain staff helpful information professional pleasure', 'gain staff helpful information professional pleasure deal', 'gain staff helpful information professional pleasure deal take', 'gain staff helpful information professional pleasure deal take time', 'staff', 'staff helpful', 'staff helpful information', 'staff helpful information professional', 'staff helpful information professional pleasure', 'staff helpful information professional pleasure deal', 'staff helpful information professional pleasure deal take', 'staff helpful information professional pleasure deal take time', 'helpful', 'helpful information', 'helpful information professional', 'helpful information professional pleasure', 'helpful information professional pleasure deal', 'helpful information professional pleasure deal take', 'helpful information professional pleasure deal take time', 'information', 'information professional', 'information professional pleasure', 'information professional pleasure deal', 'information professional pleasure deal take', 'information professional pleasure deal take time', 'professional', 'professional pleasure', 'professional pleasure deal', 'professional pleasure deal take', 'professional pleasure deal take time', 'pleasure', 'pleasure deal', 'pleasure deal take', 'pleasure deal take time', 'deal', 'deal take', 'deal take time', 'take', 'take time', 'time']",0,0,1,0.041666666666666664
59336,"He was very professional, explained things to me clearly and steered me in the right direction to get help.",0,professional explain thing clearly steer right direction help,"['professional', 'professional explain', 'professional explain thing', 'professional explain thing clearly', 'professional explain thing clearly steer', 'professional explain thing clearly steer right', 'professional explain thing clearly steer right direction', 'professional explain thing clearly steer right direction help', 'explain', 'explain thing', 'explain thing clearly', 'explain thing clearly steer', 'explain thing clearly steer right', 'explain thing clearly steer right direction', 'explain thing clearly steer right direction help', 'thing', 'thing clearly', 'thing clearly steer', 'thing clearly steer right', 'thing clearly steer right direction', 'thing clearly steer right direction help', 'clearly', 'clearly steer', 'clearly steer right', 'clearly steer right direction', 'clearly steer right direction help', 'steer', 'steer right', 'steer right direction', 'steer right direction help', 'right', 'right direction', 'right direction help', 'direction', 'direction help', 'help']",0,0,1,0.05128205128205128
60397,"He is very understanding, knowledgeable, and professional.",0,understanding knowledgeable professional,"['understanding', 'understanding knowledgeable', 'understanding knowledgeable professional', 'knowledgeable', 'knowledgeable professional', 'professional']",0,0,1,0.2222222222222222
106287,One of the best doctors around - personable and kind - great rapport with her staff and patients - provides top-notch 'service'.,0,good doctor personal kind great support staff patient provide ace service,"['good', 'good doctor', 'good doctor personal', 'good doctor personal kind', 'good doctor personal kind great', 'good doctor personal kind great support', 'good doctor personal kind great support staff', 'good doctor personal kind great support staff patient', 'good doctor personal kind great support staff patient provide', 'good doctor personal kind great support staff patient provide ace', 'good doctor personal kind great support staff patient provide ace service', 'doctor', 'doctor personal', 'doctor personal kind', 'doctor personal kind great', 'doctor personal kind great support', 'doctor personal kind great support staff', 'doctor personal kind great support staff patient', 'doctor personal kind great support staff patient provide', 'doctor personal kind great support staff patient provide ace', 'doctor personal kind great support staff patient provide ace service', 'personal', 'personal kind', 'personal kind great', 'personal kind great support', 'personal kind great support staff', 'personal kind great support staff patient', 'personal kind great support staff patient provide', 'personal kind great support staff patient provide ace', 'personal kind great support staff patient provide ace service', 'kind', 'kind great', 'kind great support', 'kind great support staff', 'kind great support staff patient', 'kind great support staff patient provide', 'kind great support staff patient provide ace', 'kind great support staff patient provide ace service', 'great', 'great support', 'great support staff', 'great support staff patient', 'great support staff patient provide', 'great support staff patient provide ace', 'great support staff patient provide ace service', 'support', 'support staff', 'support staff patient', 'support staff patient provide', 'support staff patient provide ace', 'support staff patient provide ace service', 'staff', 'staff patient', 'staff patient provide', 'staff patient provide ace', 'staff patient provide ace service', 'patient', 'patient provide', 'patient provide ace', 'patient provide ace service', 'provide', 'provide ace', 'provide ace service', 'ace', 'ace service', 'service']",1,0,0,0.028985507246376812
160244,"He was professional, kind and made me feel at ease from the time of my consult to surgery and post op.",0,professional kind feel ease time consult surgery post op,"['professional', 'professional kind', 'professional kind feel', 'professional kind feel ease', 'professional kind feel ease time', 'professional kind feel ease time consult', 'professional kind feel ease time consult surgery', 'professional kind feel ease time consult surgery post', 'professional kind feel ease time consult surgery post op', 'kind', 'kind feel', 'kind feel ease', 'kind feel ease time', 'kind feel ease time consult', 'kind feel ease time consult surgery', 'kind feel ease time consult surgery post', 'kind feel ease time consult surgery post op', 'feel', 'feel ease', 'feel ease time', 'feel ease time consult', 'feel ease time consult surgery', 'feel ease time consult surgery post', 'feel ease time consult surgery post op', 'ease', 'ease time', 'ease time consult', 'ease time consult surgery', 'ease time consult surgery post', 'ease time consult surgery post op', 'time', 'time consult', 'time consult surgery', 'time consult surgery post', 'time consult surgery post op', 'consult', 'consult surgery', 'consult surgery post', 'consult surgery post op', 'surgery', 'surgery post', 'surgery post op', 'post', 'post op', 'op']",0,0,1,0.041666666666666664
119971,Dr. Brackup and his team were warm and professional from the first visit.,0,team warm professional visit,"['team', 'team warm', 'team warm professional', 'team warm professional visit', 'warm', 'warm professional', 'warm professional visit', 'professional', 'professional visit', 'visit']",0,0,1,0.15384615384615385
100160,Professional and nice.,0,professional nice,"['professional', 'professional nice', 'nice']",0,0,1,0.3333333333333333
130582,and surgical skills scars barely noticeable entire staff very professional and helpful.,0,surgical skill scar barely noticeable entire staff professional helpful,"['surgical', 'surgical skill', 'surgical skill scar', 'surgical skill scar barely', 'surgical skill scar barely noticeable', 'surgical skill scar barely noticeable entire', 'surgical skill scar barely noticeable entire staff', 'surgical skill scar barely noticeable entire staff professional', 'surgical skill scar barely noticeable entire staff professional helpful', 'skill', 'skill scar', 'skill scar barely', 'skill scar barely noticeable', 'skill scar barely noticeable entire', 'skill scar barely noticeable entire staff', 'skill scar barely noticeable entire staff professional', 'skill scar barely noticeable entire staff professional helpful', 'scar', 'scar barely', 'scar barely noticeable', 'scar barely noticeable entire', 'scar barely noticeable entire staff', 'scar barely noticeable entire staff professional', 'scar barely noticeable entire staff professional helpful', 'barely', 'barely noticeable', 'barely noticeable entire', 'barely noticeable entire staff', 'barely noticeable entire staff professional', 'barely noticeable entire staff professional helpful', 'noticeable', 'noticeable entire', 'noticeable entire staff', 'noticeable entire staff professional', 'noticeable entire staff professional helpful', 'entire', 'entire staff', 'entire staff professional', 'entire staff professional helpful', 'staff', 'staff professional', 'staff professional helpful', 'professional', 'professional helpful', 'helpful']",0,0,1,0.041666666666666664
101817,Dr Yim is always professional and courteous.,0,professional courteous,"['professional', 'professional courteous', 'courteous']",0,0,1,0.3333333333333333
102414,"Dr. Ortega possesses every attribute one needs in a healthcare professional: Intelligence, Kindness, and Empathetic.",0,attribute need healthcare professional intelligence kindness sympathetic,"['attribute', 'attribute need', 'attribute need healthcare', 'attribute need healthcare professional', 'attribute need healthcare professional intelligence', 'attribute need healthcare professional intelligence kindness', 'attribute need healthcare professional intelligence kindness sympathetic', 'need', 'need healthcare', 'need healthcare professional', 'need healthcare professional intelligence', 'need healthcare professional intelligence kindness', 'need healthcare professional intelligence kindness sympathetic', 'healthcare', 'healthcare professional', 'healthcare professional intelligence', 'healthcare professional intelligence kindness', 'healthcare professional intelligence kindness sympathetic', 'professional', 'professional intelligence', 'professional intelligence kindness', 'professional intelligence kindness sympathetic', 'intelligence', 'intelligence kindness', 'intelligence kindness sympathetic', 'kindness', 'kindness sympathetic', 'sympathetic']",0,0,1,0.06451612903225806
125436,"Aside from the outstanding results of the surgery, Dr. Nayak is one of the warmest and most personable surgeons I've met.",0,aside outstanding result surgery naval warm personal surgeon meet,"['aside', 'aside outstanding', 'aside outstanding result', 'aside outstanding result surgery', 'aside outstanding result surgery naval', 'aside outstanding result surgery naval warm', 'aside outstanding result surgery naval warm personal', 'aside outstanding result surgery naval warm personal surgeon', 'aside outstanding result surgery naval warm personal surgeon meet', 'outstanding', 'outstanding result', 'outstanding result surgery', 'outstanding result surgery naval', 'outstanding result surgery naval warm', 'outstanding result surgery naval warm personal', 'outstanding result surgery naval warm personal surgeon', 'outstanding result surgery naval warm personal surgeon meet', 'result', 'result surgery', 'result surgery naval', 'result surgery naval warm', 'result surgery naval warm personal', 'result surgery naval warm personal surgeon', 'result surgery naval warm personal surgeon meet', 'surgery', 'surgery naval', 'surgery naval warm', 'surgery naval warm personal', 'surgery naval warm personal surgeon', 'surgery naval warm personal surgeon meet', 'naval', 'naval warm', 'naval warm personal', 'naval warm personal surgeon', 'naval warm personal surgeon meet', 'warm', 'warm personal', 'warm personal surgeon', 'warm personal surgeon meet', 'personal', 'personal surgeon', 'personal surgeon meet', 'surgeon', 'surgeon meet', 'meet']",1,0,0,0.041666666666666664
134582,"The office decor is beautifully detailed and the atmosphere is kept pristine and professional, while making one feel at ""home"".",0,office door beautifully detail atmosphere keep printing professional make feel home,"['office', 'office door', 'office door beautifully', 'office door beautifully detail', 'office door beautifully detail atmosphere', 'office door beautifully detail atmosphere keep', 'office door beautifully detail atmosphere keep printing', 'office door beautifully detail atmosphere keep printing professional', 'office door beautifully detail atmosphere keep printing professional make', 'office door beautifully detail atmosphere keep printing professional make feel', 'office door beautifully detail atmosphere keep printing professional make feel home', 'door', 'door beautifully', 'door beautifully detail', 'door beautifully detail atmosphere', 'door beautifully detail atmosphere keep', 'door beautifully detail atmosphere keep printing', 'door beautifully detail atmosphere keep printing professional', 'door beautifully detail atmosphere keep printing professional make', 'door beautifully detail atmosphere keep printing professional make feel', 'door beautifully detail atmosphere keep printing professional make feel home', 'beautifully', 'beautifully detail', 'beautifully detail atmosphere', 'beautifully detail atmosphere keep', 'beautifully detail atmosphere keep printing', 'beautifully detail atmosphere keep printing professional', 'beautifully detail atmosphere keep printing professional make', 'beautifully detail atmosphere keep printing professional make feel', 'beautifully detail atmosphere keep printing professional make feel home', 'detail', 'detail atmosphere', 'detail atmosphere keep', 'detail atmosphere keep printing', 'detail atmosphere keep printing professional', 'detail atmosphere keep printing professional make', 'detail atmosphere keep printing professional make feel', 'detail atmosphere keep printing professional make feel home', 'atmosphere', 'atmosphere keep', 'atmosphere keep printing', 'atmosphere keep printing professional', 'atmosphere keep printing professional make', 'atmosphere keep printing professional make feel', 'atmosphere keep printing professional make feel home', 'keep', 'keep printing', 'keep printing professional', 'keep printing professional make', 'keep printing professional make feel', 'keep printing professional make feel home', 'printing', 'printing professional', 'printing professional make', 'printing professional make feel', 'printing professional make feel home', 'professional', 'professional make', 'professional make feel', 'professional make feel home', 'make', 'make feel', 'make feel home', 'feel', 'feel home', 'home']",0,0,1,0.028985507246376812
128323,Their options in scheduling follow-up appointments are VERY --limited and not compatible with employed professionals.,1,option schelling follow appointment limited not compatible employ professional,"['option', 'option schelling', 'option schelling follow', 'option schelling follow appointment', 'option schelling follow appointment limited', 'option schelling follow appointment limited not', 'option schelling follow appointment limited not compatible', 'option schelling follow appointment limited not compatible employ', 'option schelling follow appointment limited not compatible employ professional', 'schelling', 'schelling follow', 'schelling follow appointment', 'schelling follow appointment limited', 'schelling follow appointment limited not', 'schelling follow appointment limited not compatible', 'schelling follow appointment limited not compatible employ', 'schelling follow appointment limited not compatible employ professional', 'follow', 'follow appointment', 'follow appointment limited', 'follow appointment limited not', 'follow appointment limited not compatible', 'follow appointment limited not compatible employ', 'follow appointment limited not compatible employ professional', 'appointment', 'appointment limited', 'appointment limited not', 'appointment limited not compatible', 'appointment limited not compatible employ', 'appointment limited not compatible employ professional', 'limited', 'limited not', 'limited not compatible', 'limited not compatible employ', 'limited not compatible employ professional', 'not', 'not compatible', 'not compatible employ', 'not compatible employ professional', 'compatible', 'compatible employ', 'compatible employ professional', 'employ', 'employ professional', 'professional']",0,0,1,0.041666666666666664
169141,"April Stocker PA was very personable, adeptly skilled, and readily available every time I reached out.",0,stock pa personal competently skilled readily available time reach,"['stock', 'stock pa', 'stock pa personal', 'stock pa personal competently', 'stock pa personal competently skilled', 'stock pa personal competently skilled readily', 'stock pa personal competently skilled readily available', 'stock pa personal competently skilled readily available time', 'stock pa personal competently skilled readily available time reach', 'pa', 'pa personal', 'pa personal competently', 'pa personal competently skilled', 'pa personal competently skilled readily', 'pa personal competently skilled readily available', 'pa personal competently skilled readily available time', 'pa personal competently skilled readily available time reach', 'personal', 'personal competently', 'personal competently skilled', 'personal competently skilled readily', 'personal competently skilled readily available', 'personal competently skilled readily available time', 'personal competently skilled readily available time reach', 'competently', 'competently skilled', 'competently skilled readily', 'competently skilled readily available', 'competently skilled readily available time', 'competently skilled readily available time reach', 'skilled', 'skilled readily', 'skilled readily available', 'skilled readily available time', 'skilled readily available time reach', 'readily', 'readily available', 'readily available time', 'readily available time reach', 'available', 'available time', 'available time reach', 'time', 'time reach', 'reach']",1,0,0,0.041666666666666664
111576,they have been awesome from both a professional and personal standpoint.,0,amazing professional personal point of view,"['amazing', 'amazing professional', 'amazing professional personal', 'amazing professional personal point', 'amazing professional personal point of', 'amazing professional personal point of view', 'professional', 'professional personal', 'professional personal point', 'professional personal point of', 'professional personal point of view', 'personal', 'personal point', 'personal point of', 'personal point of view', 'point', 'point of', 'point of view', 'of', 'of view', 'view']",1,0,1,0.16666666666666666
90445,"From the consultation, thru the pre and post-op, he and his team were patient, professional",0,consultation thousand pre rostov team patient professional,"['consultation', 'consultation thousand', 'consultation thousand pre', 'consultation thousand pre rostov', 'consultation thousand pre rostov team', 'consultation thousand pre rostov team patient', 'consultation thousand pre rostov team patient professional', 'thousand', 'thousand pre', 'thousand pre rostov', 'thousand pre rostov team', 'thousand pre rostov team patient', 'thousand pre rostov team patient professional', 'pre', 'pre rostov', 'pre rostov team', 'pre rostov team patient', 'pre rostov team patient professional', 'rostov', 'rostov team', 'rostov team patient', 'rostov team patient professional', 'team', 'team patient', 'team patient professional', 'patient', 'patient professional', 'professional']",0,0,1,0.06451612903225806
126043,This office was very professional yet not in a high brow fashion.,0,office professional not high brow fashion,"['office', 'office professional', 'office professional not', 'office professional not high', 'office professional not high brow', 'office professional not high brow fashion', 'professional', 'professional not', 'professional not high', 'professional not high brow', 'professional not high brow fashion', 'not', 'not high', 'not high brow', 'not high brow fashion', 'high', 'high brow', 'high brow fashion', 'brow', 'brow fashion', 'fashion']",0,0,1,0.08333333333333333
126189,Great professional and Personal skills.,0,great professional personal skill,"['great', 'great professional', 'great professional personal', 'great professional personal skill', 'professional', 'professional personal', 'professional personal skill', 'personal', 'personal skill', 'skill']",1,0,1,0.3076923076923077
102722,"Very friendly staff and professional, Had a kinda emergency situation, got me right in for surgery, very satisfied with results!",0,friendly staff professional kind emergency situation get right surgery satisfy result,"['friendly', 'friendly staff', 'friendly staff professional', 'friendly staff professional kind', 'friendly staff professional kind emergency', 'friendly staff professional kind emergency situation', 'friendly staff professional kind emergency situation get', 'friendly staff professional kind emergency situation get right', 'friendly staff professional kind emergency situation get right surgery', 'friendly staff professional kind emergency situation get right surgery satisfy', 'friendly staff professional kind emergency situation get right surgery satisfy result', 'staff', 'staff professional', 'staff professional kind', 'staff professional kind emergency', 'staff professional kind emergency situation', 'staff professional kind emergency situation get', 'staff professional kind emergency situation get right', 'staff professional kind emergency situation get right surgery', 'staff professional kind emergency situation get right surgery satisfy', 'staff professional kind emergency situation get right surgery satisfy result', 'professional', 'professional kind', 'professional kind emergency', 'professional kind emergency situation', 'professional kind emergency situation get', 'professional kind emergency situation get right', 'professional kind emergency situation get right surgery', 'professional kind emergency situation get right surgery satisfy', 'professional kind emergency situation get right surgery satisfy result', 'kind', 'kind emergency', 'kind emergency situation', 'kind emergency situation get', 'kind emergency situation get right', 'kind emergency situation get right surgery', 'kind emergency situation get right surgery satisfy', 'kind emergency situation get right surgery satisfy result', 'emergency', 'emergency situation', 'emergency situation get', 'emergency situation get right', 'emergency situation get right surgery', 'emergency situation get right surgery satisfy', 'emergency situation get right surgery satisfy result', 'situation', 'situation get', 'situation get right', 'situation get right surgery', 'situation get right surgery satisfy', 'situation get right surgery satisfy result', 'get', 'get right', 'get right surgery', 'get right surgery satisfy', 'get right surgery satisfy result', 'right', 'right surgery', 'right surgery satisfy', 'right surgery satisfy result', 'surgery', 'surgery satisfy', 'surgery satisfy result', 'satisfy', 'satisfy result', 'result']",0,0,1,0.028985507246376812
99678,Great staff and Dr. ness was very professional .,0,great staff cape professional,"['great', 'great staff', 'great staff cape', 'great staff cape professional', 'staff', 'staff cape', 'staff cape professional', 'cape', 'cape professional', 'professional']",0,0,1,0.15384615384615385
135736,Dr. Lewis was very personable and did a fine job on my back problem.,0,personal fine job problem,"['personal', 'personal fine', 'personal fine job', 'personal fine job problem', 'fine', 'fine job', 'fine job problem', 'job', 'job problem', 'problem']",1,0,0,0.15384615384615385
78763,Dr Phillip Gracia is a very personable doctor.,0,personal,['personal'],1,0,0,0.5
182333,"Very confident, professional and would see him if you want your pain issues resolved.",0,confident professional want pain issue resolve,"['confident', 'confident professional', 'confident professional want', 'confident professional want pain', 'confident professional want pain issue', 'confident professional want pain issue resolve', 'professional', 'professional want', 'professional want pain', 'professional want pain issue', 'professional want pain issue resolve', 'want', 'want pain', 'want pain issue', 'want pain issue resolve', 'pain', 'pain issue', 'pain issue resolve', 'issue', 'issue resolve', 'resolve']",0,0,1,0.08333333333333333
126430,"A rare find in the medical profession, Dr. Dalena is knowledgeable, professional",0,rare find medical profession knowledgeable professional,"['rare', 'rare find', 'rare find medical', 'rare find medical profession', 'rare find medical profession knowledgeable', 'rare find medical profession knowledgeable professional', 'find', 'find medical', 'find medical profession', 'find medical profession knowledgeable', 'find medical profession knowledgeable professional', 'medical', 'medical profession', 'medical profession knowledgeable', 'medical profession knowledgeable professional', 'profession', 'profession knowledgeable', 'profession knowledgeable professional', 'knowledgeable', 'knowledgeable professional', 'professional']",0,0,1,0.08333333333333333
99325,Dr. McLeod is always professional and friendly.,0,professional friendly,"['professional', 'professional friendly', 'friendly']",0,0,1,0.3333333333333333
61357,"Very friendly, open, personable, and knowledgeable.",0,friendly open personal knowledgeable,"['friendly', 'friendly open', 'friendly open personal', 'friendly open personal knowledgeable', 'open', 'open personal', 'open personal knowledgeable', 'personal', 'personal knowledgeable', 'knowledgeable']",1,0,0,0.15384615384615385
89144,I felt that dr.khemsara was personable,0,feel drkhemsara personal,"['feel', 'feel drkhemsara', 'feel drkhemsara personal', 'drkhemsara', 'drkhemsara personal', 'personal']",1,0,0,0.2222222222222222
82512,"Advanced Cosmetic and Surgery Center is a professional office that offers consultations, treatments, the latest skincare products",0,advance cosmetic surgery center professional office offer consultation treatment late sincere product,"['advance', 'advance cosmetic', 'advance cosmetic surgery', 'advance cosmetic surgery center', 'advance cosmetic surgery center professional', 'advance cosmetic surgery center professional office', 'advance cosmetic surgery center professional office offer', 'advance cosmetic surgery center professional office offer consultation', 'advance cosmetic surgery center professional office offer consultation treatment', 'advance cosmetic surgery center professional office offer consultation treatment late', 'advance cosmetic surgery center professional office offer consultation treatment late sincere', 'advance cosmetic surgery center professional office offer consultation treatment late sincere product', 'cosmetic', 'cosmetic surgery', 'cosmetic surgery center', 'cosmetic surgery center professional', 'cosmetic surgery center professional office', 'cosmetic surgery center professional office offer', 'cosmetic surgery center professional office offer consultation', 'cosmetic surgery center professional office offer consultation treatment', 'cosmetic surgery center professional office offer consultation treatment late', 'cosmetic surgery center professional office offer consultation treatment late sincere', 'cosmetic surgery center professional office offer consultation treatment late sincere product', 'surgery', 'surgery center', 'surgery center professional', 'surgery center professional office', 'surgery center professional office offer', 'surgery center professional office offer consultation', 'surgery center professional office offer consultation treatment', 'surgery center professional office offer consultation treatment late', 'surgery center professional office offer consultation treatment late sincere', 'surgery center professional office offer consultation treatment late sincere product', 'center', 'center professional', 'center professional office', 'center professional office offer', 'center professional office offer consultation', 'center professional office offer consultation treatment', 'center professional office offer consultation treatment late', 'center professional office offer consultation treatment late sincere', 'center professional office offer consultation treatment late sincere product', 'professional', 'professional office', 'professional office offer', 'professional office offer consultation', 'professional office offer consultation treatment', 'professional office offer consultation treatment late', 'professional office offer consultation treatment late sincere', 'professional office offer consultation treatment late sincere product', 'office', 'office offer', 'office offer consultation', 'office offer consultation treatment', 'office offer consultation treatment late', 'office offer consultation treatment late sincere', 'office offer consultation treatment late sincere product', 'offer', 'offer consultation', 'offer consultation treatment', 'offer consultation treatment late', 'offer consultation treatment late sincere', 'offer consultation treatment late sincere product', 'consultation', 'consultation treatment', 'consultation treatment late', 'consultation treatment late sincere', 'consultation treatment late sincere product', 'treatment', 'treatment late', 'treatment late sincere', 'treatment late sincere product', 'late', 'late sincere', 'late sincere product', 'sincere', 'sincere product', 'product']",0,0,1,0.024691358024691357
165173,Very professional and humble man.,0,professional humble man,"['professional', 'professional humble', 'professional humble man', 'humble', 'humble man', 'man']",0,0,1,0.2222222222222222
98326,The woman who worked with me was very personable and seemed helpful.,0,woman work personal helpful,"['woman', 'woman work', 'woman work personal', 'woman work personal helpful', 'work', 'work personal', 'work personal helpful', 'personal', 'personal helpful', 'helpful']",1,0,0,0.15384615384615385
135818,"My experience was one like being with my own family Doctor.The Staff was incredible, very professional",0,experience like family doctorthe staff incredible professional,"['experience', 'experience like', 'experience like family', 'experience like family doctorthe', 'experience like family doctorthe staff', 'experience like family doctorthe staff incredible', 'experience like family doctorthe staff incredible professional', 'like', 'like family', 'like family doctorthe', 'like family doctorthe staff', 'like family doctorthe staff incredible', 'like family doctorthe staff incredible professional', 'family', 'family doctorthe', 'family doctorthe staff', 'family doctorthe staff incredible', 'family doctorthe staff incredible professional', 'doctorthe', 'doctorthe staff', 'doctorthe staff incredible', 'doctorthe staff incredible professional', 'staff', 'staff incredible', 'staff incredible professional', 'incredible', 'incredible professional', 'professional']",0,0,1,0.06451612903225806
99495,Very professional and friendly and does not put surgery if there is another way.,0,professional friendly not surgery way,"['professional', 'professional friendly', 'professional friendly not', 'professional friendly not surgery', 'professional friendly not surgery way', 'friendly', 'friendly not', 'friendly not surgery', 'friendly not surgery way', 'not', 'not surgery', 'not surgery way', 'surgery', 'surgery way', 'way']",0,0,1,0.1111111111111111
164412,"Sabouni gave me the facts and her professional opinion,",0,abound give fact professional opinion,"['abound', 'abound give', 'abound give fact', 'abound give fact professional', 'abound give fact professional opinion', 'give', 'give fact', 'give fact professional', 'give fact professional opinion', 'fact', 'fact professional', 'fact professional opinion', 'professional', 'professional opinion', 'opinion']",0,0,1,0.1111111111111111
87315,"Office staff were very professional, I was called to the back quickly and the assistant as well as the Dr were kind, competent",0,office staff professional call quickly assistant kind competent,"['office', 'office staff', 'office staff professional', 'office staff professional call', 'office staff professional call quickly', 'office staff professional call quickly assistant', 'office staff professional call quickly assistant kind', 'office staff professional call quickly assistant kind competent', 'staff', 'staff professional', 'staff professional call', 'staff professional call quickly', 'staff professional call quickly assistant', 'staff professional call quickly assistant kind', 'staff professional call quickly assistant kind competent', 'professional', 'professional call', 'professional call quickly', 'professional call quickly assistant', 'professional call quickly assistant kind', 'professional call quickly assistant kind competent', 'call', 'call quickly', 'call quickly assistant', 'call quickly assistant kind', 'call quickly assistant kind competent', 'quickly', 'quickly assistant', 'quickly assistant kind', 'quickly assistant kind competent', 'assistant', 'assistant kind', 'assistant kind competent', 'kind', 'kind competent', 'competent']",0,0,1,0.05128205128205128
