commentId,comment,classification,comment_processed,word_phrase_list,no,no disappointment,disappointment,similarity_score
99368,He did not disappointment.,0,not disappointment,"['not', 'not disappointment', 'disappointment']",0,0,1,0.3333333333333333
190080,This man has no honor and no integrity.,1,man no honor no integrity,"['man', 'man no', 'man no honor', 'man no honor no', 'man no honor no integrity', 'no', 'no honor', 'no honor no', 'no honor no integrity', 'honor', 'honor no', 'honor no integrity', 'no', 'no integrity', 'integrity']",1,0,0,0.1111111111111111
88915,No surprises with this physician - straight forward and presented the best suitable options,0,no surprise doctor straight forward present good suitable option,"['no', 'no surprise', 'no surprise doctor', 'no surprise doctor straight', 'no surprise doctor straight forward', 'no surprise doctor straight forward present', 'no surprise doctor straight forward present good', 'no surprise doctor straight forward present good suitable', 'no surprise doctor straight forward present good suitable option', 'surprise', 'surprise doctor', 'surprise doctor straight', 'surprise doctor straight forward', 'surprise doctor straight forward present', 'surprise doctor straight forward present good', 'surprise doctor straight forward present good suitable', 'surprise doctor straight forward present good suitable option', 'doctor', 'doctor straight', 'doctor straight forward', 'doctor straight forward present', 'doctor straight forward present good', 'doctor straight forward present good suitable', 'doctor straight forward present good suitable option', 'straight', 'straight forward', 'straight forward present', 'straight forward present good', 'straight forward present good suitable', 'straight forward present good suitable option', 'forward', 'forward present', 'forward present good', 'forward present good suitable', 'forward present good suitable option', 'present', 'present good', 'present good suitable', 'present good suitable option', 'good', 'good suitable', 'good suitable option', 'suitable', 'suitable option', 'option']",1,0,0,0.041666666666666664
108120,"I have no qualm with the medical care, which thus far has been good.",0,no qualm medical care far good,"['no', 'no qualm', 'no qualm medical', 'no qualm medical care', 'no qualm medical care far', 'no qualm medical care far good', 'qualm', 'qualm medical', 'qualm medical care', 'qualm medical care far', 'qualm medical care far good', 'medical', 'medical care', 'medical care far', 'medical care far good', 'care', 'care far', 'care far good', 'far', 'far good', 'good']",1,0,0,0.08333333333333333
152440,But still I have no idea why I was not fully cured from my injuries.,1,no idea not fully cured injury,"['no', 'no idea', 'no idea not', 'no idea not fully', 'no idea not fully cured', 'no idea not fully cured injury', 'idea', 'idea not', 'idea not fully', 'idea not fully cured', 'idea not fully cured injury', 'not', 'not fully', 'not fully cured', 'not fully cured injury', 'fully', 'fully cured', 'fully cured injury', 'cured', 'cured injury', 'injury']",1,0,0,0.08333333333333333
173272,She said no one should be selling Botox at that price and threatened to report that business for running that price.,1,say no sell price threaten report business run price,"['say', 'say no', 'say no sell', 'say no sell price', 'say no sell price threaten', 'say no sell price threaten report', 'say no sell price threaten report business', 'say no sell price threaten report business run', 'say no sell price threaten report business run price', 'no', 'no sell', 'no sell price', 'no sell price threaten', 'no sell price threaten report', 'no sell price threaten report business', 'no sell price threaten report business run', 'no sell price threaten report business run price', 'sell', 'sell price', 'sell price threaten', 'sell price threaten report', 'sell price threaten report business', 'sell price threaten report business run', 'sell price threaten report business run price', 'price', 'price threaten', 'price threaten report', 'price threaten report business', 'price threaten report business run', 'price threaten report business run price', 'threaten', 'threaten report', 'threaten report business', 'threaten report business run', 'threaten report business run price', 'report', 'report business', 'report business run', 'report business run price', 'business', 'business run', 'business run price', 'run', 'run price', 'price']",1,0,0,0.041666666666666664
160913,where as at my previous clinic I transferred three times with no success.,1,previous clinic transfer time no success,"['previous', 'previous clinic', 'previous clinic transfer', 'previous clinic transfer time', 'previous clinic transfer time no', 'previous clinic transfer time no success', 'clinic', 'clinic transfer', 'clinic transfer time', 'clinic transfer time no', 'clinic transfer time no success', 'transfer', 'transfer time', 'transfer time no', 'transfer time no success', 'time', 'time no', 'time no success', 'no', 'no success', 'success']",1,0,0,0.08333333333333333
187738,"No faults, no complaints.",0,no fault no complaint,"['no', 'no fault', 'no fault no', 'no fault no complaint', 'fault', 'fault no', 'fault no complaint', 'no', 'no complaint', 'complaint']",1,0,0,0.15384615384615385
107716,"and we still don't have his clothes back, asked the nursing director, 2 other nurses, no response.",1,clothe ask nurse director nurse no response,"['clothe', 'clothe ask', 'clothe ask nurse', 'clothe ask nurse director', 'clothe ask nurse director nurse', 'clothe ask nurse director nurse no', 'clothe ask nurse director nurse no response', 'ask', 'ask nurse', 'ask nurse director', 'ask nurse director nurse', 'ask nurse director nurse no', 'ask nurse director nurse no response', 'nurse', 'nurse director', 'nurse director nurse', 'nurse director nurse no', 'nurse director nurse no response', 'director', 'director nurse', 'director nurse no', 'director nurse no response', 'nurse', 'nurse no', 'nurse no response', 'no', 'no response', 'response']",1,0,0,0.06451612903225806
61439,No disappointments.,0,no disappointment,"['no', 'no disappointment', 'disappointment']",1,1,1,1.0
135945,Super confident in getting good results and have no doubt whatsoever that Dr. Bansal will thrive and leave me looking phenomenal.,0,super confident get good result no doubt any thrive leave look phenomenon,"['super', 'super confident', 'super confident get', 'super confident get good', 'super confident get good result', 'super confident get good result no', 'super confident get good result no doubt', 'super confident get good result no doubt any', 'super confident get good result no doubt any thrive', 'super confident get good result no doubt any thrive leave', 'super confident get good result no doubt any thrive leave look', 'super confident get good result no doubt any thrive leave look phenomenon', 'confident', 'confident get', 'confident get good', 'confident get good result', 'confident get good result no', 'confident get good result no doubt', 'confident get good result no doubt any', 'confident get good result no doubt any thrive', 'confident get good result no doubt any thrive leave', 'confident get good result no doubt any thrive leave look', 'confident get good result no doubt any thrive leave look phenomenon', 'get', 'get good', 'get good result', 'get good result no', 'get good result no doubt', 'get good result no doubt any', 'get good result no doubt any thrive', 'get good result no doubt any thrive leave', 'get good result no doubt any thrive leave look', 'get good result no doubt any thrive leave look phenomenon', 'good', 'good result', 'good result no', 'good result no doubt', 'good result no doubt any', 'good result no doubt any thrive', 'good result no doubt any thrive leave', 'good result no doubt any thrive leave look', 'good result no doubt any thrive leave look phenomenon', 'result', 'result no', 'result no doubt', 'result no doubt any', 'result no doubt any thrive', 'result no doubt any thrive leave', 'result no doubt any thrive leave look', 'result no doubt any thrive leave look phenomenon', 'no', 'no doubt', 'no doubt any', 'no doubt any thrive', 'no doubt any thrive leave', 'no doubt any thrive leave look', 'no doubt any thrive leave look phenomenon', 'doubt', 'doubt any', 'doubt any thrive', 'doubt any thrive leave', 'doubt any thrive leave look', 'doubt any thrive leave look phenomenon', 'any', 'any thrive', 'any thrive leave', 'any thrive leave look', 'any thrive leave look phenomenon', 'thrive', 'thrive leave', 'thrive leave look', 'thrive leave look phenomenon', 'leave', 'leave look', 'leave look phenomenon', 'look', 'look phenomenon', 'phenomenon']",1,0,0,0.024691358024691357
116692,Six weeks later I awoke with no back pain for the first time in about ten years.,0,wake up no pain time,"['wake', 'wake up', 'wake up no', 'wake up no pain', 'wake up no pain time', 'up', 'up no', 'up no pain', 'up no pain time', 'no', 'no pain', 'no pain time', 'pain', 'pain time', 'time']",1,0,0,0.1111111111111111
141229,No unnecessary pressure.,0,no unnecessary pressure,"['no', 'no unnecessary', 'no unnecessary pressure', 'unnecessary', 'unnecessary pressure', 'pressure']",1,0,0,0.2222222222222222
162792,I was diagnosed w some kind of diabetes no one knows anything although two days before my,1,diagnose w kind diabetes no know,"['diagnose', 'diagnose w', 'diagnose w kind', 'diagnose w kind diabetes', 'diagnose w kind diabetes no', 'diagnose w kind diabetes no know', 'w', 'w kind', 'w kind diabetes', 'w kind diabetes no', 'w kind diabetes no know', 'kind', 'kind diabetes', 'kind diabetes no', 'kind diabetes no know', 'diabetes', 'diabetes no', 'diabetes no know', 'no', 'no know', 'know']",1,0,0,0.08333333333333333
111869,I no longer feel so self-conscious about myself.,0,no long feel selfconscious,"['no', 'no long', 'no long feel', 'no long feel selfconscious', 'long', 'long feel', 'long feel selfconscious', 'feel', 'feel selfconscious', 'selfconscious']",1,0,0,0.15384615384615385
185458,Solo que quisiera que dieran 3 dias porque pen lo personal 1 dia no es mucho.,1,solo que quisiera que doran dysprosium pursue pen lo personal no e,"['solo', 'solo que', 'solo que quisiera', 'solo que quisiera que', 'solo que quisiera que doran', 'solo que quisiera que doran dysprosium', 'solo que quisiera que doran dysprosium pursue', 'solo que quisiera que doran dysprosium pursue pen', 'solo que quisiera que doran dysprosium pursue pen lo', 'solo que quisiera que doran dysprosium pursue pen lo personal', 'solo que quisiera que doran dysprosium pursue pen lo personal no', 'solo que quisiera que doran dysprosium pursue pen lo personal no e', 'que', 'que quisiera', 'que quisiera que', 'que quisiera que doran', 'que quisiera que doran dysprosium', 'que quisiera que doran dysprosium pursue', 'que quisiera que doran dysprosium pursue pen', 'que quisiera que doran dysprosium pursue pen lo', 'que quisiera que doran dysprosium pursue pen lo personal', 'que quisiera que doran dysprosium pursue pen lo personal no', 'que quisiera que doran dysprosium pursue pen lo personal no e', 'quisiera', 'quisiera que', 'quisiera que doran', 'quisiera que doran dysprosium', 'quisiera que doran dysprosium pursue', 'quisiera que doran dysprosium pursue pen', 'quisiera que doran dysprosium pursue pen lo', 'quisiera que doran dysprosium pursue pen lo personal', 'quisiera que doran dysprosium pursue pen lo personal no', 'quisiera que doran dysprosium pursue pen lo personal no e', 'que', 'que doran', 'que doran dysprosium', 'que doran dysprosium pursue', 'que doran dysprosium pursue pen', 'que doran dysprosium pursue pen lo', 'que doran dysprosium pursue pen lo personal', 'que doran dysprosium pursue pen lo personal no', 'que doran dysprosium pursue pen lo personal no e', 'doran', 'doran dysprosium', 'doran dysprosium pursue', 'doran dysprosium pursue pen', 'doran dysprosium pursue pen lo', 'doran dysprosium pursue pen lo personal', 'doran dysprosium pursue pen lo personal no', 'doran dysprosium pursue pen lo personal no e', 'dysprosium', 'dysprosium pursue', 'dysprosium pursue pen', 'dysprosium pursue pen lo', 'dysprosium pursue pen lo personal', 'dysprosium pursue pen lo personal no', 'dysprosium pursue pen lo personal no e', 'pursue', 'pursue pen', 'pursue pen lo', 'pursue pen lo personal', 'pursue pen lo personal no', 'pursue pen lo personal no e', 'pen', 'pen lo', 'pen lo personal', 'pen lo personal no', 'pen lo personal no e', 'lo', 'lo personal', 'lo personal no', 'lo personal no e', 'personal', 'personal no', 'personal no e', 'no', 'no e', 'e']",1,0,0,0.024691358024691357
60904,No disappointments.,0,no disappointment,"['no', 'no disappointment', 'disappointment']",1,1,1,1.0
60658,No faults at all.,0,no fault,"['no', 'no fault', 'fault']",1,0,0,0.3333333333333333
169835,"I can walk my dog with no issues, and I do my cardio workouts and yoga as well as go hiking!",0,walk dog no issue card exercise hide,"['walk', 'walk dog', 'walk dog no', 'walk dog no issue', 'walk dog no issue card', 'walk dog no issue card exercise', 'walk dog no issue card exercise hide', 'dog', 'dog no', 'dog no issue', 'dog no issue card', 'dog no issue card exercise', 'dog no issue card exercise hide', 'no', 'no issue', 'no issue card', 'no issue card exercise', 'no issue card exercise hide', 'issue', 'issue card', 'issue card exercise', 'issue card exercise hide', 'card', 'card exercise', 'card exercise hide', 'exercise', 'exercise hide', 'hide']",1,0,0,0.06451612903225806
100802,"In spite of the response to my prior review, tepid though it was, there has been no written resolution to my issues.",1,spite response prior review lukewarm no write resolution issue,"['spite', 'spite response', 'spite response prior', 'spite response prior review', 'spite response prior review lukewarm', 'spite response prior review lukewarm no', 'spite response prior review lukewarm no write', 'spite response prior review lukewarm no write resolution', 'spite response prior review lukewarm no write resolution issue', 'response', 'response prior', 'response prior review', 'response prior review lukewarm', 'response prior review lukewarm no', 'response prior review lukewarm no write', 'response prior review lukewarm no write resolution', 'response prior review lukewarm no write resolution issue', 'prior', 'prior review', 'prior review lukewarm', 'prior review lukewarm no', 'prior review lukewarm no write', 'prior review lukewarm no write resolution', 'prior review lukewarm no write resolution issue', 'review', 'review lukewarm', 'review lukewarm no', 'review lukewarm no write', 'review lukewarm no write resolution', 'review lukewarm no write resolution issue', 'lukewarm', 'lukewarm no', 'lukewarm no write', 'lukewarm no write resolution', 'lukewarm no write resolution issue', 'no', 'no write', 'no write resolution', 'no write resolution issue', 'write', 'write resolution', 'write resolution issue', 'resolution', 'resolution issue', 'issue']",1,0,0,0.041666666666666664
102411,No Complains.,0,no complain,"['no', 'no complain', 'complain']",1,0,0,0.3333333333333333
116590,No more than one kind even if you're in chronic crippling pain.,1,no kind chronic cripple pain,"['no', 'no kind', 'no kind chronic', 'no kind chronic cripple', 'no kind chronic cripple pain', 'kind', 'kind chronic', 'kind chronic cripple', 'kind chronic cripple pain', 'chronic', 'chronic cripple', 'chronic cripple pain', 'cripple', 'cripple pain', 'pain']",1,0,0,0.1111111111111111
139772,Whenever I had a concern or question they were on call no matter what time or day it was.,0,concern question no matter time day,"['concern', 'concern question', 'concern question no', 'concern question no matter', 'concern question no matter time', 'concern question no matter time day', 'question', 'question no', 'question no matter', 'question no matter time', 'question no matter time day', 'no', 'no matter', 'no matter time', 'no matter time day', 'matter', 'matter time', 'matter time day', 'time', 'time day', 'day']",1,0,0,0.08333333333333333
117155,Then when you make a stink you get to talk with Margarita who is of no help at all!,1,stink talk margaret no help,"['stink', 'stink talk', 'stink talk margaret', 'stink talk margaret no', 'stink talk margaret no help', 'talk', 'talk margaret', 'talk margaret no', 'talk margaret no help', 'margaret', 'margaret no', 'margaret no help', 'no', 'no help', 'help']",1,0,0,0.1111111111111111
123893,"She has a wonderful, warm, positive, demeanor, coupled with a relaxed no rush bedside manner.",0,fantastic warm positive demeanor couple relax no rush bedside manner,"['fantastic', 'fantastic warm', 'fantastic warm positive', 'fantastic warm positive demeanor', 'fantastic warm positive demeanor couple', 'fantastic warm positive demeanor couple relax', 'fantastic warm positive demeanor couple relax no', 'fantastic warm positive demeanor couple relax no rush', 'fantastic warm positive demeanor couple relax no rush bedside', 'fantastic warm positive demeanor couple relax no rush bedside manner', 'warm', 'warm positive', 'warm positive demeanor', 'warm positive demeanor couple', 'warm positive demeanor couple relax', 'warm positive demeanor couple relax no', 'warm positive demeanor couple relax no rush', 'warm positive demeanor couple relax no rush bedside', 'warm positive demeanor couple relax no rush bedside manner', 'positive', 'positive demeanor', 'positive demeanor couple', 'positive demeanor couple relax', 'positive demeanor couple relax no', 'positive demeanor couple relax no rush', 'positive demeanor couple relax no rush bedside', 'positive demeanor couple relax no rush bedside manner', 'demeanor', 'demeanor couple', 'demeanor couple relax', 'demeanor couple relax no', 'demeanor couple relax no rush', 'demeanor couple relax no rush bedside', 'demeanor couple relax no rush bedside manner', 'couple', 'couple relax', 'couple relax no', 'couple relax no rush', 'couple relax no rush bedside', 'couple relax no rush bedside manner', 'relax', 'relax no', 'relax no rush', 'relax no rush bedside', 'relax no rush bedside manner', 'no', 'no rush', 'no rush bedside', 'no rush bedside manner', 'rush', 'rush bedside', 'rush bedside manner', 'bedside', 'bedside manner', 'manner']",1,0,0,0.034482758620689655
97334,Post surgery I had very little to no pain.,0,post surgery little no pain,"['post', 'post surgery', 'post surgery little', 'post surgery little no', 'post surgery little no pain', 'surgery', 'surgery little', 'surgery little no', 'surgery little no pain', 'little', 'little no', 'little no pain', 'no', 'no pain', 'pain']",1,0,0,0.1111111111111111
186092,No over-medication.,0,no overmedication,"['no', 'no overmedication', 'overmedication']",1,0,0,0.3333333333333333
157089,"Lipo is no joke, the massages are painful and good, sleep is horrible",1,lip no joke massage painful good sleep atrocious,"['lip', 'lip no', 'lip no joke', 'lip no joke massage', 'lip no joke massage painful', 'lip no joke massage painful good', 'lip no joke massage painful good sleep', 'lip no joke massage painful good sleep atrocious', 'no', 'no joke', 'no joke massage', 'no joke massage painful', 'no joke massage painful good', 'no joke massage painful good sleep', 'no joke massage painful good sleep atrocious', 'joke', 'joke massage', 'joke massage painful', 'joke massage painful good', 'joke massage painful good sleep', 'joke massage painful good sleep atrocious', 'massage', 'massage painful', 'massage painful good', 'massage painful good sleep', 'massage painful good sleep atrocious', 'painful', 'painful good', 'painful good sleep', 'painful good sleep atrocious', 'good', 'good sleep', 'good sleep atrocious', 'sleep', 'sleep atrocious', 'atrocious']",1,0,0,0.05128205128205128
161491,"My teeth started rotting, no matter how much I brushed or flossing!",1,tooth start trot no matter brush cross,"['tooth', 'tooth start', 'tooth start trot', 'tooth start trot no', 'tooth start trot no matter', 'tooth start trot no matter brush', 'tooth start trot no matter brush cross', 'start', 'start trot', 'start trot no', 'start trot no matter', 'start trot no matter brush', 'start trot no matter brush cross', 'trot', 'trot no', 'trot no matter', 'trot no matter brush', 'trot no matter brush cross', 'no', 'no matter', 'no matter brush', 'no matter brush cross', 'matter', 'matter brush', 'matter brush cross', 'brush', 'brush cross', 'cross']",1,0,0,0.06451612903225806
148613,"Which I have no information on anyway, no reminders were given for these ?missed appointments?",1,no information no reminder give miss appointment,"['no', 'no information', 'no information no', 'no information no reminder', 'no information no reminder give', 'no information no reminder give miss', 'no information no reminder give miss appointment', 'information', 'information no', 'information no reminder', 'information no reminder give', 'information no reminder give miss', 'information no reminder give miss appointment', 'no', 'no reminder', 'no reminder give', 'no reminder give miss', 'no reminder give miss appointment', 'reminder', 'reminder give', 'reminder give miss', 'reminder give miss appointment', 'give', 'give miss', 'give miss appointment', 'miss', 'miss appointment', 'appointment']",1,0,0,0.06451612903225806
157886,"After another exam, there was no evidence of cataracts.",1,examination no evidence attract,"['examination', 'examination no', 'examination no evidence', 'examination no evidence attract', 'no', 'no evidence', 'no evidence attract', 'evidence', 'evidence attract', 'attract']",1,0,0,0.15384615384615385
102566,"He answers any and all questions, no matter how silly you may think they are.",0,answer question no matter silly think,"['answer', 'answer question', 'answer question no', 'answer question no matter', 'answer question no matter silly', 'answer question no matter silly think', 'question', 'question no', 'question no matter', 'question no matter silly', 'question no matter silly think', 'no', 'no matter', 'no matter silly', 'no matter silly think', 'matter', 'matter silly', 'matter silly think', 'silly', 'silly think', 'think']",1,0,0,0.08333333333333333
168576,No rushing in or out.,0,no rush,"['no', 'no rush', 'rush']",1,0,0,0.3333333333333333
124381,"Gilbert?s devices to anyone, you will find no one better.",0,gilbert device find no good,"['gilbert', 'gilbert device', 'gilbert device find', 'gilbert device find no', 'gilbert device find no good', 'device', 'device find', 'device find no', 'device find no good', 'find', 'find no', 'find no good', 'no', 'no good', 'good']",1,0,0,0.1111111111111111
97410,At 11:15 I was still waiting with no word on when I would be taken in,1,wait no word take,"['wait', 'wait no', 'wait no word', 'wait no word take', 'no', 'no word', 'no word take', 'word', 'word take', 'take']",1,0,0,0.15384615384615385
142822,"Very pleased with the customer service, when we found no heartbeat at my 12 week ultrasound appointment I was consoled and felt comforted.",0,please customer service find no dear ultrasound appointment comfort feel comfort,"['please', 'please customer', 'please customer service', 'please customer service find', 'please customer service find no', 'please customer service find no dear', 'please customer service find no dear ultrasound', 'please customer service find no dear ultrasound appointment', 'please customer service find no dear ultrasound appointment comfort', 'please customer service find no dear ultrasound appointment comfort feel', 'please customer service find no dear ultrasound appointment comfort feel comfort', 'customer', 'customer service', 'customer service find', 'customer service find no', 'customer service find no dear', 'customer service find no dear ultrasound', 'customer service find no dear ultrasound appointment', 'customer service find no dear ultrasound appointment comfort', 'customer service find no dear ultrasound appointment comfort feel', 'customer service find no dear ultrasound appointment comfort feel comfort', 'service', 'service find', 'service find no', 'service find no dear', 'service find no dear ultrasound', 'service find no dear ultrasound appointment', 'service find no dear ultrasound appointment comfort', 'service find no dear ultrasound appointment comfort feel', 'service find no dear ultrasound appointment comfort feel comfort', 'find', 'find no', 'find no dear', 'find no dear ultrasound', 'find no dear ultrasound appointment', 'find no dear ultrasound appointment comfort', 'find no dear ultrasound appointment comfort feel', 'find no dear ultrasound appointment comfort feel comfort', 'no', 'no dear', 'no dear ultrasound', 'no dear ultrasound appointment', 'no dear ultrasound appointment comfort', 'no dear ultrasound appointment comfort feel', 'no dear ultrasound appointment comfort feel comfort', 'dear', 'dear ultrasound', 'dear ultrasound appointment', 'dear ultrasound appointment comfort', 'dear ultrasound appointment comfort feel', 'dear ultrasound appointment comfort feel comfort', 'ultrasound', 'ultrasound appointment', 'ultrasound appointment comfort', 'ultrasound appointment comfort feel', 'ultrasound appointment comfort feel comfort', 'appointment', 'appointment comfort', 'appointment comfort feel', 'appointment comfort feel comfort', 'comfort', 'comfort feel', 'comfort feel comfort', 'feel', 'feel comfort', 'comfort']",1,0,0,0.028985507246376812
175284,include the MRI and massive disappointment The front desk staff was mostly attentive and accommodating.,1,include mister massive disappointment desk staff attentive accommodation,"['include', 'include mister', 'include mister massive', 'include mister massive disappointment', 'include mister massive disappointment desk', 'include mister massive disappointment desk staff', 'include mister massive disappointment desk staff attentive', 'include mister massive disappointment desk staff attentive accommodation', 'mister', 'mister massive', 'mister massive disappointment', 'mister massive disappointment desk', 'mister massive disappointment desk staff', 'mister massive disappointment desk staff attentive', 'mister massive disappointment desk staff attentive accommodation', 'massive', 'massive disappointment', 'massive disappointment desk', 'massive disappointment desk staff', 'massive disappointment desk staff attentive', 'massive disappointment desk staff attentive accommodation', 'disappointment', 'disappointment desk', 'disappointment desk staff', 'disappointment desk staff attentive', 'disappointment desk staff attentive accommodation', 'desk', 'desk staff', 'desk staff attentive', 'desk staff attentive accommodation', 'staff', 'staff attentive', 'staff attentive accommodation', 'attentive', 'attentive accommodation', 'accommodation']",0,0,1,0.05128205128205128
151957,"There was no doubt with Dr. Ovchinsky even for a second, he just showed how he could perform the surgery",0,no doubt ovchinsky show perform surgery,"['no', 'no doubt', 'no doubt ovchinsky', 'no doubt ovchinsky show', 'no doubt ovchinsky show perform', 'no doubt ovchinsky show perform surgery', 'doubt', 'doubt ovchinsky', 'doubt ovchinsky show', 'doubt ovchinsky show perform', 'doubt ovchinsky show perform surgery', 'ovchinsky', 'ovchinsky show', 'ovchinsky show perform', 'ovchinsky show perform surgery', 'show', 'show perform', 'show perform surgery', 'perform', 'perform surgery', 'surgery']",1,0,0,0.08333333333333333
140189,I am no longer shaped like SpongeBob!!,0,no long shape like spongebob,"['no', 'no long', 'no long shape', 'no long shape like', 'no long shape like spongebob', 'long', 'long shape', 'long shape like', 'long shape like spongebob', 'shape', 'shape like', 'shape like spongebob', 'like', 'like spongebob', 'spongebob']",1,0,0,0.1111111111111111
128989,He helped my pain in my knee like no other dr could.,0,help pain knee like no,"['help', 'help pain', 'help pain knee', 'help pain knee like', 'help pain knee like no', 'pain', 'pain knee', 'pain knee like', 'pain knee like no', 'knee', 'knee like', 'knee like no', 'like', 'like no', 'no']",1,0,0,0.1111111111111111
151528,I have no idea how their services are because they never called me back!,1,no idea service call,"['no', 'no idea', 'no idea service', 'no idea service call', 'idea', 'idea service', 'idea service call', 'service', 'service call', 'call']",1,0,0,0.15384615384615385
69370,I no longer have leg pain and the extra benefit is that I am now comfortable wearing skirts!,0,no long leg pain extra benefit comfortable wear skirt,"['no', 'no long', 'no long leg', 'no long leg pain', 'no long leg pain extra', 'no long leg pain extra benefit', 'no long leg pain extra benefit comfortable', 'no long leg pain extra benefit comfortable wear', 'no long leg pain extra benefit comfortable wear skirt', 'long', 'long leg', 'long leg pain', 'long leg pain extra', 'long leg pain extra benefit', 'long leg pain extra benefit comfortable', 'long leg pain extra benefit comfortable wear', 'long leg pain extra benefit comfortable wear skirt', 'leg', 'leg pain', 'leg pain extra', 'leg pain extra benefit', 'leg pain extra benefit comfortable', 'leg pain extra benefit comfortable wear', 'leg pain extra benefit comfortable wear skirt', 'pain', 'pain extra', 'pain extra benefit', 'pain extra benefit comfortable', 'pain extra benefit comfortable wear', 'pain extra benefit comfortable wear skirt', 'extra', 'extra benefit', 'extra benefit comfortable', 'extra benefit comfortable wear', 'extra benefit comfortable wear skirt', 'benefit', 'benefit comfortable', 'benefit comfortable wear', 'benefit comfortable wear skirt', 'comfortable', 'comfortable wear', 'comfortable wear skirt', 'wear', 'wear skirt', 'skirt']",1,0,0,0.041666666666666664
99519,"I had no pain and o look totally natural, which was my main concern.",0,no pain o look wholly natural main concern,"['no', 'no pain', 'no pain o', 'no pain o look', 'no pain o look wholly', 'no pain o look wholly natural', 'no pain o look wholly natural main', 'no pain o look wholly natural main concern', 'pain', 'pain o', 'pain o look', 'pain o look wholly', 'pain o look wholly natural', 'pain o look wholly natural main', 'pain o look wholly natural main concern', 'o', 'o look', 'o look wholly', 'o look wholly natural', 'o look wholly natural main', 'o look wholly natural main concern', 'look', 'look wholly', 'look wholly natural', 'look wholly natural main', 'look wholly natural main concern', 'wholly', 'wholly natural', 'wholly natural main', 'wholly natural main concern', 'natural', 'natural main', 'natural main concern', 'main', 'main concern', 'concern']",1,0,0,0.05128205128205128
123463,"She has no compassion for my wife and feels no guilt about what she has done to her, not just physically",1,no compassion wife feel no guilt not physically,"['no', 'no compassion', 'no compassion wife', 'no compassion wife feel', 'no compassion wife feel no', 'no compassion wife feel no guilt', 'no compassion wife feel no guilt not', 'no compassion wife feel no guilt not physically', 'compassion', 'compassion wife', 'compassion wife feel', 'compassion wife feel no', 'compassion wife feel no guilt', 'compassion wife feel no guilt not', 'compassion wife feel no guilt not physically', 'wife', 'wife feel', 'wife feel no', 'wife feel no guilt', 'wife feel no guilt not', 'wife feel no guilt not physically', 'feel', 'feel no', 'feel no guilt', 'feel no guilt not', 'feel no guilt not physically', 'no', 'no guilt', 'no guilt not', 'no guilt not physically', 'guilt', 'guilt not', 'guilt not physically', 'not', 'not physically', 'physically']",1,0,0,0.05128205128205128
152636,No wasted time here.,0,no waste time,"['no', 'no waste', 'no waste time', 'waste', 'waste time', 'time']",1,0,0,0.2222222222222222
124213,She contacted the office SEVERAL times to try and work the matter out with no luck.,1,contract office time try work matter no fortune,"['contract', 'contract office', 'contract office time', 'contract office time try', 'contract office time try work', 'contract office time try work matter', 'contract office time try work matter no', 'contract office time try work matter no fortune', 'office', 'office time', 'office time try', 'office time try work', 'office time try work matter', 'office time try work matter no', 'office time try work matter no fortune', 'time', 'time try', 'time try work', 'time try work matter', 'time try work matter no', 'time try work matter no fortune', 'try', 'try work', 'try work matter', 'try work matter no', 'try work matter no fortune', 'work', 'work matter', 'work matter no', 'work matter no fortune', 'matter', 'matter no', 'matter no fortune', 'no', 'no fortune', 'fortune']",1,0,0,0.05128205128205128
100017,"Total waste of money, lots of pain and no results.....would not recommend!",1,total waste money lot pain no resultswould not recommend,"['total', 'total waste', 'total waste money', 'total waste money lot', 'total waste money lot pain', 'total waste money lot pain no', 'total waste money lot pain no resultswould', 'total waste money lot pain no resultswould not', 'total waste money lot pain no resultswould not recommend', 'waste', 'waste money', 'waste money lot', 'waste money lot pain', 'waste money lot pain no', 'waste money lot pain no resultswould', 'waste money lot pain no resultswould not', 'waste money lot pain no resultswould not recommend', 'money', 'money lot', 'money lot pain', 'money lot pain no', 'money lot pain no resultswould', 'money lot pain no resultswould not', 'money lot pain no resultswould not recommend', 'lot', 'lot pain', 'lot pain no', 'lot pain no resultswould', 'lot pain no resultswould not', 'lot pain no resultswould not recommend', 'pain', 'pain no', 'pain no resultswould', 'pain no resultswould not', 'pain no resultswould not recommend', 'no', 'no resultswould', 'no resultswould not', 'no resultswould not recommend', 'resultswould', 'resultswould not', 'resultswould not recommend', 'not', 'not recommend', 'recommend']",1,0,0,0.041666666666666664
60539,No disappointment,0,no disappointment,"['no', 'no disappointment', 'disappointment']",1,1,1,1.0
