commentId,comment,classification,comment_processed,word_phrase_list,reception,reception incredibly,reception incredibly rude,incredibly,incredibly rude,rude,similarity_score
82641,I had an incredibly UN-pleasent expierence.,1,incredibly unpleasant experience,"['incredibly', 'incredibly unpleasant', 'incredibly unpleasant experience', 'unpleasant', 'unpleasant experience', 'experience']",0,0,0,1,0,0,0.16666666666666666
96800,"I have since found a better ""Plastic Surgeon"" His manager is very rude.",1,find good plastic surgeon manager rude,"['find', 'find good', 'find good plastic', 'find good plastic surgeon', 'find good plastic surgeon manager', 'find good plastic surgeon manager rude', 'good', 'good plastic', 'good plastic surgeon', 'good plastic surgeon manager', 'good plastic surgeon manager rude', 'plastic', 'plastic surgeon', 'plastic surgeon manager', 'plastic surgeon manager rude', 'surgeon', 'surgeon manager', 'surgeon manager rude', 'manager', 'manager rude', 'rude']",0,0,0,0,0,1,0.07407407407407407
150663,"He was rude, pushed a friend of mine out the door, threatens people and has told patients "" I'm done",1,rude push friend door threaten people tell patient,"['rude', 'rude push', 'rude push friend', 'rude push friend door', 'rude push friend door threaten', 'rude push friend door threaten people', 'rude push friend door threaten people tell', 'rude push friend door threaten people tell patient', 'push', 'push friend', 'push friend door', 'push friend door threaten', 'push friend door threaten people', 'push friend door threaten people tell', 'push friend door threaten people tell patient', 'friend', 'friend door', 'friend door threaten', 'friend door threaten people', 'friend door threaten people tell', 'friend door threaten people tell patient', 'door', 'door threaten', 'door threaten people', 'door threaten people tell', 'door threaten people tell patient', 'threaten', 'threaten people', 'threaten people tell', 'threaten people tell patient', 'people', 'people tell', 'people tell patient', 'tell', 'tell patient', 'patient']",0,0,0,0,0,1,0.047619047619047616
94882,and stayed overnight at the surgery center - The hospitality of the staff there was amazing!,0,stay overnight surgery center cordial reception staff amaze,"['stay', 'stay overnight', 'stay overnight surgery', 'stay overnight surgery center', 'stay overnight surgery center cordial', 'stay overnight surgery center cordial reception', 'stay overnight surgery center cordial reception staff', 'stay overnight surgery center cordial reception staff amaze', 'overnight', 'overnight surgery', 'overnight surgery center', 'overnight surgery center cordial', 'overnight surgery center cordial reception', 'overnight surgery center cordial reception staff', 'overnight surgery center cordial reception staff amaze', 'surgery', 'surgery center', 'surgery center cordial', 'surgery center cordial reception', 'surgery center cordial reception staff', 'surgery center cordial reception staff amaze', 'center', 'center cordial', 'center cordial reception', 'center cordial reception staff', 'center cordial reception staff amaze', 'cordial', 'cordial reception', 'cordial reception staff', 'cordial reception staff amaze', 'reception', 'reception staff', 'reception staff amaze', 'staff', 'staff amaze', 'amaze']",1,0,0,0,0,0,0.047619047619047616
72056,Marlena is such a sweetheart as well as the front desk receptionist Becky.,0,sweetheart desk reception beck,"['sweetheart', 'sweetheart desk', 'sweetheart desk reception', 'sweetheart desk reception beck', 'desk', 'desk reception', 'desk reception beck', 'reception', 'reception beck', 'beck']",1,0,0,0,0,0,0.125
112004,The woman who did the treatment was very rude and she did try oversell my treatments.,1,woman treatment rude try overseer treatment,"['woman', 'woman treatment', 'woman treatment rude', 'woman treatment rude try', 'woman treatment rude try overseer', 'woman treatment rude try overseer treatment', 'treatment', 'treatment rude', 'treatment rude try', 'treatment rude try overseer', 'treatment rude try overseer treatment', 'rude', 'rude try', 'rude try overseer', 'rude try overseer treatment', 'try', 'try overseer', 'try overseer treatment', 'overseer', 'overseer treatment', 'treatment']",0,0,0,0,0,1,0.07407407407407407
105225,I asked to talk to him about it and his receptionist was rude,1,ask talk reception rude,"['ask', 'ask talk', 'ask talk reception', 'ask talk reception rude', 'talk', 'talk reception', 'talk reception rude', 'reception', 'reception rude', 'rude']",1,0,0,0,0,1,0.25
191228,"The people in the reception were very helpful, not just on checkin and checkout,",0,people reception helpful not check checkout,"['people', 'people reception', 'people reception helpful', 'people reception helpful not', 'people reception helpful not check', 'people reception helpful not check checkout', 'reception', 'reception helpful', 'reception helpful not', 'reception helpful not check', 'reception helpful not check checkout', 'helpful', 'helpful not', 'helpful not check', 'helpful not check checkout', 'not', 'not check', 'not check checkout', 'check', 'check checkout', 'checkout']",1,0,0,0,0,0,0.07407407407407407
104415,RUN AWAY DONT GO TO THIS SO CALLED EYE CUTTER HE WILL LEAVE YOU BLIND AND HE IS A RUDE GUY.,1,run away call eye utter leave blind rude guy,"['run', 'run away', 'run away call', 'run away call eye', 'run away call eye utter', 'run away call eye utter leave', 'run away call eye utter leave blind', 'run away call eye utter leave blind rude', 'run away call eye utter leave blind rude guy', 'away', 'away call', 'away call eye', 'away call eye utter', 'away call eye utter leave', 'away call eye utter leave blind', 'away call eye utter leave blind rude', 'away call eye utter leave blind rude guy', 'call', 'call eye', 'call eye utter', 'call eye utter leave', 'call eye utter leave blind', 'call eye utter leave blind rude', 'call eye utter leave blind rude guy', 'eye', 'eye utter', 'eye utter leave', 'eye utter leave blind', 'eye utter leave blind rude', 'eye utter leave blind rude guy', 'utter', 'utter leave', 'utter leave blind', 'utter leave blind rude', 'utter leave blind rude guy', 'leave', 'leave blind', 'leave blind rude', 'leave blind rude guy', 'blind', 'blind rude', 'blind rude guy', 'rude', 'rude guy', 'guy']",0,0,0,0,0,1,0.0392156862745098
177388,"She didn't rush me out, she wasn't rude, none of that.",0,rush rude none,"['rush', 'rush rude', 'rush rude none', 'rude', 'rude none', 'none']",0,0,0,0,0,1,0.16666666666666666
89730,"and responded with rude, condescending responses.",1,respond rude condescend response,"['respond', 'respond rude', 'respond rude condescend', 'respond rude condescend response', 'rude', 'rude condescend', 'rude condescend response', 'condescend', 'condescend response', 'response']",0,0,0,0,0,1,0.125
163057,We felt the home town hospitality that we never had in the big city.,0,feel home town cordial reception big city,"['feel', 'feel home', 'feel home town', 'feel home town cordial', 'feel home town cordial reception', 'feel home town cordial reception big', 'feel home town cordial reception big city', 'home', 'home town', 'home town cordial', 'home town cordial reception', 'home town cordial reception big', 'home town cordial reception big city', 'town', 'town cordial', 'town cordial reception', 'town cordial reception big', 'town cordial reception big city', 'cordial', 'cordial reception', 'cordial reception big', 'cordial reception big city', 'reception', 'reception big', 'reception big city', 'big', 'big city', 'city']",1,0,0,0,0,0,0.058823529411764705
86778,He was rude and hostile to me from the moment he walked in,1,rude hostile moment walk,"['rude', 'rude hostile', 'rude hostile moment', 'rude hostile moment walk', 'hostile', 'hostile moment', 'hostile moment walk', 'moment', 'moment walk', 'walk']",0,0,0,0,0,1,0.125
175173,"Her Office Manager is a RUDE, Poor Excuse for a supposed Health Care Professional!...",1,office manager rude poor excuse suppose health care professional,"['office', 'office manager', 'office manager rude', 'office manager rude poor', 'office manager rude poor excuse', 'office manager rude poor excuse suppose', 'office manager rude poor excuse suppose health', 'office manager rude poor excuse suppose health care', 'office manager rude poor excuse suppose health care professional', 'manager', 'manager rude', 'manager rude poor', 'manager rude poor excuse', 'manager rude poor excuse suppose', 'manager rude poor excuse suppose health', 'manager rude poor excuse suppose health care', 'manager rude poor excuse suppose health care professional', 'rude', 'rude poor', 'rude poor excuse', 'rude poor excuse suppose', 'rude poor excuse suppose health', 'rude poor excuse suppose health care', 'rude poor excuse suppose health care professional', 'poor', 'poor excuse', 'poor excuse suppose', 'poor excuse suppose health', 'poor excuse suppose health care', 'poor excuse suppose health care professional', 'excuse', 'excuse suppose', 'excuse suppose health', 'excuse suppose health care', 'excuse suppose health care professional', 'suppose', 'suppose health', 'suppose health care', 'suppose health care professional', 'health', 'health care', 'health care professional', 'care', 'care professional', 'professional']",0,0,0,0,0,1,0.0392156862745098
89116,"The staff was rude, especially when I asked for a rebate",1,staff rude especially ask debate,"['staff', 'staff rude', 'staff rude especially', 'staff rude especially ask', 'staff rude especially ask debate', 'rude', 'rude especially', 'rude especially ask', 'rude especially ask debate', 'especially', 'especially ask', 'especially ask debate', 'ask', 'ask debate', 'debate']",0,0,0,0,0,1,0.09523809523809523
118350,"Call in to schedule a consultation, very rude lady on the phone.",1,schedule consultation rude lady phone,"['schedule', 'schedule consultation', 'schedule consultation rude', 'schedule consultation rude lady', 'schedule consultation rude lady phone', 'consultation', 'consultation rude', 'consultation rude lady', 'consultation rude lady phone', 'rude', 'rude lady', 'rude lady phone', 'lady', 'lady phone', 'phone']",0,0,0,0,0,1,0.09523809523809523
145598,service very rude people if they had a zero star I would give it,1,service rude people star,"['service', 'service rude', 'service rude people', 'service rude people star', 'rude', 'rude people', 'rude people star', 'people', 'people star', 'star']",0,0,0,0,0,1,0.125
153571,"He is incredibly knowledgeable and thoughtful, and proactively seeks out treatment plans that work for my family's chronic asthma and allergy conditions.",0,incredibly knowledgeable thoughtful proactively seek treatment plan work family chronic asthma clergy condition,"['incredibly', 'incredibly knowledgeable', 'incredibly knowledgeable thoughtful', 'incredibly knowledgeable thoughtful proactively', 'incredibly knowledgeable thoughtful proactively seek', 'incredibly knowledgeable thoughtful proactively seek treatment', 'incredibly knowledgeable thoughtful proactively seek treatment plan', 'incredibly knowledgeable thoughtful proactively seek treatment plan work', 'incredibly knowledgeable thoughtful proactively seek treatment plan work family', 'incredibly knowledgeable thoughtful proactively seek treatment plan work family chronic', 'incredibly knowledgeable thoughtful proactively seek treatment plan work family chronic asthma', 'incredibly knowledgeable thoughtful proactively seek treatment plan work family chronic asthma clergy', 'incredibly knowledgeable thoughtful proactively seek treatment plan work family chronic asthma clergy condition', 'knowledgeable', 'knowledgeable thoughtful', 'knowledgeable thoughtful proactively', 'knowledgeable thoughtful proactively seek', 'knowledgeable thoughtful proactively seek treatment', 'knowledgeable thoughtful proactively seek treatment plan', 'knowledgeable thoughtful proactively seek treatment plan work', 'knowledgeable thoughtful proactively seek treatment plan work family', 'knowledgeable thoughtful proactively seek treatment plan work family chronic', 'knowledgeable thoughtful proactively seek treatment plan work family chronic asthma', 'knowledgeable thoughtful proactively seek treatment plan work family chronic asthma clergy', 'knowledgeable thoughtful proactively seek treatment plan work family chronic asthma clergy condition', 'thoughtful', 'thoughtful proactively', 'thoughtful proactively seek', 'thoughtful proactively seek treatment', 'thoughtful proactively seek treatment plan', 'thoughtful proactively seek treatment plan work', 'thoughtful proactively seek treatment plan work family', 'thoughtful proactively seek treatment plan work family chronic', 'thoughtful proactively seek treatment plan work family chronic asthma', 'thoughtful proactively seek treatment plan work family chronic asthma clergy', 'thoughtful proactively seek treatment plan work family chronic asthma clergy condition', 'proactively', 'proactively seek', 'proactively seek treatment', 'proactively seek treatment plan', 'proactively seek treatment plan work', 'proactively seek treatment plan work family', 'proactively seek treatment plan work family chronic', 'proactively seek treatment plan work family chronic asthma', 'proactively seek treatment plan work family chronic asthma clergy', 'proactively seek treatment plan work family chronic asthma clergy condition', 'seek', 'seek treatment', 'seek treatment plan', 'seek treatment plan work', 'seek treatment plan work family', 'seek treatment plan work family chronic', 'seek treatment plan work family chronic asthma', 'seek treatment plan work family chronic asthma clergy', 'seek treatment plan work family chronic asthma clergy condition', 'treatment', 'treatment plan', 'treatment plan work', 'treatment plan work family', 'treatment plan work family chronic', 'treatment plan work family chronic asthma', 'treatment plan work family chronic asthma clergy', 'treatment plan work family chronic asthma clergy condition', 'plan', 'plan work', 'plan work family', 'plan work family chronic', 'plan work family chronic asthma', 'plan work family chronic asthma clergy', 'plan work family chronic asthma clergy condition', 'work', 'work family', 'work family chronic', 'work family chronic asthma', 'work family chronic asthma clergy', 'work family chronic asthma clergy condition', 'family', 'family chronic', 'family chronic asthma', 'family chronic asthma clergy', 'family chronic asthma clergy condition', 'chronic', 'chronic asthma', 'chronic asthma clergy', 'chronic asthma clergy condition', 'asthma', 'asthma clergy', 'asthma clergy condition', 'clergy', 'clergy condition', 'condition']",0,0,0,1,0,0,0.020618556701030927
71818,"I went in for a Botox treatment and although I was nervous, the staff was incredibly helpful and friendly.",0,go treatment nervous staff incredibly helpful friendly,"['go', 'go treatment', 'go treatment nervous', 'go treatment nervous staff', 'go treatment nervous staff incredibly', 'go treatment nervous staff incredibly helpful', 'go treatment nervous staff incredibly helpful friendly', 'treatment', 'treatment nervous', 'treatment nervous staff', 'treatment nervous staff incredibly', 'treatment nervous staff incredibly helpful', 'treatment nervous staff incredibly helpful friendly', 'nervous', 'nervous staff', 'nervous staff incredibly', 'nervous staff incredibly helpful', 'nervous staff incredibly helpful friendly', 'staff', 'staff incredibly', 'staff incredibly helpful', 'staff incredibly helpful friendly', 'incredibly', 'incredibly helpful', 'incredibly helpful friendly', 'helpful', 'helpful friendly', 'friendly']",0,0,0,1,0,0,0.058823529411764705
90736,Not only was the phone staff rude and incompetent.,1,not phone staff rude incompetent,"['not', 'not phone', 'not phone staff', 'not phone staff rude', 'not phone staff rude incompetent', 'phone', 'phone staff', 'phone staff rude', 'phone staff rude incompetent', 'staff', 'staff rude', 'staff rude incompetent', 'rude', 'rude incompetent', 'incompetent']",0,0,0,0,0,1,0.09523809523809523
129870,It also felt very clear to me that he is sexist and the whole thing felt incredibly awkward.,1,feel clear exist thing feel incredibly awkward,"['feel', 'feel clear', 'feel clear exist', 'feel clear exist thing', 'feel clear exist thing feel', 'feel clear exist thing feel incredibly', 'feel clear exist thing feel incredibly awkward', 'clear', 'clear exist', 'clear exist thing', 'clear exist thing feel', 'clear exist thing feel incredibly', 'clear exist thing feel incredibly awkward', 'exist', 'exist thing', 'exist thing feel', 'exist thing feel incredibly', 'exist thing feel incredibly awkward', 'thing', 'thing feel', 'thing feel incredibly', 'thing feel incredibly awkward', 'feel', 'feel incredibly', 'feel incredibly awkward', 'incredibly', 'incredibly awkward', 'awkward']",0,0,0,1,0,0,0.058823529411764705
97576,He's not afraid to give his incredibly well informed opinion,0,not afraid incredibly inform opinion,"['not', 'not afraid', 'not afraid incredibly', 'not afraid incredibly inform', 'not afraid incredibly inform opinion', 'afraid', 'afraid incredibly', 'afraid incredibly inform', 'afraid incredibly inform opinion', 'incredibly', 'incredibly inform', 'incredibly inform opinion', 'inform', 'inform opinion', 'opinion']",0,0,0,1,0,0,0.09523809523809523
144110,His main nurse was rude and I heard them talking bad about me in the hall because I was asked,1,main nurse rude hear talk bad hall ask,"['main', 'main nurse', 'main nurse rude', 'main nurse rude hear', 'main nurse rude hear talk', 'main nurse rude hear talk bad', 'main nurse rude hear talk bad hall', 'main nurse rude hear talk bad hall ask', 'nurse', 'nurse rude', 'nurse rude hear', 'nurse rude hear talk', 'nurse rude hear talk bad', 'nurse rude hear talk bad hall', 'nurse rude hear talk bad hall ask', 'rude', 'rude hear', 'rude hear talk', 'rude hear talk bad', 'rude hear talk bad hall', 'rude hear talk bad hall ask', 'hear', 'hear talk', 'hear talk bad', 'hear talk bad hall', 'hear talk bad hall ask', 'talk', 'talk bad', 'talk bad hall', 'talk bad hall ask', 'bad', 'bad hall', 'bad hall ask', 'hall', 'hall ask', 'ask']",0,0,0,0,0,1,0.047619047619047616
78943,Dr. Sharma has also been very rude the few times I have incountered him.,1,rude time encounter,"['rude', 'rude time', 'rude time encounter', 'time', 'time encounter', 'encounter']",0,0,0,0,0,1,0.16666666666666666
79038,"X, the receptionist at the ER was quick",0,x reception erbium quick,"['x', 'x reception', 'x reception erbium', 'x reception erbium quick', 'reception', 'reception erbium', 'reception erbium quick', 'erbium', 'erbium quick', 'quick']",1,0,0,0,0,0,0.125
95464,"Everyone that works there is incredibly competent, kind, friendly,",0,work incredibly competent kind friendly,"['work', 'work incredibly', 'work incredibly competent', 'work incredibly competent kind', 'work incredibly competent kind friendly', 'incredibly', 'incredibly competent', 'incredibly competent kind', 'incredibly competent kind friendly', 'competent', 'competent kind', 'competent kind friendly', 'kind', 'kind friendly', 'friendly']",0,0,0,1,0,0,0.09523809523809523
123968,the receptionist said Hazel no longer works there and I was not able to use my package.,1,reception say hazel no long work not able use package,"['reception', 'reception say', 'reception say hazel', 'reception say hazel no', 'reception say hazel no long', 'reception say hazel no long work', 'reception say hazel no long work not', 'reception say hazel no long work not able', 'reception say hazel no long work not able use', 'reception say hazel no long work not able use package', 'say', 'say hazel', 'say hazel no', 'say hazel no long', 'say hazel no long work', 'say hazel no long work not', 'say hazel no long work not able', 'say hazel no long work not able use', 'say hazel no long work not able use package', 'hazel', 'hazel no', 'hazel no long', 'hazel no long work', 'hazel no long work not', 'hazel no long work not able', 'hazel no long work not able use', 'hazel no long work not able use package', 'no', 'no long', 'no long work', 'no long work not', 'no long work not able', 'no long work not able use', 'no long work not able use package', 'long', 'long work', 'long work not', 'long work not able', 'long work not able use', 'long work not able use package', 'work', 'work not', 'work not able', 'work not able use', 'work not able use package', 'not', 'not able', 'not able use', 'not able use package', 'able', 'able use', 'able use package', 'use', 'use package', 'package']",1,0,0,0,0,0,0.03278688524590164
77040,Very Rude.,1,rude,['rude'],0,0,0,0,0,1,0.2857142857142857
92811,Really how rude.,1,rude,['rude'],0,0,0,0,0,1,0.2857142857142857
135227,He is an incredibly knowledgeable and patient-oriented surgeon.,0,incredibly knowledgeable patientoriented surgeon,"['incredibly', 'incredibly knowledgeable', 'incredibly knowledgeable patientoriented', 'incredibly knowledgeable patientoriented surgeon', 'knowledgeable', 'knowledgeable patientoriented', 'knowledgeable patientoriented surgeon', 'patientoriented', 'patientoriented surgeon', 'surgeon']",0,0,0,1,0,0,0.125
145563,DR AND PEOPLE WHO WORK THERE ARE BEYOND UNDER QUALIFIED AND VERY RUDE.,1,people work qualify rude,"['people', 'people work', 'people work qualify', 'people work qualify rude', 'work', 'work qualify', 'work qualify rude', 'qualify', 'qualify rude', 'rude']",0,0,0,0,0,1,0.125
101000,"From the rude receptionist, to the RUDE billing representative, and horrible PA!!",1,rude reception rude fill representative atrocious pa,"['rude', 'rude reception', 'rude reception rude', 'rude reception rude fill', 'rude reception rude fill representative', 'rude reception rude fill representative atrocious', 'rude reception rude fill representative atrocious pa', 'reception', 'reception rude', 'reception rude fill', 'reception rude fill representative', 'reception rude fill representative atrocious', 'reception rude fill representative atrocious pa', 'rude', 'rude fill', 'rude fill representative', 'rude fill representative atrocious', 'rude fill representative atrocious pa', 'fill', 'fill representative', 'fill representative atrocious', 'fill representative atrocious pa', 'representative', 'representative atrocious', 'representative atrocious pa', 'atrocious', 'atrocious pa', 'pa']",1,0,0,0,0,1,0.11764705882352941
173984,"and the receptionist scheduled me a Friday after surgeries, then I get a call to reschedule because the surgery that day will run late.",1,reception schedule forgery schedule surgery day run late,"['reception', 'reception schedule', 'reception schedule forgery', 'reception schedule forgery schedule', 'reception schedule forgery schedule surgery', 'reception schedule forgery schedule surgery day', 'reception schedule forgery schedule surgery day run', 'reception schedule forgery schedule surgery day run late', 'schedule', 'schedule forgery', 'schedule forgery schedule', 'schedule forgery schedule surgery', 'schedule forgery schedule surgery day', 'schedule forgery schedule surgery day run', 'schedule forgery schedule surgery day run late', 'forgery', 'forgery schedule', 'forgery schedule surgery', 'forgery schedule surgery day', 'forgery schedule surgery day run', 'forgery schedule surgery day run late', 'schedule', 'schedule surgery', 'schedule surgery day', 'schedule surgery day run', 'schedule surgery day run late', 'surgery', 'surgery day', 'surgery day run', 'surgery day run late', 'day', 'day run', 'day run late', 'run', 'run late', 'late']",1,0,0,0,0,0,0.047619047619047616
105220,"Lake county Medical Clinic is the biggest Joke, the staff are rude, and act with so much distaste it turns my stomach.",1,medical clinic big joke staff rude act disease turn stomach,"['medical', 'medical clinic', 'medical clinic big', 'medical clinic big joke', 'medical clinic big joke staff', 'medical clinic big joke staff rude', 'medical clinic big joke staff rude act', 'medical clinic big joke staff rude act disease', 'medical clinic big joke staff rude act disease turn', 'medical clinic big joke staff rude act disease turn stomach', 'clinic', 'clinic big', 'clinic big joke', 'clinic big joke staff', 'clinic big joke staff rude', 'clinic big joke staff rude act', 'clinic big joke staff rude act disease', 'clinic big joke staff rude act disease turn', 'clinic big joke staff rude act disease turn stomach', 'big', 'big joke', 'big joke staff', 'big joke staff rude', 'big joke staff rude act', 'big joke staff rude act disease', 'big joke staff rude act disease turn', 'big joke staff rude act disease turn stomach', 'joke', 'joke staff', 'joke staff rude', 'joke staff rude act', 'joke staff rude act disease', 'joke staff rude act disease turn', 'joke staff rude act disease turn stomach', 'staff', 'staff rude', 'staff rude act', 'staff rude act disease', 'staff rude act disease turn', 'staff rude act disease turn stomach', 'rude', 'rude act', 'rude act disease', 'rude act disease turn', 'rude act disease turn stomach', 'act', 'act disease', 'act disease turn', 'act disease turn stomach', 'disease', 'disease turn', 'disease turn stomach', 'turn', 'turn stomach', 'stomach']",0,0,0,0,0,1,0.03278688524590164
145402,"The receptionist is extremely rude, as I read reviews it became apparent this is not a professional office.",1,reception extremely rude read review apparent not professional office,"['reception', 'reception extremely', 'reception extremely rude', 'reception extremely rude read', 'reception extremely rude read review', 'reception extremely rude read review apparent', 'reception extremely rude read review apparent not', 'reception extremely rude read review apparent not professional', 'reception extremely rude read review apparent not professional office', 'extremely', 'extremely rude', 'extremely rude read', 'extremely rude read review', 'extremely rude read review apparent', 'extremely rude read review apparent not', 'extremely rude read review apparent not professional', 'extremely rude read review apparent not professional office', 'rude', 'rude read', 'rude read review', 'rude read review apparent', 'rude read review apparent not', 'rude read review apparent not professional', 'rude read review apparent not professional office', 'read', 'read review', 'read review apparent', 'read review apparent not', 'read review apparent not professional', 'read review apparent not professional office', 'review', 'review apparent', 'review apparent not', 'review apparent not professional', 'review apparent not professional office', 'apparent', 'apparent not', 'apparent not professional', 'apparent not professional office', 'not', 'not professional', 'not professional office', 'professional', 'professional office', 'office']",1,0,0,0,0,1,0.0784313725490196
121246,"The office receptionist Allison and his patient assistant Kasey are well organized, cheerful, and a pleasure to inneract with.",0,office reception patient assistant organize cheerful pleasure interact,"['office', 'office reception', 'office reception patient', 'office reception patient assistant', 'office reception patient assistant organize', 'office reception patient assistant organize cheerful', 'office reception patient assistant organize cheerful pleasure', 'office reception patient assistant organize cheerful pleasure interact', 'reception', 'reception patient', 'reception patient assistant', 'reception patient assistant organize', 'reception patient assistant organize cheerful', 'reception patient assistant organize cheerful pleasure', 'reception patient assistant organize cheerful pleasure interact', 'patient', 'patient assistant', 'patient assistant organize', 'patient assistant organize cheerful', 'patient assistant organize cheerful pleasure', 'patient assistant organize cheerful pleasure interact', 'assistant', 'assistant organize', 'assistant organize cheerful', 'assistant organize cheerful pleasure', 'assistant organize cheerful pleasure interact', 'organize', 'organize cheerful', 'organize cheerful pleasure', 'organize cheerful pleasure interact', 'cheerful', 'cheerful pleasure', 'cheerful pleasure interact', 'pleasure', 'pleasure interact', 'interact']",1,0,0,0,0,0,0.047619047619047616
98147,and they refused to fix it. Front desk service is extremely rude!,1,refuse fix desk service extremely rude,"['refuse', 'refuse fix', 'refuse fix desk', 'refuse fix desk service', 'refuse fix desk service extremely', 'refuse fix desk service extremely rude', 'fix', 'fix desk', 'fix desk service', 'fix desk service extremely', 'fix desk service extremely rude', 'desk', 'desk service', 'desk service extremely', 'desk service extremely rude', 'service', 'service extremely', 'service extremely rude', 'extremely', 'extremely rude', 'rude']",0,0,0,0,0,1,0.07407407407407407
103835,"Particularly, certain staff involved with billing and scheduling of surgery were beyond rude.",1,particularly certain staff involve fill schelling surgery rude,"['particularly', 'particularly certain', 'particularly certain staff', 'particularly certain staff involve', 'particularly certain staff involve fill', 'particularly certain staff involve fill schelling', 'particularly certain staff involve fill schelling surgery', 'particularly certain staff involve fill schelling surgery rude', 'certain', 'certain staff', 'certain staff involve', 'certain staff involve fill', 'certain staff involve fill schelling', 'certain staff involve fill schelling surgery', 'certain staff involve fill schelling surgery rude', 'staff', 'staff involve', 'staff involve fill', 'staff involve fill schelling', 'staff involve fill schelling surgery', 'staff involve fill schelling surgery rude', 'involve', 'involve fill', 'involve fill schelling', 'involve fill schelling surgery', 'involve fill schelling surgery rude', 'fill', 'fill schelling', 'fill schelling surgery', 'fill schelling surgery rude', 'schelling', 'schelling surgery', 'schelling surgery rude', 'surgery', 'surgery rude', 'rude']",0,0,0,0,0,1,0.047619047619047616
112981,The staff was incredibly nice and helpful in working with me to coordinate appointments with my busy schedule.,0,staff incredibly nice helpful work coordinate appointment busy schedule,"['staff', 'staff incredibly', 'staff incredibly nice', 'staff incredibly nice helpful', 'staff incredibly nice helpful work', 'staff incredibly nice helpful work coordinate', 'staff incredibly nice helpful work coordinate appointment', 'staff incredibly nice helpful work coordinate appointment busy', 'staff incredibly nice helpful work coordinate appointment busy schedule', 'incredibly', 'incredibly nice', 'incredibly nice helpful', 'incredibly nice helpful work', 'incredibly nice helpful work coordinate', 'incredibly nice helpful work coordinate appointment', 'incredibly nice helpful work coordinate appointment busy', 'incredibly nice helpful work coordinate appointment busy schedule', 'nice', 'nice helpful', 'nice helpful work', 'nice helpful work coordinate', 'nice helpful work coordinate appointment', 'nice helpful work coordinate appointment busy', 'nice helpful work coordinate appointment busy schedule', 'helpful', 'helpful work', 'helpful work coordinate', 'helpful work coordinate appointment', 'helpful work coordinate appointment busy', 'helpful work coordinate appointment busy schedule', 'work', 'work coordinate', 'work coordinate appointment', 'work coordinate appointment busy', 'work coordinate appointment busy schedule', 'coordinate', 'coordinate appointment', 'coordinate appointment busy', 'coordinate appointment busy schedule', 'appointment', 'appointment busy', 'appointment busy schedule', 'busy', 'busy schedule', 'schedule']",0,0,0,1,0,0,0.0392156862745098
92008,"I found his reception area, and those staffing it, to be incredible.",0,find reception area stand incredible,"['find', 'find reception', 'find reception area', 'find reception area stand', 'find reception area stand incredible', 'reception', 'reception area', 'reception area stand', 'reception area stand incredible', 'area', 'area stand', 'area stand incredible', 'stand', 'stand incredible', 'incredible']",1,0,0,0,0,0,0.09523809523809523
147873,Only to be told my condition by a receptionist that wanted to set up another ridiculous,1,tell condition reception want set ridiculous,"['tell', 'tell condition', 'tell condition reception', 'tell condition reception want', 'tell condition reception want set', 'tell condition reception want set ridiculous', 'condition', 'condition reception', 'condition reception want', 'condition reception want set', 'condition reception want set ridiculous', 'reception', 'reception want', 'reception want set', 'reception want set ridiculous', 'want', 'want set', 'want set ridiculous', 'set', 'set ridiculous', 'ridiculous']",1,0,0,0,0,0,0.07407407407407407
188722,doctor is great the staff is rude horrible unprofessional and downright stupid .,1,great staff rude atrocious professional downright stupid,"['great', 'great staff', 'great staff rude', 'great staff rude atrocious', 'great staff rude atrocious professional', 'great staff rude atrocious professional downright', 'great staff rude atrocious professional downright stupid', 'staff', 'staff rude', 'staff rude atrocious', 'staff rude atrocious professional', 'staff rude atrocious professional downright', 'staff rude atrocious professional downright stupid', 'rude', 'rude atrocious', 'rude atrocious professional', 'rude atrocious professional downright', 'rude atrocious professional downright stupid', 'atrocious', 'atrocious professional', 'atrocious professional downright', 'atrocious professional downright stupid', 'professional', 'professional downright', 'professional downright stupid', 'downright', 'downright stupid', 'stupid']",0,0,0,0,0,1,0.058823529411764705
113215,Doctor grew irritated and flat-out rude during in-person next day and 1 week post-operative visits.,1,grow irritate flavor rude person postoperative visit,"['grow', 'grow irritate', 'grow irritate flavor', 'grow irritate flavor rude', 'grow irritate flavor rude person', 'grow irritate flavor rude person postoperative', 'grow irritate flavor rude person postoperative visit', 'irritate', 'irritate flavor', 'irritate flavor rude', 'irritate flavor rude person', 'irritate flavor rude person postoperative', 'irritate flavor rude person postoperative visit', 'flavor', 'flavor rude', 'flavor rude person', 'flavor rude person postoperative', 'flavor rude person postoperative visit', 'rude', 'rude person', 'rude person postoperative', 'rude person postoperative visit', 'person', 'person postoperative', 'person postoperative visit', 'postoperative', 'postoperative visit', 'visit']",0,0,0,0,0,1,0.058823529411764705
71461,Very kind receptionist when making initial appointment.,0,kind reception make initial appointment,"['kind', 'kind reception', 'kind reception make', 'kind reception make initial', 'kind reception make initial appointment', 'reception', 'reception make', 'reception make initial', 'reception make initial appointment', 'make', 'make initial', 'make initial appointment', 'initial', 'initial appointment', 'appointment']",1,0,0,0,0,0,0.09523809523809523
