commentId,comment,classification,comment_processed,word_phrase_list,yea,alopecia,gun,gun know,know,know use,know use goose,use,use goose,goose,suggest,similarity_score
154340,Guys her boobs came out AMAZINGGGGGG!!,0,gun boot come,"['gun', 'gun boot', 'gun boot come', 'boot', 'boot come', 'come']",0,0,1,0,0,0,0,0,0,0,0,0.058823529411764705
162574,Always concerned about how I'm doing not only with getting use to the dentures and the struggles I've had with them.,0,concerned not get use venture struggle,"['concerned', 'concerned not', 'concerned not get', 'concerned not get use', 'concerned not get use venture', 'concerned not get use venture struggle', 'not', 'not get', 'not get use', 'not get use venture', 'not get use venture struggle', 'get', 'get use', 'get use venture', 'get use venture struggle', 'use', 'use venture', 'use venture struggle', 'venture', 'venture struggle', 'struggle']",0,0,0,0,0,0,0,1,0,0,0,0.04081632653061224
96607,he is one of only a few doctors across the country that know anything about Post Finasteride Syndrome.,0,doctor country know post finasteride syndrome,"['doctor', 'doctor country', 'doctor country know', 'doctor country know post', 'doctor country know post finasteride', 'doctor country know post finasteride syndrome', 'country', 'country know', 'country know post', 'country know post finasteride', 'country know post finasteride syndrome', 'know', 'know post', 'know post finasteride', 'know post finasteride syndrome', 'post', 'post finasteride', 'post finasteride syndrome', 'finasteride', 'finasteride syndrome', 'syndrome']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
158304,"for them, they showed me how the shoes were correcting my anatomy and did not suggest orthotics I did not need.",0,show shoe correct anatomy not suggest orthotics not need,"['show', 'show shoe', 'show shoe correct', 'show shoe correct anatomy', 'show shoe correct anatomy not', 'show shoe correct anatomy not suggest', 'show shoe correct anatomy not suggest orthotics', 'show shoe correct anatomy not suggest orthotics not', 'show shoe correct anatomy not suggest orthotics not need', 'shoe', 'shoe correct', 'shoe correct anatomy', 'shoe correct anatomy not', 'shoe correct anatomy not suggest', 'shoe correct anatomy not suggest orthotics', 'shoe correct anatomy not suggest orthotics not', 'shoe correct anatomy not suggest orthotics not need', 'correct', 'correct anatomy', 'correct anatomy not', 'correct anatomy not suggest', 'correct anatomy not suggest orthotics', 'correct anatomy not suggest orthotics not', 'correct anatomy not suggest orthotics not need', 'anatomy', 'anatomy not', 'anatomy not suggest', 'anatomy not suggest orthotics', 'anatomy not suggest orthotics not', 'anatomy not suggest orthotics not need', 'not', 'not suggest', 'not suggest orthotics', 'not suggest orthotics not', 'not suggest orthotics not need', 'suggest', 'suggest orthotics', 'suggest orthotics not', 'suggest orthotics not need', 'orthotics', 'orthotics not', 'orthotics not need', 'not', 'not need', 'need']",0,0,0,0,0,0,0,0,0,0,1,0.0273972602739726
186647,The domestic violence presentation was an important class where we learned different things that maybe we don’t know.,0,domestic violence presentation important class learn different thing possibly know,"['domestic', 'domestic violence', 'domestic violence presentation', 'domestic violence presentation important', 'domestic violence presentation important class', 'domestic violence presentation important class learn', 'domestic violence presentation important class learn different', 'domestic violence presentation important class learn different thing', 'domestic violence presentation important class learn different thing possibly', 'domestic violence presentation important class learn different thing possibly know', 'violence', 'violence presentation', 'violence presentation important', 'violence presentation important class', 'violence presentation important class learn', 'violence presentation important class learn different', 'violence presentation important class learn different thing', 'violence presentation important class learn different thing possibly', 'violence presentation important class learn different thing possibly know', 'presentation', 'presentation important', 'presentation important class', 'presentation important class learn', 'presentation important class learn different', 'presentation important class learn different thing', 'presentation important class learn different thing possibly', 'presentation important class learn different thing possibly know', 'important', 'important class', 'important class learn', 'important class learn different', 'important class learn different thing', 'important class learn different thing possibly', 'important class learn different thing possibly know', 'class', 'class learn', 'class learn different', 'class learn different thing', 'class learn different thing possibly', 'class learn different thing possibly know', 'learn', 'learn different', 'learn different thing', 'learn different thing possibly', 'learn different thing possibly know', 'different', 'different thing', 'different thing possibly', 'different thing possibly know', 'thing', 'thing possibly', 'thing possibly know', 'possibly', 'possibly know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.024096385542168676
130975,He explained thoroughly what should be done to alleviate my pain and why he was suggesting his plan of action.,0,explain thoroughly alleviate pain suggest plan action,"['explain', 'explain thoroughly', 'explain thoroughly alleviate', 'explain thoroughly alleviate pain', 'explain thoroughly alleviate pain suggest', 'explain thoroughly alleviate pain suggest plan', 'explain thoroughly alleviate pain suggest plan action', 'thoroughly', 'thoroughly alleviate', 'thoroughly alleviate pain', 'thoroughly alleviate pain suggest', 'thoroughly alleviate pain suggest plan', 'thoroughly alleviate pain suggest plan action', 'alleviate', 'alleviate pain', 'alleviate pain suggest', 'alleviate pain suggest plan', 'alleviate pain suggest plan action', 'pain', 'pain suggest', 'pain suggest plan', 'pain suggest plan action', 'suggest', 'suggest plan', 'suggest plan action', 'plan', 'plan action', 'action']",0,0,0,0,0,0,0,0,0,0,1,0.03571428571428571
116618,I don?t know what I?d ever to without her.,0,know,['know'],0,0,0,0,1,0,0,0,0,0,0,0.06896551724137931
167401,"Little known to me, the surgeon didn't even have his license active at that point.",1,little know surgeon license active point,"['little', 'little know', 'little know surgeon', 'little know surgeon license', 'little know surgeon license active', 'little know surgeon license active point', 'know', 'know surgeon', 'know surgeon license', 'know surgeon license active', 'know surgeon license active point', 'surgeon', 'surgeon license', 'surgeon license active', 'surgeon license active point', 'license', 'license active', 'license active point', 'active', 'active point', 'point']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
116780,He also suggested some natural supplements as well as a website to help with my busy schedule,0,suggest natural supplement webster help busy schedule,"['suggest', 'suggest natural', 'suggest natural supplement', 'suggest natural supplement webster', 'suggest natural supplement webster help', 'suggest natural supplement webster help busy', 'suggest natural supplement webster help busy schedule', 'natural', 'natural supplement', 'natural supplement webster', 'natural supplement webster help', 'natural supplement webster help busy', 'natural supplement webster help busy schedule', 'supplement', 'supplement webster', 'supplement webster help', 'supplement webster help busy', 'supplement webster help busy schedule', 'webster', 'webster help', 'webster help busy', 'webster help busy schedule', 'help', 'help busy', 'help busy schedule', 'busy', 'busy schedule', 'schedule']",0,0,0,0,0,0,0,0,0,0,1,0.03571428571428571
165784,I felt 100 percent comfortable safe with him as my surgeon and I knew it right away.,0,feel percentage comfortable safe surgeon know right away,"['feel', 'feel percentage', 'feel percentage comfortable', 'feel percentage comfortable safe', 'feel percentage comfortable safe surgeon', 'feel percentage comfortable safe surgeon know', 'feel percentage comfortable safe surgeon know right', 'feel percentage comfortable safe surgeon know right away', 'percentage', 'percentage comfortable', 'percentage comfortable safe', 'percentage comfortable safe surgeon', 'percentage comfortable safe surgeon know', 'percentage comfortable safe surgeon know right', 'percentage comfortable safe surgeon know right away', 'comfortable', 'comfortable safe', 'comfortable safe surgeon', 'comfortable safe surgeon know', 'comfortable safe surgeon know right', 'comfortable safe surgeon know right away', 'safe', 'safe surgeon', 'safe surgeon know', 'safe surgeon know right', 'safe surgeon know right away', 'surgeon', 'surgeon know', 'surgeon know right', 'surgeon know right away', 'know', 'know right', 'know right away', 'right', 'right away', 'away']",0,0,0,0,1,0,0,0,0,0,0,0.03125
153903,"Had she actually looked at my photos, she would?ve known that.",1,actually look photograph know,"['actually', 'actually look', 'actually look photograph', 'actually look photograph know', 'look', 'look photograph', 'look photograph know', 'photograph', 'photograph know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
120817,"but apology compared my situation to someone else he knows, which confirmed that he didn't understand the very personal nature of the offense.",1,apology compare situation know confirm understand personal nature offense,"['apology', 'apology compare', 'apology compare situation', 'apology compare situation know', 'apology compare situation know confirm', 'apology compare situation know confirm understand', 'apology compare situation know confirm understand personal', 'apology compare situation know confirm understand personal nature', 'apology compare situation know confirm understand personal nature offense', 'compare', 'compare situation', 'compare situation know', 'compare situation know confirm', 'compare situation know confirm understand', 'compare situation know confirm understand personal', 'compare situation know confirm understand personal nature', 'compare situation know confirm understand personal nature offense', 'situation', 'situation know', 'situation know confirm', 'situation know confirm understand', 'situation know confirm understand personal', 'situation know confirm understand personal nature', 'situation know confirm understand personal nature offense', 'know', 'know confirm', 'know confirm understand', 'know confirm understand personal', 'know confirm understand personal nature', 'know confirm understand personal nature offense', 'confirm', 'confirm understand', 'confirm understand personal', 'confirm understand personal nature', 'confirm understand personal nature offense', 'understand', 'understand personal', 'understand personal nature', 'understand personal nature offense', 'personal', 'personal nature', 'personal nature offense', 'nature', 'nature offense', 'offense']",0,0,0,0,1,0,0,0,0,0,0,0.0273972602739726
156525,had i known that i would have declined and would be living with a back ache.,1,know decline living ache,"['know', 'know decline', 'know decline living', 'know decline living ache', 'decline', 'decline living', 'decline living ache', 'living', 'living ache', 'ache']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
123535,"He seemed extremely rushed, with zero interest in getting to know me,",1,extremely rush interest get know,"['extremely', 'extremely rush', 'extremely rush interest', 'extremely rush interest get', 'extremely rush interest get know', 'rush', 'rush interest', 'rush interest get', 'rush interest get know', 'interest', 'interest get', 'interest get know', 'get', 'get know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.046511627906976744
186082,I really like the topic of domestic violence because it’s good to know about the different programs that can help the community,0,like subject domestic violence good know different program help community,"['like', 'like subject', 'like subject domestic', 'like subject domestic violence', 'like subject domestic violence good', 'like subject domestic violence good know', 'like subject domestic violence good know different', 'like subject domestic violence good know different program', 'like subject domestic violence good know different program help', 'like subject domestic violence good know different program help community', 'subject', 'subject domestic', 'subject domestic violence', 'subject domestic violence good', 'subject domestic violence good know', 'subject domestic violence good know different', 'subject domestic violence good know different program', 'subject domestic violence good know different program help', 'subject domestic violence good know different program help community', 'domestic', 'domestic violence', 'domestic violence good', 'domestic violence good know', 'domestic violence good know different', 'domestic violence good know different program', 'domestic violence good know different program help', 'domestic violence good know different program help community', 'violence', 'violence good', 'violence good know', 'violence good know different', 'violence good know different program', 'violence good know different program help', 'violence good know different program help community', 'good', 'good know', 'good know different', 'good know different program', 'good know different program help', 'good know different program help community', 'know', 'know different', 'know different program', 'know different program help', 'know different program help community', 'different', 'different program', 'different program help', 'different program help community', 'program', 'program help', 'program help community', 'help', 'help community', 'community']",0,0,0,0,1,0,0,0,0,0,0,0.024096385542168676
110374,"If you have decided you want a rhinoplasty and are solely considering which doctor to use, look no further!",0,decide want nose job entirely consider doctor use look no,"['decide', 'decide want', 'decide want nose', 'decide want nose job', 'decide want nose job entirely', 'decide want nose job entirely consider', 'decide want nose job entirely consider doctor', 'decide want nose job entirely consider doctor use', 'decide want nose job entirely consider doctor use look', 'decide want nose job entirely consider doctor use look no', 'want', 'want nose', 'want nose job', 'want nose job entirely', 'want nose job entirely consider', 'want nose job entirely consider doctor', 'want nose job entirely consider doctor use', 'want nose job entirely consider doctor use look', 'want nose job entirely consider doctor use look no', 'nose', 'nose job', 'nose job entirely', 'nose job entirely consider', 'nose job entirely consider doctor', 'nose job entirely consider doctor use', 'nose job entirely consider doctor use look', 'nose job entirely consider doctor use look no', 'job', 'job entirely', 'job entirely consider', 'job entirely consider doctor', 'job entirely consider doctor use', 'job entirely consider doctor use look', 'job entirely consider doctor use look no', 'entirely', 'entirely consider', 'entirely consider doctor', 'entirely consider doctor use', 'entirely consider doctor use look', 'entirely consider doctor use look no', 'consider', 'consider doctor', 'consider doctor use', 'consider doctor use look', 'consider doctor use look no', 'doctor', 'doctor use', 'doctor use look', 'doctor use look no', 'use', 'use look', 'use look no', 'look', 'look no', 'no']",0,0,0,0,0,0,0,1,0,0,0,0.024096385542168676
62648,He makes me feel comfortable and I know he's doing his job and he cares about me,0,make feel comfortable know job care,"['make', 'make feel', 'make feel comfortable', 'make feel comfortable know', 'make feel comfortable know job', 'make feel comfortable know job care', 'feel', 'feel comfortable', 'feel comfortable know', 'feel comfortable know job', 'feel comfortable know job care', 'comfortable', 'comfortable know', 'comfortable know job', 'comfortable know job care', 'know', 'know job', 'know job care', 'job', 'job care', 'care']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
126569,I will make sure I let everyone know how great she is!,0,sure let know great,"['sure', 'sure let', 'sure let know', 'sure let know great', 'let', 'let know', 'let know great', 'know', 'know great', 'great']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
130428,After reading reviews I agree they know what they are doing here.,0,read review agree know,"['read', 'read review', 'read review agree', 'read review agree know', 'review', 'review agree', 'review agree know', 'agree', 'agree know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
112128,and how she use to be a Dallas Cowboy Cheer leader....,1,use cowboy cheer leader,"['use', 'use cowboy', 'use cowboy cheer', 'use cowboy cheer leader', 'cowboy', 'cowboy cheer', 'cowboy cheer leader', 'cheer', 'cheer leader', 'leader']",0,0,0,0,0,0,0,1,0,0,0,0.05263157894736842
94372,for 13 years and is one the greatest people I know.,0,great people know,"['great', 'great people', 'great people know', 'people', 'people know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.058823529411764705
149049,you know that she wants to give you all of the knowledge you need or desire before surgery.,0,know want cognition need desire surgery,"['know', 'know want', 'know want cognition', 'know want cognition need', 'know want cognition need desire', 'know want cognition need desire surgery', 'want', 'want cognition', 'want cognition need', 'want cognition need desire', 'want cognition need desire surgery', 'cognition', 'cognition need', 'cognition need desire', 'cognition need desire surgery', 'need', 'need desire', 'need desire surgery', 'desire', 'desire surgery', 'surgery']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
96316,I am just want to let others know what a rip off!,1,want let know rip,"['want', 'want let', 'want let know', 'want let know rip', 'let', 'let know', 'let know rip', 'know', 'know rip', 'rip']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
147501,"Dr. Vetsa is the worst Dr. I know, thanks to her Negligence my mother almost died.",1,dr versa bad dr know thanks negligence mother die,"['dr', 'dr versa', 'dr versa bad', 'dr versa bad dr', 'dr versa bad dr know', 'dr versa bad dr know thanks', 'dr versa bad dr know thanks negligence', 'dr versa bad dr know thanks negligence mother', 'dr versa bad dr know thanks negligence mother die', 'versa', 'versa bad', 'versa bad dr', 'versa bad dr know', 'versa bad dr know thanks', 'versa bad dr know thanks negligence', 'versa bad dr know thanks negligence mother', 'versa bad dr know thanks negligence mother die', 'bad', 'bad dr', 'bad dr know', 'bad dr know thanks', 'bad dr know thanks negligence', 'bad dr know thanks negligence mother', 'bad dr know thanks negligence mother die', 'dr', 'dr know', 'dr know thanks', 'dr know thanks negligence', 'dr know thanks negligence mother', 'dr know thanks negligence mother die', 'know', 'know thanks', 'know thanks negligence', 'know thanks negligence mother', 'know thanks negligence mother die', 'thanks', 'thanks negligence', 'thanks negligence mother', 'thanks negligence mother die', 'negligence', 'negligence mother', 'negligence mother die', 'mother', 'mother die', 'die']",0,0,0,0,1,0,0,0,0,0,0,0.0273972602739726
123398,I would recommend letting people know how long the prep/waiting on surgery day will be.,1,recommend let people know long replaiting surgery day,"['recommend', 'recommend let', 'recommend let people', 'recommend let people know', 'recommend let people know long', 'recommend let people know long replaiting', 'recommend let people know long replaiting surgery', 'recommend let people know long replaiting surgery day', 'let', 'let people', 'let people know', 'let people know long', 'let people know long replaiting', 'let people know long replaiting surgery', 'let people know long replaiting surgery day', 'people', 'people know', 'people know long', 'people know long replaiting', 'people know long replaiting surgery', 'people know long replaiting surgery day', 'know', 'know long', 'know long replaiting', 'know long replaiting surgery', 'know long replaiting surgery day', 'long', 'long replaiting', 'long replaiting surgery', 'long replaiting surgery day', 'replaiting', 'replaiting surgery', 'replaiting surgery day', 'surgery', 'surgery day', 'day']",0,0,0,0,1,0,0,0,0,0,0,0.03125
128799,He knows the solution to my problem.,0,know solution problem,"['know', 'know solution', 'know solution problem', 'solution', 'solution problem', 'problem']",0,0,0,0,1,0,0,0,0,0,0,0.058823529411764705
96008,I still have a brown patch coloration around my eyes which I have to use a concealer.,1,brown patch coloration eye use conceal,"['brown', 'brown patch', 'brown patch coloration', 'brown patch coloration eye', 'brown patch coloration eye use', 'brown patch coloration eye use conceal', 'patch', 'patch coloration', 'patch coloration eye', 'patch coloration eye use', 'patch coloration eye use conceal', 'coloration', 'coloration eye', 'coloration eye use', 'coloration eye use conceal', 'eye', 'eye use', 'eye use conceal', 'use', 'use conceal', 'conceal']",0,0,0,0,0,0,0,1,0,0,0,0.04081632653061224
147630,We sat down for almost 45 minutes talking about the surgery (and I know he has a very busy practice).,0,sit talk surgery know busy practice,"['sit', 'sit talk', 'sit talk surgery', 'sit talk surgery know', 'sit talk surgery know busy', 'sit talk surgery know busy practice', 'talk', 'talk surgery', 'talk surgery know', 'talk surgery know busy', 'talk surgery know busy practice', 'surgery', 'surgery know', 'surgery know busy', 'surgery know busy practice', 'know', 'know busy', 'know busy practice', 'busy', 'busy practice', 'practice']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
155669,It's a wonderful feeling knowing that my body is healing itself from the inside w/o having to have surgery.,0,fantastic feel know body heal inside wo have surgery,"['fantastic', 'fantastic feel', 'fantastic feel know', 'fantastic feel know body', 'fantastic feel know body heal', 'fantastic feel know body heal inside', 'fantastic feel know body heal inside wo', 'fantastic feel know body heal inside wo have', 'fantastic feel know body heal inside wo have surgery', 'feel', 'feel know', 'feel know body', 'feel know body heal', 'feel know body heal inside', 'feel know body heal inside wo', 'feel know body heal inside wo have', 'feel know body heal inside wo have surgery', 'know', 'know body', 'know body heal', 'know body heal inside', 'know body heal inside wo', 'know body heal inside wo have', 'know body heal inside wo have surgery', 'body', 'body heal', 'body heal inside', 'body heal inside wo', 'body heal inside wo have', 'body heal inside wo have surgery', 'heal', 'heal inside', 'heal inside wo', 'heal inside wo have', 'heal inside wo have surgery', 'inside', 'inside wo', 'inside wo have', 'inside wo have surgery', 'wo', 'wo have', 'wo have surgery', 'have', 'have surgery', 'surgery']",0,0,0,0,1,0,0,0,0,0,0,0.0273972602739726
184698,He finally said they could use steroid injections to help my problem.,1,finally say use osteoid injection help problem,"['finally', 'finally say', 'finally say use', 'finally say use osteoid', 'finally say use osteoid injection', 'finally say use osteoid injection help', 'finally say use osteoid injection help problem', 'say', 'say use', 'say use osteoid', 'say use osteoid injection', 'say use osteoid injection help', 'say use osteoid injection help problem', 'use', 'use osteoid', 'use osteoid injection', 'use osteoid injection help', 'use osteoid injection help problem', 'osteoid', 'osteoid injection', 'osteoid injection help', 'osteoid injection help problem', 'injection', 'injection help', 'injection help problem', 'help', 'help problem', 'problem']",0,0,0,0,0,0,0,1,0,0,0,0.03571428571428571
186860,and before I knew it the injections were done!,0,know injection,"['know', 'know injection', 'injection']",0,0,0,0,1,0,0,0,0,0,0,0.06451612903225806
98315,and really knows how to listen to his patients.,0,know listen patient,"['know', 'know listen', 'know listen patient', 'listen', 'listen patient', 'patient']",0,0,0,0,1,0,0,0,0,0,0,0.058823529411764705
66729,so she knew what I needed.,0,know need,"['know', 'know need', 'need']",0,0,0,0,1,0,0,0,0,0,0,0.06451612903225806
114458,Needless to say I will make sure no one I know will ever use this doctor for any reason.,1,needle sure no know use doctor reason,"['needle', 'needle sure', 'needle sure no', 'needle sure no know', 'needle sure no know use', 'needle sure no know use doctor', 'needle sure no know use doctor reason', 'sure', 'sure no', 'sure no know', 'sure no know use', 'sure no know use doctor', 'sure no know use doctor reason', 'no', 'no know', 'no know use', 'no know use doctor', 'no know use doctor reason', 'know', 'know use', 'know use doctor', 'know use doctor reason', 'use', 'use doctor', 'use doctor reason', 'doctor', 'doctor reason', 'reason']",0,0,0,0,1,1,0,1,0,0,0,0.10714285714285714
155531,"As if ""we have caller ID"" was like a good reason to why my appointment was cancelled without me even knowing.",1,call like good reason appointment cancel know,"['call', 'call like', 'call like good', 'call like good reason', 'call like good reason appointment', 'call like good reason appointment cancel', 'call like good reason appointment cancel know', 'like', 'like good', 'like good reason', 'like good reason appointment', 'like good reason appointment cancel', 'like good reason appointment cancel know', 'good', 'good reason', 'good reason appointment', 'good reason appointment cancel', 'good reason appointment cancel know', 'reason', 'reason appointment', 'reason appointment cancel', 'reason appointment cancel know', 'appointment', 'appointment cancel', 'appointment cancel know', 'cancel', 'cancel know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.03571428571428571
152075,What kind or arrogant a schedules a surgery knowing he has a scheduling conflict (court appearance)?,1,kind arrogant schedule surgery know schelling conflict court appearance,"['kind', 'kind arrogant', 'kind arrogant schedule', 'kind arrogant schedule surgery', 'kind arrogant schedule surgery know', 'kind arrogant schedule surgery know schelling', 'kind arrogant schedule surgery know schelling conflict', 'kind arrogant schedule surgery know schelling conflict court', 'kind arrogant schedule surgery know schelling conflict court appearance', 'arrogant', 'arrogant schedule', 'arrogant schedule surgery', 'arrogant schedule surgery know', 'arrogant schedule surgery know schelling', 'arrogant schedule surgery know schelling conflict', 'arrogant schedule surgery know schelling conflict court', 'arrogant schedule surgery know schelling conflict court appearance', 'schedule', 'schedule surgery', 'schedule surgery know', 'schedule surgery know schelling', 'schedule surgery know schelling conflict', 'schedule surgery know schelling conflict court', 'schedule surgery know schelling conflict court appearance', 'surgery', 'surgery know', 'surgery know schelling', 'surgery know schelling conflict', 'surgery know schelling conflict court', 'surgery know schelling conflict court appearance', 'know', 'know schelling', 'know schelling conflict', 'know schelling conflict court', 'know schelling conflict court appearance', 'schelling', 'schelling conflict', 'schelling conflict court', 'schelling conflict court appearance', 'conflict', 'conflict court', 'conflict court appearance', 'court', 'court appearance', 'appearance']",0,0,0,0,1,0,0,0,0,0,0,0.0273972602739726
96435,and now we are already 10 weeks pregnant with our first little nugget!,0,pregnant little suggest,"['pregnant', 'pregnant little', 'pregnant little suggest', 'little', 'little suggest', 'suggest']",0,0,0,0,0,0,0,0,0,0,1,0.058823529411764705
189966,"That man is a GENIUS and back then, he knew he wanted to corner the market and he did.",0,man genius know want corner market,"['man', 'man genius', 'man genius know', 'man genius know want', 'man genius know want corner', 'man genius know want corner market', 'genius', 'genius know', 'genius know want', 'genius know want corner', 'genius know want corner market', 'know', 'know want', 'know want corner', 'know want corner market', 'want', 'want corner', 'want corner market', 'corner', 'corner market', 'market']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
138235,"for an EMsculpt consultation on my abdomen - Christina brilliantly suggested that I do Coolsculpting instead, which I tried and got amazing results from.",0,emsculpt consultation abdomen christian brilliantly suggest coolsculpting instead try get amaze result,"['emsculpt', 'emsculpt consultation', 'emsculpt consultation abdomen', 'emsculpt consultation abdomen christian', 'emsculpt consultation abdomen christian brilliantly', 'emsculpt consultation abdomen christian brilliantly suggest', 'emsculpt consultation abdomen christian brilliantly suggest coolsculpting', 'emsculpt consultation abdomen christian brilliantly suggest coolsculpting instead', 'emsculpt consultation abdomen christian brilliantly suggest coolsculpting instead try', 'emsculpt consultation abdomen christian brilliantly suggest coolsculpting instead try get', 'emsculpt consultation abdomen christian brilliantly suggest coolsculpting instead try get amaze', 'emsculpt consultation abdomen christian brilliantly suggest coolsculpting instead try get amaze result', 'consultation', 'consultation abdomen', 'consultation abdomen christian', 'consultation abdomen christian brilliantly', 'consultation abdomen christian brilliantly suggest', 'consultation abdomen christian brilliantly suggest coolsculpting', 'consultation abdomen christian brilliantly suggest coolsculpting instead', 'consultation abdomen christian brilliantly suggest coolsculpting instead try', 'consultation abdomen christian brilliantly suggest coolsculpting instead try get', 'consultation abdomen christian brilliantly suggest coolsculpting instead try get amaze', 'consultation abdomen christian brilliantly suggest coolsculpting instead try get amaze result', 'abdomen', 'abdomen christian', 'abdomen christian brilliantly', 'abdomen christian brilliantly suggest', 'abdomen christian brilliantly suggest coolsculpting', 'abdomen christian brilliantly suggest coolsculpting instead', 'abdomen christian brilliantly suggest coolsculpting instead try', 'abdomen christian brilliantly suggest coolsculpting instead try get', 'abdomen christian brilliantly suggest coolsculpting instead try get amaze', 'abdomen christian brilliantly suggest coolsculpting instead try get amaze result', 'christian', 'christian brilliantly', 'christian brilliantly suggest', 'christian brilliantly suggest coolsculpting', 'christian brilliantly suggest coolsculpting instead', 'christian brilliantly suggest coolsculpting instead try', 'christian brilliantly suggest coolsculpting instead try get', 'christian brilliantly suggest coolsculpting instead try get amaze', 'christian brilliantly suggest coolsculpting instead try get amaze result', 'brilliantly', 'brilliantly suggest', 'brilliantly suggest coolsculpting', 'brilliantly suggest coolsculpting instead', 'brilliantly suggest coolsculpting instead try', 'brilliantly suggest coolsculpting instead try get', 'brilliantly suggest coolsculpting instead try get amaze', 'brilliantly suggest coolsculpting instead try get amaze result', 'suggest', 'suggest coolsculpting', 'suggest coolsculpting instead', 'suggest coolsculpting instead try', 'suggest coolsculpting instead try get', 'suggest coolsculpting instead try get amaze', 'suggest coolsculpting instead try get amaze result', 'coolsculpting', 'coolsculpting instead', 'coolsculpting instead try', 'coolsculpting instead try get', 'coolsculpting instead try get amaze', 'coolsculpting instead try get amaze result', 'instead', 'instead try', 'instead try get', 'instead try get amaze', 'instead try get amaze result', 'try', 'try get', 'try get amaze', 'try get amaze result', 'get', 'get amaze', 'get amaze result', 'amaze', 'amaze result', 'result']",0,0,0,0,0,0,0,0,0,0,1,0.018867924528301886
64841,He is personal and lets me know.,0,personal let know,"['personal', 'personal let', 'personal let know', 'let', 'let know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.058823529411764705
90278,"If I knew it would be this painless, I would have done this years ago.",0,know painless,"['know', 'know painless', 'painless']",0,0,0,0,1,0,0,0,0,0,0,0.06451612903225806
124891,They know how horrible I have felt and nothing.,1,know atrocious feel,"['know', 'know atrocious', 'know atrocious feel', 'atrocious', 'atrocious feel', 'feel']",0,0,0,0,1,0,0,0,0,0,0,0.058823529411764705
99883,"It makes me feel better to know he has so much experience,",0,make feel good know experience,"['make', 'make feel', 'make feel good', 'make feel good know', 'make feel good know experience', 'feel', 'feel good', 'feel good know', 'feel good know experience', 'good', 'good know', 'good know experience', 'know', 'know experience', 'experience']",0,0,0,0,1,0,0,0,0,0,0,0.046511627906976744
147938,I don't like fillers and a friend suggested a permanent lip implant and she said to ONLY go to Dr Grazer.,0,like tiller friend suggest permanent lip plant say dr graze,"['like', 'like tiller', 'like tiller friend', 'like tiller friend suggest', 'like tiller friend suggest permanent', 'like tiller friend suggest permanent lip', 'like tiller friend suggest permanent lip plant', 'like tiller friend suggest permanent lip plant say', 'like tiller friend suggest permanent lip plant say dr', 'like tiller friend suggest permanent lip plant say dr graze', 'tiller', 'tiller friend', 'tiller friend suggest', 'tiller friend suggest permanent', 'tiller friend suggest permanent lip', 'tiller friend suggest permanent lip plant', 'tiller friend suggest permanent lip plant say', 'tiller friend suggest permanent lip plant say dr', 'tiller friend suggest permanent lip plant say dr graze', 'friend', 'friend suggest', 'friend suggest permanent', 'friend suggest permanent lip', 'friend suggest permanent lip plant', 'friend suggest permanent lip plant say', 'friend suggest permanent lip plant say dr', 'friend suggest permanent lip plant say dr graze', 'suggest', 'suggest permanent', 'suggest permanent lip', 'suggest permanent lip plant', 'suggest permanent lip plant say', 'suggest permanent lip plant say dr', 'suggest permanent lip plant say dr graze', 'permanent', 'permanent lip', 'permanent lip plant', 'permanent lip plant say', 'permanent lip plant say dr', 'permanent lip plant say dr graze', 'lip', 'lip plant', 'lip plant say', 'lip plant say dr', 'lip plant say dr graze', 'plant', 'plant say', 'plant say dr', 'plant say dr graze', 'say', 'say dr', 'say dr graze', 'dr', 'dr graze', 'graze']",0,0,0,0,0,0,0,0,0,0,1,0.024096385542168676
