commentId,comment,classification,comment_processed,word_phrase_list,possible,expect,outline,similarity_score
146171,My operation went better than you would expect.,0,operation go good expect,"['operation', 'operation go', 'operation go good', 'operation go good expect', 'go', 'go good', 'go good expect', 'good', 'good expect', 'expect']",0,1,0,0.125
189590,and don't expect to be called back to re scheduled the appointment they cancel to check on how you are recovering from major surgery.,1,expect call schedule appointment cancel check recover major surgery,"['expect', 'expect call', 'expect call schedule', 'expect call schedule appointment', 'expect call schedule appointment cancel', 'expect call schedule appointment cancel check', 'expect call schedule appointment cancel check recover', 'expect call schedule appointment cancel check recover major', 'expect call schedule appointment cancel check recover major surgery', 'call', 'call schedule', 'call schedule appointment', 'call schedule appointment cancel', 'call schedule appointment cancel check', 'call schedule appointment cancel check recover', 'call schedule appointment cancel check recover major', 'call schedule appointment cancel check recover major surgery', 'schedule', 'schedule appointment', 'schedule appointment cancel', 'schedule appointment cancel check', 'schedule appointment cancel check recover', 'schedule appointment cancel check recover major', 'schedule appointment cancel check recover major surgery', 'appointment', 'appointment cancel', 'appointment cancel check', 'appointment cancel check recover', 'appointment cancel check recover major', 'appointment cancel check recover major surgery', 'cancel', 'cancel check', 'cancel check recover', 'cancel check recover major', 'cancel check recover major surgery', 'check', 'check recover', 'check recover major', 'check recover major surgery', 'recover', 'recover major', 'recover major surgery', 'major', 'major surgery', 'surgery']",0,1,0,0.0392156862745098
112377,He attempts to do everything possible to help make chronic conditions tolerable.,0,attempt possible help chronic condition tolerable,"['attempt', 'attempt possible', 'attempt possible help', 'attempt possible help chronic', 'attempt possible help chronic condition', 'attempt possible help chronic condition tolerable', 'possible', 'possible help', 'possible help chronic', 'possible help chronic condition', 'possible help chronic condition tolerable', 'help', 'help chronic', 'help chronic condition', 'help chronic condition tolerable', 'chronic', 'chronic condition', 'chronic condition tolerable', 'condition', 'condition tolerable', 'tolerable']",1,0,0,0.07407407407407407
68383,have scheduled the surgery and eagerly awaiting my procedures.,0,schedule surgery eagerly expect procedure,"['schedule', 'schedule surgery', 'schedule surgery eagerly', 'schedule surgery eagerly expect', 'schedule surgery eagerly expect procedure', 'surgery', 'surgery eagerly', 'surgery eagerly expect', 'surgery eagerly expect procedure', 'eagerly', 'eagerly expect', 'eagerly expect procedure', 'expect', 'expect procedure', 'procedure']",0,1,0,0.09523809523809523
131746,Although visiting him a is pretty pricey but they're all specialist so expect specialty prices depending on your insurance.,1,visit pretty price specialist expect specially price depend insurance,"['visit', 'visit pretty', 'visit pretty price', 'visit pretty price specialist', 'visit pretty price specialist expect', 'visit pretty price specialist expect specially', 'visit pretty price specialist expect specially price', 'visit pretty price specialist expect specially price depend', 'visit pretty price specialist expect specially price depend insurance', 'pretty', 'pretty price', 'pretty price specialist', 'pretty price specialist expect', 'pretty price specialist expect specially', 'pretty price specialist expect specially price', 'pretty price specialist expect specially price depend', 'pretty price specialist expect specially price depend insurance', 'price', 'price specialist', 'price specialist expect', 'price specialist expect specially', 'price specialist expect specially price', 'price specialist expect specially price depend', 'price specialist expect specially price depend insurance', 'specialist', 'specialist expect', 'specialist expect specially', 'specialist expect specially price', 'specialist expect specially price depend', 'specialist expect specially price depend insurance', 'expect', 'expect specially', 'expect specially price', 'expect specially price depend', 'expect specially price depend insurance', 'specially', 'specially price', 'specially price depend', 'specially price depend insurance', 'price', 'price depend', 'price depend insurance', 'depend', 'depend insurance', 'insurance']",0,1,0,0.0392156862745098
147828,Even his associates at the hospital were much more friendly and informative than i could have ever expected.,0,associate hospital friendly information expect,"['associate', 'associate hospital', 'associate hospital friendly', 'associate hospital friendly information', 'associate hospital friendly information expect', 'hospital', 'hospital friendly', 'hospital friendly information', 'hospital friendly information expect', 'friendly', 'friendly information', 'friendly information expect', 'information', 'information expect', 'expect']",0,1,0,0.09523809523809523
84801,and works hard to make sure your issue is solved as quickly as possible.,0,work hard sure issue solve quickly possible,"['work', 'work hard', 'work hard sure', 'work hard sure issue', 'work hard sure issue solve', 'work hard sure issue solve quickly', 'work hard sure issue solve quickly possible', 'hard', 'hard sure', 'hard sure issue', 'hard sure issue solve', 'hard sure issue solve quickly', 'hard sure issue solve quickly possible', 'sure', 'sure issue', 'sure issue solve', 'sure issue solve quickly', 'sure issue solve quickly possible', 'issue', 'issue solve', 'issue solve quickly', 'issue solve quickly possible', 'solve', 'solve quickly', 'solve quickly possible', 'quickly', 'quickly possible', 'possible']",1,0,0,0.058823529411764705
154493,I'd give him 10 stars if possible!,0,star possible,"['star', 'star possible', 'possible']",1,0,0,0.2222222222222222
95154,sounds like he's reading from a script when discussing possible causes of my symptoms.,1,sound like read script discuss possible cause symptom,"['sound', 'sound like', 'sound like read', 'sound like read script', 'sound like read script discuss', 'sound like read script discuss possible', 'sound like read script discuss possible cause', 'sound like read script discuss possible cause symptom', 'like', 'like read', 'like read script', 'like read script discuss', 'like read script discuss possible', 'like read script discuss possible cause', 'like read script discuss possible cause symptom', 'read', 'read script', 'read script discuss', 'read script discuss possible', 'read script discuss possible cause', 'read script discuss possible cause symptom', 'script', 'script discuss', 'script discuss possible', 'script discuss possible cause', 'script discuss possible cause symptom', 'discuss', 'discuss possible', 'discuss possible cause', 'discuss possible cause symptom', 'possible', 'possible cause', 'possible cause symptom', 'cause', 'cause symptom', 'symptom']",1,0,0,0.047619047619047616
138428,I'm seen at my expected time and I'm out of the office promptly.,0,see expect time office promptly,"['see', 'see expect', 'see expect time', 'see expect time office', 'see expect time office promptly', 'expect', 'expect time', 'expect time office', 'expect time office promptly', 'time', 'time office', 'time office promptly', 'office', 'office promptly', 'promptly']",0,1,0,0.09523809523809523
110844,People are nice and try to make your stay comfortable as possible.,0,people nice try stay comfortable possible,"['people', 'people nice', 'people nice try', 'people nice try stay', 'people nice try stay comfortable', 'people nice try stay comfortable possible', 'nice', 'nice try', 'nice try stay', 'nice try stay comfortable', 'nice try stay comfortable possible', 'try', 'try stay', 'try stay comfortable', 'try stay comfortable possible', 'stay', 'stay comfortable', 'stay comfortable possible', 'comfortable', 'comfortable possible', 'possible']",1,0,0,0.07407407407407407
129137,It's been less than 24 hours after my injection and swelling is much less than I expected so far so good.,0,injection swell expect far good,"['injection', 'injection swell', 'injection swell expect', 'injection swell expect far', 'injection swell expect far good', 'swell', 'swell expect', 'swell expect far', 'swell expect far good', 'expect', 'expect far', 'expect far good', 'far', 'far good', 'good']",0,1,0,0.09523809523809523
72084,The recovery process was not as bad as I expected.,0,recovery process not bad expect,"['recovery', 'recovery process', 'recovery process not', 'recovery process not bad', 'recovery process not bad expect', 'process', 'process not', 'process not bad', 'process not bad expect', 'not', 'not bad', 'not bad expect', 'bad', 'bad expect', 'expect']",0,1,0,0.09523809523809523
93785,My wife and I were thoroughly informed about what to expect,0,wife thoroughly inform expect,"['wife', 'wife thoroughly', 'wife thoroughly inform', 'wife thoroughly inform expect', 'thoroughly', 'thoroughly inform', 'thoroughly inform expect', 'inform', 'inform expect', 'expect']",0,1,0,0.125
185917,"Overall, it was an incredible experience and I wouldn't have expected to be",0,overall incredible experience expect,"['overall', 'overall incredible', 'overall incredible experience', 'overall incredible experience expect', 'incredible', 'incredible experience', 'incredible experience expect', 'experience', 'experience expect', 'expect']",0,1,0,0.125
103461,I never had to worry about anything because it was all outlined.,0,worry outline,"['worry', 'worry outline', 'outline']",0,0,1,0.2222222222222222
73058,so we are now expecting our 1st child.,0,expect st child,"['expect', 'expect st', 'expect st child', 'st', 'st child', 'child']",0,1,0,0.16666666666666666
113564,they performed multiple additional exams without letting me know to expect a fat bill in the mail.,1,perform multiple extra examination let know expect fat bill mail,"['perform', 'perform multiple', 'perform multiple extra', 'perform multiple extra examination', 'perform multiple extra examination let', 'perform multiple extra examination let know', 'perform multiple extra examination let know expect', 'perform multiple extra examination let know expect fat', 'perform multiple extra examination let know expect fat bill', 'perform multiple extra examination let know expect fat bill mail', 'multiple', 'multiple extra', 'multiple extra examination', 'multiple extra examination let', 'multiple extra examination let know', 'multiple extra examination let know expect', 'multiple extra examination let know expect fat', 'multiple extra examination let know expect fat bill', 'multiple extra examination let know expect fat bill mail', 'extra', 'extra examination', 'extra examination let', 'extra examination let know', 'extra examination let know expect', 'extra examination let know expect fat', 'extra examination let know expect fat bill', 'extra examination let know expect fat bill mail', 'examination', 'examination let', 'examination let know', 'examination let know expect', 'examination let know expect fat', 'examination let know expect fat bill', 'examination let know expect fat bill mail', 'let', 'let know', 'let know expect', 'let know expect fat', 'let know expect fat bill', 'let know expect fat bill mail', 'know', 'know expect', 'know expect fat', 'know expect fat bill', 'know expect fat bill mail', 'expect', 'expect fat', 'expect fat bill', 'expect fat bill mail', 'fat', 'fat bill', 'fat bill mail', 'bill', 'bill mail', 'mail']",0,1,0,0.03278688524590164
177390,I expected more from my dentist of almost 20 years.,1,expect dentist,"['expect', 'expect dentist', 'dentist']",0,1,0,0.2222222222222222
92189,Each time I had a free consultation that was very thorough and detailed exactly what he was going to do and what to expect pre,0,time free consultation thorough detail precisely go expect pre,"['time', 'time free', 'time free consultation', 'time free consultation thorough', 'time free consultation thorough detail', 'time free consultation thorough detail precisely', 'time free consultation thorough detail precisely go', 'time free consultation thorough detail precisely go expect', 'time free consultation thorough detail precisely go expect pre', 'free', 'free consultation', 'free consultation thorough', 'free consultation thorough detail', 'free consultation thorough detail precisely', 'free consultation thorough detail precisely go', 'free consultation thorough detail precisely go expect', 'free consultation thorough detail precisely go expect pre', 'consultation', 'consultation thorough', 'consultation thorough detail', 'consultation thorough detail precisely', 'consultation thorough detail precisely go', 'consultation thorough detail precisely go expect', 'consultation thorough detail precisely go expect pre', 'thorough', 'thorough detail', 'thorough detail precisely', 'thorough detail precisely go', 'thorough detail precisely go expect', 'thorough detail precisely go expect pre', 'detail', 'detail precisely', 'detail precisely go', 'detail precisely go expect', 'detail precisely go expect pre', 'precisely', 'precisely go', 'precisely go expect', 'precisely go expect pre', 'go', 'go expect', 'go expect pre', 'expect', 'expect pre', 'pre']",0,1,0,0.0392156862745098
94413,Surgery went as expected with my pain significantly reduced immediately afterwards.,0,surgery go expect pain significantly reduce immediately,"['surgery', 'surgery go', 'surgery go expect', 'surgery go expect pain', 'surgery go expect pain significantly', 'surgery go expect pain significantly reduce', 'surgery go expect pain significantly reduce immediately', 'go', 'go expect', 'go expect pain', 'go expect pain significantly', 'go expect pain significantly reduce', 'go expect pain significantly reduce immediately', 'expect', 'expect pain', 'expect pain significantly', 'expect pain significantly reduce', 'expect pain significantly reduce immediately', 'pain', 'pain significantly', 'pain significantly reduce', 'pain significantly reduce immediately', 'significantly', 'significantly reduce', 'significantly reduce immediately', 'reduce', 'reduce immediately', 'immediately']",0,1,0,0.058823529411764705
159489,but honestly I didn't expect to love them so much!,0,honestly expect love,"['honestly', 'honestly expect', 'honestly expect love', 'expect', 'expect love', 'love']",0,1,0,0.16666666666666666
74486,"I liked Dr. Segal's ratings of successful lasik surgeries, staff friendliness, and clarity of information related to what to expect leading up to the surgery.",0,like dr seal rat successful forgery staff friendliness clarity information relate expect lead surgery,"['like', 'like dr', 'like dr seal', 'like dr seal rat', 'like dr seal rat successful', 'like dr seal rat successful forgery', 'like dr seal rat successful forgery staff', 'like dr seal rat successful forgery staff friendliness', 'like dr seal rat successful forgery staff friendliness clarity', 'like dr seal rat successful forgery staff friendliness clarity information', 'like dr seal rat successful forgery staff friendliness clarity information relate', 'like dr seal rat successful forgery staff friendliness clarity information relate expect', 'like dr seal rat successful forgery staff friendliness clarity information relate expect lead', 'like dr seal rat successful forgery staff friendliness clarity information relate expect lead surgery', 'dr', 'dr seal', 'dr seal rat', 'dr seal rat successful', 'dr seal rat successful forgery', 'dr seal rat successful forgery staff', 'dr seal rat successful forgery staff friendliness', 'dr seal rat successful forgery staff friendliness clarity', 'dr seal rat successful forgery staff friendliness clarity information', 'dr seal rat successful forgery staff friendliness clarity information relate', 'dr seal rat successful forgery staff friendliness clarity information relate expect', 'dr seal rat successful forgery staff friendliness clarity information relate expect lead', 'dr seal rat successful forgery staff friendliness clarity information relate expect lead surgery', 'seal', 'seal rat', 'seal rat successful', 'seal rat successful forgery', 'seal rat successful forgery staff', 'seal rat successful forgery staff friendliness', 'seal rat successful forgery staff friendliness clarity', 'seal rat successful forgery staff friendliness clarity information', 'seal rat successful forgery staff friendliness clarity information relate', 'seal rat successful forgery staff friendliness clarity information relate expect', 'seal rat successful forgery staff friendliness clarity information relate expect lead', 'seal rat successful forgery staff friendliness clarity information relate expect lead surgery', 'rat', 'rat successful', 'rat successful forgery', 'rat successful forgery staff', 'rat successful forgery staff friendliness', 'rat successful forgery staff friendliness clarity', 'rat successful forgery staff friendliness clarity information', 'rat successful forgery staff friendliness clarity information relate', 'rat successful forgery staff friendliness clarity information relate expect', 'rat successful forgery staff friendliness clarity information relate expect lead', 'rat successful forgery staff friendliness clarity information relate expect lead surgery', 'successful', 'successful forgery', 'successful forgery staff', 'successful forgery staff friendliness', 'successful forgery staff friendliness clarity', 'successful forgery staff friendliness clarity information', 'successful forgery staff friendliness clarity information relate', 'successful forgery staff friendliness clarity information relate expect', 'successful forgery staff friendliness clarity information relate expect lead', 'successful forgery staff friendliness clarity information relate expect lead surgery', 'forgery', 'forgery staff', 'forgery staff friendliness', 'forgery staff friendliness clarity', 'forgery staff friendliness clarity information', 'forgery staff friendliness clarity information relate', 'forgery staff friendliness clarity information relate expect', 'forgery staff friendliness clarity information relate expect lead', 'forgery staff friendliness clarity information relate expect lead surgery', 'staff', 'staff friendliness', 'staff friendliness clarity', 'staff friendliness clarity information', 'staff friendliness clarity information relate', 'staff friendliness clarity information relate expect', 'staff friendliness clarity information relate expect lead', 'staff friendliness clarity information relate expect lead surgery', 'friendliness', 'friendliness clarity', 'friendliness clarity information', 'friendliness clarity information relate', 'friendliness clarity information relate expect', 'friendliness clarity information relate expect lead', 'friendliness clarity information relate expect lead surgery', 'clarity', 'clarity information', 'clarity information relate', 'clarity information relate expect', 'clarity information relate expect lead', 'clarity information relate expect lead surgery', 'information', 'information relate', 'information relate expect', 'information relate expect lead', 'information relate expect lead surgery', 'relate', 'relate expect', 'relate expect lead', 'relate expect lead surgery', 'expect', 'expect lead', 'expect lead surgery', 'lead', 'lead surgery', 'surgery']",0,1,0,0.018018018018018018
82612,Dr singer removed a nice amount of fat even fr areas i didn't expect which Im thankful for.,0,remove nice fat francium area expect grateful,"['remove', 'remove nice', 'remove nice fat', 'remove nice fat francium', 'remove nice fat francium area', 'remove nice fat francium area expect', 'remove nice fat francium area expect grateful', 'nice', 'nice fat', 'nice fat francium', 'nice fat francium area', 'nice fat francium area expect', 'nice fat francium area expect grateful', 'fat', 'fat francium', 'fat francium area', 'fat francium area expect', 'fat francium area expect grateful', 'francium', 'francium area', 'francium area expect', 'francium area expect grateful', 'area', 'area expect', 'area expect grateful', 'expect', 'expect grateful', 'grateful']",0,1,0,0.058823529411764705
86345,I was not expecting as great an experience as I had,0,not expect great experience,"['not', 'not expect', 'not expect great', 'not expect great experience', 'expect', 'expect great', 'expect great experience', 'great', 'great experience', 'experience']",0,1,0,0.125
144313,"Not as much pain as expected, and are all very professional, considerate.",0,not pain expect professional considerate,"['not', 'not pain', 'not pain expect', 'not pain expect professional', 'not pain expect professional considerate', 'pain', 'pain expect', 'pain expect professional', 'pain expect professional considerate', 'expect', 'expect professional', 'expect professional considerate', 'professional', 'professional considerate', 'considerate']",0,1,0,0.09523809523809523
97386,He has tried to make my experience as stress free as possible!,0,try experience stress free possible,"['try', 'try experience', 'try experience stress', 'try experience stress free', 'try experience stress free possible', 'experience', 'experience stress', 'experience stress free', 'experience stress free possible', 'stress', 'stress free', 'stress free possible', 'free', 'free possible', 'possible']",1,0,0,0.09523809523809523
158102,"leading up to the procedure, told me what to expect after it was over,",0,lead procedure tell expect,"['lead', 'lead procedure', 'lead procedure tell', 'lead procedure tell expect', 'procedure', 'procedure tell', 'procedure tell expect', 'tell', 'tell expect', 'expect']",0,1,0,0.125
168028,"It was much more painful than I had ever expected,",1,painful expect,"['painful', 'painful expect', 'expect']",0,1,0,0.2222222222222222
92338,Everybody very helpful in explaining what I could expect during the procedures used during the prescribed treatment.,0,everybody helpful explain expect procedure prescribed treatment,"['everybody', 'everybody helpful', 'everybody helpful explain', 'everybody helpful explain expect', 'everybody helpful explain expect procedure', 'everybody helpful explain expect procedure prescribed', 'everybody helpful explain expect procedure prescribed treatment', 'helpful', 'helpful explain', 'helpful explain expect', 'helpful explain expect procedure', 'helpful explain expect procedure prescribed', 'helpful explain expect procedure prescribed treatment', 'explain', 'explain expect', 'explain expect procedure', 'explain expect procedure prescribed', 'explain expect procedure prescribed treatment', 'expect', 'expect procedure', 'expect procedure prescribed', 'expect procedure prescribed treatment', 'procedure', 'procedure prescribed', 'procedure prescribed treatment', 'prescribed', 'prescribed treatment', 'treatment']",0,1,0,0.058823529411764705
180045,The surgery lasted longer then was expected.,1,surgery last long expect,"['surgery', 'surgery last', 'surgery last long', 'surgery last long expect', 'last', 'last long', 'last long expect', 'long', 'long expect', 'expect']",0,1,0,0.125
143151,and worked with me as much as possible.,0,work possible,"['work', 'work possible', 'possible']",1,0,0,0.2222222222222222
59416,"Nothing needed improvement, expected wait time.",1,need improvement expect wait time,"['need', 'need improvement', 'need improvement expect', 'need improvement expect wait', 'need improvement expect wait time', 'improvement', 'improvement expect', 'improvement expect wait', 'improvement expect wait time', 'expect', 'expect wait', 'expect wait time', 'wait', 'wait time', 'time']",0,1,0,0.09523809523809523
188780,Worst possible experience at a doctors office I've ever had.,1,bad possible experience doctor office,"['bad', 'bad possible', 'bad possible experience', 'bad possible experience doctor', 'bad possible experience doctor office', 'possible', 'possible experience', 'possible experience doctor', 'possible experience doctor office', 'experience', 'experience doctor', 'experience doctor office', 'doctor', 'doctor office', 'office']",1,0,0,0.09523809523809523
83054,so obvious all you care about is bilking patients out of as much money as possible!!,1,obvious care milk patient money possible,"['obvious', 'obvious care', 'obvious care milk', 'obvious care milk patient', 'obvious care milk patient money', 'obvious care milk patient money possible', 'care', 'care milk', 'care milk patient', 'care milk patient money', 'care milk patient money possible', 'milk', 'milk patient', 'milk patient money', 'milk patient money possible', 'patient', 'patient money', 'patient money possible', 'money', 'money possible', 'possible']",1,0,0,0.07407407407407407
176734,The type of place that takes as many patients as possible to get more money!,1,type place take patient possible money,"['type', 'type place', 'type place take', 'type place take patient', 'type place take patient possible', 'type place take patient possible money', 'place', 'place take', 'place take patient', 'place take patient possible', 'place take patient possible money', 'take', 'take patient', 'take patient possible', 'take patient possible money', 'patient', 'patient possible', 'patient possible money', 'possible', 'possible money', 'money']",1,0,0,0.07407407407407407
90808,Now after surgery I am breathing better than I have ever imagined possible.,0,surgery breathe good imagine possible,"['surgery', 'surgery breathe', 'surgery breathe good', 'surgery breathe good imagine', 'surgery breathe good imagine possible', 'breathe', 'breathe good', 'breathe good imagine', 'breathe good imagine possible', 'good', 'good imagine', 'good imagine possible', 'imagine', 'imagine possible', 'possible']",1,0,0,0.09523809523809523
145128,I feel secure knowing he is ensuring the best possible care and covering all bases to help in my recovery.,0,feel secure know ensure good possible care cover base help recovery,"['feel', 'feel secure', 'feel secure know', 'feel secure know ensure', 'feel secure know ensure good', 'feel secure know ensure good possible', 'feel secure know ensure good possible care', 'feel secure know ensure good possible care cover', 'feel secure know ensure good possible care cover base', 'feel secure know ensure good possible care cover base help', 'feel secure know ensure good possible care cover base help recovery', 'secure', 'secure know', 'secure know ensure', 'secure know ensure good', 'secure know ensure good possible', 'secure know ensure good possible care', 'secure know ensure good possible care cover', 'secure know ensure good possible care cover base', 'secure know ensure good possible care cover base help', 'secure know ensure good possible care cover base help recovery', 'know', 'know ensure', 'know ensure good', 'know ensure good possible', 'know ensure good possible care', 'know ensure good possible care cover', 'know ensure good possible care cover base', 'know ensure good possible care cover base help', 'know ensure good possible care cover base help recovery', 'ensure', 'ensure good', 'ensure good possible', 'ensure good possible care', 'ensure good possible care cover', 'ensure good possible care cover base', 'ensure good possible care cover base help', 'ensure good possible care cover base help recovery', 'good', 'good possible', 'good possible care', 'good possible care cover', 'good possible care cover base', 'good possible care cover base help', 'good possible care cover base help recovery', 'possible', 'possible care', 'possible care cover', 'possible care cover base', 'possible care cover base help', 'possible care cover base help recovery', 'care', 'care cover', 'care cover base', 'care cover base help', 'care cover base help recovery', 'cover', 'cover base', 'cover base help', 'cover base help recovery', 'base', 'base help', 'base help recovery', 'help', 'help recovery', 'recovery']",1,0,0,0.027777777777777776
135518,Injections were more painful than I expected.,1,injection painful expect,"['injection', 'injection painful', 'injection painful expect', 'painful', 'painful expect', 'expect']",0,1,0,0.16666666666666666
143545,I didn't know what to expect but Dr White helped me feel comfortable with the whole process.,0,know expect help feel comfortable process,"['know', 'know expect', 'know expect help', 'know expect help feel', 'know expect help feel comfortable', 'know expect help feel comfortable process', 'expect', 'expect help', 'expect help feel', 'expect help feel comfortable', 'expect help feel comfortable process', 'help', 'help feel', 'help feel comfortable', 'help feel comfortable process', 'feel', 'feel comfortable', 'feel comfortable process', 'comfortable', 'comfortable process', 'process']",0,1,0,0.07407407407407407
117453,They decided to do something completely pointless and get as much money out of us as possible.,1,decide completely painless money possible,"['decide', 'decide completely', 'decide completely painless', 'decide completely painless money', 'decide completely painless money possible', 'completely', 'completely painless', 'completely painless money', 'completely painless money possible', 'painless', 'painless money', 'painless money possible', 'money', 'money possible', 'possible']",1,0,0,0.09523809523809523
152437,and explaining very well that what I want may be possible but not the best option.,0,explain want possible not good option,"['explain', 'explain want', 'explain want possible', 'explain want possible not', 'explain want possible not good', 'explain want possible not good option', 'want', 'want possible', 'want possible not', 'want possible not good', 'want possible not good option', 'possible', 'possible not', 'possible not good', 'possible not good option', 'not', 'not good', 'not good option', 'good', 'good option', 'option']",1,0,0,0.07407407407407407
108071,"even though I expect a procedure at each visit for the eleven months, I always feel comfortable going to his practice.",0,expect procedure visit feel comfortable go practice,"['expect', 'expect procedure', 'expect procedure visit', 'expect procedure visit feel', 'expect procedure visit feel comfortable', 'expect procedure visit feel comfortable go', 'expect procedure visit feel comfortable go practice', 'procedure', 'procedure visit', 'procedure visit feel', 'procedure visit feel comfortable', 'procedure visit feel comfortable go', 'procedure visit feel comfortable go practice', 'visit', 'visit feel', 'visit feel comfortable', 'visit feel comfortable go', 'visit feel comfortable go practice', 'feel', 'feel comfortable', 'feel comfortable go', 'feel comfortable go practice', 'comfortable', 'comfortable go', 'comfortable go practice', 'go', 'go practice', 'practice']",0,1,0,0.058823529411764705
153575,It is obvious that he cares deeply about his patients as he always goes out of his way to provide the best care possible.,0,obvious care deeply patient go way provide good care possible,"['obvious', 'obvious care', 'obvious care deeply', 'obvious care deeply patient', 'obvious care deeply patient go', 'obvious care deeply patient go way', 'obvious care deeply patient go way provide', 'obvious care deeply patient go way provide good', 'obvious care deeply patient go way provide good care', 'obvious care deeply patient go way provide good care possible', 'care', 'care deeply', 'care deeply patient', 'care deeply patient go', 'care deeply patient go way', 'care deeply patient go way provide', 'care deeply patient go way provide good', 'care deeply patient go way provide good care', 'care deeply patient go way provide good care possible', 'deeply', 'deeply patient', 'deeply patient go', 'deeply patient go way', 'deeply patient go way provide', 'deeply patient go way provide good', 'deeply patient go way provide good care', 'deeply patient go way provide good care possible', 'patient', 'patient go', 'patient go way', 'patient go way provide', 'patient go way provide good', 'patient go way provide good care', 'patient go way provide good care possible', 'go', 'go way', 'go way provide', 'go way provide good', 'go way provide good care', 'go way provide good care possible', 'way', 'way provide', 'way provide good', 'way provide good care', 'way provide good care possible', 'provide', 'provide good', 'provide good care', 'provide good care possible', 'good', 'good care', 'good care possible', 'care', 'care possible', 'possible']",1,0,0,0.03278688524590164
99142,"I have a workmen's comp case, I need my pills they are due today, what they expect me to do.",1,workman come case need pill expect,"['workman', 'workman come', 'workman come case', 'workman come case need', 'workman come case need pill', 'workman come case need pill expect', 'come', 'come case', 'come case need', 'come case need pill', 'come case need pill expect', 'case', 'case need', 'case need pill', 'case need pill expect', 'need', 'need pill', 'need pill expect', 'pill', 'pill expect', 'expect']",0,1,0,0.07407407407407407
149177,"The doctor was very brusk, unfriendly and wanted to be done with me as quickly as possible.",1,doctor brush unfriendly want quickly possible,"['doctor', 'doctor brush', 'doctor brush unfriendly', 'doctor brush unfriendly want', 'doctor brush unfriendly want quickly', 'doctor brush unfriendly want quickly possible', 'brush', 'brush unfriendly', 'brush unfriendly want', 'brush unfriendly want quickly', 'brush unfriendly want quickly possible', 'unfriendly', 'unfriendly want', 'unfriendly want quickly', 'unfriendly want quickly possible', 'want', 'want quickly', 'want quickly possible', 'quickly', 'quickly possible', 'possible']",1,0,0,0.07407407407407407
165181,Staff explained what to expect.,0,staff explain expect,"['staff', 'staff explain', 'staff explain expect', 'explain', 'explain expect', 'expect']",0,1,0,0.16666666666666666
156143,"and expected headaches and that it was a mistake on my part, that it was just migraines or something I was trying to blame him.",1,expect headache mistake migraine try blame,"['expect', 'expect headache', 'expect headache mistake', 'expect headache mistake migraine', 'expect headache mistake migraine try', 'expect headache mistake migraine try blame', 'headache', 'headache mistake', 'headache mistake migraine', 'headache mistake migraine try', 'headache mistake migraine try blame', 'mistake', 'mistake migraine', 'mistake migraine try', 'mistake migraine try blame', 'migraine', 'migraine try', 'migraine try blame', 'try', 'try blame', 'blame']",0,1,0,0.07407407407407407
90304,The recovery was longer than I expected.,1,recovery long expect,"['recovery', 'recovery long', 'recovery long expect', 'long', 'long expect', 'expect']",0,1,0,0.16666666666666666
103023,From day one he told me what I would expect and surely enough it has been everything he said it would be.,0,tell expect surely say,"['tell', 'tell expect', 'tell expect surely', 'tell expect surely say', 'expect', 'expect surely', 'expect surely say', 'surely', 'surely say', 'say']",0,1,0,0.125
133302,We never have to worry about everything possible being done in our behalf.,0,worry possible behalf,"['worry', 'worry possible', 'worry possible behalf', 'possible', 'possible behalf', 'behalf']",1,0,0,0.16666666666666666
109426,and a chin suction and the results were far and above what I expected.,0,chin suction result far expect,"['chin', 'chin suction', 'chin suction result', 'chin suction result far', 'chin suction result far expect', 'suction', 'suction result', 'suction result far', 'suction result far expect', 'result', 'result far', 'result far expect', 'far', 'far expect', 'expect']",0,1,0,0.09523809523809523
110719,The operation went as expected and...,0,operation go expect,"['operation', 'operation go', 'operation go expect', 'go', 'go expect', 'expect']",0,1,0,0.16666666666666666
153827,and no possible way to afford anything else and terrified to do anything else!,1,no possible way afford terrify,"['no', 'no possible', 'no possible way', 'no possible way afford', 'no possible way afford terrify', 'possible', 'possible way', 'possible way afford', 'possible way afford terrify', 'way', 'way afford', 'way afford terrify', 'afford', 'afford terrify', 'terrify']",1,0,0,0.09523809523809523
145720,My recovery is slower than I would originally expected.,1,recovery slow originally expect,"['recovery', 'recovery slow', 'recovery slow originally', 'recovery slow originally expect', 'slow', 'slow originally', 'slow originally expect', 'originally', 'originally expect', 'expect']",0,1,0,0.125
135294,"I have been patient since 2012, have had three surgeries and have recovered better than expected.",0,patient forgery recover good expect,"['patient', 'patient forgery', 'patient forgery recover', 'patient forgery recover good', 'patient forgery recover good expect', 'forgery', 'forgery recover', 'forgery recover good', 'forgery recover good expect', 'recover', 'recover good', 'recover good expect', 'good', 'good expect', 'expect']",0,1,0,0.09523809523809523
