commentId,comment,classification,comment_processed,word_phrase_list,spectacular,impression,similarity_score
102154,These doctors are from the old school where the oath to help patients really mean something is my impression.,0,doctor old school oath help patient mean impression,"['doctor', 'doctor old', 'doctor old school', 'doctor old school oath', 'doctor old school oath help', 'doctor old school oath help patient', 'doctor old school oath help patient mean', 'doctor old school oath help patient mean impression', 'old', 'old school', 'old school oath', 'old school oath help', 'old school oath help patient', 'old school oath help patient mean', 'old school oath help patient mean impression', 'school', 'school oath', 'school oath help', 'school oath help patient', 'school oath help patient mean', 'school oath help patient mean impression', 'oath', 'oath help', 'oath help patient', 'oath help patient mean', 'oath help patient mean impression', 'help', 'help patient', 'help patient mean', 'help patient mean impression', 'patient', 'patient mean', 'patient mean impression', 'mean', 'mean impression', 'impression']",0,1,0.05128205128205128
118605,and I never once got the impression that I was just a number to him.,0,get impression number,"['get', 'get impression', 'get impression number', 'impression', 'impression number', 'number']",0,1,0.2222222222222222
156677,Terrible first impression.,1,terrible impression,"['terrible', 'terrible impression', 'impression']",0,1,0.3333333333333333
116396,The care is truly a bargain considering the quality of care I received and I thought his prices were spectacular.,0,care truly bargain consider quality care receive think price spectacular,"['care', 'care truly', 'care truly bargain', 'care truly bargain consider', 'care truly bargain consider quality', 'care truly bargain consider quality care', 'care truly bargain consider quality care receive', 'care truly bargain consider quality care receive think', 'care truly bargain consider quality care receive think price', 'care truly bargain consider quality care receive think price spectacular', 'truly', 'truly bargain', 'truly bargain consider', 'truly bargain consider quality', 'truly bargain consider quality care', 'truly bargain consider quality care receive', 'truly bargain consider quality care receive think', 'truly bargain consider quality care receive think price', 'truly bargain consider quality care receive think price spectacular', 'bargain', 'bargain consider', 'bargain consider quality', 'bargain consider quality care', 'bargain consider quality care receive', 'bargain consider quality care receive think', 'bargain consider quality care receive think price', 'bargain consider quality care receive think price spectacular', 'consider', 'consider quality', 'consider quality care', 'consider quality care receive', 'consider quality care receive think', 'consider quality care receive think price', 'consider quality care receive think price spectacular', 'quality', 'quality care', 'quality care receive', 'quality care receive think', 'quality care receive think price', 'quality care receive think price spectacular', 'care', 'care receive', 'care receive think', 'care receive think price', 'care receive think price spectacular', 'receive', 'receive think', 'receive think price', 'receive think price spectacular', 'think', 'think price', 'think price spectacular', 'price', 'price spectacular', 'spectacular']",1,0,0.034482758620689655
133661,"My first impression, Dr Esses is a judgmental individual with no compassion.",1,impression essex judgment individual no compassion,"['impression', 'impression essex', 'impression essex judgment', 'impression essex judgment individual', 'impression essex judgment individual no', 'impression essex judgment individual no compassion', 'essex', 'essex judgment', 'essex judgment individual', 'essex judgment individual no', 'essex judgment individual no compassion', 'judgment', 'judgment individual', 'judgment individual no', 'judgment individual no compassion', 'individual', 'individual no', 'individual no compassion', 'no', 'no compassion', 'compassion']",0,1,0.08333333333333333
182050,I'm under the impression now that Dr. Ching thinks it's medically acceptable to never follow up himself with a patient after surgery.,1,impression think medially acceptable follow patient surgery,"['impression', 'impression think', 'impression think medially', 'impression think medially acceptable', 'impression think medially acceptable follow', 'impression think medially acceptable follow patient', 'impression think medially acceptable follow patient surgery', 'think', 'think medially', 'think medially acceptable', 'think medially acceptable follow', 'think medially acceptable follow patient', 'think medially acceptable follow patient surgery', 'medially', 'medially acceptable', 'medially acceptable follow', 'medially acceptable follow patient', 'medially acceptable follow patient surgery', 'acceptable', 'acceptable follow', 'acceptable follow patient', 'acceptable follow patient surgery', 'follow', 'follow patient', 'follow patient surgery', 'patient', 'patient surgery', 'surgery']",0,1,0.06451612903225806
180187,Christine once again gave me such a spectacular service.,0,christine give spectacular service,"['christine', 'christine give', 'christine give spectacular', 'christine give spectacular service', 'give', 'give spectacular', 'give spectacular service', 'spectacular', 'spectacular service', 'service']",1,0,0.15384615384615385
111186,I only met Karen and Cherry and both ladies made a great impression on me.,0,meet aren cherry lady great impression,"['meet', 'meet aren', 'meet aren cherry', 'meet aren cherry lady', 'meet aren cherry lady great', 'meet aren cherry lady great impression', 'aren', 'aren cherry', 'aren cherry lady', 'aren cherry lady great', 'aren cherry lady great impression', 'cherry', 'cherry lady', 'cherry lady great', 'cherry lady great impression', 'lady', 'lady great', 'lady great impression', 'great', 'great impression', 'impression']",0,1,0.08333333333333333
186011,I used to have very good impression in your clinic but not today.,1,good impression clinic not,"['good', 'good impression', 'good impression clinic', 'good impression clinic not', 'impression', 'impression clinic', 'impression clinic not', 'clinic', 'clinic not', 'not']",0,1,0.15384615384615385
87125,"My first impression is the last impression I will have, as I would never hire a surgeon with this type of staff.",1,impression impression hire surgeon type staff,"['impression', 'impression impression', 'impression impression hire', 'impression impression hire surgeon', 'impression impression hire surgeon type', 'impression impression hire surgeon type staff', 'impression', 'impression hire', 'impression hire surgeon', 'impression hire surgeon type', 'impression hire surgeon type staff', 'hire', 'hire surgeon', 'hire surgeon type', 'hire surgeon type staff', 'surgeon', 'surgeon type', 'surgeon type staff', 'type', 'type staff', 'staff']",0,1,0.08333333333333333
139799,"but he never gave me the impression he was annoyed with me , he always answered all my questions and concerns with compassion and honesty.",0,give impression annoyed answer question concern compassion honesty,"['give', 'give impression', 'give impression annoyed', 'give impression annoyed answer', 'give impression annoyed answer question', 'give impression annoyed answer question concern', 'give impression annoyed answer question concern compassion', 'give impression annoyed answer question concern compassion honesty', 'impression', 'impression annoyed', 'impression annoyed answer', 'impression annoyed answer question', 'impression annoyed answer question concern', 'impression annoyed answer question concern compassion', 'impression annoyed answer question concern compassion honesty', 'annoyed', 'annoyed answer', 'annoyed answer question', 'annoyed answer question concern', 'annoyed answer question concern compassion', 'annoyed answer question concern compassion honesty', 'answer', 'answer question', 'answer question concern', 'answer question concern compassion', 'answer question concern compassion honesty', 'question', 'question concern', 'question concern compassion', 'question concern compassion honesty', 'concern', 'concern compassion', 'concern compassion honesty', 'compassion', 'compassion honesty', 'honesty']",0,1,0.05128205128205128
135432,"I have no problem paying the $100, or even the entire surgery but first impressions were terrible.",1,no problem pay entire surgery impression terrible,"['no', 'no problem', 'no problem pay', 'no problem pay entire', 'no problem pay entire surgery', 'no problem pay entire surgery impression', 'no problem pay entire surgery impression terrible', 'problem', 'problem pay', 'problem pay entire', 'problem pay entire surgery', 'problem pay entire surgery impression', 'problem pay entire surgery impression terrible', 'pay', 'pay entire', 'pay entire surgery', 'pay entire surgery impression', 'pay entire surgery impression terrible', 'entire', 'entire surgery', 'entire surgery impression', 'entire surgery impression terrible', 'surgery', 'surgery impression', 'surgery impression terrible', 'impression', 'impression terrible', 'terrible']",0,1,0.06451612903225806
95390,My first impression of this place was not good.,1,impression place not good,"['impression', 'impression place', 'impression place not', 'impression place not good', 'place', 'place not', 'place not good', 'not', 'not good', 'good']",0,1,0.15384615384615385
68583,The doctor was spectacular.,0,spectacular,['spectacular'],1,0,0.5
76027,And his staff is no less spectacular!,0,staff no spectacular,"['staff', 'staff no', 'staff no spectacular', 'no', 'no spectacular', 'spectacular']",1,0,0.2222222222222222
118269,My rhinoplasty surgery experience with Dr. Marotta was nothing short of spectacular.,0,nose job surgery experience marietta short spectacular,"['nose', 'nose job', 'nose job surgery', 'nose job surgery experience', 'nose job surgery experience marietta', 'nose job surgery experience marietta short', 'nose job surgery experience marietta short spectacular', 'job', 'job surgery', 'job surgery experience', 'job surgery experience marietta', 'job surgery experience marietta short', 'job surgery experience marietta short spectacular', 'surgery', 'surgery experience', 'surgery experience marietta', 'surgery experience marietta short', 'surgery experience marietta short spectacular', 'experience', 'experience marietta', 'experience marietta short', 'experience marietta short spectacular', 'marietta', 'marietta short', 'marietta short spectacular', 'short', 'short spectacular', 'spectacular']",1,0,0.06451612903225806
157130,"and has left me with a personal impression, rather than a cold and sterile experience.",0,leave personal impression cold sterile experience,"['leave', 'leave personal', 'leave personal impression', 'leave personal impression cold', 'leave personal impression cold sterile', 'leave personal impression cold sterile experience', 'personal', 'personal impression', 'personal impression cold', 'personal impression cold sterile', 'personal impression cold sterile experience', 'impression', 'impression cold', 'impression cold sterile', 'impression cold sterile experience', 'cold', 'cold sterile', 'cold sterile experience', 'sterile', 'sterile experience', 'experience']",0,1,0.08333333333333333
141750,It was a good first impression! .,0,good impression,"['good', 'good impression', 'impression']",0,1,0.3333333333333333
185078,"His expertise, precision, and gentle touch left a lasting impression on me.",0,expertness preciseness gentle touch leave lasting impression,"['expertness', 'expertness preciseness', 'expertness preciseness gentle', 'expertness preciseness gentle touch', 'expertness preciseness gentle touch leave', 'expertness preciseness gentle touch leave lasting', 'expertness preciseness gentle touch leave lasting impression', 'preciseness', 'preciseness gentle', 'preciseness gentle touch', 'preciseness gentle touch leave', 'preciseness gentle touch leave lasting', 'preciseness gentle touch leave lasting impression', 'gentle', 'gentle touch', 'gentle touch leave', 'gentle touch leave lasting', 'gentle touch leave lasting impression', 'touch', 'touch leave', 'touch leave lasting', 'touch leave lasting impression', 'leave', 'leave lasting', 'leave lasting impression', 'lasting', 'lasting impression', 'impression']",0,1,0.06451612903225806
186436,Me lleve una buena impresion despues que no queria el procedimiento.,0,love united nations buena impression dispute que no question,"['love', 'love united', 'love united nations', 'love united nations buena', 'love united nations buena impression', 'love united nations buena impression dispute', 'love united nations buena impression dispute que', 'love united nations buena impression dispute que no', 'love united nations buena impression dispute que no question', 'united', 'united nations', 'united nations buena', 'united nations buena impression', 'united nations buena impression dispute', 'united nations buena impression dispute que', 'united nations buena impression dispute que no', 'united nations buena impression dispute que no question', 'nations', 'nations buena', 'nations buena impression', 'nations buena impression dispute', 'nations buena impression dispute que', 'nations buena impression dispute que no', 'nations buena impression dispute que no question', 'buena', 'buena impression', 'buena impression dispute', 'buena impression dispute que', 'buena impression dispute que no', 'buena impression dispute que no question', 'impression', 'impression dispute', 'impression dispute que', 'impression dispute que no', 'impression dispute que no question', 'dispute', 'dispute que', 'dispute que no', 'dispute que no question', 'que', 'que no', 'que no question', 'no', 'no question', 'question']",0,1,0.041666666666666664
118242,My rhinoplasty surgery experience with Dr. Marotta was nothing short of spectacular.,0,nose job surgery experience marietta short spectacular,"['nose', 'nose job', 'nose job surgery', 'nose job surgery experience', 'nose job surgery experience marietta', 'nose job surgery experience marietta short', 'nose job surgery experience marietta short spectacular', 'job', 'job surgery', 'job surgery experience', 'job surgery experience marietta', 'job surgery experience marietta short', 'job surgery experience marietta short spectacular', 'surgery', 'surgery experience', 'surgery experience marietta', 'surgery experience marietta short', 'surgery experience marietta short spectacular', 'experience', 'experience marietta', 'experience marietta short', 'experience marietta short spectacular', 'marietta', 'marietta short', 'marietta short spectacular', 'short', 'short spectacular', 'spectacular']",1,0,0.06451612903225806
81498,My first impression was that it was a spotless facility with a really attentive staff.,0,impression immaculate facility attentive staff,"['impression', 'impression immaculate', 'impression immaculate facility', 'impression immaculate facility attentive', 'impression immaculate facility attentive staff', 'immaculate', 'immaculate facility', 'immaculate facility attentive', 'immaculate facility attentive staff', 'facility', 'facility attentive', 'facility attentive staff', 'attentive', 'attentive staff', 'staff']",0,1,0.1111111111111111
161729,"Poor /uninformed correspondence through website communications, Dr need to find a more competent and attentive desk staff to give a better first impression",1,poor uniform correspondence webster communication need find competent attentive desk staff good impression,"['poor', 'poor uniform', 'poor uniform correspondence', 'poor uniform correspondence webster', 'poor uniform correspondence webster communication', 'poor uniform correspondence webster communication need', 'poor uniform correspondence webster communication need find', 'poor uniform correspondence webster communication need find competent', 'poor uniform correspondence webster communication need find competent attentive', 'poor uniform correspondence webster communication need find competent attentive desk', 'poor uniform correspondence webster communication need find competent attentive desk staff', 'poor uniform correspondence webster communication need find competent attentive desk staff good', 'poor uniform correspondence webster communication need find competent attentive desk staff good impression', 'uniform', 'uniform correspondence', 'uniform correspondence webster', 'uniform correspondence webster communication', 'uniform correspondence webster communication need', 'uniform correspondence webster communication need find', 'uniform correspondence webster communication need find competent', 'uniform correspondence webster communication need find competent attentive', 'uniform correspondence webster communication need find competent attentive desk', 'uniform correspondence webster communication need find competent attentive desk staff', 'uniform correspondence webster communication need find competent attentive desk staff good', 'uniform correspondence webster communication need find competent attentive desk staff good impression', 'correspondence', 'correspondence webster', 'correspondence webster communication', 'correspondence webster communication need', 'correspondence webster communication need find', 'correspondence webster communication need find competent', 'correspondence webster communication need find competent attentive', 'correspondence webster communication need find competent attentive desk', 'correspondence webster communication need find competent attentive desk staff', 'correspondence webster communication need find competent attentive desk staff good', 'correspondence webster communication need find competent attentive desk staff good impression', 'webster', 'webster communication', 'webster communication need', 'webster communication need find', 'webster communication need find competent', 'webster communication need find competent attentive', 'webster communication need find competent attentive desk', 'webster communication need find competent attentive desk staff', 'webster communication need find competent attentive desk staff good', 'webster communication need find competent attentive desk staff good impression', 'communication', 'communication need', 'communication need find', 'communication need find competent', 'communication need find competent attentive', 'communication need find competent attentive desk', 'communication need find competent attentive desk staff', 'communication need find competent attentive desk staff good', 'communication need find competent attentive desk staff good impression', 'need', 'need find', 'need find competent', 'need find competent attentive', 'need find competent attentive desk', 'need find competent attentive desk staff', 'need find competent attentive desk staff good', 'need find competent attentive desk staff good impression', 'find', 'find competent', 'find competent attentive', 'find competent attentive desk', 'find competent attentive desk staff', 'find competent attentive desk staff good', 'find competent attentive desk staff good impression', 'competent', 'competent attentive', 'competent attentive desk', 'competent attentive desk staff', 'competent attentive desk staff good', 'competent attentive desk staff good impression', 'attentive', 'attentive desk', 'attentive desk staff', 'attentive desk staff good', 'attentive desk staff good impression', 'desk', 'desk staff', 'desk staff good', 'desk staff good impression', 'staff', 'staff good', 'staff good impression', 'good', 'good impression', 'impression']",0,1,0.02127659574468085
119876,The results are spectacular: I can see better than I have at any time in my life;,0,result spectacular good time life,"['result', 'result spectacular', 'result spectacular good', 'result spectacular good time', 'result spectacular good time life', 'spectacular', 'spectacular good', 'spectacular good time', 'spectacular good time life', 'good', 'good time', 'good time life', 'time', 'time life', 'life']",1,0,0.1111111111111111
103342,Came into office for hearing loss as a new patient and his first impression was very impressing.,0,come office hearing loss new patient impression impress,"['come', 'come office', 'come office hearing', 'come office hearing loss', 'come office hearing loss new', 'come office hearing loss new patient', 'come office hearing loss new patient impression', 'come office hearing loss new patient impression impress', 'office', 'office hearing', 'office hearing loss', 'office hearing loss new', 'office hearing loss new patient', 'office hearing loss new patient impression', 'office hearing loss new patient impression impress', 'hearing', 'hearing loss', 'hearing loss new', 'hearing loss new patient', 'hearing loss new patient impression', 'hearing loss new patient impression impress', 'loss', 'loss new', 'loss new patient', 'loss new patient impression', 'loss new patient impression impress', 'new', 'new patient', 'new patient impression', 'new patient impression impress', 'patient', 'patient impression', 'patient impression impress', 'impression', 'impression impress', 'impress']",0,1,0.05128205128205128
163309,the overall impression was more knowledge and time could have been spent going over logistics,1,overall impression cognition time spend go logistics,"['overall', 'overall impression', 'overall impression cognition', 'overall impression cognition time', 'overall impression cognition time spend', 'overall impression cognition time spend go', 'overall impression cognition time spend go logistics', 'impression', 'impression cognition', 'impression cognition time', 'impression cognition time spend', 'impression cognition time spend go', 'impression cognition time spend go logistics', 'cognition', 'cognition time', 'cognition time spend', 'cognition time spend go', 'cognition time spend go logistics', 'time', 'time spend', 'time spend go', 'time spend go logistics', 'spend', 'spend go', 'spend go logistics', 'go', 'go logistics', 'logistics']",0,1,0.06451612903225806
178954,They leave a very good first impression.,0,leave good impression,"['leave', 'leave good', 'leave good impression', 'good', 'good impression', 'impression']",0,1,0.2222222222222222
128768,The effects are spectacular.,0,effect spectacular,"['effect', 'effect spectacular', 'spectacular']",1,0,0.3333333333333333
103395,Staff is good inside with the patient but the young girl at the front desk gives a bad impression.,0,staff good inside patient young girl desk give bad impression,"['staff', 'staff good', 'staff good inside', 'staff good inside patient', 'staff good inside patient young', 'staff good inside patient young girl', 'staff good inside patient young girl desk', 'staff good inside patient young girl desk give', 'staff good inside patient young girl desk give bad', 'staff good inside patient young girl desk give bad impression', 'good', 'good inside', 'good inside patient', 'good inside patient young', 'good inside patient young girl', 'good inside patient young girl desk', 'good inside patient young girl desk give', 'good inside patient young girl desk give bad', 'good inside patient young girl desk give bad impression', 'inside', 'inside patient', 'inside patient young', 'inside patient young girl', 'inside patient young girl desk', 'inside patient young girl desk give', 'inside patient young girl desk give bad', 'inside patient young girl desk give bad impression', 'patient', 'patient young', 'patient young girl', 'patient young girl desk', 'patient young girl desk give', 'patient young girl desk give bad', 'patient young girl desk give bad impression', 'young', 'young girl', 'young girl desk', 'young girl desk give', 'young girl desk give bad', 'young girl desk give bad impression', 'girl', 'girl desk', 'girl desk give', 'girl desk give bad', 'girl desk give bad impression', 'desk', 'desk give', 'desk give bad', 'desk give bad impression', 'give', 'give bad', 'give bad impression', 'bad', 'bad impression', 'impression']",0,1,0.034482758620689655
69002,Because of the great and professional way she interacted me from our first phones calls I immediately got a great impression of this office.,0,great professional way interest phone call immediately get great impression office,"['great', 'great professional', 'great professional way', 'great professional way interest', 'great professional way interest phone', 'great professional way interest phone call', 'great professional way interest phone call immediately', 'great professional way interest phone call immediately get', 'great professional way interest phone call immediately get great', 'great professional way interest phone call immediately get great impression', 'great professional way interest phone call immediately get great impression office', 'professional', 'professional way', 'professional way interest', 'professional way interest phone', 'professional way interest phone call', 'professional way interest phone call immediately', 'professional way interest phone call immediately get', 'professional way interest phone call immediately get great', 'professional way interest phone call immediately get great impression', 'professional way interest phone call immediately get great impression office', 'way', 'way interest', 'way interest phone', 'way interest phone call', 'way interest phone call immediately', 'way interest phone call immediately get', 'way interest phone call immediately get great', 'way interest phone call immediately get great impression', 'way interest phone call immediately get great impression office', 'interest', 'interest phone', 'interest phone call', 'interest phone call immediately', 'interest phone call immediately get', 'interest phone call immediately get great', 'interest phone call immediately get great impression', 'interest phone call immediately get great impression office', 'phone', 'phone call', 'phone call immediately', 'phone call immediately get', 'phone call immediately get great', 'phone call immediately get great impression', 'phone call immediately get great impression office', 'call', 'call immediately', 'call immediately get', 'call immediately get great', 'call immediately get great impression', 'call immediately get great impression office', 'immediately', 'immediately get', 'immediately get great', 'immediately get great impression', 'immediately get great impression office', 'get', 'get great', 'get great impression', 'get great impression office', 'great', 'great impression', 'great impression office', 'impression', 'impression office', 'office']",0,1,0.028985507246376812
124679,"My first impression with him was, ""this is the doctor I want to be with"".",0,impression want,"['impression', 'impression want', 'want']",0,1,0.3333333333333333
181694,The dental assistant didn't provide the best first impression.,1,dental assistant provide good impression,"['dental', 'dental assistant', 'dental assistant provide', 'dental assistant provide good', 'dental assistant provide good impression', 'assistant', 'assistant provide', 'assistant provide good', 'assistant provide good impression', 'provide', 'provide good', 'provide good impression', 'good', 'good impression', 'impression']",0,1,0.1111111111111111
147259,I came here for a breast augmentation and my first impression is that the receptionist was definitely polite and caring and went above,0,come breast pigmentation impression reception decidedly polite dare go,"['come', 'come breast', 'come breast pigmentation', 'come breast pigmentation impression', 'come breast pigmentation impression reception', 'come breast pigmentation impression reception decidedly', 'come breast pigmentation impression reception decidedly polite', 'come breast pigmentation impression reception decidedly polite dare', 'come breast pigmentation impression reception decidedly polite dare go', 'breast', 'breast pigmentation', 'breast pigmentation impression', 'breast pigmentation impression reception', 'breast pigmentation impression reception decidedly', 'breast pigmentation impression reception decidedly polite', 'breast pigmentation impression reception decidedly polite dare', 'breast pigmentation impression reception decidedly polite dare go', 'pigmentation', 'pigmentation impression', 'pigmentation impression reception', 'pigmentation impression reception decidedly', 'pigmentation impression reception decidedly polite', 'pigmentation impression reception decidedly polite dare', 'pigmentation impression reception decidedly polite dare go', 'impression', 'impression reception', 'impression reception decidedly', 'impression reception decidedly polite', 'impression reception decidedly polite dare', 'impression reception decidedly polite dare go', 'reception', 'reception decidedly', 'reception decidedly polite', 'reception decidedly polite dare', 'reception decidedly polite dare go', 'decidedly', 'decidedly polite', 'decidedly polite dare', 'decidedly polite dare go', 'polite', 'polite dare', 'polite dare go', 'dare', 'dare go', 'go']",0,1,0.041666666666666664
93844,They give me the impression that I am wasting their time by asking,1,impression waste time ask,"['impression', 'impression waste', 'impression waste time', 'impression waste time ask', 'waste', 'waste time', 'waste time ask', 'time', 'time ask', 'ask']",0,1,0.15384615384615385
153022,First impression is that this is the latest technology.,0,impression late technology,"['impression', 'impression late', 'impression late technology', 'late', 'late technology', 'technology']",0,1,0.2222222222222222
189517,My only impression is that they're too busy or decided my husband,1,impression busy decide husband,"['impression', 'impression busy', 'impression busy decide', 'impression busy decide husband', 'busy', 'busy decide', 'busy decide husband', 'decide', 'decide husband', 'husband']",0,1,0.15384615384615385
153717,The customer service is spectacular.,0,customer service spectacular,"['customer', 'customer service', 'customer service spectacular', 'service', 'service spectacular', 'spectacular']",1,0,0.2222222222222222
124681,"My first impression with him was, ""this is the doctor I want to be with"".",0,impression want,"['impression', 'impression want', 'want']",0,1,0.3333333333333333
92179,"Dr. Slenkovich is an honest, caring, and highly technical surgeon and performed absolutely spectacular work on me.",0,honest dare highly technical surgeon perform absolutely spectacular work,"['honest', 'honest dare', 'honest dare highly', 'honest dare highly technical', 'honest dare highly technical surgeon', 'honest dare highly technical surgeon perform', 'honest dare highly technical surgeon perform absolutely', 'honest dare highly technical surgeon perform absolutely spectacular', 'honest dare highly technical surgeon perform absolutely spectacular work', 'dare', 'dare highly', 'dare highly technical', 'dare highly technical surgeon', 'dare highly technical surgeon perform', 'dare highly technical surgeon perform absolutely', 'dare highly technical surgeon perform absolutely spectacular', 'dare highly technical surgeon perform absolutely spectacular work', 'highly', 'highly technical', 'highly technical surgeon', 'highly technical surgeon perform', 'highly technical surgeon perform absolutely', 'highly technical surgeon perform absolutely spectacular', 'highly technical surgeon perform absolutely spectacular work', 'technical', 'technical surgeon', 'technical surgeon perform', 'technical surgeon perform absolutely', 'technical surgeon perform absolutely spectacular', 'technical surgeon perform absolutely spectacular work', 'surgeon', 'surgeon perform', 'surgeon perform absolutely', 'surgeon perform absolutely spectacular', 'surgeon perform absolutely spectacular work', 'perform', 'perform absolutely', 'perform absolutely spectacular', 'perform absolutely spectacular work', 'absolutely', 'absolutely spectacular', 'absolutely spectacular work', 'spectacular', 'spectacular work', 'work']",1,0,0.041666666666666664
173655,but based on first impressions I have zero concerns.,0,base impression concern,"['base', 'base impression', 'base impression concern', 'impression', 'impression concern', 'concern']",0,1,0.2222222222222222
122530,I had my eye troughs done and he did a spectacular job,0,eye trough spectacular job,"['eye', 'eye trough', 'eye trough spectacular', 'eye trough spectacular job', 'trough', 'trough spectacular', 'trough spectacular job', 'spectacular', 'spectacular job', 'job']",1,0,0.15384615384615385
190285,"My nurse Yudelkys has been spectacular, not only knowledgeable, friendly, and attentive",0,nurse yudelkys spectacular not knowledgeable friendly attentive,"['nurse', 'nurse yudelkys', 'nurse yudelkys spectacular', 'nurse yudelkys spectacular not', 'nurse yudelkys spectacular not knowledgeable', 'nurse yudelkys spectacular not knowledgeable friendly', 'nurse yudelkys spectacular not knowledgeable friendly attentive', 'yudelkys', 'yudelkys spectacular', 'yudelkys spectacular not', 'yudelkys spectacular not knowledgeable', 'yudelkys spectacular not knowledgeable friendly', 'yudelkys spectacular not knowledgeable friendly attentive', 'spectacular', 'spectacular not', 'spectacular not knowledgeable', 'spectacular not knowledgeable friendly', 'spectacular not knowledgeable friendly attentive', 'not', 'not knowledgeable', 'not knowledgeable friendly', 'not knowledgeable friendly attentive', 'knowledgeable', 'knowledgeable friendly', 'knowledgeable friendly attentive', 'friendly', 'friendly attentive', 'attentive']",1,0,0.06451612903225806
170223,"una cita para el día martes y no llamaron para confirmar, en fin, la primera impresión es la que vale.",1,mate y no llamaron para confirm en lanthanum primary impression e lanthanum que valley,"['mate', 'mate y', 'mate y no', 'mate y no llamaron', 'mate y no llamaron para', 'mate y no llamaron para confirm', 'mate y no llamaron para confirm en', 'mate y no llamaron para confirm en lanthanum', 'mate y no llamaron para confirm en lanthanum primary', 'mate y no llamaron para confirm en lanthanum primary impression', 'mate y no llamaron para confirm en lanthanum primary impression e', 'mate y no llamaron para confirm en lanthanum primary impression e lanthanum', 'mate y no llamaron para confirm en lanthanum primary impression e lanthanum que', 'mate y no llamaron para confirm en lanthanum primary impression e lanthanum que valley', 'y', 'y no', 'y no llamaron', 'y no llamaron para', 'y no llamaron para confirm', 'y no llamaron para confirm en', 'y no llamaron para confirm en lanthanum', 'y no llamaron para confirm en lanthanum primary', 'y no llamaron para confirm en lanthanum primary impression', 'y no llamaron para confirm en lanthanum primary impression e', 'y no llamaron para confirm en lanthanum primary impression e lanthanum', 'y no llamaron para confirm en lanthanum primary impression e lanthanum que', 'y no llamaron para confirm en lanthanum primary impression e lanthanum que valley', 'no', 'no llamaron', 'no llamaron para', 'no llamaron para confirm', 'no llamaron para confirm en', 'no llamaron para confirm en lanthanum', 'no llamaron para confirm en lanthanum primary', 'no llamaron para confirm en lanthanum primary impression', 'no llamaron para confirm en lanthanum primary impression e', 'no llamaron para confirm en lanthanum primary impression e lanthanum', 'no llamaron para confirm en lanthanum primary impression e lanthanum que', 'no llamaron para confirm en lanthanum primary impression e lanthanum que valley', 'llamaron', 'llamaron para', 'llamaron para confirm', 'llamaron para confirm en', 'llamaron para confirm en lanthanum', 'llamaron para confirm en lanthanum primary', 'llamaron para confirm en lanthanum primary impression', 'llamaron para confirm en lanthanum primary impression e', 'llamaron para confirm en lanthanum primary impression e lanthanum', 'llamaron para confirm en lanthanum primary impression e lanthanum que', 'llamaron para confirm en lanthanum primary impression e lanthanum que valley', 'para', 'para confirm', 'para confirm en', 'para confirm en lanthanum', 'para confirm en lanthanum primary', 'para confirm en lanthanum primary impression', 'para confirm en lanthanum primary impression e', 'para confirm en lanthanum primary impression e lanthanum', 'para confirm en lanthanum primary impression e lanthanum que', 'para confirm en lanthanum primary impression e lanthanum que valley', 'confirm', 'confirm en', 'confirm en lanthanum', 'confirm en lanthanum primary', 'confirm en lanthanum primary impression', 'confirm en lanthanum primary impression e', 'confirm en lanthanum primary impression e lanthanum', 'confirm en lanthanum primary impression e lanthanum que', 'confirm en lanthanum primary impression e lanthanum que valley', 'en', 'en lanthanum', 'en lanthanum primary', 'en lanthanum primary impression', 'en lanthanum primary impression e', 'en lanthanum primary impression e lanthanum', 'en lanthanum primary impression e lanthanum que', 'en lanthanum primary impression e lanthanum que valley', 'lanthanum', 'lanthanum primary', 'lanthanum primary impression', 'lanthanum primary impression e', 'lanthanum primary impression e lanthanum', 'lanthanum primary impression e lanthanum que', 'lanthanum primary impression e lanthanum que valley', 'primary', 'primary impression', 'primary impression e', 'primary impression e lanthanum', 'primary impression e lanthanum que', 'primary impression e lanthanum que valley', 'impression', 'impression e', 'impression e lanthanum', 'impression e lanthanum que', 'impression e lanthanum que valley', 'e', 'e lanthanum', 'e lanthanum que', 'e lanthanum que valley', 'lanthanum', 'lanthanum que', 'lanthanum que valley', 'que', 'que valley', 'valley']",0,1,0.018518518518518517
178679,Espectacular.,0,spectacular,['spectacular'],1,0,0.5
118238,My rhinoplasty surgery experience with Dr. Marotta was nothing short of spectacular.,0,nose job surgery experience marietta short spectacular,"['nose', 'nose job', 'nose job surgery', 'nose job surgery experience', 'nose job surgery experience marietta', 'nose job surgery experience marietta short', 'nose job surgery experience marietta short spectacular', 'job', 'job surgery', 'job surgery experience', 'job surgery experience marietta', 'job surgery experience marietta short', 'job surgery experience marietta short spectacular', 'surgery', 'surgery experience', 'surgery experience marietta', 'surgery experience marietta short', 'surgery experience marietta short spectacular', 'experience', 'experience marietta', 'experience marietta short', 'experience marietta short spectacular', 'marietta', 'marietta short', 'marietta short spectacular', 'short', 'short spectacular', 'spectacular']",1,0,0.06451612903225806
190991,and I can confirm he is still just as spectacular!,0,confirm spectacular,"['confirm', 'confirm spectacular', 'spectacular']",1,0,0.3333333333333333
