commentId,comment,classification,comment_processed,word_phrase_list,dislike,dislike guy,guy,similarity_score
162749,"If you need an ENT physician and surgeon, he's your guy.",0,need go doctor surgeon guy,"['need', 'need go', 'need go doctor', 'need go doctor surgeon', 'need go doctor surgeon guy', 'go', 'go doctor', 'go doctor surgeon', 'go doctor surgeon guy', 'doctor', 'doctor surgeon', 'doctor surgeon guy', 'surgeon', 'surgeon guy', 'guy']",0,0,1,0.1111111111111111
167683,"The best, literally the guy who always has my back...",0,good literally guy,"['good', 'good literally', 'good literally guy', 'literally', 'literally guy', 'guy']",0,0,1,0.2222222222222222
150414,"so if you can handle being spoken to and a less than friendly manner, he?s your guy.",1,handle speak friendly manner guy,"['handle', 'handle speak', 'handle speak friendly', 'handle speak friendly manner', 'handle speak friendly manner guy', 'speak', 'speak friendly', 'speak friendly manner', 'speak friendly manner guy', 'friendly', 'friendly manner', 'friendly manner guy', 'manner', 'manner guy', 'guy']",0,0,1,0.1111111111111111
187968,Dr. Wise is the eye guy!,0,wise eye guy,"['wise', 'wise eye', 'wise eye guy', 'eye', 'eye guy', 'guy']",0,0,1,0.2222222222222222
162591,So now not only did she waste her money on this guy,1,not waste money guy,"['not', 'not waste', 'not waste money', 'not waste money guy', 'waste', 'waste money', 'waste money guy', 'money', 'money guy', 'guy']",0,0,1,0.15384615384615385
61305,"He's just a congenial, decent guy.",0,congenial decent guy,"['congenial', 'congenial decent', 'congenial decent guy', 'decent', 'decent guy', 'guy']",0,0,1,0.2222222222222222
65368,He's a nice guy,0,nice guy,"['nice', 'nice guy', 'guy']",0,0,1,0.3333333333333333
129466,"Each time I have had an injury or pain, Ken is the guy we all go to.",0,time injury pain guy,"['time', 'time injury', 'time injury pain', 'time injury pain guy', 'injury', 'injury pain', 'injury pain guy', 'pain', 'pain guy', 'guy']",0,0,1,0.15384615384615385
156888,To all of you: please do your homework before you go to this guy!!,1,homework guy,"['homework', 'homework guy', 'guy']",0,0,1,0.3333333333333333
155999,"and if there is one guy I'd like to have meet me in the ER, it's him.",0,guy like meet erbium,"['guy', 'guy like', 'guy like meet', 'guy like meet erbium', 'like', 'like meet', 'like meet erbium', 'meet', 'meet erbium', 'erbium']",0,0,1,0.15384615384615385
153737,and I hope AETNA refuses Patience ftom there network with this guy!!!,1,hope anna refuse patience network guy,"['hope', 'hope anna', 'hope anna refuse', 'hope anna refuse patience', 'hope anna refuse patience network', 'hope anna refuse patience network guy', 'anna', 'anna refuse', 'anna refuse patience', 'anna refuse patience network', 'anna refuse patience network guy', 'refuse', 'refuse patience', 'refuse patience network', 'refuse patience network guy', 'patience', 'patience network', 'patience network guy', 'network', 'network guy', 'guy']",0,0,1,0.08333333333333333
146417,"pain meds he wants,REALLY!!!!Then son tells me guy is registered sex offender,daniel offield...never ever recommend this doctor again.",1,pain bed son tell guy register sex offenderdaniel offieldnever recommend,"['pain', 'pain bed', 'pain bed son', 'pain bed son tell', 'pain bed son tell guy', 'pain bed son tell guy register', 'pain bed son tell guy register sex', 'pain bed son tell guy register sex offenderdaniel', 'pain bed son tell guy register sex offenderdaniel offieldnever', 'pain bed son tell guy register sex offenderdaniel offieldnever recommend', 'bed', 'bed son', 'bed son tell', 'bed son tell guy', 'bed son tell guy register', 'bed son tell guy register sex', 'bed son tell guy register sex offenderdaniel', 'bed son tell guy register sex offenderdaniel offieldnever', 'bed son tell guy register sex offenderdaniel offieldnever recommend', 'son', 'son tell', 'son tell guy', 'son tell guy register', 'son tell guy register sex', 'son tell guy register sex offenderdaniel', 'son tell guy register sex offenderdaniel offieldnever', 'son tell guy register sex offenderdaniel offieldnever recommend', 'tell', 'tell guy', 'tell guy register', 'tell guy register sex', 'tell guy register sex offenderdaniel', 'tell guy register sex offenderdaniel offieldnever', 'tell guy register sex offenderdaniel offieldnever recommend', 'guy', 'guy register', 'guy register sex', 'guy register sex offenderdaniel', 'guy register sex offenderdaniel offieldnever', 'guy register sex offenderdaniel offieldnever recommend', 'register', 'register sex', 'register sex offenderdaniel', 'register sex offenderdaniel offieldnever', 'register sex offenderdaniel offieldnever recommend', 'sex', 'sex offenderdaniel', 'sex offenderdaniel offieldnever', 'sex offenderdaniel offieldnever recommend', 'offenderdaniel', 'offenderdaniel offieldnever', 'offenderdaniel offieldnever recommend', 'offieldnever', 'offieldnever recommend', 'recommend']",0,0,1,0.034482758620689655
111199,Don't waste your time with this guy he just doesn't seem to take pride in his work.,1,waste time guy pride work,"['waste', 'waste time', 'waste time guy', 'waste time guy pride', 'waste time guy pride work', 'time', 'time guy', 'time guy pride', 'time guy pride work', 'guy', 'guy pride', 'guy pride work', 'pride', 'pride work', 'work']",0,0,1,0.1111111111111111
123777,Nice guy and a good office staff.,0,nice guy good office staff,"['nice', 'nice guy', 'nice guy good', 'nice guy good office', 'nice guy good office staff', 'guy', 'guy good', 'guy good office', 'guy good office staff', 'good', 'good office', 'good office staff', 'office', 'office staff', 'staff']",0,0,1,0.1111111111111111
188380,and with you...this guy continually dismissed and attempted to intimidate me....Be mindful of their bedside manner.,1,youth guy continually dismiss attempt intimidate mere mindful bedside manner,"['youth', 'youth guy', 'youth guy continually', 'youth guy continually dismiss', 'youth guy continually dismiss attempt', 'youth guy continually dismiss attempt intimidate', 'youth guy continually dismiss attempt intimidate mere', 'youth guy continually dismiss attempt intimidate mere mindful', 'youth guy continually dismiss attempt intimidate mere mindful bedside', 'youth guy continually dismiss attempt intimidate mere mindful bedside manner', 'guy', 'guy continually', 'guy continually dismiss', 'guy continually dismiss attempt', 'guy continually dismiss attempt intimidate', 'guy continually dismiss attempt intimidate mere', 'guy continually dismiss attempt intimidate mere mindful', 'guy continually dismiss attempt intimidate mere mindful bedside', 'guy continually dismiss attempt intimidate mere mindful bedside manner', 'continually', 'continually dismiss', 'continually dismiss attempt', 'continually dismiss attempt intimidate', 'continually dismiss attempt intimidate mere', 'continually dismiss attempt intimidate mere mindful', 'continually dismiss attempt intimidate mere mindful bedside', 'continually dismiss attempt intimidate mere mindful bedside manner', 'dismiss', 'dismiss attempt', 'dismiss attempt intimidate', 'dismiss attempt intimidate mere', 'dismiss attempt intimidate mere mindful', 'dismiss attempt intimidate mere mindful bedside', 'dismiss attempt intimidate mere mindful bedside manner', 'attempt', 'attempt intimidate', 'attempt intimidate mere', 'attempt intimidate mere mindful', 'attempt intimidate mere mindful bedside', 'attempt intimidate mere mindful bedside manner', 'intimidate', 'intimidate mere', 'intimidate mere mindful', 'intimidate mere mindful bedside', 'intimidate mere mindful bedside manner', 'mere', 'mere mindful', 'mere mindful bedside', 'mere mindful bedside manner', 'mindful', 'mindful bedside', 'mindful bedside manner', 'bedside', 'bedside manner', 'manner']",0,0,1,0.034482758620689655
175497,He couldn't give us a good explanation as to why the white guy was put ahead of us.,1,good explanation white guy ahead,"['good', 'good explanation', 'good explanation white', 'good explanation white guy', 'good explanation white guy ahead', 'explanation', 'explanation white', 'explanation white guy', 'explanation white guy ahead', 'white', 'white guy', 'white guy ahead', 'guy', 'guy ahead', 'ahead']",0,0,1,0.1111111111111111
136206,I can?t believe this is the same guy whom people even claim is so good he is their ?best friend.?,1,believe guy people claim good good friend,"['believe', 'believe guy', 'believe guy people', 'believe guy people claim', 'believe guy people claim good', 'believe guy people claim good good', 'believe guy people claim good good friend', 'guy', 'guy people', 'guy people claim', 'guy people claim good', 'guy people claim good good', 'guy people claim good good friend', 'people', 'people claim', 'people claim good', 'people claim good good', 'people claim good good friend', 'claim', 'claim good', 'claim good good', 'claim good good friend', 'good', 'good good', 'good good friend', 'good', 'good friend', 'friend']",0,0,1,0.06451612903225806
171442,He seems like a decent guy yet he's to quick to MIS-Judge or misunderstand...,1,like decent guy quick misjudge misconstrue,"['like', 'like decent', 'like decent guy', 'like decent guy quick', 'like decent guy quick misjudge', 'like decent guy quick misjudge misconstrue', 'decent', 'decent guy', 'decent guy quick', 'decent guy quick misjudge', 'decent guy quick misjudge misconstrue', 'guy', 'guy quick', 'guy quick misjudge', 'guy quick misjudge misconstrue', 'quick', 'quick misjudge', 'quick misjudge misconstrue', 'misjudge', 'misjudge misconstrue', 'misconstrue']",0,0,1,0.08333333333333333
101799,"Very knowledgeable, pleasant guy.",0,knowledgeable pleasant guy,"['knowledgeable', 'knowledgeable pleasant', 'knowledgeable pleasant guy', 'pleasant', 'pleasant guy', 'guy']",0,0,1,0.2222222222222222
124033,Im so glad I travelled to Texas to find out who this guy really is about.,0,glad travel find guy,"['glad', 'glad travel', 'glad travel find', 'glad travel find guy', 'travel', 'travel find', 'travel find guy', 'find', 'find guy', 'guy']",0,0,1,0.15384615384615385
131419,He listened to what I disliked about my nose first and then gave me his expert opinion on what could be changed.,0,listen dislike nose give expert opinion change,"['listen', 'listen dislike', 'listen dislike nose', 'listen dislike nose give', 'listen dislike nose give expert', 'listen dislike nose give expert opinion', 'listen dislike nose give expert opinion change', 'dislike', 'dislike nose', 'dislike nose give', 'dislike nose give expert', 'dislike nose give expert opinion', 'dislike nose give expert opinion change', 'nose', 'nose give', 'nose give expert', 'nose give expert opinion', 'nose give expert opinion change', 'give', 'give expert', 'give expert opinion', 'give expert opinion change', 'expert', 'expert opinion', 'expert opinion change', 'opinion', 'opinion change', 'change']",1,0,0,0.06451612903225806
102556,What a nice guy :-) I suffer with RA (for about 9 years now) and I was actually referred to him by my rheumatologist.,0,nice guy suffer ra actually refer rheumatologist,"['nice', 'nice guy', 'nice guy suffer', 'nice guy suffer ra', 'nice guy suffer ra actually', 'nice guy suffer ra actually refer', 'nice guy suffer ra actually refer rheumatologist', 'guy', 'guy suffer', 'guy suffer ra', 'guy suffer ra actually', 'guy suffer ra actually refer', 'guy suffer ra actually refer rheumatologist', 'suffer', 'suffer ra', 'suffer ra actually', 'suffer ra actually refer', 'suffer ra actually refer rheumatologist', 'ra', 'ra actually', 'ra actually refer', 'ra actually refer rheumatologist', 'actually', 'actually refer', 'actually refer rheumatologist', 'refer', 'refer rheumatologist', 'rheumatologist']",0,0,1,0.06451612903225806
114884,He is a very busy guy due to being one of the best in his field.,0,busy guy good field,"['busy', 'busy guy', 'busy guy good', 'busy guy good field', 'guy', 'guy good', 'guy good field', 'good', 'good field', 'field']",0,0,1,0.15384615384615385
110717,Funny guy too! 10/10 would recommend.,0,funny guy recommend,"['funny', 'funny guy', 'funny guy recommend', 'guy', 'guy recommend', 'recommend']",0,0,1,0.2222222222222222
95445,They made a nervous guy feel completely comfortable,0,nervous guy feel completely comfortable,"['nervous', 'nervous guy', 'nervous guy feel', 'nervous guy feel completely', 'nervous guy feel completely comfortable', 'guy', 'guy feel', 'guy feel completely', 'guy feel completely comfortable', 'feel', 'feel completely', 'feel completely comfortable', 'completely', 'completely comfortable', 'comfortable']",0,0,1,0.1111111111111111
97021,He's the guy who can fix it.,0,guy fix,"['guy', 'guy fix', 'fix']",0,0,1,0.3333333333333333
186112,I'd go infinity to go some where rather seeing this guy cuz this guy's a joke!!,1,eternity see guy cut gun joke,"['eternity', 'eternity see', 'eternity see guy', 'eternity see guy cut', 'eternity see guy cut gun', 'eternity see guy cut gun joke', 'see', 'see guy', 'see guy cut', 'see guy cut gun', 'see guy cut gun joke', 'guy', 'guy cut', 'guy cut gun', 'guy cut gun joke', 'cut', 'cut gun', 'cut gun joke', 'gun', 'gun joke', 'joke']",0,0,1,0.08333333333333333
92523,One guy stated they hold his claims every year,1,guy state hold claim year,"['guy', 'guy state', 'guy state hold', 'guy state hold claim', 'guy state hold claim year', 'state', 'state hold', 'state hold claim', 'state hold claim year', 'hold', 'hold claim', 'hold claim year', 'claim', 'claim year', 'year']",0,0,1,0.1111111111111111
108975,One of the things that I really disliked about my nose was how narrow my bridge was,1,thing dislike nose narrow bridge,"['thing', 'thing dislike', 'thing dislike nose', 'thing dislike nose narrow', 'thing dislike nose narrow bridge', 'dislike', 'dislike nose', 'dislike nose narrow', 'dislike nose narrow bridge', 'nose', 'nose narrow', 'nose narrow bridge', 'narrow', 'narrow bridge', 'bridge']",1,0,0,0.1111111111111111
60169,He's a very nice guy.,0,nice guy,"['nice', 'nice guy', 'guy']",0,0,1,0.3333333333333333
120762,"don't waste your time with the other guy, Go to the Best plastic surgeon in the state of Hawaii, Dr S Larry Schlesinger.",0,waste time guy good plastic surgeon state hawaii schlesinger,"['waste', 'waste time', 'waste time guy', 'waste time guy good', 'waste time guy good plastic', 'waste time guy good plastic surgeon', 'waste time guy good plastic surgeon state', 'waste time guy good plastic surgeon state hawaii', 'waste time guy good plastic surgeon state hawaii schlesinger', 'time', 'time guy', 'time guy good', 'time guy good plastic', 'time guy good plastic surgeon', 'time guy good plastic surgeon state', 'time guy good plastic surgeon state hawaii', 'time guy good plastic surgeon state hawaii schlesinger', 'guy', 'guy good', 'guy good plastic', 'guy good plastic surgeon', 'guy good plastic surgeon state', 'guy good plastic surgeon state hawaii', 'guy good plastic surgeon state hawaii schlesinger', 'good', 'good plastic', 'good plastic surgeon', 'good plastic surgeon state', 'good plastic surgeon state hawaii', 'good plastic surgeon state hawaii schlesinger', 'plastic', 'plastic surgeon', 'plastic surgeon state', 'plastic surgeon state hawaii', 'plastic surgeon state hawaii schlesinger', 'surgeon', 'surgeon state', 'surgeon state hawaii', 'surgeon state hawaii schlesinger', 'state', 'state hawaii', 'state hawaii schlesinger', 'hawaii', 'hawaii schlesinger', 'schlesinger']",0,0,1,0.041666666666666664
101669,SO MANY PAPERS WE HAVE TO SIGN ABOUT HIPPA LAWS AND THIS GUY DISREGARDS EVERY SINGLE ONE!!!,1,paper sign happy law guy disregard single,"['paper', 'paper sign', 'paper sign happy', 'paper sign happy law', 'paper sign happy law guy', 'paper sign happy law guy disregard', 'paper sign happy law guy disregard single', 'sign', 'sign happy', 'sign happy law', 'sign happy law guy', 'sign happy law guy disregard', 'sign happy law guy disregard single', 'happy', 'happy law', 'happy law guy', 'happy law guy disregard', 'happy law guy disregard single', 'law', 'law guy', 'law guy disregard', 'law guy disregard single', 'guy', 'guy disregard', 'guy disregard single', 'disregard', 'disregard single', 'single']",0,0,1,0.06451612903225806
175809,Very casual and laid back kind of guy.,0,casual lay kind guy,"['casual', 'casual lay', 'casual lay kind', 'casual lay kind guy', 'lay', 'lay kind', 'lay kind guy', 'kind', 'kind guy', 'guy']",0,0,1,0.15384615384615385
63417,He's a friendly guy.,0,friendly guy,"['friendly', 'friendly guy', 'guy']",0,0,1,0.3333333333333333
84806,This is the guy to see.,0,guy,['guy'],0,0,1,0.5
191368,"Dont be fooled by his miami swag, this guy is the furthest thing from a medical professional.",1,fool guy farthest thing medical professional,"['fool', 'fool guy', 'fool guy farthest', 'fool guy farthest thing', 'fool guy farthest thing medical', 'fool guy farthest thing medical professional', 'guy', 'guy farthest', 'guy farthest thing', 'guy farthest thing medical', 'guy farthest thing medical professional', 'farthest', 'farthest thing', 'farthest thing medical', 'farthest thing medical professional', 'thing', 'thing medical', 'thing medical professional', 'medical', 'medical professional', 'professional']",0,0,1,0.08333333333333333
107998,If you want to be disappointed then Dr Hurwitz is your guy.,1,want disappoint guy,"['want', 'want disappoint', 'want disappoint guy', 'disappoint', 'disappoint guy', 'guy']",0,0,1,0.2222222222222222
76231,Be aware that this guy is a VERY AGGRESSIVE dentist.,1,aware guy aggressive dentist,"['aware', 'aware guy', 'aware guy aggressive', 'aware guy aggressive dentist', 'guy', 'guy aggressive', 'guy aggressive dentist', 'aggressive', 'aggressive dentist', 'dentist']",0,0,1,0.15384615384615385
91751,I wouldn't recommend this guy to anyone and wouldn't go back if someone paid me.,1,recommend guy pay,"['recommend', 'recommend guy', 'recommend guy pay', 'guy', 'guy pay', 'pay']",0,0,1,0.2222222222222222
102090,"This guy lacks integrity, honesty and professionalism.",1,guy lack integrity honesty professionalism,"['guy', 'guy lack', 'guy lack integrity', 'guy lack integrity honesty', 'guy lack integrity honesty professionalism', 'lack', 'lack integrity', 'lack integrity honesty', 'lack integrity honesty professionalism', 'integrity', 'integrity honesty', 'integrity honesty professionalism', 'honesty', 'honesty professionalism', 'professionalism']",0,0,1,0.1111111111111111
110443,"After a lot of shady docs suggesting what I should do for my neurological issues, I finally found the right guy.",0,lot shady doctor suggest neurological issue finally find right guy,"['lot', 'lot shady', 'lot shady doctor', 'lot shady doctor suggest', 'lot shady doctor suggest neurological', 'lot shady doctor suggest neurological issue', 'lot shady doctor suggest neurological issue finally', 'lot shady doctor suggest neurological issue finally find', 'lot shady doctor suggest neurological issue finally find right', 'lot shady doctor suggest neurological issue finally find right guy', 'shady', 'shady doctor', 'shady doctor suggest', 'shady doctor suggest neurological', 'shady doctor suggest neurological issue', 'shady doctor suggest neurological issue finally', 'shady doctor suggest neurological issue finally find', 'shady doctor suggest neurological issue finally find right', 'shady doctor suggest neurological issue finally find right guy', 'doctor', 'doctor suggest', 'doctor suggest neurological', 'doctor suggest neurological issue', 'doctor suggest neurological issue finally', 'doctor suggest neurological issue finally find', 'doctor suggest neurological issue finally find right', 'doctor suggest neurological issue finally find right guy', 'suggest', 'suggest neurological', 'suggest neurological issue', 'suggest neurological issue finally', 'suggest neurological issue finally find', 'suggest neurological issue finally find right', 'suggest neurological issue finally find right guy', 'neurological', 'neurological issue', 'neurological issue finally', 'neurological issue finally find', 'neurological issue finally find right', 'neurological issue finally find right guy', 'issue', 'issue finally', 'issue finally find', 'issue finally find right', 'issue finally find right guy', 'finally', 'finally find', 'finally find right', 'finally find right guy', 'find', 'find right', 'find right guy', 'right', 'right guy', 'guy']",0,0,1,0.034482758620689655
98802,He is a very down to earth kind of guy.,0,earth kind guy,"['earth', 'earth kind', 'earth kind guy', 'kind', 'kind guy', 'guy']",0,0,1,0.2222222222222222
176468,"I am telling everyone I know that if they ever will need a root canal, I have a guy.",0,tell know need root canal guy,"['tell', 'tell know', 'tell know need', 'tell know need root', 'tell know need root canal', 'tell know need root canal guy', 'know', 'know need', 'know need root', 'know need root canal', 'know need root canal guy', 'need', 'need root', 'need root canal', 'need root canal guy', 'root', 'root canal', 'root canal guy', 'canal', 'canal guy', 'guy']",0,0,1,0.08333333333333333
146968,Dr. Vacarro is the guy you want to do your back surgery based on any criteria you can come up with.,0,guy want surgery base standard come,"['guy', 'guy want', 'guy want surgery', 'guy want surgery base', 'guy want surgery base standard', 'guy want surgery base standard come', 'want', 'want surgery', 'want surgery base', 'want surgery base standard', 'want surgery base standard come', 'surgery', 'surgery base', 'surgery base standard', 'surgery base standard come', 'base', 'base standard', 'base standard come', 'standard', 'standard come', 'come']",0,0,1,0.08333333333333333
129049,"Megan Dreveskracht did my top surgery (I?m a trans guy) and my chest looks absolutely PHENOMENAL, I?ve never been",0,begin dreveskracht surgery trans guy chest look absolutely phenomenon,"['begin', 'begin dreveskracht', 'begin dreveskracht surgery', 'begin dreveskracht surgery trans', 'begin dreveskracht surgery trans guy', 'begin dreveskracht surgery trans guy chest', 'begin dreveskracht surgery trans guy chest look', 'begin dreveskracht surgery trans guy chest look absolutely', 'begin dreveskracht surgery trans guy chest look absolutely phenomenon', 'dreveskracht', 'dreveskracht surgery', 'dreveskracht surgery trans', 'dreveskracht surgery trans guy', 'dreveskracht surgery trans guy chest', 'dreveskracht surgery trans guy chest look', 'dreveskracht surgery trans guy chest look absolutely', 'dreveskracht surgery trans guy chest look absolutely phenomenon', 'surgery', 'surgery trans', 'surgery trans guy', 'surgery trans guy chest', 'surgery trans guy chest look', 'surgery trans guy chest look absolutely', 'surgery trans guy chest look absolutely phenomenon', 'trans', 'trans guy', 'trans guy chest', 'trans guy chest look', 'trans guy chest look absolutely', 'trans guy chest look absolutely phenomenon', 'guy', 'guy chest', 'guy chest look', 'guy chest look absolutely', 'guy chest look absolutely phenomenon', 'chest', 'chest look', 'chest look absolutely', 'chest look absolutely phenomenon', 'look', 'look absolutely', 'look absolutely phenomenon', 'absolutely', 'absolutely phenomenon', 'phenomenon']",0,0,1,0.041666666666666664
111117,She was really patient with our little guy who wanted to cover his face,0,patient little guy want cover face,"['patient', 'patient little', 'patient little guy', 'patient little guy want', 'patient little guy want cover', 'patient little guy want cover face', 'little', 'little guy', 'little guy want', 'little guy want cover', 'little guy want cover face', 'guy', 'guy want', 'guy want cover', 'guy want cover face', 'want', 'want cover', 'want cover face', 'cover', 'cover face', 'face']",0,0,1,0.08333333333333333
139499,I never would use this guy again!,1,use guy,"['use', 'use guy', 'guy']",0,0,1,0.3333333333333333
67716,Doc is a great guy! -- Veronica M.,0,great guy,"['great', 'great guy', 'guy']",0,0,1,0.3333333333333333
133576,Guy treated me a year and a half then did surgery on my back and caused nerve damage in my feet.,1,guy treat surgery cause nerve damage foot,"['guy', 'guy treat', 'guy treat surgery', 'guy treat surgery cause', 'guy treat surgery cause nerve', 'guy treat surgery cause nerve damage', 'guy treat surgery cause nerve damage foot', 'treat', 'treat surgery', 'treat surgery cause', 'treat surgery cause nerve', 'treat surgery cause nerve damage', 'treat surgery cause nerve damage foot', 'surgery', 'surgery cause', 'surgery cause nerve', 'surgery cause nerve damage', 'surgery cause nerve damage foot', 'cause', 'cause nerve', 'cause nerve damage', 'cause nerve damage foot', 'nerve', 'nerve damage', 'nerve damage foot', 'damage', 'damage foot', 'foot']",0,0,1,0.06451612903225806
139043,"Dr. boraiah did a good job, great guy.",0,good job great guy,"['good', 'good job', 'good job great', 'good job great guy', 'job', 'job great', 'job great guy', 'great', 'great guy', 'guy']",0,0,1,0.15384615384615385
60107,"He was upbeat, he was informative, nice and respectful and just a great guy.",0,beat information nice respectful great guy,"['beat', 'beat information', 'beat information nice', 'beat information nice respectful', 'beat information nice respectful great', 'beat information nice respectful great guy', 'information', 'information nice', 'information nice respectful', 'information nice respectful great', 'information nice respectful great guy', 'nice', 'nice respectful', 'nice respectful great', 'nice respectful great guy', 'respectful', 'respectful great', 'respectful great guy', 'great', 'great guy', 'guy']",0,0,1,0.08333333333333333
77539,Radiology ok. What a happy guy.,0,radiology ok happy guy,"['radiology', 'radiology ok', 'radiology ok happy', 'radiology ok happy guy', 'ok', 'ok happy', 'ok happy guy', 'happy', 'happy guy', 'guy']",0,0,1,0.15384615384615385
61595,Great guy,0,great guy,"['great', 'great guy', 'guy']",0,0,1,0.3333333333333333
179481,This guy is good.,0,guy good,"['guy', 'guy good', 'good']",0,0,1,0.3333333333333333
82753,very personable sweet guy.,0,personal sweet guy,"['personal', 'personal sweet', 'personal sweet guy', 'sweet', 'sweet guy', 'guy']",0,0,1,0.2222222222222222
65011,He's a friendly guy.,0,friendly guy,"['friendly', 'friendly guy', 'guy']",0,0,1,0.3333333333333333
172923,Then the guy wants to do a fusion without any explanation.,1,guy want fusion explanation,"['guy', 'guy want', 'guy want fusion', 'guy want fusion explanation', 'want', 'want fusion', 'want fusion explanation', 'fusion', 'fusion explanation', 'explanation']",0,0,1,0.15384615384615385
89796,This Guy Sells Drugs for Big Pharma in exchange,1,guy cell drug big parma exchange,"['guy', 'guy cell', 'guy cell drug', 'guy cell drug big', 'guy cell drug big parma', 'guy cell drug big parma exchange', 'cell', 'cell drug', 'cell drug big', 'cell drug big parma', 'cell drug big parma exchange', 'drug', 'drug big', 'drug big parma', 'drug big parma exchange', 'big', 'big parma', 'big parma exchange', 'parma', 'parma exchange', 'exchange']",0,0,1,0.08333333333333333
107967,Okay...so the guy isn't the most punctual which can be annoying,1,okay guy puncture annoying,"['okay', 'okay guy', 'okay guy puncture', 'okay guy puncture annoying', 'guy', 'guy puncture', 'guy puncture annoying', 'puncture', 'puncture annoying', 'annoying']",0,0,1,0.15384615384615385
151010,He?s a really funny and interesting guy and his work environment and employees are very nice.,0,funny interest guy work environment employee nice,"['funny', 'funny interest', 'funny interest guy', 'funny interest guy work', 'funny interest guy work environment', 'funny interest guy work environment employee', 'funny interest guy work environment employee nice', 'interest', 'interest guy', 'interest guy work', 'interest guy work environment', 'interest guy work environment employee', 'interest guy work environment employee nice', 'guy', 'guy work', 'guy work environment', 'guy work environment employee', 'guy work environment employee nice', 'work', 'work environment', 'work environment employee', 'work environment employee nice', 'environment', 'environment employee', 'environment employee nice', 'employee', 'employee nice', 'nice']",0,0,1,0.06451612903225806
64492,He's a really nice guy and very knowledgeable.,0,nice guy knowledgeable,"['nice', 'nice guy', 'nice guy knowledgeable', 'guy', 'guy knowledgeable', 'knowledgeable']",0,0,1,0.2222222222222222
108175,I wish I could say other because Dr. Bieri is a heck of a nice guy who spends plenty of time with his patients.,0,wish bier neck nice guy spend plenty time patient,"['wish', 'wish bier', 'wish bier neck', 'wish bier neck nice', 'wish bier neck nice guy', 'wish bier neck nice guy spend', 'wish bier neck nice guy spend plenty', 'wish bier neck nice guy spend plenty time', 'wish bier neck nice guy spend plenty time patient', 'bier', 'bier neck', 'bier neck nice', 'bier neck nice guy', 'bier neck nice guy spend', 'bier neck nice guy spend plenty', 'bier neck nice guy spend plenty time', 'bier neck nice guy spend plenty time patient', 'neck', 'neck nice', 'neck nice guy', 'neck nice guy spend', 'neck nice guy spend plenty', 'neck nice guy spend plenty time', 'neck nice guy spend plenty time patient', 'nice', 'nice guy', 'nice guy spend', 'nice guy spend plenty', 'nice guy spend plenty time', 'nice guy spend plenty time patient', 'guy', 'guy spend', 'guy spend plenty', 'guy spend plenty time', 'guy spend plenty time patient', 'spend', 'spend plenty', 'spend plenty time', 'spend plenty time patient', 'plenty', 'plenty time', 'plenty time patient', 'time', 'time patient', 'patient']",0,0,1,0.041666666666666664
189916,He's just a cool guy who I'm so happy that I picked him to be my dentist!!,0,cool guy happy pick dentist,"['cool', 'cool guy', 'cool guy happy', 'cool guy happy pick', 'cool guy happy pick dentist', 'guy', 'guy happy', 'guy happy pick', 'guy happy pick dentist', 'happy', 'happy pick', 'happy pick dentist', 'pick', 'pick dentist', 'dentist']",0,0,1,0.1111111111111111
92123,the guy is a genius.,0,guy genius,"['guy', 'guy genius', 'genius']",0,0,1,0.3333333333333333
148965,Oh yeah...to the guy that walked me into the operating room (Luis I believe)...YOURE AWESOME...,0,ohio yea guy walk operate room louis believeyoure amazing,"['ohio', 'ohio yea', 'ohio yea guy', 'ohio yea guy walk', 'ohio yea guy walk operate', 'ohio yea guy walk operate room', 'ohio yea guy walk operate room louis', 'ohio yea guy walk operate room louis believeyoure', 'ohio yea guy walk operate room louis believeyoure amazing', 'yea', 'yea guy', 'yea guy walk', 'yea guy walk operate', 'yea guy walk operate room', 'yea guy walk operate room louis', 'yea guy walk operate room louis believeyoure', 'yea guy walk operate room louis believeyoure amazing', 'guy', 'guy walk', 'guy walk operate', 'guy walk operate room', 'guy walk operate room louis', 'guy walk operate room louis believeyoure', 'guy walk operate room louis believeyoure amazing', 'walk', 'walk operate', 'walk operate room', 'walk operate room louis', 'walk operate room louis believeyoure', 'walk operate room louis believeyoure amazing', 'operate', 'operate room', 'operate room louis', 'operate room louis believeyoure', 'operate room louis believeyoure amazing', 'room', 'room louis', 'room louis believeyoure', 'room louis believeyoure amazing', 'louis', 'louis believeyoure', 'louis believeyoure amazing', 'believeyoure', 'believeyoure amazing', 'amazing']",0,0,1,0.041666666666666664
112794,He is a special guy and deserve all the credit in the world!,0,special guy deserve credit world,"['special', 'special guy', 'special guy deserve', 'special guy deserve credit', 'special guy deserve credit world', 'guy', 'guy deserve', 'guy deserve credit', 'guy deserve credit world', 'deserve', 'deserve credit', 'deserve credit world', 'credit', 'credit world', 'world']",0,0,1,0.1111111111111111
113812,Shortly after my first appointment with Dr. Najar I knew he was the guy.,0,shortly appointment know guy,"['shortly', 'shortly appointment', 'shortly appointment know', 'shortly appointment know guy', 'appointment', 'appointment know', 'appointment know guy', 'know', 'know guy', 'guy']",0,0,1,0.15384615384615385
