commentId,comment,classification,comment_processed,word_phrase_list,beauty,mention,need,need sort,sort,massage,similarity_score
113301,So now I need to look for someone who can.,1,need look,"['need', 'need look', 'look']",0,0,1,0,0,0,0.125
167466,No thanks Dentists you need to listen to your patients and take care of your patients.,1,thanks dentist need listen patient care patient,"['thanks', 'thanks dentist', 'thanks dentist need', 'thanks dentist need listen', 'thanks dentist need listen patient', 'thanks dentist need listen patient care', 'thanks dentist need listen patient care patient', 'dentist', 'dentist need', 'dentist need listen', 'dentist need listen patient', 'dentist need listen patient care', 'dentist need listen patient care patient', 'need', 'need listen', 'need listen patient', 'need listen patient care', 'need listen patient care patient', 'listen', 'listen patient', 'listen patient care', 'listen patient care patient', 'patient', 'patient care', 'patient care patient', 'care', 'care patient', 'patient']",0,0,1,0,0,0,0.125
57821,Each need was met very well.,0,need meet,"['need', 'need meet', 'meet']",0,0,1,0,0,0,0.125
97266,If I have any further needs in the future I definitely know I have found my doctor.,0,need future decidedly know find doctor,"['need', 'need future', 'need future decidedly', 'need future decidedly know', 'need future decidedly know find', 'need future decidedly know find doctor', 'future', 'future decidedly', 'future decidedly know', 'future decidedly know find', 'future decidedly know find doctor', 'decidedly', 'decidedly know', 'decidedly know find', 'decidedly know find doctor', 'know', 'know find', 'know find doctor', 'find', 'find doctor', 'doctor']",0,0,1,0,0,0,0.125
174278,I am 28 and needed my mother to help me shower and basically do everything.,1,need mother help shower basically,"['need', 'need mother', 'need mother help', 'need mother help shower', 'need mother help shower basically', 'mother', 'mother help', 'mother help shower', 'mother help shower basically', 'help', 'help shower', 'help shower basically', 'shower', 'shower basically', 'basically']",0,0,1,0,0,0,0.125
160203,The building is also ugly and needs to be remodeled.,1,build ugly need model,"['build', 'build ugly', 'build ugly need', 'build ugly need model', 'ugly', 'ugly need', 'ugly need model', 'need', 'need model', 'model']",0,0,1,0,0,0,0.125
186780,"From here on out there is no need for me to look for another surgeon, I am Pure for life!",0,need look surgeon pure life,"['need', 'need look', 'need look surgeon', 'need look surgeon pure', 'need look surgeon pure life', 'look', 'look surgeon', 'look surgeon pure', 'look surgeon pure life', 'surgeon', 'surgeon pure', 'surgeon pure life', 'pure', 'pure life', 'life']",0,0,1,0,0,0,0.125
113092,Dr. Mendieta gave me a great alternative and saved me from a more invasive surgery than I needed.,0,give great alternative save invasion surgery need,"['give', 'give great', 'give great alternative', 'give great alternative save', 'give great alternative save invasion', 'give great alternative save invasion surgery', 'give great alternative save invasion surgery need', 'great', 'great alternative', 'great alternative save', 'great alternative save invasion', 'great alternative save invasion surgery', 'great alternative save invasion surgery need', 'alternative', 'alternative save', 'alternative save invasion', 'alternative save invasion surgery', 'alternative save invasion surgery need', 'save', 'save invasion', 'save invasion surgery', 'save invasion surgery need', 'invasion', 'invasion surgery', 'invasion surgery need', 'surgery', 'surgery need', 'need']",0,0,1,0,0,0,0.125
64960,He's very prompt and quick and he always gets right back to you after you call him if you need anything.,0,s prompt quick get right need,"['s', 's prompt', 's prompt quick', 's prompt quick get', 's prompt quick get right', 's prompt quick get right need', 'prompt', 'prompt quick', 'prompt quick get', 'prompt quick get right', 'prompt quick get right need', 'quick', 'quick get', 'quick get right', 'quick get right need', 'get', 'get right', 'get right need', 'right', 'right need', 'need']",0,0,1,0,0,0,0.125
127647,I would recommend any n all if in need of gastro doc to contact him!,0,recommend n need gastro contact,"['recommend', 'recommend n', 'recommend n need', 'recommend n need gastro', 'recommend n need gastro contact', 'n', 'n need', 'n need gastro', 'n need gastro contact', 'need', 'need gastro', 'need gastro contact', 'gastro', 'gastro contact', 'contact']",0,0,1,0,0,0,0.125
123686,Dr. Metzger and Mr. Pasternaki spend all the time needed to address all of my questions.,0,mister pasternaki spend time need address question,"['mister', 'mister pasternaki', 'mister pasternaki spend', 'mister pasternaki spend time', 'mister pasternaki spend time need', 'mister pasternaki spend time need address', 'mister pasternaki spend time need address question', 'pasternaki', 'pasternaki spend', 'pasternaki spend time', 'pasternaki spend time need', 'pasternaki spend time need address', 'pasternaki spend time need address question', 'spend', 'spend time', 'spend time need', 'spend time need address', 'spend time need address question', 'time', 'time need', 'time need address', 'time need address question', 'need', 'need address', 'need address question', 'address', 'address question', 'question']",0,0,1,0,0,0,0.125
80188,and discussed all that needed to be discussed.,0,discuss need discuss,"['discuss', 'discuss need', 'discuss need discuss', 'need', 'need discuss', 'discuss']",0,0,1,0,0,0,0.125
71135,When my labor stalled for 8 hours she gently began to suggest that I might need meds to jump start my labor.,0,labor stalk hour gently begin suggest need bed jump start labor,"['labor', 'labor stalk', 'labor stalk hour', 'labor stalk hour gently', 'labor stalk hour gently begin', 'labor stalk hour gently begin suggest', 'labor stalk hour gently begin suggest need', 'labor stalk hour gently begin suggest need bed', 'labor stalk hour gently begin suggest need bed jump', 'labor stalk hour gently begin suggest need bed jump start', 'labor stalk hour gently begin suggest need bed jump start labor', 'stalk', 'stalk hour', 'stalk hour gently', 'stalk hour gently begin', 'stalk hour gently begin suggest', 'stalk hour gently begin suggest need', 'stalk hour gently begin suggest need bed', 'stalk hour gently begin suggest need bed jump', 'stalk hour gently begin suggest need bed jump start', 'stalk hour gently begin suggest need bed jump start labor', 'hour', 'hour gently', 'hour gently begin', 'hour gently begin suggest', 'hour gently begin suggest need', 'hour gently begin suggest need bed', 'hour gently begin suggest need bed jump', 'hour gently begin suggest need bed jump start', 'hour gently begin suggest need bed jump start labor', 'gently', 'gently begin', 'gently begin suggest', 'gently begin suggest need', 'gently begin suggest need bed', 'gently begin suggest need bed jump', 'gently begin suggest need bed jump start', 'gently begin suggest need bed jump start labor', 'begin', 'begin suggest', 'begin suggest need', 'begin suggest need bed', 'begin suggest need bed jump', 'begin suggest need bed jump start', 'begin suggest need bed jump start labor', 'suggest', 'suggest need', 'suggest need bed', 'suggest need bed jump', 'suggest need bed jump start', 'suggest need bed jump start labor', 'need', 'need bed', 'need bed jump', 'need bed jump start', 'need bed jump start labor', 'bed', 'bed jump', 'bed jump start', 'bed jump start labor', 'jump', 'jump start', 'jump start labor', 'start', 'start labor', 'labor']",0,0,1,0,0,0,0.125
103821,He does not recommend treatments unless he is sure they are needed and will bring results.I have been to several ENT docs over the years,0,recommend treatment sure need bring result go doctor,"['recommend', 'recommend treatment', 'recommend treatment sure', 'recommend treatment sure need', 'recommend treatment sure need bring', 'recommend treatment sure need bring result', 'recommend treatment sure need bring result go', 'recommend treatment sure need bring result go doctor', 'treatment', 'treatment sure', 'treatment sure need', 'treatment sure need bring', 'treatment sure need bring result', 'treatment sure need bring result go', 'treatment sure need bring result go doctor', 'sure', 'sure need', 'sure need bring', 'sure need bring result', 'sure need bring result go', 'sure need bring result go doctor', 'need', 'need bring', 'need bring result', 'need bring result go', 'need bring result go doctor', 'bring', 'bring result', 'bring result go', 'bring result go doctor', 'result', 'result go', 'result go doctor', 'go', 'go doctor', 'doctor']",0,0,1,0,0,0,0.125
89538,"Once it was decided that surgery was needed, he did an excellent job with that.",0,decide surgery need excellent job,"['decide', 'decide surgery', 'decide surgery need', 'decide surgery need excellent', 'decide surgery need excellent job', 'surgery', 'surgery need', 'surgery need excellent', 'surgery need excellent job', 'need', 'need excellent', 'need excellent job', 'excellent', 'excellent job', 'job']",0,0,1,0,0,0,0.125
191601,but your gut instinct will be to go with somebody different because later you will very likely need,1,gut instinct person different late likely need,"['gut', 'gut instinct', 'gut instinct person', 'gut instinct person different', 'gut instinct person different late', 'gut instinct person different late likely', 'gut instinct person different late likely need', 'instinct', 'instinct person', 'instinct person different', 'instinct person different late', 'instinct person different late likely', 'instinct person different late likely need', 'person', 'person different', 'person different late', 'person different late likely', 'person different late likely need', 'different', 'different late', 'different late likely', 'different late likely need', 'late', 'late likely', 'late likely need', 'likely', 'likely need', 'need']",0,0,1,0,0,0,0.125
146985,for a follow up to tell me that all I needed to cure my chronic pain were vitamins only available via a multilevel marketing scheme.,1,follow tell need cure chronic pain vitamin available multilevel market scheme,"['follow', 'follow tell', 'follow tell need', 'follow tell need cure', 'follow tell need cure chronic', 'follow tell need cure chronic pain', 'follow tell need cure chronic pain vitamin', 'follow tell need cure chronic pain vitamin available', 'follow tell need cure chronic pain vitamin available multilevel', 'follow tell need cure chronic pain vitamin available multilevel market', 'follow tell need cure chronic pain vitamin available multilevel market scheme', 'tell', 'tell need', 'tell need cure', 'tell need cure chronic', 'tell need cure chronic pain', 'tell need cure chronic pain vitamin', 'tell need cure chronic pain vitamin available', 'tell need cure chronic pain vitamin available multilevel', 'tell need cure chronic pain vitamin available multilevel market', 'tell need cure chronic pain vitamin available multilevel market scheme', 'need', 'need cure', 'need cure chronic', 'need cure chronic pain', 'need cure chronic pain vitamin', 'need cure chronic pain vitamin available', 'need cure chronic pain vitamin available multilevel', 'need cure chronic pain vitamin available multilevel market', 'need cure chronic pain vitamin available multilevel market scheme', 'cure', 'cure chronic', 'cure chronic pain', 'cure chronic pain vitamin', 'cure chronic pain vitamin available', 'cure chronic pain vitamin available multilevel', 'cure chronic pain vitamin available multilevel market', 'cure chronic pain vitamin available multilevel market scheme', 'chronic', 'chronic pain', 'chronic pain vitamin', 'chronic pain vitamin available', 'chronic pain vitamin available multilevel', 'chronic pain vitamin available multilevel market', 'chronic pain vitamin available multilevel market scheme', 'pain', 'pain vitamin', 'pain vitamin available', 'pain vitamin available multilevel', 'pain vitamin available multilevel market', 'pain vitamin available multilevel market scheme', 'vitamin', 'vitamin available', 'vitamin available multilevel', 'vitamin available multilevel market', 'vitamin available multilevel market scheme', 'available', 'available multilevel', 'available multilevel market', 'available multilevel market scheme', 'multilevel', 'multilevel market', 'multilevel market scheme', 'market', 'market scheme', 'scheme']",0,0,1,0,0,0,0.125
156987,It is in dire need of repair both outside and inside and isn't inviting in the leasrt.,1,dire need repair outside inside invite,"['dire', 'dire need', 'dire need repair', 'dire need repair outside', 'dire need repair outside inside', 'dire need repair outside inside invite', 'need', 'need repair', 'need repair outside', 'need repair outside inside', 'need repair outside inside invite', 'repair', 'repair outside', 'repair outside inside', 'repair outside inside invite', 'outside', 'outside inside', 'outside inside invite', 'inside', 'inside invite', 'invite']",0,0,1,0,0,0,0.125
88921,for and I emphasize he cares about your dental needs.,0,emphasize care dental need,"['emphasize', 'emphasize care', 'emphasize care dental', 'emphasize care dental need', 'care', 'care dental', 'care dental need', 'dental', 'dental need', 'need']",0,0,1,0,0,0,0.125
95226,She will know what you need and work with you to achieve your personal goals,0,know need work achieve personal goal,"['know', 'know need', 'know need work', 'know need work achieve', 'know need work achieve personal', 'know need work achieve personal goal', 'need', 'need work', 'need work achieve', 'need work achieve personal', 'need work achieve personal goal', 'work', 'work achieve', 'work achieve personal', 'work achieve personal goal', 'achieve', 'achieve personal', 'achieve personal goal', 'personal', 'personal goal', 'goal']",0,0,1,0,0,0,0.125
130867,"No further imaging needed, and a course of treatment was developed.",0,imagine need course treatment develop,"['imagine', 'imagine need', 'imagine need course', 'imagine need course treatment', 'imagine need course treatment develop', 'need', 'need course', 'need course treatment', 'need course treatment develop', 'course', 'course treatment', 'course treatment develop', 'treatment', 'treatment develop', 'develop']",0,0,1,0,0,0,0.125
60722,Always been there whenever I needed him.,0,need,['need'],0,0,1,0,0,0,0.125
147368,and now over a year later I'm still trying to get them to give me all the information I need to have my claims processed.,1,m try information need claim process,"['m', 'm try', 'm try information', 'm try information need', 'm try information need claim', 'm try information need claim process', 'try', 'try information', 'try information need', 'try information need claim', 'try information need claim process', 'information', 'information need', 'information need claim', 'information need claim process', 'need', 'need claim', 'need claim process', 'claim', 'claim process', 'process']",0,0,1,0,0,0,0.125
176310,Not to mention the results he delivers!,0,mention result deliver,"['mention', 'mention result', 'mention result deliver', 'result', 'result deliver', 'deliver']",0,1,0,0,0,0,0.125
90111,I won't let any other doctor ever handle my female health care needs,0,wo let doctor handle female health care need,"['wo', 'wo let', 'wo let doctor', 'wo let doctor handle', 'wo let doctor handle female', 'wo let doctor handle female health', 'wo let doctor handle female health care', 'wo let doctor handle female health care need', 'let', 'let doctor', 'let doctor handle', 'let doctor handle female', 'let doctor handle female health', 'let doctor handle female health care', 'let doctor handle female health care need', 'doctor', 'doctor handle', 'doctor handle female', 'doctor handle female health', 'doctor handle female health care', 'doctor handle female health care need', 'handle', 'handle female', 'handle female health', 'handle female health care', 'handle female health care need', 'female', 'female health', 'female health care', 'female health care need', 'health', 'health care', 'health care need', 'care', 'care need', 'need']",0,0,1,0,0,0,0.125
85420,Your doctor's should not cut back on their patients needed pain medication.,1,doctor cut patient need pain meditation,"['doctor', 'doctor cut', 'doctor cut patient', 'doctor cut patient need', 'doctor cut patient need pain', 'doctor cut patient need pain meditation', 'cut', 'cut patient', 'cut patient need', 'cut patient need pain', 'cut patient need pain meditation', 'patient', 'patient need', 'patient need pain', 'patient need pain meditation', 'need', 'need pain', 'need pain meditation', 'pain', 'pain meditation', 'meditation']",0,0,1,0,0,0,0.125
181635,I wouldn't think twice about having him to do surgery if I needed it.,0,think twice have surgery need,"['think', 'think twice', 'think twice have', 'think twice have surgery', 'think twice have surgery need', 'twice', 'twice have', 'twice have surgery', 'twice have surgery need', 'have', 'have surgery', 'have surgery need', 'surgery', 'surgery need', 'need']",0,0,1,0,0,0,0.125
100240,And really listen to my wants and needs.,0,listen want need,"['listen', 'listen want', 'listen want need', 'want', 'want need', 'need']",0,0,1,0,0,0,0.125
139737,"and that I would need to just live with it, unable to do many simple things I used to be able to do.",1,need live unable simple thing able,"['need', 'need live', 'need live unable', 'need live unable simple', 'need live unable simple thing', 'need live unable simple thing able', 'live', 'live unable', 'live unable simple', 'live unable simple thing', 'live unable simple thing able', 'unable', 'unable simple', 'unable simple thing', 'unable simple thing able', 'simple', 'simple thing', 'simple thing able', 'thing', 'thing able', 'able']",0,0,1,0,0,0,0.125
145856,No surgery yet but when needed Dr. Levy will be the one to do it.,0,surgery need,"['surgery', 'surgery need', 'need']",0,0,1,0,0,0,0.125
97374,"Excellent Dr, Staff really cares about individual needs, compassionate,",0,excellent dr staff care individual need compassionate,"['excellent', 'excellent dr', 'excellent dr staff', 'excellent dr staff care', 'excellent dr staff care individual', 'excellent dr staff care individual need', 'excellent dr staff care individual need compassionate', 'dr', 'dr staff', 'dr staff care', 'dr staff care individual', 'dr staff care individual need', 'dr staff care individual need compassionate', 'staff', 'staff care', 'staff care individual', 'staff care individual need', 'staff care individual need compassionate', 'care', 'care individual', 'care individual need', 'care individual need compassionate', 'individual', 'individual need', 'individual need compassionate', 'need', 'need compassionate', 'compassionate']",0,0,1,0,0,0,0.125
59404,I don't think there is any need for change.,0,think need change,"['think', 'think need', 'think need change', 'need', 'need change', 'change']",0,0,1,0,0,0,0.125
59406,This helped to rule out our concerns and get the proper referral needed to help find answers.,0,help rule concern proper referral need help find answer,"['help', 'help rule', 'help rule concern', 'help rule concern proper', 'help rule concern proper referral', 'help rule concern proper referral need', 'help rule concern proper referral need help', 'help rule concern proper referral need help find', 'help rule concern proper referral need help find answer', 'rule', 'rule concern', 'rule concern proper', 'rule concern proper referral', 'rule concern proper referral need', 'rule concern proper referral need help', 'rule concern proper referral need help find', 'rule concern proper referral need help find answer', 'concern', 'concern proper', 'concern proper referral', 'concern proper referral need', 'concern proper referral need help', 'concern proper referral need help find', 'concern proper referral need help find answer', 'proper', 'proper referral', 'proper referral need', 'proper referral need help', 'proper referral need help find', 'proper referral need help find answer', 'referral', 'referral need', 'referral need help', 'referral need help find', 'referral need help find answer', 'need', 'need help', 'need help find', 'need help find answer', 'help', 'help find', 'help find answer', 'find', 'find answer', 'answer']",0,0,1,0,0,0,0.125
91449,He was there when I needed him,0,need,['need'],0,0,1,0,0,0,0.125
151844,Also consider donating your old Rx glasses after your procedure because you will not need them!,0,consider contribution old glass procedure need,"['consider', 'consider contribution', 'consider contribution old', 'consider contribution old glass', 'consider contribution old glass procedure', 'consider contribution old glass procedure need', 'contribution', 'contribution old', 'contribution old glass', 'contribution old glass procedure', 'contribution old glass procedure need', 'old', 'old glass', 'old glass procedure', 'old glass procedure need', 'glass', 'glass procedure', 'glass procedure need', 'procedure', 'procedure need', 'need']",0,0,1,0,0,0,0.125
144544,You do need a better communication between two offices though.,1,need good communication office,"['need', 'need good', 'need good communication', 'need good communication office', 'good', 'good communication', 'good communication office', 'communication', 'communication office', 'office']",0,0,1,0,0,0,0.125
116713,Thank you so much Dr. Naraghi for your professionalism and comfort I so much needed.,0,thank dr naraghi professionalism comfort need,"['thank', 'thank dr', 'thank dr naraghi', 'thank dr naraghi professionalism', 'thank dr naraghi professionalism comfort', 'thank dr naraghi professionalism comfort need', 'dr', 'dr naraghi', 'dr naraghi professionalism', 'dr naraghi professionalism comfort', 'dr naraghi professionalism comfort need', 'naraghi', 'naraghi professionalism', 'naraghi professionalism comfort', 'naraghi professionalism comfort need', 'professionalism', 'professionalism comfort', 'professionalism comfort need', 'comfort', 'comfort need', 'need']",0,0,1,0,0,0,0.125
151559,He takes precautionary measures and provides you with his personal phone number for any needs.,0,take precautionary measure provide personal phone number need,"['take', 'take precautionary', 'take precautionary measure', 'take precautionary measure provide', 'take precautionary measure provide personal', 'take precautionary measure provide personal phone', 'take precautionary measure provide personal phone number', 'take precautionary measure provide personal phone number need', 'precautionary', 'precautionary measure', 'precautionary measure provide', 'precautionary measure provide personal', 'precautionary measure provide personal phone', 'precautionary measure provide personal phone number', 'precautionary measure provide personal phone number need', 'measure', 'measure provide', 'measure provide personal', 'measure provide personal phone', 'measure provide personal phone number', 'measure provide personal phone number need', 'provide', 'provide personal', 'provide personal phone', 'provide personal phone number', 'provide personal phone number need', 'personal', 'personal phone', 'personal phone number', 'personal phone number need', 'phone', 'phone number', 'phone number need', 'number', 'number need', 'need']",0,0,1,0,0,0,0.125
173085,"The 350cc high profiles were too large for my frame (could no longer run, lay flat to get a massage, and made me look",1,c high profile large frame long run lay flat massage look,"['c', 'c high', 'c high profile', 'c high profile large', 'c high profile large frame', 'c high profile large frame long', 'c high profile large frame long run', 'c high profile large frame long run lay', 'c high profile large frame long run lay flat', 'c high profile large frame long run lay flat massage', 'c high profile large frame long run lay flat massage look', 'high', 'high profile', 'high profile large', 'high profile large frame', 'high profile large frame long', 'high profile large frame long run', 'high profile large frame long run lay', 'high profile large frame long run lay flat', 'high profile large frame long run lay flat massage', 'high profile large frame long run lay flat massage look', 'profile', 'profile large', 'profile large frame', 'profile large frame long', 'profile large frame long run', 'profile large frame long run lay', 'profile large frame long run lay flat', 'profile large frame long run lay flat massage', 'profile large frame long run lay flat massage look', 'large', 'large frame', 'large frame long', 'large frame long run', 'large frame long run lay', 'large frame long run lay flat', 'large frame long run lay flat massage', 'large frame long run lay flat massage look', 'frame', 'frame long', 'frame long run', 'frame long run lay', 'frame long run lay flat', 'frame long run lay flat massage', 'frame long run lay flat massage look', 'long', 'long run', 'long run lay', 'long run lay flat', 'long run lay flat massage', 'long run lay flat massage look', 'run', 'run lay', 'run lay flat', 'run lay flat massage', 'run lay flat massage look', 'lay', 'lay flat', 'lay flat massage', 'lay flat massage look', 'flat', 'flat massage', 'flat massage look', 'massage', 'massage look', 'look']",0,0,0,0,0,1,0.125
144651,"but for contouring or for something where you need aesthetic eye and artistry, I would not trust her.",1,contort need aesthetic eye artistic trust,"['contort', 'contort need', 'contort need aesthetic', 'contort need aesthetic eye', 'contort need aesthetic eye artistic', 'contort need aesthetic eye artistic trust', 'need', 'need aesthetic', 'need aesthetic eye', 'need aesthetic eye artistic', 'need aesthetic eye artistic trust', 'aesthetic', 'aesthetic eye', 'aesthetic eye artistic', 'aesthetic eye artistic trust', 'eye', 'eye artistic', 'eye artistic trust', 'artistic', 'artistic trust', 'trust']",0,0,1,0,0,0,0.125
140745,"You will get results, she will help you with whatever you need help wit.",0,result help need help wit,"['result', 'result help', 'result help need', 'result help need help', 'result help need help wit', 'help', 'help need', 'help need help', 'help need help wit', 'need', 'need help', 'need help wit', 'help', 'help wit', 'wit']",0,0,1,0,0,0,0.125
161294,"Not to mention his staff , they are a team and work in sync.",0,mention staff team work son,"['mention', 'mention staff', 'mention staff team', 'mention staff team work', 'mention staff team work son', 'staff', 'staff team', 'staff team work', 'staff team work son', 'team', 'team work', 'team work son', 'work', 'work son', 'son']",0,1,0,0,0,0,0.125
146944,Not to mention I had no scars before and he cut me under so I now have frankentits!!,1,mention scar cut frankentits,"['mention', 'mention scar', 'mention scar cut', 'mention scar cut frankentits', 'scar', 'scar cut', 'scar cut frankentits', 'cut', 'cut frankentits', 'frankentits']",0,1,0,0,0,0,0.125
127210,We need more doctors at this level of professionalism and good hearted character!,0,need doctor level professionalism good hearted character,"['need', 'need doctor', 'need doctor level', 'need doctor level professionalism', 'need doctor level professionalism good', 'need doctor level professionalism good hearted', 'need doctor level professionalism good hearted character', 'doctor', 'doctor level', 'doctor level professionalism', 'doctor level professionalism good', 'doctor level professionalism good hearted', 'doctor level professionalism good hearted character', 'level', 'level professionalism', 'level professionalism good', 'level professionalism good hearted', 'level professionalism good hearted character', 'professionalism', 'professionalism good', 'professionalism good hearted', 'professionalism good hearted character', 'good', 'good hearted', 'good hearted character', 'hearted', 'hearted character', 'character']",0,0,1,0,0,0,0.125
61883,They delighted me with true concern for my needs,0,delight true concern need,"['delight', 'delight true', 'delight true concern', 'delight true concern need', 'true', 'true concern', 'true concern need', 'concern', 'concern need', 'need']",0,0,1,0,0,0,0.125
168668,This did NOT go away and after meeting with Dr Camp he agreed that it needed to be repaired and done again.,1,away meet dr camp agree need repair,"['away', 'away meet', 'away meet dr', 'away meet dr camp', 'away meet dr camp agree', 'away meet dr camp agree need', 'away meet dr camp agree need repair', 'meet', 'meet dr', 'meet dr camp', 'meet dr camp agree', 'meet dr camp agree need', 'meet dr camp agree need repair', 'dr', 'dr camp', 'dr camp agree', 'dr camp agree need', 'dr camp agree need repair', 'camp', 'camp agree', 'camp agree need', 'camp agree need repair', 'agree', 'agree need', 'agree need repair', 'need', 'need repair', 'repair']",0,0,1,0,0,0,0.125
115582,He is kind and takes the time to personalize the treatments and tailors them to your specific needs.,0,kind take time personality treatment tailor specific need,"['kind', 'kind take', 'kind take time', 'kind take time personality', 'kind take time personality treatment', 'kind take time personality treatment tailor', 'kind take time personality treatment tailor specific', 'kind take time personality treatment tailor specific need', 'take', 'take time', 'take time personality', 'take time personality treatment', 'take time personality treatment tailor', 'take time personality treatment tailor specific', 'take time personality treatment tailor specific need', 'time', 'time personality', 'time personality treatment', 'time personality treatment tailor', 'time personality treatment tailor specific', 'time personality treatment tailor specific need', 'personality', 'personality treatment', 'personality treatment tailor', 'personality treatment tailor specific', 'personality treatment tailor specific need', 'treatment', 'treatment tailor', 'treatment tailor specific', 'treatment tailor specific need', 'tailor', 'tailor specific', 'tailor specific need', 'specific', 'specific need', 'need']",0,0,1,0,0,0,0.125
190246,They're very friendly and helpful with all my needs.,0,friendly helpful need,"['friendly', 'friendly helpful', 'friendly helpful need', 'helpful', 'helpful need', 'need']",0,0,1,0,0,0,0.125
186858,I worked with patient coordinator Stheisy and felt so comfortable as if she knew my needs .,0,work patient coordinate atheist feel comfortable know need,"['work', 'work patient', 'work patient coordinate', 'work patient coordinate atheist', 'work patient coordinate atheist feel', 'work patient coordinate atheist feel comfortable', 'work patient coordinate atheist feel comfortable know', 'work patient coordinate atheist feel comfortable know need', 'patient', 'patient coordinate', 'patient coordinate atheist', 'patient coordinate atheist feel', 'patient coordinate atheist feel comfortable', 'patient coordinate atheist feel comfortable know', 'patient coordinate atheist feel comfortable know need', 'coordinate', 'coordinate atheist', 'coordinate atheist feel', 'coordinate atheist feel comfortable', 'coordinate atheist feel comfortable know', 'coordinate atheist feel comfortable know need', 'atheist', 'atheist feel', 'atheist feel comfortable', 'atheist feel comfortable know', 'atheist feel comfortable know need', 'feel', 'feel comfortable', 'feel comfortable know', 'feel comfortable know need', 'comfortable', 'comfortable know', 'comfortable know need', 'know', 'know need', 'need']",0,0,1,0,0,0,0.125
110985,This office insisted it is their policy I get a referral whether needed or not.,1,office insist policy referral need,"['office', 'office insist', 'office insist policy', 'office insist policy referral', 'office insist policy referral need', 'insist', 'insist policy', 'insist policy referral', 'insist policy referral need', 'policy', 'policy referral', 'policy referral need', 'referral', 'referral need', 'need']",0,0,1,0,0,0,0.125
64746,They delighted me with true concern for my needs.,0,delight true concern need,"['delight', 'delight true', 'delight true concern', 'delight true concern need', 'true', 'true concern', 'true concern need', 'concern', 'concern need', 'need']",0,0,1,0,0,0,0.125
91778,and trustful dr. Did i mention caring?,0,trustful dr mention dare,"['trustful', 'trustful dr', 'trustful dr mention', 'trustful dr mention dare', 'dr', 'dr mention', 'dr mention dare', 'mention', 'mention dare', 'dare']",0,1,0,0,0,0,0.125
89498,"My nurses, Heather and Kasi, were more than helpful in more ways than one, they were someone to talk to when needed",0,nurse heather nasi helpful way talk need,"['nurse', 'nurse heather', 'nurse heather nasi', 'nurse heather nasi helpful', 'nurse heather nasi helpful way', 'nurse heather nasi helpful way talk', 'nurse heather nasi helpful way talk need', 'heather', 'heather nasi', 'heather nasi helpful', 'heather nasi helpful way', 'heather nasi helpful way talk', 'heather nasi helpful way talk need', 'nasi', 'nasi helpful', 'nasi helpful way', 'nasi helpful way talk', 'nasi helpful way talk need', 'helpful', 'helpful way', 'helpful way talk', 'helpful way talk need', 'way', 'way talk', 'way talk need', 'talk', 'talk need', 'need']",0,0,1,0,0,0,0.125
99461,He has gave me a recommendation for a specialist when I needed one;,0,give recommendation specialist need,"['give', 'give recommendation', 'give recommendation specialist', 'give recommendation specialist need', 'recommendation', 'recommendation specialist', 'recommendation specialist need', 'specialist', 'specialist need', 'need']",0,0,1,0,0,0,0.125
187903,"She understands everything you are looking for and needs, she pays attention to what you say to her,",0,understand look need pay attention,"['understand', 'understand look', 'understand look need', 'understand look need pay', 'understand look need pay attention', 'look', 'look need', 'look need pay', 'look need pay attention', 'need', 'need pay', 'need pay attention', 'pay', 'pay attention', 'attention']",0,0,1,0,0,0,0.125
64241,but the only thing they need is more parking.,1,thing need parking,"['thing', 'thing need', 'thing need parking', 'need', 'need parking', 'parking']",0,0,1,0,0,0,0.125
85145,"Extremely professional staff, very responsive to my needs.",0,extremely professional staff responsive need,"['extremely', 'extremely professional', 'extremely professional staff', 'extremely professional staff responsive', 'extremely professional staff responsive need', 'professional', 'professional staff', 'professional staff responsive', 'professional staff responsive need', 'staff', 'staff responsive', 'staff responsive need', 'responsive', 'responsive need', 'need']",0,0,1,0,0,0,0.125
92781,The bad news - You need spinal surgery The good news - You found Dr.Rafael Levin .,0,bad news need spinal surgery good news find,"['bad', 'bad news', 'bad news need', 'bad news need spinal', 'bad news need spinal surgery', 'bad news need spinal surgery good', 'bad news need spinal surgery good news', 'bad news need spinal surgery good news find', 'news', 'news need', 'news need spinal', 'news need spinal surgery', 'news need spinal surgery good', 'news need spinal surgery good news', 'news need spinal surgery good news find', 'need', 'need spinal', 'need spinal surgery', 'need spinal surgery good', 'need spinal surgery good news', 'need spinal surgery good news find', 'spinal', 'spinal surgery', 'spinal surgery good', 'spinal surgery good news', 'spinal surgery good news find', 'surgery', 'surgery good', 'surgery good news', 'surgery good news find', 'good', 'good news', 'good news find', 'news', 'news find', 'find']",0,0,1,0,0,0,0.125
