commentId,comment,classification,comment_processed,word_phrase_list,tell,tell post,post,similarity_score
103273,"they have changed what my total billing for pre-natal, delivery, and post natal would cost 3 times.",1,change total fill parental delivery post natal cost time,"['change', 'change total', 'change total fill', 'change total fill parental', 'change total fill parental delivery', 'change total fill parental delivery post', 'change total fill parental delivery post natal', 'change total fill parental delivery post natal cost', 'change total fill parental delivery post natal cost time', 'total', 'total fill', 'total fill parental', 'total fill parental delivery', 'total fill parental delivery post', 'total fill parental delivery post natal', 'total fill parental delivery post natal cost', 'total fill parental delivery post natal cost time', 'fill', 'fill parental', 'fill parental delivery', 'fill parental delivery post', 'fill parental delivery post natal', 'fill parental delivery post natal cost', 'fill parental delivery post natal cost time', 'parental', 'parental delivery', 'parental delivery post', 'parental delivery post natal', 'parental delivery post natal cost', 'parental delivery post natal cost time', 'delivery', 'delivery post', 'delivery post natal', 'delivery post natal cost', 'delivery post natal cost time', 'post', 'post natal', 'post natal cost', 'post natal cost time', 'natal', 'natal cost', 'natal cost time', 'cost', 'cost time', 'time']",0,0,1,0.0273224043715847
141437,I have recently tried to rebook and was told I do not have the option to book an appointment there ever.,1,recently try ebook tell not option book appointment,"['recently', 'recently try', 'recently try ebook', 'recently try ebook tell', 'recently try ebook tell not', 'recently try ebook tell not option', 'recently try ebook tell not option book', 'recently try ebook tell not option book appointment', 'try', 'try ebook', 'try ebook tell', 'try ebook tell not', 'try ebook tell not option', 'try ebook tell not option book', 'try ebook tell not option book appointment', 'ebook', 'ebook tell', 'ebook tell not', 'ebook tell not option', 'ebook tell not option book', 'ebook tell not option book appointment', 'tell', 'tell not', 'tell not option', 'tell not option book', 'tell not option book appointment', 'not', 'not option', 'not option book', 'not option book appointment', 'option', 'option book', 'option book appointment', 'book', 'book appointment', 'appointment']",1,0,0,0.034013605442176874
144108,and denied that I told him I had a mild thalassemia.,1,deny tell mild thalassemia,"['deny', 'deny tell', 'deny tell mild', 'deny tell mild thalassemia', 'tell', 'tell mild', 'tell mild thalassemia', 'mild', 'mild thalassemia', 'thalassemia']",1,0,0,0.11627906976744186
154105,and post op you are on your own.,1,post op,"['post', 'post op', 'op']",0,0,1,0.3333333333333333
163423,When I saw a neurosurgeon in Los Angeles I was told my coccyx was fractured.,1,see neurosurgeon tell coccus fracture,"['see', 'see neurosurgeon', 'see neurosurgeon tell', 'see neurosurgeon tell coccus', 'see neurosurgeon tell coccus fracture', 'neurosurgeon', 'neurosurgeon tell', 'neurosurgeon tell coccus', 'neurosurgeon tell coccus fracture', 'tell', 'tell coccus', 'tell coccus fracture', 'coccus', 'coccus fracture', 'fracture']",1,0,0,0.07936507936507936
131692,"Laura erwarten k??nnen (Original) Everyone is wonderful, efficient, tells you everything to expect with procedures, office staff, Dr Gauta,",0,original fantastic efficient tell expect procedure office staff,"['original', 'original fantastic', 'original fantastic efficient', 'original fantastic efficient tell', 'original fantastic efficient tell expect', 'original fantastic efficient tell expect procedure', 'original fantastic efficient tell expect procedure office', 'original fantastic efficient tell expect procedure office staff', 'fantastic', 'fantastic efficient', 'fantastic efficient tell', 'fantastic efficient tell expect', 'fantastic efficient tell expect procedure', 'fantastic efficient tell expect procedure office', 'fantastic efficient tell expect procedure office staff', 'efficient', 'efficient tell', 'efficient tell expect', 'efficient tell expect procedure', 'efficient tell expect procedure office', 'efficient tell expect procedure office staff', 'tell', 'tell expect', 'tell expect procedure', 'tell expect procedure office', 'tell expect procedure office staff', 'expect', 'expect procedure', 'expect procedure office', 'expect procedure office staff', 'procedure', 'procedure office', 'procedure office staff', 'office', 'office staff', 'staff']",1,0,0,0.034013605442176874
188648,"Im definitely going back to Jenna for my dysport and filler, and Im telling all of my friends:) Subtle and exactly what I wanted.",0,decidedly go disport filler tell friend subtle precisely want,"['decidedly', 'decidedly go', 'decidedly go disport', 'decidedly go disport filler', 'decidedly go disport filler tell', 'decidedly go disport filler tell friend', 'decidedly go disport filler tell friend subtle', 'decidedly go disport filler tell friend subtle precisely', 'decidedly go disport filler tell friend subtle precisely want', 'go', 'go disport', 'go disport filler', 'go disport filler tell', 'go disport filler tell friend', 'go disport filler tell friend subtle', 'go disport filler tell friend subtle precisely', 'go disport filler tell friend subtle precisely want', 'disport', 'disport filler', 'disport filler tell', 'disport filler tell friend', 'disport filler tell friend subtle', 'disport filler tell friend subtle precisely', 'disport filler tell friend subtle precisely want', 'filler', 'filler tell', 'filler tell friend', 'filler tell friend subtle', 'filler tell friend subtle precisely', 'filler tell friend subtle precisely want', 'tell', 'tell friend', 'tell friend subtle', 'tell friend subtle precisely', 'tell friend subtle precisely want', 'friend', 'friend subtle', 'friend subtle precisely', 'friend subtle precisely want', 'subtle', 'subtle precisely', 'subtle precisely want', 'precisely', 'precisely want', 'want']",1,0,0,0.0273224043715847
148647,"and let me tell you, this woman is amazing!",0,let tell woman amaze,"['let', 'let tell', 'let tell woman', 'let tell woman amaze', 'tell', 'tell woman', 'tell woman amaze', 'woman', 'woman amaze', 'amaze']",1,0,0,0.11627906976744186
191461,old post but no one else can so it's as if I've been blocked,1,old post no block,"['old', 'old post', 'old post no', 'old post no block', 'post', 'post no', 'post no block', 'no', 'no block', 'block']",0,0,1,0.11627906976744186
98558,"The one thing that stood out to me the most was that he told me what I needed, not what I wanted to hear.",0,thing stand tell need not want hear,"['thing', 'thing stand', 'thing stand tell', 'thing stand tell need', 'thing stand tell need not', 'thing stand tell need not want', 'thing stand tell need not want hear', 'stand', 'stand tell', 'stand tell need', 'stand tell need not', 'stand tell need not want', 'stand tell need not want hear', 'tell', 'tell need', 'tell need not', 'tell need not want', 'tell need not want hear', 'need', 'need not', 'need not want', 'need not want hear', 'not', 'not want', 'not want hear', 'want', 'want hear', 'hear']",1,0,0,0.043478260869565216
114171,and can tell you that everyone operates on a very professional level at Dr. Prasad's. ?My search for a great doctor is over.,0,tell operate professional level dr prasads search great doctor,"['tell', 'tell operate', 'tell operate professional', 'tell operate professional level', 'tell operate professional level dr', 'tell operate professional level dr prasads', 'tell operate professional level dr prasads search', 'tell operate professional level dr prasads search great', 'tell operate professional level dr prasads search great doctor', 'operate', 'operate professional', 'operate professional level', 'operate professional level dr', 'operate professional level dr prasads', 'operate professional level dr prasads search', 'operate professional level dr prasads search great', 'operate professional level dr prasads search great doctor', 'professional', 'professional level', 'professional level dr', 'professional level dr prasads', 'professional level dr prasads search', 'professional level dr prasads search great', 'professional level dr prasads search great doctor', 'level', 'level dr', 'level dr prasads', 'level dr prasads search', 'level dr prasads search great', 'level dr prasads search great doctor', 'dr', 'dr prasads', 'dr prasads search', 'dr prasads search great', 'dr prasads search great doctor', 'prasads', 'prasads search', 'prasads search great', 'prasads search great doctor', 'search', 'search great', 'search great doctor', 'great', 'great doctor', 'doctor']",1,0,0,0.0273224043715847
111419,He told me that he could achieve exactly what I wanted and address all areas of concern.,0,tell achieve precisely want address area concern,"['tell', 'tell achieve', 'tell achieve precisely', 'tell achieve precisely want', 'tell achieve precisely want address', 'tell achieve precisely want address area', 'tell achieve precisely want address area concern', 'achieve', 'achieve precisely', 'achieve precisely want', 'achieve precisely want address', 'achieve precisely want address area', 'achieve precisely want address area concern', 'precisely', 'precisely want', 'precisely want address', 'precisely want address area', 'precisely want address area concern', 'want', 'want address', 'want address area', 'want address area concern', 'address', 'address area', 'address area concern', 'area', 'area concern', 'concern']",1,0,0,0.043478260869565216
148421,"I was virtually told ""everything looks good"" and was pushed out the door without the doctor sitting down to have any discussions with me.",1,virtually tell look good push door doctor sit discussion,"['virtually', 'virtually tell', 'virtually tell look', 'virtually tell look good', 'virtually tell look good push', 'virtually tell look good push door', 'virtually tell look good push door doctor', 'virtually tell look good push door doctor sit', 'virtually tell look good push door doctor sit discussion', 'tell', 'tell look', 'tell look good', 'tell look good push', 'tell look good push door', 'tell look good push door doctor', 'tell look good push door doctor sit', 'tell look good push door doctor sit discussion', 'look', 'look good', 'look good push', 'look good push door', 'look good push door doctor', 'look good push door doctor sit', 'look good push door doctor sit discussion', 'good', 'good push', 'good push door', 'good push door doctor', 'good push door doctor sit', 'good push door doctor sit discussion', 'push', 'push door', 'push door doctor', 'push door doctor sit', 'push door doctor sit discussion', 'door', 'door doctor', 'door doctor sit', 'door doctor sit discussion', 'doctor', 'doctor sit', 'doctor sit discussion', 'sit', 'sit discussion', 'discussion']",1,0,0,0.0273224043715847
144772,I first visited this medical office and was told that my pap was abnormal,1,visit medical office tell pp abnormal,"['visit', 'visit medical', 'visit medical office', 'visit medical office tell', 'visit medical office tell pp', 'visit medical office tell pp abnormal', 'medical', 'medical office', 'medical office tell', 'medical office tell pp', 'medical office tell pp abnormal', 'office', 'office tell', 'office tell pp', 'office tell pp abnormal', 'tell', 'tell pp', 'tell pp abnormal', 'pp', 'pp abnormal', 'abnormal']",1,0,0,0.0574712643678161
149998,We were told we would be the next one up and they took someone else that came after.,1,tell take come,"['tell', 'tell take', 'tell take come', 'take', 'take come', 'come']",1,0,0,0.18518518518518517
168201,She told me she would be watching me closely and she never left my side!,0,tell watch closely leave,"['tell', 'tell watch', 'tell watch closely', 'tell watch closely leave', 'watch', 'watch closely', 'watch closely leave', 'closely', 'closely leave', 'leave']",1,0,0,0.11627906976744186
178706,"And being Gen Z, I could tell NR is innovative by their creative ways for marketing and advertising through newer, trendier social networking avenues.",0,gen z tell innovative creative way market advertising new tender social network avenue,"['gen', 'gen z', 'gen z tell', 'gen z tell innovative', 'gen z tell innovative creative', 'gen z tell innovative creative way', 'gen z tell innovative creative way market', 'gen z tell innovative creative way market advertising', 'gen z tell innovative creative way market advertising new', 'gen z tell innovative creative way market advertising new tender', 'gen z tell innovative creative way market advertising new tender social', 'gen z tell innovative creative way market advertising new tender social network', 'gen z tell innovative creative way market advertising new tender social network avenue', 'z', 'z tell', 'z tell innovative', 'z tell innovative creative', 'z tell innovative creative way', 'z tell innovative creative way market', 'z tell innovative creative way market advertising', 'z tell innovative creative way market advertising new', 'z tell innovative creative way market advertising new tender', 'z tell innovative creative way market advertising new tender social', 'z tell innovative creative way market advertising new tender social network', 'z tell innovative creative way market advertising new tender social network avenue', 'tell', 'tell innovative', 'tell innovative creative', 'tell innovative creative way', 'tell innovative creative way market', 'tell innovative creative way market advertising', 'tell innovative creative way market advertising new', 'tell innovative creative way market advertising new tender', 'tell innovative creative way market advertising new tender social', 'tell innovative creative way market advertising new tender social network', 'tell innovative creative way market advertising new tender social network avenue', 'innovative', 'innovative creative', 'innovative creative way', 'innovative creative way market', 'innovative creative way market advertising', 'innovative creative way market advertising new', 'innovative creative way market advertising new tender', 'innovative creative way market advertising new tender social', 'innovative creative way market advertising new tender social network', 'innovative creative way market advertising new tender social network avenue', 'creative', 'creative way', 'creative way market', 'creative way market advertising', 'creative way market advertising new', 'creative way market advertising new tender', 'creative way market advertising new tender social', 'creative way market advertising new tender social network', 'creative way market advertising new tender social network avenue', 'way', 'way market', 'way market advertising', 'way market advertising new', 'way market advertising new tender', 'way market advertising new tender social', 'way market advertising new tender social network', 'way market advertising new tender social network avenue', 'market', 'market advertising', 'market advertising new', 'market advertising new tender', 'market advertising new tender social', 'market advertising new tender social network', 'market advertising new tender social network avenue', 'advertising', 'advertising new', 'advertising new tender', 'advertising new tender social', 'advertising new tender social network', 'advertising new tender social network avenue', 'new', 'new tender', 'new tender social', 'new tender social network', 'new tender social network avenue', 'tender', 'tender social', 'tender social network', 'tender social network avenue', 'social', 'social network', 'social network avenue', 'network', 'network avenue', 'avenue']",1,0,0,0.013623978201634876
133300,I never even received my prescriptions after being told they?ve been sent.,1,receive prescription tell send,"['receive', 'receive prescription', 'receive prescription tell', 'receive prescription tell send', 'prescription', 'prescription tell', 'prescription tell send', 'tell', 'tell send', 'send']",1,0,0,0.11627906976744186
60004,What delighted me was he found an alternative to the surgery that I was told at first I needed.,0,delight find alternative surgery tell need,"['delight', 'delight find', 'delight find alternative', 'delight find alternative surgery', 'delight find alternative surgery tell', 'delight find alternative surgery tell need', 'find', 'find alternative', 'find alternative surgery', 'find alternative surgery tell', 'find alternative surgery tell need', 'alternative', 'alternative surgery', 'alternative surgery tell', 'alternative surgery tell need', 'surgery', 'surgery tell', 'surgery tell need', 'tell', 'tell need', 'need']",1,0,0,0.0574712643678161
153074,I was told for crowns and implants they don?t go through insurance.,1,tell crown plant insurance,"['tell', 'tell crown', 'tell crown plant', 'tell crown plant insurance', 'crown', 'crown plant', 'crown plant insurance', 'plant', 'plant insurance', 'insurance']",1,0,0,0.11627906976744186
171643,Very attentive and told me exactly what I needed to hear.,0,attentive tell precisely need hear,"['attentive', 'attentive tell', 'attentive tell precisely', 'attentive tell precisely need', 'attentive tell precisely need hear', 'tell', 'tell precisely', 'tell precisely need', 'tell precisely need hear', 'precisely', 'precisely need', 'precisely need hear', 'need', 'need hear', 'hear']",1,0,0,0.07936507936507936
117953,Several times I told the surgeon that what she was doing was painful.,1,time tell surgeon painful,"['time', 'time tell', 'time tell surgeon', 'time tell surgeon painful', 'tell', 'tell surgeon', 'tell surgeon painful', 'surgeon', 'surgeon painful', 'painful']",1,0,0,0.11627906976744186
139145,One of the most Professional Doctors i've met.Had my keloid remove i told him last Doctor that did it i was screaming because it was,0,professional doctor method keloid remove tell doctor scream,"['professional', 'professional doctor', 'professional doctor method', 'professional doctor method keloid', 'professional doctor method keloid remove', 'professional doctor method keloid remove tell', 'professional doctor method keloid remove tell doctor', 'professional doctor method keloid remove tell doctor scream', 'doctor', 'doctor method', 'doctor method keloid', 'doctor method keloid remove', 'doctor method keloid remove tell', 'doctor method keloid remove tell doctor', 'doctor method keloid remove tell doctor scream', 'method', 'method keloid', 'method keloid remove', 'method keloid remove tell', 'method keloid remove tell doctor', 'method keloid remove tell doctor scream', 'keloid', 'keloid remove', 'keloid remove tell', 'keloid remove tell doctor', 'keloid remove tell doctor scream', 'remove', 'remove tell', 'remove tell doctor', 'remove tell doctor scream', 'tell', 'tell doctor', 'tell doctor scream', 'doctor', 'doctor scream', 'scream']",1,0,0,0.034013605442176874
88463,but Dr Giordano told me to give it time and it went away as he predicted.,0,tell time go away predict,"['tell', 'tell time', 'tell time go', 'tell time go away', 'tell time go away predict', 'time', 'time go', 'time go away', 'time go away predict', 'go', 'go away', 'go away predict', 'away', 'away predict', 'predict']",1,0,0,0.07936507936507936
154550,I said how can you change the price without telling me ahead of time?,1,say change price tell ahead time,"['say', 'say change', 'say change price', 'say change price tell', 'say change price tell ahead', 'say change price tell ahead time', 'change', 'change price', 'change price tell', 'change price tell ahead', 'change price tell ahead time', 'price', 'price tell', 'price tell ahead', 'price tell ahead time', 'tell', 'tell ahead', 'tell ahead time', 'ahead', 'ahead time', 'time']",1,0,0,0.0574712643678161
86456,"The exam was comprehensive, explanations were clear, and I was told what to expect in terms of follow-on scheduling",0,examination comprehensive explanation clear tell expect term follow schelling,"['examination', 'examination comprehensive', 'examination comprehensive explanation', 'examination comprehensive explanation clear', 'examination comprehensive explanation clear tell', 'examination comprehensive explanation clear tell expect', 'examination comprehensive explanation clear tell expect term', 'examination comprehensive explanation clear tell expect term follow', 'examination comprehensive explanation clear tell expect term follow schelling', 'comprehensive', 'comprehensive explanation', 'comprehensive explanation clear', 'comprehensive explanation clear tell', 'comprehensive explanation clear tell expect', 'comprehensive explanation clear tell expect term', 'comprehensive explanation clear tell expect term follow', 'comprehensive explanation clear tell expect term follow schelling', 'explanation', 'explanation clear', 'explanation clear tell', 'explanation clear tell expect', 'explanation clear tell expect term', 'explanation clear tell expect term follow', 'explanation clear tell expect term follow schelling', 'clear', 'clear tell', 'clear tell expect', 'clear tell expect term', 'clear tell expect term follow', 'clear tell expect term follow schelling', 'tell', 'tell expect', 'tell expect term', 'tell expect term follow', 'tell expect term follow schelling', 'expect', 'expect term', 'expect term follow', 'expect term follow schelling', 'term', 'term follow', 'term follow schelling', 'follow', 'follow schelling', 'schelling']",1,0,0,0.0273224043715847
135224,I remember the morning of the surgery I told him - thank you,0,remember surgery tell thank,"['remember', 'remember surgery', 'remember surgery tell', 'remember surgery tell thank', 'surgery', 'surgery tell', 'surgery tell thank', 'tell', 'tell thank', 'thank']",1,0,0,0.11627906976744186
138723,The results are amazing..he listens and asks questions and you can tell his number 1 goal is for you to leave happy.,0,result amaze listen ask question tell number goal leave happy,"['result', 'result amaze', 'result amaze listen', 'result amaze listen ask', 'result amaze listen ask question', 'result amaze listen ask question tell', 'result amaze listen ask question tell number', 'result amaze listen ask question tell number goal', 'result amaze listen ask question tell number goal leave', 'result amaze listen ask question tell number goal leave happy', 'amaze', 'amaze listen', 'amaze listen ask', 'amaze listen ask question', 'amaze listen ask question tell', 'amaze listen ask question tell number', 'amaze listen ask question tell number goal', 'amaze listen ask question tell number goal leave', 'amaze listen ask question tell number goal leave happy', 'listen', 'listen ask', 'listen ask question', 'listen ask question tell', 'listen ask question tell number', 'listen ask question tell number goal', 'listen ask question tell number goal leave', 'listen ask question tell number goal leave happy', 'ask', 'ask question', 'ask question tell', 'ask question tell number', 'ask question tell number goal', 'ask question tell number goal leave', 'ask question tell number goal leave happy', 'question', 'question tell', 'question tell number', 'question tell number goal', 'question tell number goal leave', 'question tell number goal leave happy', 'tell', 'tell number', 'tell number goal', 'tell number goal leave', 'tell number goal leave happy', 'number', 'number goal', 'number goal leave', 'number goal leave happy', 'goal', 'goal leave', 'goal leave happy', 'leave', 'leave happy', 'happy']",1,0,0,0.02242152466367713
89414,and you will probably only see an assistant that will NOT tell him what's going on.,1,probably assistant not tell go,"['probably', 'probably assistant', 'probably assistant not', 'probably assistant not tell', 'probably assistant not tell go', 'assistant', 'assistant not', 'assistant not tell', 'assistant not tell go', 'not', 'not tell', 'not tell go', 'tell', 'tell go', 'go']",1,0,0,0.07936507936507936
181648,"and they kept telling me to be quiet and stop crying before I scared the other girls, and that I was being a cry baby.",1,keep tell quiet stop cry scare girl cry baby,"['keep', 'keep tell', 'keep tell quiet', 'keep tell quiet stop', 'keep tell quiet stop cry', 'keep tell quiet stop cry scare', 'keep tell quiet stop cry scare girl', 'keep tell quiet stop cry scare girl cry', 'keep tell quiet stop cry scare girl cry baby', 'tell', 'tell quiet', 'tell quiet stop', 'tell quiet stop cry', 'tell quiet stop cry scare', 'tell quiet stop cry scare girl', 'tell quiet stop cry scare girl cry', 'tell quiet stop cry scare girl cry baby', 'quiet', 'quiet stop', 'quiet stop cry', 'quiet stop cry scare', 'quiet stop cry scare girl', 'quiet stop cry scare girl cry', 'quiet stop cry scare girl cry baby', 'stop', 'stop cry', 'stop cry scare', 'stop cry scare girl', 'stop cry scare girl cry', 'stop cry scare girl cry baby', 'cry', 'cry scare', 'cry scare girl', 'cry scare girl cry', 'cry scare girl cry baby', 'scare', 'scare girl', 'scare girl cry', 'scare girl cry baby', 'girl', 'girl cry', 'girl cry baby', 'cry', 'cry baby', 'baby']",1,0,0,0.0273224043715847
190101,"Halfway through me talking, he interrupted and told me to remove my pants.",1,halfway talk interrupt tell remove part,"['halfway', 'halfway talk', 'halfway talk interrupt', 'halfway talk interrupt tell', 'halfway talk interrupt tell remove', 'halfway talk interrupt tell remove part', 'talk', 'talk interrupt', 'talk interrupt tell', 'talk interrupt tell remove', 'talk interrupt tell remove part', 'interrupt', 'interrupt tell', 'interrupt tell remove', 'interrupt tell remove part', 'tell', 'tell remove', 'tell remove part', 'remove', 'remove part', 'part']",1,0,0,0.0574712643678161
185886,They only were nice to me when I paid them and when I told them about their mistakes they regarded my concerns.,1,nice pay tell mistake regard concern,"['nice', 'nice pay', 'nice pay tell', 'nice pay tell mistake', 'nice pay tell mistake regard', 'nice pay tell mistake regard concern', 'pay', 'pay tell', 'pay tell mistake', 'pay tell mistake regard', 'pay tell mistake regard concern', 'tell', 'tell mistake', 'tell mistake regard', 'tell mistake regard concern', 'mistake', 'mistake regard', 'mistake regard concern', 'regard', 'regard concern', 'concern']",1,0,0,0.0574712643678161
152411,Then the nurse practitioner who I requested that had been taking care of me was swapped with a new one without anyone telling me.,1,nurse practitioner request take care snap new tell,"['nurse', 'nurse practitioner', 'nurse practitioner request', 'nurse practitioner request take', 'nurse practitioner request take care', 'nurse practitioner request take care snap', 'nurse practitioner request take care snap new', 'nurse practitioner request take care snap new tell', 'practitioner', 'practitioner request', 'practitioner request take', 'practitioner request take care', 'practitioner request take care snap', 'practitioner request take care snap new', 'practitioner request take care snap new tell', 'request', 'request take', 'request take care', 'request take care snap', 'request take care snap new', 'request take care snap new tell', 'take', 'take care', 'take care snap', 'take care snap new', 'take care snap new tell', 'care', 'care snap', 'care snap new', 'care snap new tell', 'snap', 'snap new', 'snap new tell', 'new', 'new tell', 'tell']",1,0,0,0.034013605442176874
113118,"I love the way she personalizes and tells you the truth if its needed, I will be coming back to get even better skin.",0,love way personality tell truth need come good skin,"['love', 'love way', 'love way personality', 'love way personality tell', 'love way personality tell truth', 'love way personality tell truth need', 'love way personality tell truth need come', 'love way personality tell truth need come good', 'love way personality tell truth need come good skin', 'way', 'way personality', 'way personality tell', 'way personality tell truth', 'way personality tell truth need', 'way personality tell truth need come', 'way personality tell truth need come good', 'way personality tell truth need come good skin', 'personality', 'personality tell', 'personality tell truth', 'personality tell truth need', 'personality tell truth need come', 'personality tell truth need come good', 'personality tell truth need come good skin', 'tell', 'tell truth', 'tell truth need', 'tell truth need come', 'tell truth need come good', 'tell truth need come good skin', 'truth', 'truth need', 'truth need come', 'truth need come good', 'truth need come good skin', 'need', 'need come', 'need come good', 'need come good skin', 'come', 'come good', 'come good skin', 'good', 'good skin', 'skin']",1,0,0,0.0273224043715847
148779,"I would highly reccomend and already have told people about Dr. Kent, and Mandy is",0,highly recommend tell people,"['highly', 'highly recommend', 'highly recommend tell', 'highly recommend tell people', 'recommend', 'recommend tell', 'recommend tell people', 'tell', 'tell people', 'people']",1,0,0,0.11627906976744186
104981,I rarely post a review but these guys are a real find!,0,rarely post review gun real find,"['rarely', 'rarely post', 'rarely post review', 'rarely post review gun', 'rarely post review gun real', 'rarely post review gun real find', 'post', 'post review', 'post review gun', 'post review gun real', 'post review gun real find', 'review', 'review gun', 'review gun real', 'review gun real find', 'gun', 'gun real', 'gun real find', 'real', 'real find', 'find']",0,0,1,0.0574712643678161
151472,"I went to my post op the next day, and they did nothing.",1,go post op,"['go', 'go post', 'go post op', 'post', 'post op', 'op']",0,0,1,0.18518518518518517
114009,"When I contacted Bri (sp) about my concern and dissatisfaction, I was told that SHE was happy with the results,",1,contract brim concern dissatisfaction tell happy result,"['contract', 'contract brim', 'contract brim concern', 'contract brim concern dissatisfaction', 'contract brim concern dissatisfaction tell', 'contract brim concern dissatisfaction tell happy', 'contract brim concern dissatisfaction tell happy result', 'brim', 'brim concern', 'brim concern dissatisfaction', 'brim concern dissatisfaction tell', 'brim concern dissatisfaction tell happy', 'brim concern dissatisfaction tell happy result', 'concern', 'concern dissatisfaction', 'concern dissatisfaction tell', 'concern dissatisfaction tell happy', 'concern dissatisfaction tell happy result', 'dissatisfaction', 'dissatisfaction tell', 'dissatisfaction tell happy', 'dissatisfaction tell happy result', 'tell', 'tell happy', 'tell happy result', 'happy', 'happy result', 'result']",1,0,0,0.043478260869565216
76190,"After undergoing several tests, he told me I had a tumor.",1,undergo test tell tumor,"['undergo', 'undergo test', 'undergo test tell', 'undergo test tell tumor', 'test', 'test tell', 'test tell tumor', 'tell', 'tell tumor', 'tumor']",1,0,0,0.11627906976744186
185887,"My nose has a big bump, and I told the doctor about it and they didn't do anything.",1,nose big bump tell doctor,"['nose', 'nose big', 'nose big bump', 'nose big bump tell', 'nose big bump tell doctor', 'big', 'big bump', 'big bump tell', 'big bump tell doctor', 'bump', 'bump tell', 'bump tell doctor', 'tell', 'tell doctor', 'doctor']",1,0,0,0.07936507936507936
173942,but it was not told to me that it would be needed before the full service is provided.,1,not tell need service provide,"['not', 'not tell', 'not tell need', 'not tell need service', 'not tell need service provide', 'tell', 'tell need', 'tell need service', 'tell need service provide', 'need', 'need service', 'need service provide', 'service', 'service provide', 'provide']",1,0,0,0.07936507936507936
184288,as the nurse received the photo I was told to strart rubbing my red looking stomach every hour,1,nurse receive photograph tell start rubbing red look stomach,"['nurse', 'nurse receive', 'nurse receive photograph', 'nurse receive photograph tell', 'nurse receive photograph tell start', 'nurse receive photograph tell start rubbing', 'nurse receive photograph tell start rubbing red', 'nurse receive photograph tell start rubbing red look', 'nurse receive photograph tell start rubbing red look stomach', 'receive', 'receive photograph', 'receive photograph tell', 'receive photograph tell start', 'receive photograph tell start rubbing', 'receive photograph tell start rubbing red', 'receive photograph tell start rubbing red look', 'receive photograph tell start rubbing red look stomach', 'photograph', 'photograph tell', 'photograph tell start', 'photograph tell start rubbing', 'photograph tell start rubbing red', 'photograph tell start rubbing red look', 'photograph tell start rubbing red look stomach', 'tell', 'tell start', 'tell start rubbing', 'tell start rubbing red', 'tell start rubbing red look', 'tell start rubbing red look stomach', 'start', 'start rubbing', 'start rubbing red', 'start rubbing red look', 'start rubbing red look stomach', 'rubbing', 'rubbing red', 'rubbing red look', 'rubbing red look stomach', 'red', 'red look', 'red look stomach', 'look', 'look stomach', 'stomach']",1,0,0,0.0273224043715847
115857,The results shows multiple herniated discs but he told me they're normal.,1,result show multiple herniated disk tell normal,"['result', 'result show', 'result show multiple', 'result show multiple herniated', 'result show multiple herniated disk', 'result show multiple herniated disk tell', 'result show multiple herniated disk tell normal', 'show', 'show multiple', 'show multiple herniated', 'show multiple herniated disk', 'show multiple herniated disk tell', 'show multiple herniated disk tell normal', 'multiple', 'multiple herniated', 'multiple herniated disk', 'multiple herniated disk tell', 'multiple herniated disk tell normal', 'herniated', 'herniated disk', 'herniated disk tell', 'herniated disk tell normal', 'disk', 'disk tell', 'disk tell normal', 'tell', 'tell normal', 'normal']",1,0,0,0.043478260869565216
103858,She was non-judgmental and I felt that I could tell her things without feeling awkward.,0,nonjudgmental feel tell thing feel awkward,"['nonjudgmental', 'nonjudgmental feel', 'nonjudgmental feel tell', 'nonjudgmental feel tell thing', 'nonjudgmental feel tell thing feel', 'nonjudgmental feel tell thing feel awkward', 'feel', 'feel tell', 'feel tell thing', 'feel tell thing feel', 'feel tell thing feel awkward', 'tell', 'tell thing', 'tell thing feel', 'tell thing feel awkward', 'thing', 'thing feel', 'thing feel awkward', 'feel', 'feel awkward', 'awkward']",1,0,0,0.0574712643678161
123273,the doctor came in I told him what I wanted and he started making recommendations that I had never even considered.,0,doctor come tell want start make recommendation consider,"['doctor', 'doctor come', 'doctor come tell', 'doctor come tell want', 'doctor come tell want start', 'doctor come tell want start make', 'doctor come tell want start make recommendation', 'doctor come tell want start make recommendation consider', 'come', 'come tell', 'come tell want', 'come tell want start', 'come tell want start make', 'come tell want start make recommendation', 'come tell want start make recommendation consider', 'tell', 'tell want', 'tell want start', 'tell want start make', 'tell want start make recommendation', 'tell want start make recommendation consider', 'want', 'want start', 'want start make', 'want start make recommendation', 'want start make recommendation consider', 'start', 'start make', 'start make recommendation', 'start make recommendation consider', 'make', 'make recommendation', 'make recommendation consider', 'recommendation', 'recommendation consider', 'consider']",1,0,0,0.034013605442176874
130563,"He assured me ,told the truth, he was very direct, and personable.",0,assure tell truth direct personal,"['assure', 'assure tell', 'assure tell truth', 'assure tell truth direct', 'assure tell truth direct personal', 'tell', 'tell truth', 'tell truth direct', 'tell truth direct personal', 'truth', 'truth direct', 'truth direct personal', 'direct', 'direct personal', 'personal']",1,0,0,0.07936507936507936
169589,"I am sure if we were a white American family they would not have dared to tell us to go out,",1,sure white family not dare tell,"['sure', 'sure white', 'sure white family', 'sure white family not', 'sure white family not dare', 'sure white family not dare tell', 'white', 'white family', 'white family not', 'white family not dare', 'white family not dare tell', 'family', 'family not', 'family not dare', 'family not dare tell', 'not', 'not dare', 'not dare tell', 'dare', 'dare tell', 'tell']",1,0,0,0.0574712643678161
