commentId,comment,classification,comment_processed,word_phrase_list,reception,reception amaze,amaze,similarity_score
100855,I asked receptionist can we reschedule for later today or do have back up MD Receptionist stated my questions are irrevalant twice.,1,ask reception schedule md reception state question irrevalant twice,"['ask', 'ask reception', 'ask reception schedule', 'ask reception schedule md', 'ask reception schedule md reception', 'ask reception schedule md reception state', 'ask reception schedule md reception state question', 'ask reception schedule md reception state question irrevalant', 'ask reception schedule md reception state question irrevalant twice', 'reception', 'reception schedule', 'reception schedule md', 'reception schedule md reception', 'reception schedule md reception state', 'reception schedule md reception state question', 'reception schedule md reception state question irrevalant', 'reception schedule md reception state question irrevalant twice', 'schedule', 'schedule md', 'schedule md reception', 'schedule md reception state', 'schedule md reception state question', 'schedule md reception state question irrevalant', 'schedule md reception state question irrevalant twice', 'md', 'md reception', 'md reception state', 'md reception state question', 'md reception state question irrevalant', 'md reception state question irrevalant twice', 'reception', 'reception state', 'reception state question', 'reception state question irrevalant', 'reception state question irrevalant twice', 'state', 'state question', 'state question irrevalant', 'state question irrevalant twice', 'question', 'question irrevalant', 'question irrevalant twice', 'irrevalant', 'irrevalant twice', 'twice']",1,0,0,0.7142857142857143
149344,tried calling multiple days and finally got through to a person yesterday who told me the receptionist was on the phone,1,try call multiple finally get person tell reception phone,"['try', 'try call', 'try call multiple', 'try call multiple finally', 'try call multiple finally get', 'try call multiple finally get person', 'try call multiple finally get person tell', 'try call multiple finally get person tell reception', 'try call multiple finally get person tell reception phone', 'call', 'call multiple', 'call multiple finally', 'call multiple finally get', 'call multiple finally get person', 'call multiple finally get person tell', 'call multiple finally get person tell reception', 'call multiple finally get person tell reception phone', 'multiple', 'multiple finally', 'multiple finally get', 'multiple finally get person', 'multiple finally get person tell', 'multiple finally get person tell reception', 'multiple finally get person tell reception phone', 'finally', 'finally get', 'finally get person', 'finally get person tell', 'finally get person tell reception', 'finally get person tell reception phone', 'get', 'get person', 'get person tell', 'get person tell reception', 'get person tell reception phone', 'person', 'person tell', 'person tell reception', 'person tell reception phone', 'tell', 'tell reception', 'tell reception phone', 'reception', 'reception phone', 'phone']",1,0,0,0.7142857142857143
68809,My injury is severe but they make me feel as best as possible from the receptionist to doctors.,0,injury severe feel good possible reception doctor,"['injury', 'injury severe', 'injury severe feel', 'injury severe feel good', 'injury severe feel good possible', 'injury severe feel good possible reception', 'injury severe feel good possible reception doctor', 'severe', 'severe feel', 'severe feel good', 'severe feel good possible', 'severe feel good possible reception', 'severe feel good possible reception doctor', 'feel', 'feel good', 'feel good possible', 'feel good possible reception', 'feel good possible reception doctor', 'good', 'good possible', 'good possible reception', 'good possible reception doctor', 'possible', 'possible reception', 'possible reception doctor', 'reception', 'reception doctor', 'doctor']",1,0,0,0.7142857142857143
142354,He was every bit as amazing as I had heard.,0,bit amaze hear,"['bit', 'bit amaze', 'bit amaze hear', 'amaze', 'amaze hear', 'hear']",0,0,1,0.7142857142857143
175930,He Is Bless With Gift From God Above He Is Amazing He Takes Time With His Patients,0,bless gift god amaze take time patient,"['bless', 'bless gift', 'bless gift god', 'bless gift god amaze', 'bless gift god amaze take', 'bless gift god amaze take time', 'bless gift god amaze take time patient', 'gift', 'gift god', 'gift god amaze', 'gift god amaze take', 'gift god amaze take time', 'gift god amaze take time patient', 'god', 'god amaze', 'god amaze take', 'god amaze take time', 'god amaze take time patient', 'amaze', 'amaze take', 'amaze take time', 'amaze take time patient', 'take', 'take time', 'take time patient', 'time', 'time patient', 'patient']",0,0,1,0.7142857142857143
143947,This doctor's office is absolutely amazing.,0,doctor office absolutely amaze,"['doctor', 'doctor office', 'doctor office absolutely', 'doctor office absolutely amaze', 'office', 'office absolutely', 'office absolutely amaze', 'absolutely', 'absolutely amaze', 'amaze']",0,0,1,0.7142857142857143
119753,The staff at Basu Aesthetics and Plastic Surgery is beyond amazing!,0,staff base aesthetic plastic surgery amaze,"['staff', 'staff base', 'staff base aesthetic', 'staff base aesthetic plastic', 'staff base aesthetic plastic surgery', 'staff base aesthetic plastic surgery amaze', 'base', 'base aesthetic', 'base aesthetic plastic', 'base aesthetic plastic surgery', 'base aesthetic plastic surgery amaze', 'aesthetic', 'aesthetic plastic', 'aesthetic plastic surgery', 'aesthetic plastic surgery amaze', 'plastic', 'plastic surgery', 'plastic surgery amaze', 'surgery', 'surgery amaze', 'amaze']",0,0,1,0.7142857142857143
67862,My treatment pal was discuss and when everything was completed I was amazed at my results 2 thumbs up and a pinky finger.,0,treatment pal discus complete amaze result thumb pink finger,"['treatment', 'treatment pal', 'treatment pal discus', 'treatment pal discus complete', 'treatment pal discus complete amaze', 'treatment pal discus complete amaze result', 'treatment pal discus complete amaze result thumb', 'treatment pal discus complete amaze result thumb pink', 'treatment pal discus complete amaze result thumb pink finger', 'pal', 'pal discus', 'pal discus complete', 'pal discus complete amaze', 'pal discus complete amaze result', 'pal discus complete amaze result thumb', 'pal discus complete amaze result thumb pink', 'pal discus complete amaze result thumb pink finger', 'discus', 'discus complete', 'discus complete amaze', 'discus complete amaze result', 'discus complete amaze result thumb', 'discus complete amaze result thumb pink', 'discus complete amaze result thumb pink finger', 'complete', 'complete amaze', 'complete amaze result', 'complete amaze result thumb', 'complete amaze result thumb pink', 'complete amaze result thumb pink finger', 'amaze', 'amaze result', 'amaze result thumb', 'amaze result thumb pink', 'amaze result thumb pink finger', 'result', 'result thumb', 'result thumb pink', 'result thumb pink finger', 'thumb', 'thumb pink', 'thumb pink finger', 'pink', 'pink finger', 'finger']",0,0,1,0.7142857142857143
85144,and Dr. Balog is amazing.,0,amaze,['amaze'],0,0,1,0.7142857142857143
127262,"Had my first visit with Dr. Frank and it was such an amazing experience, I will definitely be going back.",0,visit dr frank amaze experience decidedly go,"['visit', 'visit dr', 'visit dr frank', 'visit dr frank amaze', 'visit dr frank amaze experience', 'visit dr frank amaze experience decidedly', 'visit dr frank amaze experience decidedly go', 'dr', 'dr frank', 'dr frank amaze', 'dr frank amaze experience', 'dr frank amaze experience decidedly', 'dr frank amaze experience decidedly go', 'frank', 'frank amaze', 'frank amaze experience', 'frank amaze experience decidedly', 'frank amaze experience decidedly go', 'amaze', 'amaze experience', 'amaze experience decidedly', 'amaze experience decidedly go', 'experience', 'experience decidedly', 'experience decidedly go', 'decidedly', 'decidedly go', 'go']",0,0,1,0.7142857142857143
91057,"After I left and told the receptionist that I couldn't wait any longer, I never received a phone call to apologize",1,leave tell reception wait long receive phone apologize,"['leave', 'leave tell', 'leave tell reception', 'leave tell reception wait', 'leave tell reception wait long', 'leave tell reception wait long receive', 'leave tell reception wait long receive phone', 'leave tell reception wait long receive phone apologize', 'tell', 'tell reception', 'tell reception wait', 'tell reception wait long', 'tell reception wait long receive', 'tell reception wait long receive phone', 'tell reception wait long receive phone apologize', 'reception', 'reception wait', 'reception wait long', 'reception wait long receive', 'reception wait long receive phone', 'reception wait long receive phone apologize', 'wait', 'wait long', 'wait long receive', 'wait long receive phone', 'wait long receive phone apologize', 'long', 'long receive', 'long receive phone', 'long receive phone apologize', 'receive', 'receive phone', 'receive phone apologize', 'phone', 'phone apologize', 'apologize']",1,0,0,0.7142857142857143
120890,Just got my lip fillers done with Dr. Wise and it was amazing!,0,get lip tiller dr wise amaze,"['get', 'get lip', 'get lip tiller', 'get lip tiller dr', 'get lip tiller dr wise', 'get lip tiller dr wise amaze', 'lip', 'lip tiller', 'lip tiller dr', 'lip tiller dr wise', 'lip tiller dr wise amaze', 'tiller', 'tiller dr', 'tiller dr wise', 'tiller dr wise amaze', 'dr', 'dr wise', 'dr wise amaze', 'wise', 'wise amaze', 'amaze']",0,0,1,0.7142857142857143
119854,I got my eyebrows micrbladed and Jennifer was so amazing and precise!,0,get eyebrow micrbladed jenny amaze precise,"['get', 'get eyebrow', 'get eyebrow micrbladed', 'get eyebrow micrbladed jenny', 'get eyebrow micrbladed jenny amaze', 'get eyebrow micrbladed jenny amaze precise', 'eyebrow', 'eyebrow micrbladed', 'eyebrow micrbladed jenny', 'eyebrow micrbladed jenny amaze', 'eyebrow micrbladed jenny amaze precise', 'micrbladed', 'micrbladed jenny', 'micrbladed jenny amaze', 'micrbladed jenny amaze precise', 'jenny', 'jenny amaze', 'jenny amaze precise', 'amaze', 'amaze precise', 'precise']",0,0,1,0.7142857142857143
111227,Dr. Beck is amazing.,0,amaze,['amaze'],0,0,1,0.7142857142857143
131851,Absolutely amazing spine surgeon.,0,absolutely amaze spine surgeon,"['absolutely', 'absolutely amaze', 'absolutely amaze spine', 'absolutely amaze spine surgeon', 'amaze', 'amaze spine', 'amaze spine surgeon', 'spine', 'spine surgeon', 'surgeon']",0,0,1,0.7142857142857143
122389,"I went to dr mendieta for a BBL , I am 4 months post surgery and I am so amazed and happy with my results.",0,go dr mendota bal post surgery amaze happy result,"['go', 'go dr', 'go dr mendota', 'go dr mendota bal', 'go dr mendota bal post', 'go dr mendota bal post surgery', 'go dr mendota bal post surgery amaze', 'go dr mendota bal post surgery amaze happy', 'go dr mendota bal post surgery amaze happy result', 'dr', 'dr mendota', 'dr mendota bal', 'dr mendota bal post', 'dr mendota bal post surgery', 'dr mendota bal post surgery amaze', 'dr mendota bal post surgery amaze happy', 'dr mendota bal post surgery amaze happy result', 'mendota', 'mendota bal', 'mendota bal post', 'mendota bal post surgery', 'mendota bal post surgery amaze', 'mendota bal post surgery amaze happy', 'mendota bal post surgery amaze happy result', 'bal', 'bal post', 'bal post surgery', 'bal post surgery amaze', 'bal post surgery amaze happy', 'bal post surgery amaze happy result', 'post', 'post surgery', 'post surgery amaze', 'post surgery amaze happy', 'post surgery amaze happy result', 'surgery', 'surgery amaze', 'surgery amaze happy', 'surgery amaze happy result', 'amaze', 'amaze happy', 'amaze happy result', 'happy', 'happy result', 'result']",0,0,1,0.7142857142857143
94373,and his amazing technique.,0,amaze technique,"['amaze', 'amaze technique', 'technique']",0,0,1,0.7142857142857143
103903,The staff was amazing including Dr. Fulmer!!!.,0,staff amaze include dr full,"['staff', 'staff amaze', 'staff amaze include', 'staff amaze include dr', 'staff amaze include dr full', 'amaze', 'amaze include', 'amaze include dr', 'amaze include dr full', 'include', 'include dr', 'include dr full', 'dr', 'dr full', 'full']",0,0,1,0.7142857142857143
123211,I scheduled an appointment for botox and the results are amazing!,0,schedule appointment result amaze,"['schedule', 'schedule appointment', 'schedule appointment result', 'schedule appointment result amaze', 'appointment', 'appointment result', 'appointment result amaze', 'result', 'result amaze', 'amaze']",0,0,1,0.7142857142857143
87269,"Dr. Sand is not only an amazing doctor,",0,dr sand amaze doctor,"['dr', 'dr sand', 'dr sand amaze', 'dr sand amaze doctor', 'sand', 'sand amaze', 'sand amaze doctor', 'amaze', 'amaze doctor', 'doctor']",0,0,1,0.7142857142857143
90835,All the ladies were amazing this will be my primary doctor,0,lady amaze primary doctor,"['lady', 'lady amaze', 'lady amaze primary', 'lady amaze primary doctor', 'amaze', 'amaze primary', 'amaze primary doctor', 'primary', 'primary doctor', 'doctor']",0,0,1,0.7142857142857143
187603,"Madison was the most amazing, accommodating coordinator I've ever come in contact with.",0,amaze accommodation coordinate ve come contact,"['amaze', 'amaze accommodation', 'amaze accommodation coordinate', 'amaze accommodation coordinate ve', 'amaze accommodation coordinate ve come', 'amaze accommodation coordinate ve come contact', 'accommodation', 'accommodation coordinate', 'accommodation coordinate ve', 'accommodation coordinate ve come', 'accommodation coordinate ve come contact', 'coordinate', 'coordinate ve', 'coordinate ve come', 'coordinate ve come contact', 've', 've come', 've come contact', 'come', 'come contact', 'contact']",0,0,1,0.7142857142857143
177342,"If you don't know about Evolve Medical or their amazing professionals like Isabella, then you need to stop researching this is the right place",0,know evolve medical amaze professional like isabel need stop search right place,"['know', 'know evolve', 'know evolve medical', 'know evolve medical amaze', 'know evolve medical amaze professional', 'know evolve medical amaze professional like', 'know evolve medical amaze professional like isabel', 'know evolve medical amaze professional like isabel need', 'know evolve medical amaze professional like isabel need stop', 'know evolve medical amaze professional like isabel need stop search', 'know evolve medical amaze professional like isabel need stop search right', 'know evolve medical amaze professional like isabel need stop search right place', 'evolve', 'evolve medical', 'evolve medical amaze', 'evolve medical amaze professional', 'evolve medical amaze professional like', 'evolve medical amaze professional like isabel', 'evolve medical amaze professional like isabel need', 'evolve medical amaze professional like isabel need stop', 'evolve medical amaze professional like isabel need stop search', 'evolve medical amaze professional like isabel need stop search right', 'evolve medical amaze professional like isabel need stop search right place', 'medical', 'medical amaze', 'medical amaze professional', 'medical amaze professional like', 'medical amaze professional like isabel', 'medical amaze professional like isabel need', 'medical amaze professional like isabel need stop', 'medical amaze professional like isabel need stop search', 'medical amaze professional like isabel need stop search right', 'medical amaze professional like isabel need stop search right place', 'amaze', 'amaze professional', 'amaze professional like', 'amaze professional like isabel', 'amaze professional like isabel need', 'amaze professional like isabel need stop', 'amaze professional like isabel need stop search', 'amaze professional like isabel need stop search right', 'amaze professional like isabel need stop search right place', 'professional', 'professional like', 'professional like isabel', 'professional like isabel need', 'professional like isabel need stop', 'professional like isabel need stop search', 'professional like isabel need stop search right', 'professional like isabel need stop search right place', 'like', 'like isabel', 'like isabel need', 'like isabel need stop', 'like isabel need stop search', 'like isabel need stop search right', 'like isabel need stop search right place', 'isabel', 'isabel need', 'isabel need stop', 'isabel need stop search', 'isabel need stop search right', 'isabel need stop search right place', 'need', 'need stop', 'need stop search', 'need stop search right', 'need stop search right place', 'stop', 'stop search', 'stop search right', 'stop search right place', 'search', 'search right', 'search right place', 'right', 'right place', 'place']",0,0,1,0.7142857142857143
68382,I was amazed at the before and after pictures of patients he had operated on.,0,amaze picture patient operate,"['amaze', 'amaze picture', 'amaze picture patient', 'amaze picture patient operate', 'picture', 'picture patient', 'picture patient operate', 'patient', 'patient operate', 'operate']",0,0,1,0.7142857142857143
180764,I have since had an amazing tummy tuck and liposuction with Dr. Patty Flint,0,amaze mummy tuck liposuction flint,"['amaze', 'amaze mummy', 'amaze mummy tuck', 'amaze mummy tuck liposuction', 'amaze mummy tuck liposuction flint', 'mummy', 'mummy tuck', 'mummy tuck liposuction', 'mummy tuck liposuction flint', 'tuck', 'tuck liposuction', 'tuck liposuction flint', 'liposuction', 'liposuction flint', 'flint']",0,0,1,0.7142857142857143
85876,He's amazing with medicine,0,s amaze medicine,"['s', 's amaze', 's amaze medicine', 'amaze', 'amaze medicine', 'medicine']",0,0,1,0.7142857142857143
134834,So pleased I found Dr Parker and his amazing staff I am still a new patient,0,please find amaze staff new patient,"['please', 'please find', 'please find amaze', 'please find amaze staff', 'please find amaze staff new', 'please find amaze staff new patient', 'find', 'find amaze', 'find amaze staff', 'find amaze staff new', 'find amaze staff new patient', 'amaze', 'amaze staff', 'amaze staff new', 'amaze staff new patient', 'staff', 'staff new', 'staff new patient', 'new', 'new patient', 'patient']",0,0,1,0.7142857142857143
94882,and stayed overnight at the surgery center - The hospitality of the staff there was amazing!,0,stay overnight surgery center cordial reception staff amaze,"['stay', 'stay overnight', 'stay overnight surgery', 'stay overnight surgery center', 'stay overnight surgery center cordial', 'stay overnight surgery center cordial reception', 'stay overnight surgery center cordial reception staff', 'stay overnight surgery center cordial reception staff amaze', 'overnight', 'overnight surgery', 'overnight surgery center', 'overnight surgery center cordial', 'overnight surgery center cordial reception', 'overnight surgery center cordial reception staff', 'overnight surgery center cordial reception staff amaze', 'surgery', 'surgery center', 'surgery center cordial', 'surgery center cordial reception', 'surgery center cordial reception staff', 'surgery center cordial reception staff amaze', 'center', 'center cordial', 'center cordial reception', 'center cordial reception staff', 'center cordial reception staff amaze', 'cordial', 'cordial reception', 'cordial reception staff', 'cordial reception staff amaze', 'reception', 'reception staff', 'reception staff amaze', 'staff', 'staff amaze', 'amaze']",1,0,1,1.4285714285714284
97987,Him and his staff are amazing people to work with,0,staff amaze people work,"['staff', 'staff amaze', 'staff amaze people', 'staff amaze people work', 'amaze', 'amaze people', 'amaze people work', 'people', 'people work', 'work']",0,0,1,0.7142857142857143
72056,Marlena is such a sweetheart as well as the front desk receptionist Becky.,0,sweetheart desk reception beck,"['sweetheart', 'sweetheart desk', 'sweetheart desk reception', 'sweetheart desk reception beck', 'desk', 'desk reception', 'desk reception beck', 'reception', 'reception beck', 'beck']",1,0,0,0.7142857142857143
134640,amazing results from the first time ok my FUE treatment Highly recommended..,0,amaze result time ok treatment highly recommend,"['amaze', 'amaze result', 'amaze result time', 'amaze result time ok', 'amaze result time ok treatment', 'amaze result time ok treatment highly', 'amaze result time ok treatment highly recommend', 'result', 'result time', 'result time ok', 'result time ok treatment', 'result time ok treatment highly', 'result time ok treatment highly recommend', 'time', 'time ok', 'time ok treatment', 'time ok treatment highly', 'time ok treatment highly recommend', 'ok', 'ok treatment', 'ok treatment highly', 'ok treatment highly recommend', 'treatment', 'treatment highly', 'treatment highly recommend', 'highly', 'highly recommend', 'recommend']",0,0,1,0.7142857142857143
156479,Overall happy with their amazing service.,0,overall happy amaze service,"['overall', 'overall happy', 'overall happy amaze', 'overall happy amaze service', 'happy', 'happy amaze', 'happy amaze service', 'amaze', 'amaze service', 'service']",0,0,1,0.7142857142857143
105225,I asked to talk to him about it and his receptionist was rude,1,ask talk reception rude,"['ask', 'ask talk', 'ask talk reception', 'ask talk reception rude', 'talk', 'talk reception', 'talk reception rude', 'reception', 'reception rude', 'rude']",1,0,0,0.7142857142857143
148647,"and let me tell you, this woman is amazing!",0,let tell woman amaze,"['let', 'let tell', 'let tell woman', 'let tell woman amaze', 'tell', 'tell woman', 'tell woman amaze', 'woman', 'woman amaze', 'amaze']",0,0,1,0.7142857142857143
191228,"The people in the reception were very helpful, not just on checkin and checkout,",0,people reception helpful check checkout,"['people', 'people reception', 'people reception helpful', 'people reception helpful check', 'people reception helpful check checkout', 'reception', 'reception helpful', 'reception helpful check', 'reception helpful check checkout', 'helpful', 'helpful check', 'helpful check checkout', 'check', 'check checkout', 'checkout']",1,0,0,0.7142857142857143
105760,It's absolutely amazing that they are able to be so consistently bad when it comes to wait times.,1,absolutely amaze able systematically bad come wait time,"['absolutely', 'absolutely amaze', 'absolutely amaze able', 'absolutely amaze able systematically', 'absolutely amaze able systematically bad', 'absolutely amaze able systematically bad come', 'absolutely amaze able systematically bad come wait', 'absolutely amaze able systematically bad come wait time', 'amaze', 'amaze able', 'amaze able systematically', 'amaze able systematically bad', 'amaze able systematically bad come', 'amaze able systematically bad come wait', 'amaze able systematically bad come wait time', 'able', 'able systematically', 'able systematically bad', 'able systematically bad come', 'able systematically bad come wait', 'able systematically bad come wait time', 'systematically', 'systematically bad', 'systematically bad come', 'systematically bad come wait', 'systematically bad come wait time', 'bad', 'bad come', 'bad come wait', 'bad come wait time', 'come', 'come wait', 'come wait time', 'wait', 'wait time', 'time']",0,0,1,0.7142857142857143
165834,One was amazing everytime.,0,amaze everytime,"['amaze', 'amaze everytime', 'everytime']",0,0,1,0.7142857142857143
121947,"He is amazing, and artist he knows about body harmony and would not let you do something that you would regret later.",0,amaze artist know body harmony let regret late,"['amaze', 'amaze artist', 'amaze artist know', 'amaze artist know body', 'amaze artist know body harmony', 'amaze artist know body harmony let', 'amaze artist know body harmony let regret', 'amaze artist know body harmony let regret late', 'artist', 'artist know', 'artist know body', 'artist know body harmony', 'artist know body harmony let', 'artist know body harmony let regret', 'artist know body harmony let regret late', 'know', 'know body', 'know body harmony', 'know body harmony let', 'know body harmony let regret', 'know body harmony let regret late', 'body', 'body harmony', 'body harmony let', 'body harmony let regret', 'body harmony let regret late', 'harmony', 'harmony let', 'harmony let regret', 'harmony let regret late', 'let', 'let regret', 'let regret late', 'regret', 'regret late', 'late']",0,0,1,0.7142857142857143
104786,Absolutely an amazing Dr that wants to actually make you better and not just throw medication at you.,0,absolutely amaze dr want actually good throw meditation,"['absolutely', 'absolutely amaze', 'absolutely amaze dr', 'absolutely amaze dr want', 'absolutely amaze dr want actually', 'absolutely amaze dr want actually good', 'absolutely amaze dr want actually good throw', 'absolutely amaze dr want actually good throw meditation', 'amaze', 'amaze dr', 'amaze dr want', 'amaze dr want actually', 'amaze dr want actually good', 'amaze dr want actually good throw', 'amaze dr want actually good throw meditation', 'dr', 'dr want', 'dr want actually', 'dr want actually good', 'dr want actually good throw', 'dr want actually good throw meditation', 'want', 'want actually', 'want actually good', 'want actually good throw', 'want actually good throw meditation', 'actually', 'actually good', 'actually good throw', 'actually good throw meditation', 'good', 'good throw', 'good throw meditation', 'throw', 'throw meditation', 'meditation']",0,0,1,0.7142857142857143
146191,"Book your appointment and see how amazing this team is for yourself, you won't regret it.",0,book appointment amaze team wo regret,"['book', 'book appointment', 'book appointment amaze', 'book appointment amaze team', 'book appointment amaze team wo', 'book appointment amaze team wo regret', 'appointment', 'appointment amaze', 'appointment amaze team', 'appointment amaze team wo', 'appointment amaze team wo regret', 'amaze', 'amaze team', 'amaze team wo', 'amaze team wo regret', 'team', 'team wo', 'team wo regret', 'wo', 'wo regret', 'regret']",0,0,1,0.7142857142857143
91069,Now I am free from my addiction and no longer living in pain.an amazing Dr.,0,free addition long living pain amaze dr,"['free', 'free addition', 'free addition long', 'free addition long living', 'free addition long living pain', 'free addition long living pain amaze', 'free addition long living pain amaze dr', 'addition', 'addition long', 'addition long living', 'addition long living pain', 'addition long living pain amaze', 'addition long living pain amaze dr', 'long', 'long living', 'long living pain', 'long living pain amaze', 'long living pain amaze dr', 'living', 'living pain', 'living pain amaze', 'living pain amaze dr', 'pain', 'pain amaze', 'pain amaze dr', 'amaze', 'amaze dr', 'dr']",0,0,1,0.7142857142857143
101470,She's amazing!!,0,s amaze,"['s', 's amaze', 'amaze']",0,0,1,0.7142857142857143
163057,We felt the home town hospitality that we never had in the big city.,0,feel home town cordial reception big city,"['feel', 'feel home', 'feel home town', 'feel home town cordial', 'feel home town cordial reception', 'feel home town cordial reception big', 'feel home town cordial reception big city', 'home', 'home town', 'home town cordial', 'home town cordial reception', 'home town cordial reception big', 'home town cordial reception big city', 'town', 'town cordial', 'town cordial reception', 'town cordial reception big', 'town cordial reception big city', 'cordial', 'cordial reception', 'cordial reception big', 'cordial reception big city', 'reception', 'reception big', 'reception big city', 'big', 'big city', 'city']",1,0,0,0.7142857142857143
125983,"I had an amazing experience throughout everything, from the consultation to the pre op appointment and on surgery day.",0,amaze experience consultation pre op appointment surgery day,"['amaze', 'amaze experience', 'amaze experience consultation', 'amaze experience consultation pre', 'amaze experience consultation pre op', 'amaze experience consultation pre op appointment', 'amaze experience consultation pre op appointment surgery', 'amaze experience consultation pre op appointment surgery day', 'experience', 'experience consultation', 'experience consultation pre', 'experience consultation pre op', 'experience consultation pre op appointment', 'experience consultation pre op appointment surgery', 'experience consultation pre op appointment surgery day', 'consultation', 'consultation pre', 'consultation pre op', 'consultation pre op appointment', 'consultation pre op appointment surgery', 'consultation pre op appointment surgery day', 'pre', 'pre op', 'pre op appointment', 'pre op appointment surgery', 'pre op appointment surgery day', 'op', 'op appointment', 'op appointment surgery', 'op appointment surgery day', 'appointment', 'appointment surgery', 'appointment surgery day', 'surgery', 'surgery day', 'day']",0,0,1,0.7142857142857143
97558,I was comforted that I made the right choice when I met the amazing office staff.,0,comfort right choice meet amaze office staff,"['comfort', 'comfort right', 'comfort right choice', 'comfort right choice meet', 'comfort right choice meet amaze', 'comfort right choice meet amaze office', 'comfort right choice meet amaze office staff', 'right', 'right choice', 'right choice meet', 'right choice meet amaze', 'right choice meet amaze office', 'right choice meet amaze office staff', 'choice', 'choice meet', 'choice meet amaze', 'choice meet amaze office', 'choice meet amaze office staff', 'meet', 'meet amaze', 'meet amaze office', 'meet amaze office staff', 'amaze', 'amaze office', 'amaze office staff', 'office', 'office staff', 'staff']",0,0,1,0.7142857142857143
142261,He is absolutely amazing!,0,absolutely amaze,"['absolutely', 'absolutely amaze', 'amaze']",0,0,1,0.7142857142857143
107356,She caught such amazing pictures of my little one icluding one of her sucking on her little toes.,0,catch amaze picture little include suck little toe,"['catch', 'catch amaze', 'catch amaze picture', 'catch amaze picture little', 'catch amaze picture little include', 'catch amaze picture little include suck', 'catch amaze picture little include suck little', 'catch amaze picture little include suck little toe', 'amaze', 'amaze picture', 'amaze picture little', 'amaze picture little include', 'amaze picture little include suck', 'amaze picture little include suck little', 'amaze picture little include suck little toe', 'picture', 'picture little', 'picture little include', 'picture little include suck', 'picture little include suck little', 'picture little include suck little toe', 'little', 'little include', 'little include suck', 'little include suck little', 'little include suck little toe', 'include', 'include suck', 'include suck little', 'include suck little toe', 'suck', 'suck little', 'suck little toe', 'little', 'little toe', 'toe']",0,0,1,0.7142857142857143
141484,"Always do such amazing work if you have to save to go to a great office, this is the place to go!",0,amaze work save great office place,"['amaze', 'amaze work', 'amaze work save', 'amaze work save great', 'amaze work save great office', 'amaze work save great office place', 'work', 'work save', 'work save great', 'work save great office', 'work save great office place', 'save', 'save great', 'save great office', 'save great office place', 'great', 'great office', 'great office place', 'office', 'office place', 'place']",0,0,1,0.7142857142857143
154106,and comfort level(didn?t feel a thing) Amazing staff Amazon doctor.,0,comfort leveldidnt feel thing amaze staff amazon doctor,"['comfort', 'comfort leveldidnt', 'comfort leveldidnt feel', 'comfort leveldidnt feel thing', 'comfort leveldidnt feel thing amaze', 'comfort leveldidnt feel thing amaze staff', 'comfort leveldidnt feel thing amaze staff amazon', 'comfort leveldidnt feel thing amaze staff amazon doctor', 'leveldidnt', 'leveldidnt feel', 'leveldidnt feel thing', 'leveldidnt feel thing amaze', 'leveldidnt feel thing amaze staff', 'leveldidnt feel thing amaze staff amazon', 'leveldidnt feel thing amaze staff amazon doctor', 'feel', 'feel thing', 'feel thing amaze', 'feel thing amaze staff', 'feel thing amaze staff amazon', 'feel thing amaze staff amazon doctor', 'thing', 'thing amaze', 'thing amaze staff', 'thing amaze staff amazon', 'thing amaze staff amazon doctor', 'amaze', 'amaze staff', 'amaze staff amazon', 'amaze staff amazon doctor', 'staff', 'staff amazon', 'staff amazon doctor', 'amazon', 'amazon doctor', 'doctor']",0,0,1,0.7142857142857143
152155,Laura is an amazing Injector literally has the hand of an artist.,0,amaze injection literally hand artist,"['amaze', 'amaze injection', 'amaze injection literally', 'amaze injection literally hand', 'amaze injection literally hand artist', 'injection', 'injection literally', 'injection literally hand', 'injection literally hand artist', 'literally', 'literally hand', 'literally hand artist', 'hand', 'hand artist', 'artist']",0,0,1,0.7142857142857143
106082,He has been doing my botox for 3 years now and it has looked AMAZING every time!!,0,look amaze time,"['look', 'look amaze', 'look amaze time', 'amaze', 'amaze time', 'time']",0,0,1,0.7142857142857143
142898,They took amazing care of my 12 year old son.,0,take amaze care son,"['take', 'take amaze', 'take amaze care', 'take amaze care son', 'amaze', 'amaze care', 'amaze care son', 'care', 'care son', 'son']",0,0,1,0.7142857142857143
140515,From prerigestering to leaving this amazing hospital was more than what I ever expected .,0,prerigestering leave amaze hospital expect,"['prerigestering', 'prerigestering leave', 'prerigestering leave amaze', 'prerigestering leave amaze hospital', 'prerigestering leave amaze hospital expect', 'leave', 'leave amaze', 'leave amaze hospital', 'leave amaze hospital expect', 'amaze', 'amaze hospital', 'amaze hospital expect', 'hospital', 'hospital expect', 'expect']",0,0,1,0.7142857142857143
179850,For a doctor to come visit you and still call you two weeks later to see how you're doing is beyond amazing!!,0,doctor come visit amaze,"['doctor', 'doctor come', 'doctor come visit', 'doctor come visit amaze', 'come', 'come visit', 'come visit amaze', 'visit', 'visit amaze', 'amaze']",0,0,1,0.7142857142857143
130309,The practioner/doctor are AMAZING!!!,0,practionerdoctor amaze,"['practionerdoctor', 'practionerdoctor amaze', 'amaze']",0,0,1,0.7142857142857143
